omega,beta0,E,episode,beta,average R^T
1,0.5,3000,1393,00.267833333333333,-166.7417449951172
1,0.5,3000,1415,00.264166666666667,-164.09194946289062
1,0.5,3000,1427,00.262166666666667,-160.82330322265625
1,0.5,3000,1437,00.260500000000000,-160.2175750732422
1,0.5,3000,1467,00.255500000000000,-154.80311584472656
1,0.5,3000,1492,00.251333333333333,-156.19589233398438
1,0.5,3000,1524,00.246000000000000,-160.360595703125
1,0.5,3000,1553,00.241166666666667,-153.2126007080078
1,0.5,3000,1569,00.238500000000000,-149.6540069580078
1,0.5,3000,1585,00.235833333333333,-147.35865783691406
1,0.5,3000,1606,00.232333333333333,-150.9019012451172
1,0.5,3000,1641,00.226500000000000,-151.2596435546875
1,0.5,3000,1692,00.218000000000000,-154.3839569091797
1,0.5,3000,1710,00.215000000000000,-153.1168670654297
1,0.5,3000,1719,00.213500000000000,-152.498046875
1,0.5,3000,1733,00.211166666666667,-158.7198028564453
1,0.5,3000,1735,00.210833333333333,-158.06532287597656
1,0.5,3000,1738,00.210333333333333,-157.44937133789062
1,0.5,3000,1782,00.203000000000000,-152.28720092773438
1,0.5,3000,1845,00.192500000000000,-149.8589324951172
1,0.5,3000,1854,00.191000000000000,-151.38778686523438
1,0.5,3000,1867,00.188833333333333,-155.89889526367188
1,0.5,3000,1870,00.188333333333333,-154.97438049316406
1,0.5,3000,1878,00.187000000000000,-154.6234130859375
1,0.5,3000,1918,00.180333333333333,-148.6171875
1,0.5,3000,1935,00.177500000000000,-148.3262481689453
1,0.5,3000,1948,00.175333333333333,-156.1342315673828
1,0.5,3000,2002,00.166333333333333,-142.48849487304688
1,0.5,3000,2037,00.160500000000000,-150.5351104736328
1,0.5,3000,2078,00.153666666666667,-146.74850463867188
1,0.5,3000,2097,00.150500000000000,-145.34437561035156
1,0.5,3000,2188,00.135333333333333,-142.43551635742188
1,0.5,3000,2200,00.133333333333333,-138.52020263671875
1,0.5,3000,2212,00.131333333333333,-139.54925537109375
1,0.5,3000,2232,00.128000000000000,-139.37786865234375
1,0.5,3000,2237,00.127166666666667,-140.4892120361328
1,0.5,3000,2238,00.127000000000000,-140.99253845214844
1,0.5,3000,2258,00.123666666666667,-148.66366577148438
1,0.5,3000,2263,00.122833333333333,-149.23275756835938
1,0.5,3000,2308,00.115333333333333,-144.08251953125
1,0.5,3000,2320,00.113333333333333,-142.85372924804688
1,0.5,3000,2355,00.107500000000000,-140.09454345703125
1,0.5,3000,2390,00.101666666666667,-139.08233642578125
1,0.5,3000,2391,00.101500000000000,-138.5838165283203
1,0.5,3000,2393,00.101166666666667,-139.83273315429688
1,0.5,3000,2437,00.0938333333333333,-138.6676483154297
1,0.5,3000,2454,00.0910000000000000,-139.86094665527344
1,0.5,3000,2456,00.0906666666666667,-140.13455200195312
1,0.5,3000,2461,00.0898333333333333,-139.97357177734375
1,0.5,3000,2486,00.0856666666666667,-149.63592529296875
1,0.5,3000,2487,00.0855000000000000,-149.63992309570312
1,0.5,3000,2497,00.0838333333333333,-148.94151306152344
1,0.5,3000,2499,00.0835000000000000,-150.68431091308594
1,0.5,3000,2504,00.0826666666666667,-152.2150115966797
1,0.5,3000,2533,00.0778333333333333,-147.94248962402344
1,0.5,3000,2548,00.0753333333333333,-147.2310791015625
1,0.5,3000,2554,00.0743333333333333,-143.55308532714844
1,0.5,3000,2686,00.0523333333333333,-134.89544677734375
1,0.5,3000,2741,00.0431666666666667,-137.5925750732422
1,0.5,3000,2755,00.0408333333333333,-136.35447692871094
1,0.5,3000,2790,00.0350000000000000,-139.9636993408203
1,0.5,3000,2897,00.0171666666666667,-130.63157653808594
1,0.5,3000,2968,00.00533333333333333,-139.10789489746094
1,0.5,3000,3012,00,-139.73748779296875
1,0.5,3000,3039,00,-141.2858123779297
1,0.5,3000,3042,00,-140.12168884277344
1,0.5,3000,3100,00,-139.71546936035156
1,0.5,3000,3162,00,-132.27249145507812
1,0.5,3000,3197,00,-129.8065185546875
1,0.5,3000,3231,00,-132.8572235107422
1,0.5,3000,3245,00,-133.3231658935547
1,0.5,3000,3247,00,-132.75062561035156
1,0.5,3000,3248,00,-132.55038452148438
1,0.5,3000,3306,00,-131.06065368652344
1,0.5,3000,3377,00,-132.79283142089844
1,0.5,3000,3409,00,-140.5944366455078
1,0.5,3000,3450,00,-131.48178100585938
1,0.5,3000,3481,00,-131.4120635986328
1,0.5,3000,3601,00,-129.6894989013672
1,0.5,3000,3619,00,-127.28672790527344
1,0.5,3000,3621,00,-128.20138549804688
1,0.5,3000,3671,00,-128.65089416503906
1,0.5,3000,3727,00,-128.1063232421875
1,0.5,3000,3742,00,-127.60115051269531
1,0.5,3000,3794,00,-129.0123291015625
1,0.5,3000,3815,00,-129.6354217529297
1,0.5,3000,3820,00,-128.5900421142578
1,0.5,3000,3822,00,-128.57485961914062
1,0.5,3000,3865,00,-127.4951171875
1,0.5,3000,3929,00,-128.91476440429688
1,0.5,3000,3957,00,-129.93624877929688
1,0.5,3000,3985,00,-129.43655395507812
1,0.5,3000,4037,00,-127.67827606201172
1,0.5,3000,4099,00,-127.78545379638672
1,0.5,3000,4110,00,-125.86769104003906
1,0.5,3000,4183,00,-119.14759063720703
1,0.5,3000,4197,00,-117.8860092163086
1,0.5,3000,4203,00,-121.6906967163086
1,0.5,3000,4228,00,-122.79149627685547
1,0.5,3000,4233,00,-123.6766586303711
1,0.5,3000,4264,00,-123.52391052246094
1,0.5,3000,4305,00,-123.76284790039062
1,0.5,3000,4318,00,-123.97573852539062
1,0.5,3000,4320,00,-123.68731689453125
1,0.5,3000,4401,00,-123.39783477783203
1,0.5,3000,4493,00,-121.48445892333984
1,0.5,3000,4510,00,-119.28524780273438
1,0.5,3000,4531,00,-120.69892883300781
1,0.5,3000,4629,00,-122.6753921508789
1,0.5,3000,4665,00,-117.84732818603516
1,0.5,3000,4669,00,-117.90685272216797
1,0.5,3000,4677,00,-118.51365661621094
1,0.5,3000,4751,00,-118.62586212158203
1,0.5,3000,4789,00,-118.57811737060547
1,0.5,3000,4801,00,-120.78366088867188
1,0.5,3000,4803,00,-121.8652114868164
1,0.5,3000,4841,00,-119.12821197509766
1,0.5,3000,4853,00,-116.87718963623047
1,0.5,3000,4895,00,-117.09382629394531
1,0.5,3000,4963,00,-117.01029205322266
1,0.5,3000,4972,00,-116.72134399414062
1,0.5,3000,4975,00,-117.16496276855469
1,0.5,3000,5051,00,-117.81517791748047
1,0.5,3000,5053,00,-117.74401092529297
1,0.5,3000,5107,00,-120.51166534423828
1,0.5,3000,5135,00,-118.33861541748047
1,0.5,3000,5201,00,-118.56842041015625
1,0.5,3000,5240,00,-118.74799346923828
1,0.5,3000,5330,00,-114.14578247070312
1,0.5,3000,5346,00,-113.75343322753906
1,0.5,3000,5360,00,-116.14093017578125
1,0.5,3000,5421,00,-116.24552917480469
1,0.5,3000,5443,00,-115.37704467773438
1,0.5,3000,5516,00,-115.76424407958984
1,0.5,3000,5518,00,-115.81002807617188
1,0.5,3000,5550,00,-116.87260437011719
1,0.5,3000,5588,00,-116.91828155517578
1,0.5,3000,5661,00,-115.10604095458984
1,0.5,3000,5665,00,-115.00114440917969
1,0.5,3000,5680,00,-113.9844741821289
1,0.5,3000,5724,00,-112.4449234008789
1,0.5,3000,5809,00,-112.43569946289062
1,0.5,3000,5826,00,-113.3701400756836
1,0.5,3000,5829,00,-112.94621276855469
1,0.5,3000,5863,00,-114.0765609741211
1,0.5,3000,5865,00,-114.22854614257812
1,0.5,3000,5872,00,-114.26638793945312
1,0.5,3000,5908,00,-114.26053619384766
1,0.5,3000,5929,00,-114.60553741455078
1,0.5,3000,5953,00,-113.47355651855469
1,0.5,3000,5964,00,-112.24007415771484
1,0.5,3000,5991,00,-110.56484985351562
1,0.5,3000,6011,00,-111.48252868652344
1,0.5,3000,6016,00,-111.27886962890625
1,0.5,3000,6122,00,-110.99690246582031
1,0.5,3000,6132,00,-111.29484558105469
1,0.5,3000,6182,00,-110.10165405273438
1,0.5,3000,6201,00,-110.50627136230469
1,0.5,3000,6214,00,-110.4741439819336
1,0.5,3000,6220,00,-110.42945861816406
1,0.5,3000,6233,00,-110.51771545410156
1,0.5,3000,6290,00,-111.34904479980469
1,0.5,3000,6313,00,-112.290283203125
1,0.5,3000,6318,00,-112.39895629882812
1,0.5,3000,6342,00,-109.10429382324219
1,0.5,3000,6364,00,-110.65108489990234
1,0.5,3000,6377,00,-111.46160888671875
1,0.5,3000,6401,00,-112.50767517089844
1,0.5,3000,6497,00,-109.5663070678711
1,0.5,3000,6521,00,-108.03585052490234
1,0.5,3000,6575,00,-111.4625244140625
1,0.5,3000,6585,00,-111.56192016601562
1,0.5,3000,6604,00,-111.8397216796875
1,0.5,3000,6658,00,-108.76112365722656
1,0.5,3000,6697,00,-106.87104034423828
1,0.5,3000,6700,00,-106.73764038085938
1,0.5,3000,6712,00,-106.35381317138672
1,0.5,3000,6739,00,-107.15762329101562
1,0.5,3000,6743,00,-106.95945739746094
1,0.5,3000,6847,00,-109.83230590820312
1,0.5,3000,6855,00,-109.42292785644531
1,0.5,3000,6870,00,-109.54989624023438
1,0.5,3000,6967,00,-107.10645294189453
1,0.5,3000,6993,00,-109.983154296875
1,0.5,3000,7015,00,-110.54218292236328
1,0.5,3000,7107,00,-106.6188735961914
1,0.5,3000,7115,00,-106.8853988647461
1,0.5,3000,7156,00,-108.1192398071289
1,0.5,3000,7217,00,-107.31414031982422
1,0.5,3000,7248,00,-107.99071502685547
1,0.5,3000,7312,00,-107.08319854736328
1,0.5,3000,7330,00,-106.02884674072266
1,0.5,3000,7340,00,-105.8416519165039
1,0.5,3000,7341,00,-105.90682983398438
1,0.5,3000,7360,00,-106.35569763183594
1,0.5,3000,7383,00,-106.22032165527344
1,0.5,3000,7402,00,-106.3252944946289
1,0.5,3000,7451,00,-108.14324951171875
1,0.5,3000,7461,00,-108.18214416503906
1,0.5,3000,7464,00,-107.82614135742188
1,0.5,3000,7479,00,-107.83621978759766
1,0.5,3000,7512,00,-106.91280364990234
1,0.5,3000,7610,00,-106.75334930419922
1,0.5,3000,7645,00,-107.45565032958984
1,0.5,3000,7688,00,-106.08887481689453
1,0.5,3000,7694,00,-105.6805648803711
1,0.5,3000,7761,00,-104.11332702636719
1,0.5,3000,7781,00,-103.89814758300781
1,0.5,3000,7789,00,-104.20271301269531
1,0.5,3000,7799,00,-104.82947540283203
1,0.5,3000,7834,00,-105.45038604736328
1,0.5,3000,7901,00,-104.91169738769531
1,0.5,3000,7933,00,-104.046142578125
1,0.5,3000,7992,00,-104.06664276123047
1,0.5,3000,8027,00,-104.99928283691406
1,0.5,3000,8038,00,-104.833251953125
1,0.5,3000,8050,00,-105.45536041259766
1,0.5,3000,8067,00,-105.28337860107422
1,0.5,3000,8181,00,-105.4346923828125
1,0.5,3000,8216,00,-103.6160888671875
1,0.5,3000,8222,00,-104.22238159179688
1,0.5,3000,8291,00,-103.83160400390625
1,0.5,3000,8335,00,-104.88969421386719
1,0.5,3000,8341,00,-104.60906219482422
1,0.5,3000,8364,00,-103.86416625976562
1,0.5,3000,8369,00,-103.50041198730469
1,0.5,3000,8378,00,-103.14115905761719
1,0.5,3000,8468,00,-103.23240661621094
1,0.5,3000,8471,00,-103.88924407958984
1,0.5,3000,8499,00,-104.08549499511719
1,0.5,3000,8509,00,-103.93851470947266
1,0.5,3000,8567,00,-103.35017395019531
1,0.5,3000,8602,00,-104.37671661376953
1,0.5,3000,8635,00,-105.27191162109375
1,0.5,3000,8636,00,-105.09703826904297
1,0.5,3000,8691,00,-104.90382385253906
1,0.5,3000,8696,00,-104.72373962402344
1,0.5,3000,8820,00,-103.92235565185547
1,0.5,3000,8823,00,-103.95826721191406
1,0.5,3000,8879,00,-106.27384948730469
1,0.5,3000,8886,00,-106.02483367919922
1,0.5,3000,8905,00,-104.92669677734375
1,0.5,3000,8908,00,-104.72184753417969
1,0.5,3000,8929,00,-104.26953887939453
1,0.5,3000,8936,00,-104.30272674560547
1,0.5,3000,8959,00,-104.5282974243164
1,0.5,3000,8976,00,-104.38182067871094
1,0.5,3000,8994,00,-104.6341781616211
1,0.5,3000,9000,00,-104.85894775390625
1,0.5,3000,9010,00,-105.40911865234375
1,0.5,3000,9056,00,-104.49346923828125
1,0.5,3000,9064,00,-103.8796157836914
1,0.5,3000,9227,00,-104.10427856445312
1,0.5,3000,9234,00,-103.98372650146484
1,0.5,3000,9261,00,-105.54730224609375
1,0.5,3000,9308,00,-103.76551055908203
1,0.5,3000,9317,00,-104.15853118896484
1,0.5,3000,9349,00,-104.597412109375
1,0.5,3000,9370,00,-103.32192993164062
1,0.5,3000,9413,00,-103.07701110839844
1,0.5,3000,9416,00,-103.19994354248047
1,0.5,3000,9436,00,-103.28131866455078
1,0.5,3000,9443,00,-103.1378173828125
1,0.5,3000,9469,00,-104.76375579833984
1,0.5,3000,9539,00,-106.00757598876953
1,0.5,3000,9548,00,-105.37081146240234
1,0.5,3000,9555,00,-105.3790512084961
1,0.5,3000,9568,00,-104.8827896118164
1,0.5,3000,9590,00,-103.22242736816406
1,0.5,3000,9628,00,-104.78089904785156
1,0.5,3000,9658,00,-104.28533172607422
1,0.5,3000,9681,00,-104.97846221923828
1,0.5,3000,9699,00,-105.01689147949219
1,0.5,3000,9769,00,-105.89330291748047
1,0.5,3000,9841,00,-104.76199340820312
1,0.5,3000,9844,00,-104.61067199707031
1,0.5,3000,9884,00,-103.16218566894531
1,0.5,3000,9908,00,-104.3587646484375
1,0.5,3000,9973,00,-105.27202606201172
1,0.5,3000,10051,00,-104.21210479736328
1,0.5,3000,10056,00,-103.68374633789062
1,0.5,3000,10059,00,-103.88972473144531
1,0.5,3000,10085,00,-103.81351470947266
1,0.5,3000,10129,00,-104.39299011230469
1,0.5,3000,10145,00,-104.1340103149414
1,0.5,3000,10169,00,-103.75265502929688
1,0.5,3000,10186,00,-104.20661163330078
1,0.5,3000,10257,00,-104.35879516601562
1,0.5,3000,10277,00,-104.61432647705078
1,0.5,3000,10284,00,-104.6373291015625
1,0.5,3000,10397,00,-103.8770751953125
1,0.5,3000,10400,00,-103.57416534423828
1,0.5,3000,10421,00,-103.1102523803711
1,0.5,3000,10480,00,-104.67497253417969
1,0.5,3000,10490,00,-105.14483642578125
1,0.5,3000,10494,00,-105.35954284667969
1,0.5,3000,10523,00,-105.18913269042969
1,0.5,3000,10555,00,-104.40435028076172
1,0.5,3000,10556,00,-104.44141387939453
1,0.5,3000,10608,00,-103.91239166259766
1,0.5,3000,10625,00,-105.0704574584961
1,0.5,3000,10639,00,-104.88168334960938
1,0.5,3000,10655,00,-104.70606994628906
1,0.5,3000,10672,00,-104.21631622314453
1,0.5,3000,10712,00,-103.80818176269531
1,0.5,3000,10758,00,-103.44404602050781
1,0.5,3000,10759,00,-103.4197006225586
1,0.5,3000,10781,00,-104.13748168945312
1,0.5,3000,10788,00,-104.36370849609375
1,0.5,3000,10816,00,-104.44397735595703
1,0.5,3000,10826,00,-104.73715209960938
1,0.5,3000,10831,00,-104.41181182861328
1,0.5,3000,10842,00,-104.1529541015625
1,0.5,3000,10851,00,-104.12870788574219
1,0.5,3000,10865,00,-104.18599700927734
1,0.5,3000,10903,00,-104.84831237792969
1,0.5,3000,10906,00,-104.86325073242188
1,0.5,3000,10940,00,-104.26348876953125
1,0.5,3000,10944,00,-104.33431243896484
1,0.5,3000,10967,00,-104.42965698242188
1,0.5,3000,10973,00,-104.70772552490234
1,0.5,3000,10975,00,-104.54109191894531
1,0.5,3000,11015,00,-105.52387237548828
1,0.5,3000,11021,00,-105.38021087646484
1,0.5,3000,11034,00,-105.2155990600586
1,0.5,3000,11039,00,-105.11072540283203
1,0.5,3000,11103,00,-103.60562896728516
1,0.5,3000,11122,00,-104.73825073242188
1,0.5,3000,11131,00,-104.61847686767578
1,0.5,3000,11176,00,-103.39160919189453
1,0.5,3000,11199,00,-104.03160095214844
1,0.5,3000,11201,00,-104.0811538696289
1,0.5,3000,11202,00,-104.0811538696289
1,0.5,3000,11261,00,-103.01097106933594
1,0.5,3000,11273,00,-103.16377258300781
1,0.5,3000,11420,00,-104.11557006835938
1,0.5,3000,11473,00,-104.99124908447266
1,0.5,3000,11493,00,-105.30484771728516
1,0.5,3000,11524,00,-104.7768325805664
1,0.5,3000,11533,00,-104.64566802978516
1,0.5,3000,11550,00,-105.322265625
1,0.5,3000,11558,00,-105.54966735839844
1,0.5,3000,11567,00,-105.01117706298828
1,0.5,3000,11598,00,-104.05204010009766
1,0.5,3000,11637,00,-104.49931335449219
1,0.5,3000,11649,00,-104.34811401367188
1,0.5,3000,11672,00,-104.45875549316406
1,0.5,3000,11686,00,-103.7083740234375
1,0.5,3000,11688,00,-103.44429016113281
1,0.5,3000,11760,00,-103.99205017089844
1,0.5,3000,11874,00,-104.2284164428711
1,0.5,3000,11949,00,-104.51173400878906
1,0.5,3000,11970,00,-104.93637084960938
1,0.5,3000,11975,00,-104.77547454833984
1,0.5,3000,11989,00,-105.10283660888672
1,0.5,3000,12004,00,-104.8595962524414
1,0.5,3000,12011,00,-104.31290435791016
1,0.5,3000,12030,00,-104.15039825439453
1,0.5,3000,12042,00,-104.175048828125
1,0.5,3000,12139,00,-104.85091400146484
1,0.5,3000,12165,00,-105.47552490234375
1,0.5,3000,12169,00,-105.04113006591797
1,0.5,3000,12185,00,-104.93209075927734
1,0.5,3000,12227,00,-103.38855743408203
1,0.5,3000,12291,00,-104.20307159423828
1,0.5,3000,12294,00,-103.89888763427734
1,0.5,3000,12310,00,-104.46397399902344
1,0.5,3000,12397,00,-103.57621002197266
1,0.5,3000,12406,00,-104.15477752685547
1,0.5,3000,12437,00,-105.66925811767578
1,0.5,3000,12459,00,-104.5821533203125
1,0.5,3000,12554,00,-104.16947937011719
1,0.5,3000,12626,00,-106.3552474975586
1,0.5,3000,12672,00,-105.25078582763672
1,0.5,3000,12700,00,-103.62083435058594
1,0.5,3000,12759,00,-103.8973388671875
1,0.5,3000,12775,00,-103.35615539550781
1,0.5,3000,12806,00,-103.28710174560547
1,0.5,3000,12835,00,-104.13148498535156
1,0.5,3000,12865,00,-104.74866485595703
1,0.5,3000,12878,00,-106.5851821899414
1,0.5,3000,12897,00,-106.29198455810547
1,0.5,3000,12940,00,-104.65316772460938
1,0.5,3000,12960,00,-103.5984115600586
1,0.5,3000,13018,00,-104.90355682373047
1,0.5,3000,13035,00,-105.21803283691406
1,0.5,3000,13062,00,-104.40077209472656
1,0.5,3000,13083,00,-103.76129150390625
1,0.5,3000,13095,00,-103.21104431152344
1,0.5,3000,13110,00,-103.19100952148438
1,0.5,3000,13114,00,-103.25973510742188
1,0.5,3000,13131,00,-104.40328979492188
1,0.5,3000,13167,00,-105.34440612792969
1,0.5,3000,13207,00,-105.56649780273438
1,0.5,3000,13208,00,-105.77645111083984
1,0.5,3000,13240,00,-105.62494659423828
1,0.5,3000,13314,00,-104.16902160644531
1,0.5,3000,13350,00,-104.92125701904297
1,0.5,3000,13403,00,-104.6433334350586
1,0.5,3000,13407,00,-104.81211853027344
1,0.5,3000,13427,00,-104.2529067993164
1,0.5,3000,13476,00,-104.64427947998047
1,0.5,3000,13505,00,-104.84941101074219
1,0.5,3000,13547,00,-104.32732391357422
1,0.5,3000,13598,00,-104.17999267578125
1,0.5,3000,13613,00,-104.04781341552734
1,0.5,3000,13621,00,-103.9950942993164
1,0.5,3000,13627,00,-103.71154022216797
1,0.5,3000,13680,00,-104.12759399414062
1,0.5,3000,13683,00,-104.53362274169922
1,0.5,3000,13723,00,-105.33756256103516
1,0.5,3000,13748,00,-105.4156723022461
1,0.5,3000,13777,00,-104.98664855957031
1,0.5,3000,13811,00,-105.0155258178711
1,0.5,3000,13846,00,-103.6380844116211
1,0.5,3000,13869,00,-104.33953857421875
1,0.5,3000,13885,00,-105.1954574584961
1,0.5,3000,13938,00,-104.37091064453125
1,0.5,3000,13958,00,-104.28288269042969
1,0.5,3000,13961,00,-104.5698471069336
1,0.5,3000,13971,00,-103.88501739501953
1,0.5,3000,13977,00,-103.93206787109375
1,0.5,3000,13999,00,-103.69447326660156
1,0.5,3000,14081,00,-104.33109283447266
1,0.5,3000,14222,00,-104.15975952148438
1,0.5,3000,14288,00,-105.2029037475586
1,0.5,3000,14289,00,-105.34559631347656
1,0.5,3000,14295,00,-105.249267578125
1,0.5,3000,14304,00,-104.6056900024414
1,0.5,3000,14321,00,-103.83059692382812
1,0.5,3000,14333,00,-104.34548950195312
1,0.5,3000,14339,00,-104.36170959472656
1,0.5,3000,14398,00,-104.77267456054688
1,0.5,3000,14448,00,-105.63739776611328
1,0.5,3000,14495,00,-105.34879302978516
1,0.5,3000,14531,00,-104.84832763671875
1,0.5,3000,14555,00,-104.527099609375
1,0.5,3000,14558,00,-104.37146759033203
1,0.5,3000,14633,00,-104.3459701538086
1,0.5,3000,14639,00,-104.4235610961914
1,0.5,3000,14669,00,-104.60083770751953
1,0.5,3000,14678,00,-105.06788635253906
1,0.5,3000,14682,00,-105.25202178955078
1,0.5,3000,14688,00,-105.04499816894531
1,0.5,3000,14747,00,-105.5006332397461
1,0.5,3000,14780,00,-105.61357116699219
1,0.5,3000,14781,00,-105.42469787597656
1,0.5,3000,14789,00,-105.06465148925781
1,0.5,3000,14793,00,-104.7869873046875
1,0.5,3000,14810,00,-105.01806640625
1,0.5,3000,14874,00,-103.21824645996094
1,0.5,3000,14893,00,-103.44905853271484
1,0.5,3000,14926,00,-104.13922119140625
1,0.5,3000,14927,00,-104.00578308105469
1,0.5,3000,14951,00,-104.3414535522461
1,0.5,3000,15028,00,-104.41104125976562
1,0.5,3000,15091,00,-104.25183868408203
1,0.5,3000,15133,00,-104.87134552001953
1,0.5,3000,15137,00,-104.7503890991211
1,0.5,3000,15181,00,-104.05613708496094
1,0.5,3000,15200,00,-103.3836441040039
1,0.5,3000,15267,00,-102.6517562866211
1,0.5,3000,15325,00,-104.8637924194336
1,0.5,3000,15342,00,-104.74072265625
1,0.5,3000,15348,00,-104.44425201416016
1,0.5,3000,15429,00,-104.48987579345703
1,0.5,3000,15457,00,-105.1714859008789
1,0.5,3000,15474,00,-104.28156280517578
1,0.5,3000,15476,00,-103.91902160644531
1,0.5,3000,15508,00,-103.37794494628906
1,0.5,3000,15539,00,-105.26288604736328
1,0.5,3000,15598,00,-104.98068237304688
1,0.5,3000,15741,00,-104.02354431152344
1,0.5,3000,15765,00,-105.19857025146484
1,0.5,3000,15774,00,-104.98543548583984
1,0.5,3000,15780,00,-104.72720336914062
1,0.5,3000,15826,00,-103.55802154541016
1,0.5,3000,15829,00,-103.98001098632812
1,0.5,3000,15848,00,-103.65047454833984
1,0.5,3000,15867,00,-103.22615051269531
1,0.5,3000,15980,00,-103.59383392333984
1,0.5,3000,15994,00,-103.58782958984375
1,0.5,3000,16057,00,-104.10002899169922
1,0.5,3000,16096,00,-104.56338500976562
1,0.5,3000,16117,00,-104.11573791503906
1,0.5,3000,16176,00,-104.53448486328125
1,0.5,3000,16189,00,-104.78877258300781
1,0.5,3000,16199,00,-105.29830169677734
1,0.5,3000,16203,00,-105.13101959228516
1,0.5,3000,16250,00,-104.10134887695312
1,0.5,3000,16322,00,-104.13223266601562
1,0.5,3000,16344,00,-103.96762084960938
1,0.5,3000,16361,00,-104.03230285644531
1,0.5,3000,16407,00,-105.51557922363281
1,0.5,3000,16441,00,-104.60751342773438
1,0.5,3000,16506,00,-105.62659454345703
1,0.5,3000,16560,00,-105.15432739257812
1,0.5,3000,16586,00,-105.5333480834961
1,0.5,3000,16591,00,-105.53085327148438
1,0.5,3000,16662,00,-105.4576644897461
1,0.5,3000,16666,00,-105.34146118164062
1,0.5,3000,16698,00,-103.55030822753906
1,0.5,3000,16747,00,-103.75206756591797
1,0.5,3000,16809,00,-104.52302551269531
1,0.5,3000,16810,00,-104.4569320678711
1,0.5,3000,16835,00,-104.64075469970703
1,0.5,3000,16844,00,-104.22899627685547
1,0.5,3000,16858,00,-104.62428283691406
1,0.5,3000,16900,00,-104.34587860107422
1,0.5,3000,16925,00,-104.1425552368164
1,0.5,3000,17067,00,-104.69768524169922
1,0.5,3000,17098,00,-104.26068115234375
1,0.5,3000,17132,00,-104.37579345703125
1,0.5,3000,17155,00,-104.58869934082031
1,0.5,3000,17193,00,-103.44461059570312
1,0.5,3000,17203,00,-104.1278305053711
1,0.5,3000,17240,00,-104.36738586425781
1,0.5,3000,17248,00,-104.07118225097656
1,0.5,3000,17262,00,-103.7443618774414
1,0.5,3000,17273,00,-104.12053680419922
1,0.5,3000,17291,00,-104.08577728271484
1,0.5,3000,17293,00,-104.04331970214844
1,0.5,3000,17316,00,-104.53889465332031
1,0.5,3000,17317,00,-104.42195892333984
1,0.5,3000,17318,00,-104.38915252685547
1,0.5,3000,17321,00,-104.50521850585938
1,0.5,3000,17340,00,-104.06343078613281
1,0.5,3000,17375,00,-103.48639678955078
1,0.5,3000,17392,00,-103.54034423828125
