alpha,beta0,lambda,Episode,beta,Average over RMS of Value Estimates
0.1,1.0,0.95,133,0.0011468745040508295,0.0497026958389966
0.1,1.0,0.95,134,0.001089530778848288,0.04936262517258503
0.1,1.0,0.95,135,0.0010350542399058735,0.04883461022258475
0.1,1.0,0.95,136,0.0009833015279105798,0.0485573483431185
0.1,1.0,0.95,137,0.0009341364515150507,0.048686453779954765
0.1,1.0,0.95,138,0.0008874296289392981,0.047619198267397
0.1,1.0,0.95,139,0.0008430581474923332,0.04779778256780743
0.1,1.0,0.95,140,0.0008009052401177165,0.04697667265740987
0.1,1.0,0.95,141,0.0007608599781118307,0.04784396964769187
0.1,1.0,0.95,142,0.0007228169792062391,0.04742236770585422
0.1,1.0,0.95,143,0.0006866761302459271,0.04703721787831219
0.1,1.0,0.95,144,0.0006523423237336307,0.046817477485303224
0.1,1.0,0.95,145,0.0006197252075469491,0.046937334433271104
0.1,1.0,0.95,146,0.0005887389471696016,0.04642690521536283
0.1,1.0,0.95,147,0.0005593019998111216,0.046187505158259895
0.1,1.0,0.95,148,0.0005313368998205655,0.045816439854634655
0.1,1.0,0.95,149,0.0005047700548295372,0.04563609508992933
0.1,1.0,0.95,150,0.00047953155208806027,0.04561182697946016
0.1,1.0,0.95,151,0.00045555497448365723,0.04555883576702879
0.1,1.0,0.95,152,0.00043277722575947434,0.04614678303328052
0.1,1.0,0.95,153,0.00041113836447150063,0.045256337919179615
0.1,1.0,0.95,154,0.0003905814462479256,0.04496684796325688
0.1,1.0,0.95,155,0.00037105237393552927,0.044712493804269275
0.1,1.0,0.95,156,0.0003524997552387528,0.043853020899226235
0.1,1.0,0.95,157,0.00033487476747681515,0.04430836412613468
0.1,1.0,0.95,158,0.00031813102910297435,0.044145814423025474
0.1,1.0,0.95,159,0.0003022244776478256,0.04468921708067187
0.1,1.0,0.95,160,0.00028711325376543437,0.044233326591437264
0.1,1.0,0.95,161,0.00027275759107716263,0.04471453269357773
0.1,1.0,0.95,162,0.00025911971152330445,0.044514689853936515
0.1,1.0,0.95,163,0.00024616372594713924,0.044187166592561465
0.1,1.0,0.95,164,0.00023385553964978226,0.04402979226966428
0.1,1.0,0.95,165,0.00022216276266729315,0.043673959995649936
0.1,1.0,0.95,166,0.00021105462453392847,0.043819263509676736
0.1,1.0,0.95,167,0.00020050189330723204,0.04269873528456883
0.1,1.0,0.95,168,0.00019047679864187043,0.04190915708476099
0.1,1.0,0.95,169,0.0001809529587097769,0.0419743732160879
0.1,1.0,0.95,170,0.00017190531077428803,0.04192237208277512
0.1,1.0,0.95,171,0.00016331004523557362,0.042175969351519564
0.1,1.0,0.95,172,0.00015514454297379496,0.042849381064540566
0.1,1.0,0.95,173,0.00014738731582510518,0.04434726722624206
0.1,1.0,0.95,174,0.0001400179500338499,0.04482385029769752
0.1,1.0,0.95,175,0.00013301705253215742,0.045085243108070355
0.1,1.0,0.95,176,0.00012636619990554954,0.045489453617113214
0.1,1.0,0.95,177,0.00012004788991027206,0.04589865425587327
0.1,1.0,0.95,178,0.00011404549541475845,0.04566159463868235
0.1,1.0,0.95,179,0.00010834322064402053,0.04541768005093497
0.1,1.0,0.95,180,0.00010292605961181949,0.045564299088427546
0.1,1.0,0.95,181,9.777975663122851e-05,0.04573027900741847
0.1,1.0,0.95,182,9.289076879966709e-05,0.04637643180602826
0.1,1.0,0.95,183,8.824623035968373e-05,0.04642788782993427
0.1,1.0,0.95,184,8.383391884169954e-05,0.04540354784016429
0.1,1.0,0.95,185,7.964222289961456e-05,0.04555143958580809
0.1,1.0,0.95,186,7.566011175463383e-05,0.04559829872774995
0.1,1.0,0.95,187,7.187710616690214e-05,0.044797019531949936
0.1,1.0,0.95,188,6.828325085855701e-05,0.044901991902053136
0.1,1.0,0.95,189,6.486908831562916e-05,0.04503251005351441
0.1,1.0,0.95,190,6.16256338998477e-05,0.04480715301292431
0.1,1.0,0.95,191,5.8544352204855315e-05,0.04425380953687487
0.1,1.0,0.95,192,5.561713459461255e-05,0.044314381392067344
0.1,1.0,0.95,193,5.283627786488192e-05,0.04417921539331618
0.1,1.0,0.95,194,5.0194463971637824e-05,0.04431596498709361
0.1,1.0,0.95,195,4.7684740773055926e-05,0.04432141627025898
0.1,1.0,0.95,196,4.530050373440313e-05,0.045169339545471664
0.1,1.0,0.95,197,4.303547854768297e-05,0.04552265310062681
0.1,1.0,0.95,198,4.088370462029882e-05,0.04595743418735
0.1,1.0,0.95,199,3.883951938928388e-05,0.04666900300246663
0.1,1.0,0.95,200,3.6897543419819684e-05,0.045821738098057875
0.1,1.0,0.95,201,3.50526662488287e-05,0.045126548438854615
0.1,1.0,0.95,202,3.3300032936387256e-05,0.04480680491368033
0.1,1.0,0.95,203,3.163503128956789e-05,0.04412610502656772
0.1,1.0,0.95,204,3.0053279725089498e-05,0.044354709100026805
0.1,1.0,0.95,205,2.8550615738835024e-05,0.04451636352349561
0.1,1.0,0.95,206,2.712308495189327e-05,0.04421273675156086
0.1,1.0,0.95,207,2.5766930704298606e-05,0.04362607030749351
0.1,1.0,0.95,208,2.4478584169083673e-05,0.04448222179330669
0.1,1.0,0.95,209,2.3254654960629488e-05,0.04339375040657686
0.1,1.0,0.95,210,2.2091922212598014e-05,0.04330089423866248
0.1,1.0,0.95,211,2.0987326101968112e-05,0.04334153095255584
0.1,1.0,0.95,212,1.9937959796869707e-05,0.04344637336784045
0.1,1.0,0.95,213,1.894106180702622e-05,0.042589487405826736
0.1,1.0,0.95,214,1.7994008716674908e-05,0.04366774218270269
0.1,1.0,0.95,215,1.709430828084116e-05,0.042194098311701726
0.1,1.0,0.95,216,1.6239592866799102e-05,0.04250139923552946
0.1,1.0,0.95,217,1.5427613223459147e-05,0.0438497020184033
0.1,1.0,0.95,218,1.465623256228619e-05,0.04437139882516487
0.1,1.0,0.95,219,1.392342093417188e-05,0.04450077223698842
0.1,1.0,0.95,220,1.3227249887463283e-05,0.04353297224979385
0.1,1.0,0.95,221,1.2565887393090119e-05,0.04416672891991953
0.1,1.0,0.95,222,1.1937593023435613e-05,0.04364969356094697
0.1,1.0,0.95,223,1.1340713372263832e-05,0.043978501369006474
0.1,1.0,0.95,224,1.0773677703650639e-05,0.04449668389242644
0.1,1.0,0.95,225,1.0234993818468106e-05,0.04442855340065976
0.1,1.0,0.95,226,9.7232441275447e-06,0.044077828993842674
0.1,1.0,0.95,227,9.237081921167466e-06,0.04417387013824913
0.1,1.0,0.95,228,8.775227825109093e-06,0.04498697307580042
0.1,1.0,0.95,229,8.336466433853638e-06,0.044188828608793855
0.1,1.0,0.95,230,7.919643112160954e-06,0.04473143158955036
0.1,1.0,0.95,231,7.5236609565529066e-06,0.04482582320830709
0.1,1.0,0.95,232,7.1474779087252615e-06,0.04550890278941827
0.1,1.0,0.95,233,6.790104013288998e-06,0.04553691734501683
0.1,1.0,0.95,234,6.450598812624548e-06,0.04560459353575716
0.1,1.0,0.95,235,6.12806887199332e-06,0.04610786356855294
0.1,1.0,0.95,236,5.8216654283936535e-06,0.04667955044881527
0.1,1.0,0.95,237,5.53058215697397e-06,0.04678103674032646
0.1,1.0,0.95,238,5.254053049125272e-06,0.046218442226634064
0.1,1.0,0.95,239,4.991350396669008e-06,0.04619860277362524
0.1,1.0,0.95,240,4.7417828768355576e-06,0.045672259407681694
0.1,1.0,0.95,241,4.50469373299378e-06,0.045623789739495865
0.1,1.0,0.95,242,4.27945904634409e-06,0.045320379459570403
0.1,1.0,0.95,243,4.065486094026886e-06,0.04546833594612215
0.1,1.0,0.95,244,3.862211789325541e-06,0.045873098884853795
0.1,1.0,0.95,245,3.6691011998592636e-06,0.04576421965914332
0.1,1.0,0.95,246,3.4856461398663003e-06,0.04548358371537092
0.1,1.0,0.95,247,3.3113638328729855e-06,0.045964460087461495
0.1,1.0,0.95,248,3.145795641229336e-06,0.0456040843901746
0.1,1.0,0.95,249,2.988505859167869e-06,0.04598098825169075
0.1,1.0,0.95,250,2.8390805662094756e-06,0.04626661587143389
0.1,1.0,1.0,1,1.0,0.5438598191314883
0.1,1.0,1.0,2,1.0,0.5228763438046694
0.1,1.0,1.0,3,1.0,0.5006803740597408
0.1,1.0,1.0,4,1.0,0.4818494426740408
0.1,1.0,1.0,5,1.0,0.46249316241414534
0.1,1.0,1.0,6,1.0,0.44629650249941355
0.1,1.0,1.0,7,1.0,0.42758826373861475
0.1,1.0,1.0,8,1.0,0.40848898740712225
0.1,1.0,1.0,9,1.0,0.3893448501023184
0.1,1.0,1.0,10,1.0,0.37221291421441366
0.1,1.0,1.0,11,1.0,0.35358258996916037
0.1,1.0,1.0,12,1.0,0.33669744618792935
0.1,1.0,1.0,13,1.0,0.31994490460965325
0.1,1.0,1.0,14,1.0,0.30338601455050246
0.1,1.0,1.0,15,1.0,0.28686035455284326
0.1,1.0,1.0,16,1.0,0.272188642394506
0.1,1.0,1.0,17,1.0,0.2541174139828328
0.1,1.0,1.0,18,1.0,0.2398141955835765
0.1,1.0,1.0,19,1.0,0.22623259516212957
0.1,1.0,1.0,20,1.0,0.21518390788965316
0.1,1.0,1.0,21,1.0,0.20295625087517774
0.1,1.0,1.0,22,1.0,0.19074248385156645
0.1,1.0,1.0,23,1.0,0.17958410310257367
0.1,1.0,1.0,24,1.0,0.16903427112352307
0.1,1.0,1.0,25,1.0,0.16130551869312967
0.1,1.0,1.0,26,1.0,0.15292222005484032
0.1,1.0,1.0,27,1.0,0.1461361642433377
0.1,1.0,1.0,28,1.0,0.13893067976960263
0.1,1.0,1.0,29,1.0,0.13532953717695853
0.1,1.0,1.0,30,1.0,0.1304432418023542
0.1,1.0,1.0,31,1.0,0.12854501056071269
0.1,1.0,1.0,32,1.0,0.1276241230064795
0.1,1.0,1.0,33,1.0,0.12682481201220877
0.1,1.0,1.0,34,1.0,0.12610027879899424
0.1,1.0,1.0,35,1.0,0.12697976482438467
0.1,1.0,1.0,36,1.0,0.13001469793042342
0.1,1.0,1.0,37,1.0,0.1330212941876796
0.1,1.0,1.0,38,1.0,0.1367855364625363
0.1,1.0,1.0,39,1.0,0.14141202250491172
0.1,1.0,1.0,40,1.0,0.1477645691617168
0.1,1.0,1.0,41,1.0,0.15311649877505867
0.1,1.0,1.0,42,1.0,0.16372765016079022
0.1,1.0,1.0,43,1.0,0.17220104402773995
0.1,1.0,1.0,44,1.0,0.1794610889503187
0.1,1.0,1.0,45,1.0,0.18979087849835402
0.1,1.0,1.0,46,1.0,0.1978966199411439
0.1,1.0,1.0,47,1.0,0.20763416571790227
0.1,1.0,1.0,48,1.0,0.21598208372818545
0.1,1.0,1.0,49,1.0,0.22434452636196967
0.1,1.0,1.0,50,1.0,0.23327774934450218
0.1,1.0,1.0,51,1.0,0.24354702998794264
0.1,1.0,1.0,52,1.0,0.25501439717407187
0.1,1.0,1.0,53,1.0,0.26412472882073584
0.1,1.0,1.0,54,1.0,0.27151026944456963
0.1,1.0,1.0,55,1.0,0.2809652574312519
0.1,1.0,1.0,56,1.0,0.29089016264431977
0.1,1.0,1.0,57,1.0,0.29799845177271267
0.1,1.0,1.0,58,1.0,0.3042380250641303
0.1,1.0,1.0,59,1.0,0.31473428709671203
0.1,1.0,1.0,60,1.0,0.3231637574262869
0.1,1.0,1.0,61,1.0,0.33328019026747235
0.1,1.0,1.0,62,1.0,0.3412978174753245
0.1,1.0,1.0,63,1.0,0.3491835755771124
0.1,1.0,1.0,64,1.0,0.35816810725103687
0.1,1.0,1.0,65,1.0,0.3626128798039116
0.1,1.0,1.0,66,1.0,0.3703652170627233
0.1,1.0,1.0,67,1.0,0.3779487823697524
0.1,1.0,1.0,68,1.0,0.3861911653777975
0.1,1.0,1.0,69,1.0,0.3928046437334288
0.1,1.0,1.0,70,1.0,0.4004289951820872
0.1,1.0,1.0,71,1.0,0.4095066619088191
0.1,1.0,1.0,72,1.0,0.41390466086122196
0.1,1.0,1.0,73,1.0,0.42116757830581375
0.1,1.0,1.0,74,1.0,0.4280123243056336
0.1,1.0,1.0,75,1.0,0.4359912179915063
0.1,1.0,1.0,76,1.0,0.44319339046332695
0.1,1.0,1.0,77,1.0,0.45068441098844675
0.1,1.0,1.0,78,1.0,0.4567237956209295
0.1,1.0,1.0,79,1.0,0.4642996659413482
0.1,1.0,1.0,80,1.0,0.4696808702281374
0.1,1.0,1.0,81,1.0,0.47510121796365395
0.1,1.0,1.0,82,1.0,0.4818108249445718
0.1,1.0,1.0,83,1.0,0.48662524976312227
0.1,1.0,1.0,84,1.0,0.4918532149872923
0.1,1.0,1.0,85,1.0,0.49863540249194943
0.1,1.0,1.0,86,1.0,0.5067217272480092
0.1,1.0,1.0,87,1.0,0.511186084201033
0.1,1.0,1.0,88,1.0,0.5151110427878163
0.1,1.0,1.0,89,1.0,0.5194164694416232
0.1,1.0,1.0,90,1.0,0.5255005126279503
0.1,1.0,1.0,91,1.0,0.5293450543180177
0.1,1.0,1.0,92,1.0,0.5326112902365946
0.1,1.0,1.0,93,1.0,0.5375452479583435
0.1,1.0,1.0,94,1.0,0.5416191921451582
0.1,1.0,1.0,95,1.0,0.5453591351620236
0.1,1.0,1.0,96,1.0,0.5500548203982935
0.1,1.0,1.0,97,1.0,0.5547225465703871
0.1,1.0,1.0,98,1.0,0.5613936971922364
0.1,1.0,1.0,99,1.0,0.5661446931537497
0.1,1.0,1.0,100,1.0,0.5711283041812895
0.1,1.0,1.0,101,1.0,0.5738021585090965
0.1,1.0,1.0,102,1.0,0.5782720197284519
0.1,1.0,1.0,103,1.0,0.5810186562540859
0.1,1.0,1.0,104,1.0,0.586103611538586
0.1,1.0,1.0,105,1.0,0.593396183012262
0.1,1.0,1.0,106,1.0,0.5976867708307042
0.1,1.0,1.0,107,1.0,0.60199455817733
0.1,1.0,1.0,108,1.0,0.6051812116946182
0.1,1.0,1.0,109,1.0,0.6108067582481354
0.1,1.0,1.0,110,1.0,0.6126696968381119
0.1,1.0,1.0,111,1.0,0.6164949692094417
0.1,1.0,1.0,112,1.0,0.6211488957380173
0.1,1.0,1.0,113,1.0,0.6258808606263724
0.1,1.0,1.0,114,1.0,0.6320107300083531
0.1,1.0,1.0,115,1.0,0.6336211276482259
0.1,1.0,1.0,116,1.0,0.6388575574531756
0.1,1.0,1.0,117,1.0,0.6437515271418784
0.1,1.0,1.0,118,1.0,0.6475758636917973
0.1,1.0,1.0,119,1.0,0.6511907288319178
0.1,1.0,1.0,120,1.0,0.6537357005016474
0.1,1.0,1.0,121,1.0,0.6595987835623949
0.1,1.0,1.0,122,1.0,0.6635938183830582
0.1,1.0,1.0,123,1.0,0.6669462174542192
0.1,1.0,1.0,124,1.0,0.6710573449533039
0.1,1.0,1.0,125,1.0,0.6752550852246825
0.1,1.0,1.0,126,1.0,0.6799038701017399
0.1,1.0,1.0,127,1.0,0.6849731509987587
0.1,1.0,1.0,128,1.0,0.6886176474239188
0.1,1.0,1.0,129,1.0,0.6923167488974231
0.1,1.0,1.0,130,1.0,0.6955402285917823
0.1,1.0,1.0,131,1.0,0.6969960851333
0.1,1.0,1.0,132,1.0,0.6975517910058292
0.1,1.0,1.0,133,1.0,0.7011288182531716
0.1,1.0,1.0,134,1.0,0.7024605003108636
0.1,1.0,1.0,135,1.0,0.7051447397331668
0.1,1.0,1.0,136,1.0,0.7093770642755763
0.1,1.0,1.0,137,1.0,0.712469019021217
0.1,1.0,1.0,138,1.0,0.7152910276217662
0.1,1.0,1.0,139,1.0,0.715713595771957
0.1,1.0,1.0,140,1.0,0.7189934108961715
0.1,1.0,1.0,141,1.0,0.7200151602700176
0.1,1.0,1.0,142,1.0,0.7221104986153685
0.1,1.0,1.0,143,1.0,0.7253502757424377
0.1,1.0,1.0,144,1.0,0.7247682810974488
0.1,1.0,1.0,145,1.0,0.7295963147450153
0.1,1.0,1.0,146,1.0,0.7304913823436681
0.1,1.0,1.0,147,1.0,0.7318799028363202
0.1,1.0,1.0,148,1.0,0.733252106602736
0.1,1.0,1.0,149,1.0,0.7377426415485975
0.1,1.0,1.0,150,1.0,0.740916011673358
0.1,1.0,1.0,151,1.0,0.7447215573848845
0.1,1.0,1.0,152,1.0,0.7465792754790327
0.1,1.0,1.0,153,1.0,0.7489166766044293
0.1,1.0,1.0,154,1.0,0.7513590478964428
0.1,1.0,1.0,155,1.0,0.7545283340710722
0.1,1.0,1.0,156,1.0,0.7547840028498715
0.1,1.0,1.0,157,1.0,0.7561209589055964
0.1,1.0,1.0,158,1.0,0.7596503621856006
0.1,1.0,1.0,159,1.0,0.7608679248949987
0.1,1.0,1.0,160,1.0,0.7623062500679803
0.1,1.0,1.0,161,1.0,0.766567153987366
0.1,1.0,1.0,162,1.0,0.7699568198623835
0.1,1.0,1.0,163,1.0,0.7726951650137004
0.1,1.0,1.0,164,1.0,0.7755681867645532
0.1,1.0,1.0,165,1.0,0.7769583066402623
0.1,1.0,1.0,166,1.0,0.7792267897176208
0.1,1.0,1.0,167,1.0,0.779744945305847
0.1,1.0,1.0,168,1.0,0.7817890425971341
0.1,1.0,1.0,169,1.0,0.7843775345608301
0.1,1.0,1.0,170,1.0,0.7842226023520042
0.1,1.0,1.0,171,1.0,0.7863568227408748
0.1,1.0,1.0,172,1.0,0.7899077726320052
0.1,1.0,1.0,173,1.0,0.7920471093757903
0.1,1.0,1.0,174,1.0,0.7938048001041331
0.1,1.0,1.0,175,1.0,0.7960065519769739
0.1,1.0,1.0,176,1.0,0.7949815371654516
0.1,1.0,1.0,177,1.0,0.7956946120050189
0.1,1.0,1.0,178,1.0,0.8003636539855209
0.1,1.0,1.0,179,1.0,0.8006916606143208
0.1,1.0,1.0,180,1.0,0.8013979039372922
0.1,1.0,1.0,181,1.0,0.8016783997917264
0.1,1.0,1.0,182,1.0,0.8055300855071276
0.1,1.0,1.0,183,1.0,0.8073244543162612
0.1,1.0,1.0,184,1.0,0.8111838340883779
0.1,1.0,1.0,185,1.0,0.812047120200356
0.1,1.0,1.0,186,1.0,0.8138626790635195
0.1,1.0,1.0,187,1.0,0.8145018146891928
0.1,1.0,1.0,188,1.0,0.8167467355793999
0.1,1.0,1.0,189,1.0,0.8198362092118713
0.1,1.0,1.0,190,1.0,0.8199289548269205
0.1,1.0,1.0,191,1.0,0.8195766923046217
0.1,1.0,1.0,192,1.0,0.8205514116312017
0.1,1.0,1.0,193,1.0,0.8262132500404252
0.1,1.0,1.0,194,1.0,0.8275541608681136
0.1,1.0,1.0,195,1.0,0.8294057919719537
0.1,1.0,1.0,196,1.0,0.8308317734394036
0.1,1.0,1.0,197,1.0,0.8310615739968463
0.1,1.0,1.0,198,1.0,0.8328990944318252
0.1,1.0,1.0,199,1.0,0.8364962759278382
0.1,1.0,1.0,200,1.0,0.8375940255860473
0.1,1.0,1.0,201,1.0,0.8374900342506564
0.1,1.0,1.0,202,1.0,0.8363187124939535
0.1,1.0,1.0,203,1.0,0.8338830502857897
0.1,1.0,1.0,204,1.0,0.8331885542044765
0.1,1.0,1.0,205,1.0,0.8344482729128798
0.1,1.0,1.0,206,1.0,0.835937501972234
0.1,1.0,1.0,207,1.0,0.8351030094187993
0.1,1.0,1.0,208,1.0,0.8352494902092096
0.1,1.0,1.0,209,1.0,0.8372895117153809
0.1,1.0,1.0,210,1.0,0.8386339712265246
0.1,1.0,1.0,211,1.0,0.8400539400377744
0.1,1.0,1.0,212,1.0,0.8401893503160845
0.1,1.0,1.0,213,1.0,0.8422901227226975
0.1,1.0,1.0,214,1.0,0.8425965093596601
0.1,1.0,1.0,215,1.0,0.8434467495738558
0.1,1.0,1.0,216,1.0,0.8439908405775948
0.1,1.0,1.0,217,1.0,0.8466163386902003
0.1,1.0,1.0,218,1.0,0.8461730317617859
0.1,1.0,1.0,219,1.0,0.8470033103183364
0.1,1.0,1.0,220,1.0,0.8469657842492281
0.1,1.0,1.0,221,1.0,0.8480035182001308
0.1,1.0,1.0,222,1.0,0.8488777854517865
0.1,1.0,1.0,223,1.0,0.8479307276695307
0.1,1.0,1.0,224,1.0,0.8496427888493089
0.1,1.0,1.0,225,1.0,0.8509622087119587
0.1,1.0,1.0,226,1.0,0.8512539979997894
0.1,1.0,1.0,227,1.0,0.8507103185665222
0.1,1.0,1.0,228,1.0,0.8522117101513047
0.1,1.0,1.0,229,1.0,0.8529742757171539
0.1,1.0,1.0,230,1.0,0.8561723180910529
0.1,1.0,1.0,231,1.0,0.855982967080216
0.1,1.0,1.0,232,1.0,0.8560083314514293
0.1,1.0,1.0,233,1.0,0.8548327964436813
0.1,1.0,1.0,234,1.0,0.854785925054059
0.1,1.0,1.0,235,1.0,0.8546041466489309
0.1,1.0,1.0,236,1.0,0.8536366439495392
0.1,1.0,1.0,237,1.0,0.853457785933422
0.1,1.0,1.0,238,1.0,0.853601264661495
0.1,1.0,1.0,239,1.0,0.8545516504566115
0.1,1.0,1.0,240,1.0,0.8538993837551375
0.1,1.0,1.0,241,1.0,0.8550098293301341
0.1,1.0,1.0,242,1.0,0.8531759613623748
0.1,1.0,1.0,243,1.0,0.8536681175302796
0.1,1.0,1.0,244,1.0,0.8544263406651953
0.1,1.0,1.0,245,1.0,0.8559798031119614
0.1,1.0,1.0,246,1.0,0.8586491549381837
0.1,1.0,1.0,247,1.0,0.8611923737161843
0.1,1.0,1.0,248,1.0,0.8626453376784281
0.1,1.0,1.0,249,1.0,0.8610346066892635
0.1,1.0,1.0,250,1.0,0.8640508589932462
