alpha,beta0,lambda,Episode,beta,Average over RMS of Value Estimates
0.1,0.0,0.0,57,0.0,0.08202618404821657
0.1,0.0,0.0,58,0.0,0.08096375459395858
0.1,0.0,0.0,59,0.0,0.07954600440086089
0.1,0.0,0.0,60,0.0,0.07804829274984962
0.1,0.0,0.0,61,0.0,0.07776748544245031
0.1,0.0,0.0,62,0.0,0.07609712532896006
0.1,0.0,0.0,63,0.0,0.0765226215649511
0.1,0.0,0.0,64,0.0,0.07599868307028744
0.1,0.0,0.0,65,0.0,0.0766319517827049
0.1,0.0,0.0,66,0.0,0.07583014763103829
0.1,0.0,0.0,67,0.0,0.07501179293124954
0.1,0.0,0.0,68,0.0,0.07398452618125653
0.1,0.0,0.0,69,0.0,0.07417145062362034
0.1,0.0,0.0,70,0.0,0.0739452319397393
0.1,0.0,0.0,71,0.0,0.07323150050026803
0.1,0.0,0.0,72,0.0,0.07273289310982207
0.1,0.0,0.0,73,0.0,0.07283611507730636
0.1,0.0,0.0,74,0.0,0.07257584538093205
0.1,0.0,0.0,75,0.0,0.07196046930162919
0.1,0.0,0.0,76,0.0,0.07083894647921049
0.1,0.0,0.0,77,0.0,0.07066707590818797
0.1,0.0,0.0,78,0.0,0.0700812889654296
0.1,0.0,0.0,79,0.0,0.07017688206655531
0.1,0.0,0.0,80,0.0,0.0692391456861721
0.1,0.0,0.0,81,0.0,0.06919429312485988
0.1,0.0,0.0,82,0.0,0.06910325739967803
0.1,0.0,0.0,83,0.0,0.06972129809138722
0.1,0.0,0.0,84,0.0,0.06945496161924976
0.1,0.0,0.0,85,0.0,0.06853586640009905
0.1,0.0,0.0,86,0.0,0.06762885397450237
0.1,0.0,0.0,87,0.0,0.06736262654630414
0.1,0.0,0.0,88,0.0,0.06729282657181006
0.1,0.0,0.0,89,0.0,0.06735059108979544
0.1,0.0,0.0,90,0.0,0.06769497292967835
0.1,0.0,0.0,91,0.0,0.06735573268496449
0.1,0.0,0.0,92,0.0,0.06809644417658317
0.1,0.0,0.0,93,0.0,0.06733767826737985
0.1,0.0,0.0,94,0.0,0.0671612768263332
0.1,0.0,0.0,95,0.0,0.0670610543306276
0.1,0.0,0.0,96,0.0,0.06663004273267599
0.1,0.0,0.0,97,0.0,0.06657249612022745
0.1,0.0,0.0,98,0.0,0.0672510479942695
0.1,0.0,0.0,99,0.0,0.06810216160533226
0.1,0.0,0.0,100,0.0,0.06764247392316594
0.1,0.0,0.0,101,0.0,0.06690877096734497
0.1,0.0,0.0,102,0.0,0.06663083282898609
0.1,0.0,0.0,103,0.0,0.0670549026645238
0.1,0.0,0.0,104,0.0,0.06698238455275572
0.1,0.0,0.0,105,0.0,0.06657789418317245
0.1,0.0,0.0,106,0.0,0.06642667991310745
0.1,0.0,0.0,107,0.0,0.06659860815907315
0.1,0.0,0.0,108,0.0,0.06726707890022728
0.1,0.0,0.0,109,0.0,0.06718581068680873
0.1,0.0,0.0,110,0.0,0.06694869755521889
0.1,0.0,0.0,111,0.0,0.06681498483184684
0.1,0.0,0.0,112,0.0,0.06703344859033822
0.1,0.0,0.0,113,0.0,0.06781963152445884
0.1,0.0,0.0,114,0.0,0.0679726671786465
0.1,0.0,0.0,115,0.0,0.06751562613069076
0.1,0.0,0.0,116,0.0,0.06684586002048512
0.1,0.0,0.0,117,0.0,0.06743292848319087
0.1,0.0,0.0,118,0.0,0.06826653310782721
0.1,0.0,0.0,119,0.0,0.06868449860329305
0.1,0.0,0.0,120,0.0,0.06872392329934024
0.1,0.0,0.0,121,0.0,0.06890569146838485
0.1,0.0,0.0,122,0.0,0.06868215596809227
0.1,0.0,0.0,123,0.0,0.06801898175984944
0.1,0.0,0.0,124,0.0,0.06860262054762024
0.1,0.0,0.0,125,0.0,0.0682694082319812
0.1,0.0,0.0,126,0.0,0.06866057101498538
0.1,0.0,0.0,127,0.0,0.0690141931020215
0.1,0.0,0.0,128,0.0,0.06946678387601891
0.1,0.0,0.0,129,0.0,0.0697314097855938
0.1,0.0,0.0,130,0.0,0.06938015458058437
0.1,0.0,0.0,131,0.0,0.06947165523761888
0.1,0.0,0.0,132,0.0,0.06897897683982113
0.1,0.0,0.0,133,0.0,0.06894700601574275
0.1,0.0,0.0,134,0.0,0.068103634738741
0.1,0.0,0.0,135,0.0,0.06788250859343423
0.1,0.0,0.0,136,0.0,0.06805711153292077
0.1,0.0,0.0,137,0.0,0.06734446321010523
0.1,0.0,0.0,138,0.0,0.06761116043052438
0.1,0.0,0.0,139,0.0,0.06763204834564579
0.1,0.0,0.0,140,0.0,0.06795783438761337
0.1,1.0,0.8,1,1.0,0.5139467828124542
0.1,1.0,0.8,2,0.8,0.48999103690932544
0.1,1.0,0.8,3,0.6400000000000001,0.46651530202136204
0.1,1.0,0.8,4,0.5120000000000001,0.44548646012940085
0.1,1.0,0.8,5,0.4096000000000001,0.4251746042033248
0.1,1.0,0.8,6,0.3276800000000001,0.4056530654129871
0.1,1.0,0.8,7,0.2621440000000001,0.3889470510018833
0.1,1.0,0.8,8,0.20971520000000007,0.3720326626085784
0.1,1.0,0.8,9,0.1677721600000001,0.3552876949839185
0.1,1.0,0.8,10,0.13421772800000006,0.3398311591558603
0.1,1.0,0.8,11,0.10737418240000006,0.3250405438443545
0.1,1.0,0.8,12,0.08589934592000005,0.3116454466281869
0.1,1.0,0.8,13,0.06871947673600004,0.29880438464513326
0.1,1.0,0.8,14,0.054975581388800036,0.285203417838888
0.1,1.0,0.8,15,0.043980465111040035,0.2734997192654939
0.1,1.0,0.8,16,0.03518437208883203,0.2625958355069277
0.1,1.0,0.8,17,0.028147497671065624,0.2535463657710576
0.1,1.0,0.8,18,0.022517998136852502,0.2436151273340761
0.1,1.0,0.8,19,0.018014398509482003,0.23422526690827505
0.1,1.0,0.8,20,0.014411518807585602,0.22575187501131339
0.1,1.0,0.8,21,0.011529215046068483,0.2168542626870025
0.1,1.0,0.8,22,0.009223372036854787,0.20871740532867047
0.1,1.0,0.8,23,0.00737869762948383,0.20104620056049893
0.1,1.0,0.8,24,0.005902958103587064,0.1932348247983364
0.1,1.0,0.8,25,0.004722366482869652,0.18624290765940799
0.1,1.0,0.8,26,0.0037778931862957215,0.1799016802033397
0.1,1.0,0.8,27,0.0030223145490365774,0.1741854182485424
0.1,1.0,0.8,28,0.002417851639229262,0.1681312985910161
0.1,1.0,0.8,29,0.0019342813113834097,0.16169185327708488
0.1,1.0,0.8,30,0.0015474250491067279,0.15557597476502105
0.1,1.0,0.8,31,0.0012379400392853823,0.15139956788128983
0.1,1.0,0.8,32,0.0009903520314283058,0.14585071918846568
0.1,1.0,0.8,33,0.0007922816251426448,0.14098614629678707
0.1,1.0,0.8,34,0.0006338253001141158,0.13641455304650182
0.1,1.0,0.8,35,0.0005070602400912927,0.13270806939220295
0.1,1.0,0.8,36,0.00040564819207303417,0.12943180419296943
0.1,1.0,0.8,37,0.00032451855365842736,0.12614538132903572
0.1,1.0,0.8,38,0.00025961484292674194,0.12200626912135606
0.1,1.0,0.8,39,0.00020769187434139353,0.1182853593440959
0.1,1.0,0.8,40,0.00016615349947311485,0.115268048180973
0.1,1.0,0.8,41,0.00013292279957849188,0.11167288810875707
0.1,1.0,0.8,42,0.00010633823966279351,0.10890753312162127
0.1,1.0,0.8,43,8.507059173023481e-05,0.10504977686908147
0.1,1.0,0.8,44,6.805647338418786e-05,0.10298033042920117
0.1,1.0,0.8,45,5.444517870735029e-05,0.1004086662728336
0.1,1.0,0.8,46,4.355614296588023e-05,0.09779206702438405
0.1,1.0,0.8,47,3.484491437270419e-05,0.09588045782597168
0.1,1.0,0.8,48,2.7875931498163353e-05,0.09337387454489303
0.1,1.0,0.8,49,2.2300745198530684e-05,0.09128257840836919
0.1,1.0,0.8,50,1.7840596158824548e-05,0.09023552401463988
0.1,1.0,0.8,51,1.4272476927059638e-05,0.08949223679251785
0.1,1.0,0.8,52,1.1417981541647711e-05,0.08773123559979418
0.1,1.0,0.8,53,9.13438523331817e-06,0.08614002890082587
0.1,1.0,0.8,54,7.307508186654536e-06,0.08502522712906209
0.1,1.0,0.8,55,5.846006549323629e-06,0.08302083244990634
0.1,1.0,0.8,56,4.676805239458904e-06,0.08120778634388641
0.1,1.0,0.8,57,3.741444191567123e-06,0.08078277462009995
0.1,1.0,0.8,58,2.9931553532536988e-06,0.07966899742546556
0.1,1.0,0.8,59,2.394524282602959e-06,0.07911983640091956
0.1,1.0,0.8,60,1.9156194260823675e-06,0.07746014465718302
0.1,1.0,0.8,61,1.532495540865894e-06,0.07732109390291542
0.1,1.0,0.8,62,1.2259964326927152e-06,0.07730889416966796
0.1,1.0,0.8,63,9.807971461541723e-07,0.07615485230259386
0.1,1.0,0.8,64,7.846377169233378e-07,0.07622764145751482
0.1,1.0,0.8,65,6.277101735386703e-07,0.07567392162006688
0.1,1.0,0.8,66,5.021681388309362e-07,0.0752609618178401
0.1,1.0,0.8,67,4.0173451106474904e-07,0.07431972261340662
0.1,1.0,0.8,68,3.2138760885179925e-07,0.07406592654259644
0.1,1.0,0.8,69,2.571100870814394e-07,0.0733388947001394
0.1,1.0,0.8,70,2.0568806966515154e-07,0.07281053084587481
0.1,1.0,0.8,71,1.6455045573212124e-07,0.07182380992822532
0.1,1.0,0.8,72,1.31640364585697e-07,0.07120546918565529
0.1,1.0,0.8,73,1.053122916685576e-07,0.07128674021345174
0.1,1.0,0.8,74,8.424983333484609e-08,0.07036304824022221
0.1,1.0,0.8,75,6.739986666787687e-08,0.07068928877521562
0.1,1.0,0.8,76,5.39198933343015e-08,0.07016621155509788
0.1,1.0,0.8,77,4.3135914667441206e-08,0.06973007416051151
0.1,1.0,0.8,78,3.450873173395297e-08,0.06900202641463327
0.1,1.0,0.8,79,2.7606985387162374e-08,0.06921622675075341
0.1,1.0,0.8,80,2.20855883097299e-08,0.06918244939571631
0.1,1.0,0.8,81,1.7668470647783922e-08,0.07028960247995651
0.1,1.0,0.8,82,1.4134776518227139e-08,0.06990496971658397
0.1,1.0,0.8,83,1.130782121458171e-08,0.06948676082595852
0.1,1.0,0.8,84,9.04625697166537e-09,0.0695739336925065
0.1,1.0,0.8,85,7.2370055773322956e-09,0.06953642695716276
0.1,1.0,0.8,86,5.789604461865837e-09,0.06897216134484194
0.1,1.0,0.8,87,4.63168356949267e-09,0.06909776465040904
0.1,1.0,0.8,88,3.705346855594136e-09,0.06884653422068282
0.1,1.0,0.8,89,2.964277484475309e-09,0.06905457462634872
0.1,1.0,0.8,90,2.3714219875802474e-09,0.06868381543670404
0.1,1.0,0.8,91,1.897137590064198e-09,0.06899080037557404
0.1,1.0,0.8,92,1.5177100720513585e-09,0.06840611761321638
0.1,1.0,0.8,93,1.2141680576410869e-09,0.06858646672368839
0.1,1.0,0.8,94,9.713344461128696e-10,0.06834150351721606
0.1,1.0,0.8,95,7.770675568902957e-10,0.06860550636716971
0.1,1.0,0.8,96,6.216540455122366e-10,0.06780790497637083
0.1,1.0,0.8,97,4.973232364097893e-10,0.06760855064238862
0.1,1.0,0.8,98,3.9785858912783145e-10,0.06752997538448721
0.1,1.0,0.8,99,3.182868713022652e-10,0.06687939393885427
0.1,1.0,0.8,100,2.5462949704181216e-10,0.06681906523506002
0.1,1.0,0.8,101,2.0370359763344975e-10,0.0663500339343546
0.1,1.0,0.8,102,1.629628781067598e-10,0.06703850465397303
0.1,1.0,0.8,103,1.3037030248540785e-10,0.06676287937871671
0.1,1.0,0.8,104,1.0429624198832628e-10,0.06612472393852258
0.1,1.0,0.8,105,8.343699359066104e-11,0.06656637642946911
0.1,1.0,0.8,106,6.674959487252883e-11,0.06696769564225159
0.1,1.0,0.8,107,5.3399675898023066e-11,0.066558220231284
0.1,1.0,0.8,108,4.2719740718418454e-11,0.06630554305438753
0.1,1.0,0.8,109,3.417579257473476e-11,0.06584478064142806
0.1,1.0,0.8,110,2.7340634059787814e-11,0.06711238153738683
0.1,1.0,0.8,111,2.1872507247830253e-11,0.06655200337252097
0.1,1.0,0.8,112,1.7498005798264204e-11,0.06695400276195947
0.1,1.0,0.8,113,1.3998404638611363e-11,0.06733761946404367
0.1,1.0,0.8,114,1.1198723710889092e-11,0.06687583329954905
0.1,1.0,0.8,115,8.958978968711274e-12,0.06649278739669484
0.1,1.0,0.8,116,7.167183174969019e-12,0.06711852187983976
0.1,1.0,0.8,117,5.733746539975216e-12,0.06694806152592003
0.1,1.0,0.8,118,4.586997231980173e-12,0.06791715639623623
0.1,1.0,0.8,119,3.669597785584139e-12,0.06779999761115707
0.1,1.0,0.8,120,2.935678228467311e-12,0.06740344181453915
0.1,1.0,0.8,121,2.348542582773849e-12,0.06748262374986125
0.1,1.0,0.8,122,1.878834066219079e-12,0.06854765018794429
0.1,1.0,0.8,123,1.5030672529752635e-12,0.0685849580119545
0.1,1.0,0.8,124,1.2024538023802108e-12,0.0683332532806852
0.1,1.0,0.8,125,9.619630419041687e-13,0.06881204688171189
0.1,1.0,0.8,126,7.69570433523335e-13,0.0691720901917664
0.1,1.0,0.8,127,6.15656346818668e-13,0.06929020612438262
0.1,1.0,0.8,128,4.925250774549344e-13,0.0690316334563162
0.1,1.0,0.8,129,3.940200619639476e-13,0.06954582803893086
0.1,1.0,0.8,130,3.152160495711581e-13,0.06997024801106727
0.1,1.0,0.8,131,2.521728396569265e-13,0.06954565425167401
0.1,1.0,0.8,132,2.017382717255412e-13,0.06867020083986929
0.1,1.0,0.8,133,1.6139061738043297e-13,0.06877495059137177
0.1,1.0,0.8,134,1.2911249390434637e-13,0.06902603063348337
0.1,1.0,0.8,135,1.0328999512347712e-13,0.06899803524367527
0.1,1.0,0.8,136,8.26319960987817e-14,0.06911418042138122
0.1,1.0,0.8,137,6.610559687902536e-14,0.06914353802615283
0.1,1.0,0.8,138,5.288447750322029e-14,0.06903905940850491
0.1,1.0,0.8,139,4.2307582002576235e-14,0.06880603667205593
0.1,1.0,0.8,140,3.384606560206099e-14,0.06829856937073409
0.1,1.0,0.9,1,1.0,0.5136195966204458
0.1,1.0,0.9,2,0.9,0.48768256437777413
0.1,1.0,0.9,3,0.81,0.4636551804787945
0.1,1.0,0.9,4,0.7290000000000001,0.4411217714398762
0.1,1.0,0.9,5,0.6561,0.420310241636464
0.1,1.0,0.9,6,0.5904900000000001,0.4006135216486657
0.1,1.0,0.9,7,0.531441,0.38107815467531575
0.1,1.0,0.9,8,0.4782969000000001,0.3630927895948459
0.1,1.0,0.9,9,0.4304672100000001,0.34632617785427666
0.1,1.0,0.9,10,0.3874204890000001,0.32965563468028175
0.1,1.0,0.9,11,0.3486784401000001,0.31550124228159016
0.1,1.0,0.9,12,0.31381059609000006,0.30093861100165625
0.1,1.0,0.9,13,0.2824295364810001,0.2872018334619768
0.1,1.0,0.9,14,0.2541865828329001,0.2748832462808579
0.1,1.0,0.9,15,0.2287679245496101,0.26264249430101005
0.1,1.0,0.9,16,0.20589113209464907,0.251647563785974
0.1,1.0,0.9,17,0.18530201888518416,0.24025144456783015
0.1,1.0,0.9,18,0.16677181699666577,0.229455558702181
0.1,1.0,0.9,19,0.15009463529699918,0.22133837107089932
0.1,1.0,0.9,20,0.13508517176729928,0.21352999656350746
0.1,1.0,0.9,21,0.12157665459056935,0.2048403850362457
0.1,1.0,0.9,22,0.10941898913151242,0.19638048212513348
0.1,1.0,0.9,23,0.09847709021836118,0.18892685884075253
0.1,1.0,0.9,24,0.08862938119652507,0.18085520715953765
0.1,1.0,0.9,25,0.07976644307687256,0.1739457984519278
0.1,1.0,0.9,26,0.0717897987691853,0.1673967549568033
0.1,1.0,0.9,27,0.06461081889226677,0.16165134276013382
0.1,1.0,0.9,28,0.058149737003040096,0.15517532549273716
0.1,1.0,0.9,29,0.05233476330273609,0.15013154494208655
0.1,1.0,0.9,30,0.047101286972462485,0.1451768128886626
0.1,1.0,0.9,31,0.04239115827521624,0.14067154951361172
0.1,1.0,0.9,32,0.038152042447694615,0.13580206685930002
0.1,1.0,0.9,33,0.03433683820292515,0.1317490393282136
0.1,1.0,0.9,34,0.030903154382632636,0.12796032578041738
0.1,1.0,0.9,35,0.027812838944369374,0.12378767388819548
0.1,1.0,0.9,36,0.025031555049932437,0.11910586687226991
0.1,1.0,0.9,37,0.022528399544939195,0.11597951380081976
0.1,1.0,0.9,38,0.020275559590445275,0.11296554318192932
0.1,1.0,0.9,39,0.01824800363140075,0.10964913436034683
0.1,1.0,0.9,40,0.016423203268260675,0.10657839688939873
0.1,1.0,0.9,41,0.014780882941434608,0.10445369029788582
0.1,1.0,0.9,42,0.013302794647291146,0.10258801170661719
0.1,1.0,0.9,43,0.011972515182562033,0.1006238873090614
0.1,1.0,0.9,44,0.01077526366430583,0.09856492471850671
0.1,1.0,0.9,45,0.009697737297875247,0.09658686604277557
0.1,1.0,0.9,46,0.008727963568087723,0.09542345697581155
0.1,1.0,0.9,47,0.00785516721127895,0.09335783088544915
0.1,1.0,0.9,48,0.007069650490151055,0.0913375331563389
0.1,1.0,0.9,49,0.00636268544113595,0.08963347073395242
0.1,1.0,0.9,50,0.005726416897022355,0.08804953535345537
0.1,1.0,0.9,51,0.00515377520732012,0.08567537043515895
0.1,1.0,0.9,52,0.004638397686588108,0.0835653231173236
0.1,1.0,0.9,53,0.004174557917929297,0.08386250728253246
0.1,1.0,0.9,54,0.0037571021261363674,0.08278263959346842
0.1,1.0,0.9,55,0.0033813919135227306,0.08187346083226908
0.1,1.0,0.9,56,0.0030432527221704577,0.08198344464546922
0.1,1.0,0.9,57,0.002738927449953412,0.08101759394491001
0.1,1.0,0.9,58,0.002465034704958071,0.07971166021281845
0.1,1.0,0.9,59,0.002218531234462264,0.079028798139653
0.1,1.0,0.9,60,0.0019966781110160375,0.07752692608285205
0.1,1.0,0.9,61,0.001797010299914434,0.07662993377468558
0.1,1.0,0.9,62,0.0016173092699229906,0.07580708479001053
0.1,1.0,0.9,63,0.0014555783429306916,0.07550894580449609
0.1,1.0,0.9,64,0.0013100205086376223,0.0749264700165263
0.1,1.0,0.9,65,0.0011790184577738603,0.07388511335834923
0.1,1.0,0.9,66,0.001061116611996474,0.0734456437586341
0.1,1.0,0.9,67,0.0009550049507968268,0.07288364643132934
0.1,1.0,0.9,68,0.0008595044557171441,0.07267276820742119
0.1,1.0,0.9,69,0.0007735540101454297,0.07202709396969217
0.1,1.0,0.9,70,0.0006961986091308868,0.0719744629231228
0.1,1.0,0.9,71,0.0006265787482177981,0.0718536961929644
0.1,1.0,0.9,72,0.0005639208733960184,0.07028816208396245
0.1,1.0,0.9,73,0.0005075287860564165,0.07042439517815725
0.1,1.0,0.9,74,0.00045677590745077487,0.07027953370307084
0.1,1.0,0.9,75,0.0004110983167056974,0.06973350469305446
0.1,1.0,0.9,76,0.00036998848503512764,0.06985688581282783
0.1,1.0,0.9,77,0.0003329896365316149,0.0697364536960484
0.1,1.0,0.9,78,0.0002996906728784534,0.06894075515338903
0.1,1.0,0.9,79,0.0002697216055906081,0.06866315228125076
0.1,1.0,0.9,80,0.0002427494450315473,0.06923826480053281
0.1,1.0,0.9,81,0.00021847450052839255,0.06904656419860909
0.1,1.0,0.9,82,0.00019662705047555332,0.06848621565506934
0.1,1.0,0.9,83,0.00017696434542799797,0.06795461227963631
0.1,1.0,0.9,84,0.00015926791088519818,0.0682668629007507
0.1,1.0,0.9,85,0.00014334111979667836,0.0687335611266268
0.1,1.0,0.9,86,0.00012900700781701054,0.06777885639025369
0.1,1.0,0.9,87,0.00011610630703530949,0.06768876021317087
0.1,1.0,0.9,88,0.00010449567633177854,0.0680553746453256
0.1,1.0,0.9,89,9.404610869860069e-05,0.06757433431178497
0.1,1.0,0.9,90,8.464149782874062e-05,0.06793023081231611
0.1,1.0,0.9,91,7.617734804586657e-05,0.06739923717643881
0.1,1.0,0.9,92,6.85596132412799e-05,0.06781018461548442
0.1,1.0,0.9,93,6.170365191715192e-05,0.06809151436107662
0.1,1.0,0.9,94,5.553328672543673e-05,0.06832721982102694
0.1,1.0,0.9,95,4.997995805289306e-05,0.06891539594779597
0.1,1.0,0.9,96,4.498196224760375e-05,0.06849961762069229
0.1,1.0,0.9,97,4.0483766022843375e-05,0.06877064977079604
0.1,1.0,0.9,98,3.643538942055904e-05,0.0690349018530116
0.1,1.0,0.9,99,3.279185047850314e-05,0.06941127574763822
0.1,1.0,0.9,100,2.9512665430652825e-05,0.0692274186767219
0.1,1.0,0.9,101,2.6561398887587544e-05,0.06878586814633117
0.1,1.0,0.9,102,2.3905258998828788e-05,0.06878060727988003
0.1,1.0,0.9,103,2.151473309894591e-05,0.06829028910147608
0.1,1.0,0.9,104,1.936325978905132e-05,0.0679309674813425
0.1,1.0,0.9,105,1.7426933810146188e-05,0.06791944014409293
0.1,1.0,0.9,106,1.568424042913157e-05,0.06798194935422736
0.1,1.0,0.9,107,1.4115816386218413e-05,0.06742142430442588
0.1,1.0,0.9,108,1.2704234747596572e-05,0.06770156551325016
0.1,1.0,0.9,109,1.1433811272836916e-05,0.06755692854799868
0.1,1.0,0.9,110,1.0290430145553224e-05,0.06847921522022395
0.1,1.0,0.9,111,9.261387130997901e-06,0.06825405052612443
0.1,1.0,0.9,112,8.335248417898112e-06,0.06821266143012351
0.1,1.0,0.9,113,7.501723576108301e-06,0.06824325746014999
0.1,1.0,0.9,114,6.751551218497471e-06,0.06872174031011274
0.1,1.0,0.9,115,6.076396096647724e-06,0.06759403125093745
0.1,1.0,0.9,116,5.468756486982952e-06,0.06824026351123505
0.1,1.0,0.9,117,4.921880838284657e-06,0.0683456036612729
0.1,1.0,0.9,118,4.4296927544561915e-06,0.068302908533131
0.1,1.0,0.9,119,3.986723479010572e-06,0.06809970458724908
0.1,1.0,0.9,120,3.588051131109515e-06,0.06721319768645452
0.1,1.0,0.9,121,3.2292460179985636e-06,0.06785782878313794
0.1,1.0,0.9,122,2.9063214161987074e-06,0.06682508043454101
0.1,1.0,0.9,123,2.6156892745788365e-06,0.06719554830309539
0.1,1.0,0.9,124,2.354120347120953e-06,0.06767301171444609
0.1,1.0,0.9,125,2.118708312408858e-06,0.06736730225902196
0.1,1.0,0.9,126,1.906837481167972e-06,0.06747378295808225
0.1,1.0,0.9,127,1.716153733051175e-06,0.06758017891454142
0.1,1.0,0.9,128,1.5445383597460574e-06,0.0673176073500345
0.1,1.0,0.9,129,1.3900845237714517e-06,0.06811991829947994
0.1,1.0,0.9,130,1.2510760713943066e-06,0.06823089174622458
0.1,1.0,0.9,131,1.1259684642548759e-06,0.06804610271232098
0.1,1.0,0.9,132,1.0133716178293884e-06,0.06809254925537932
0.1,1.0,0.9,133,9.120344560464496e-07,0.06775632494651505
0.1,1.0,0.9,134,8.208310104418046e-07,0.06742320772532195
0.1,1.0,0.9,135,7.387479093976242e-07,0.06656571710243217
0.1,1.0,0.9,136,6.648731184578617e-07,0.06723254116138785
0.1,1.0,0.9,137,5.983858066120756e-07,0.06739012481798784
0.1,1.0,0.9,138,5.385472259508681e-07,0.06737149838952533
0.1,1.0,0.9,139,4.846925033557813e-07,0.06731018962812883
0.1,1.0,0.9,140,4.3622325302020313e-07,0.06782894650377616
0.1,1.0,0.97,1,1.0,0.5131729080806458
0.1,1.0,0.97,2,0.97,0.48777750200030057
0.1,1.0,0.97,3,0.9409,0.46353587233171567
0.1,1.0,0.97,4,0.912673,0.4404076483354384
0.1,1.0,0.97,5,0.8852928099999999,0.4185549360996961
0.1,1.0,0.97,6,0.8587340256999999,0.39771934171064927
0.1,1.0,0.97,7,0.8329720049289998,0.37908034567963633
0.1,1.0,0.97,8,0.8079828447811298,0.35957022193136867
0.1,1.0,0.97,9,0.7837433594376959,0.34125787136903774
0.1,1.0,0.97,10,0.7602310586545651,0.32302865000890996
0.1,1.0,0.97,11,0.7374241268949281,0.30548084220003324
0.1,1.0,0.97,12,0.7153014030880802,0.289281802500801
0.1,1.0,0.97,13,0.6938423609954377,0.2743819027037233
0.1,1.0,0.97,14,0.6730270901655746,0.2604989849574291
0.1,1.0,0.97,15,0.6528362774606074,0.24692226897645705
0.1,1.0,0.97,16,0.6332511891367891,0.23395941668428888
0.1,1.0,0.97,17,0.6142536534626855,0.22171589243592976
0.1,1.0,0.97,18,0.5958260438588049,0.20965449786826132
0.1,1.0,0.97,19,0.5779512625430407,0.19909630743787576
0.1,1.0,0.97,20,0.5606127246667495,0.18869769806441525
0.1,1.0,0.97,21,0.543794342926747,0.17879215101731666
0.1,1.0,0.97,22,0.5274805126389446,0.1703870056901752
0.1,1.0,0.97,23,0.5116560972597762,0.16186923674015344
0.1,1.0,0.97,24,0.49630641434198286,0.1546251469707957
0.1,1.0,0.97,25,0.48141722191172337,0.14735837902378585
0.1,1.0,0.97,26,0.4669747052543717,0.14010306871864875
