omega,beta0,E,episode,beta,average R^T
10,1.0,4000,837,00.790750000000000,-558.9230346679688
10,1.0,4000,870,00.782500000000000,-532.8572387695312
10,1.0,4000,877,00.780750000000000,-518.0531005859375
10,1.0,4000,883,00.779250000000000,-507.2981262207031
10,1.0,4000,897,00.775750000000000,-502.0355529785156
10,1.0,4000,901,00.774750000000000,-503.16583251953125
10,1.0,4000,908,00.773000000000000,-495.56878662109375
10,1.0,4000,910,00.772500000000000,-494.14154052734375
10,1.0,4000,916,00.771000000000000,-499.910400390625
10,1.0,4000,918,00.770500000000000,-500.298828125
10,1.0,4000,932,00.767000000000000,-503.5912780761719
10,1.0,4000,933,00.766750000000000,-504.91571044921875
10,1.0,4000,943,00.764250000000000,-501.04376220703125
10,1.0,4000,946,00.763500000000000,-502.33056640625
10,1.0,4000,955,00.761250000000000,-522.7612915039062
10,1.0,4000,959,00.760250000000000,-527.7562866210938
10,1.0,4000,963,00.759250000000000,-525.1414184570312
10,1.0,4000,972,00.757000000000000,-527.2203979492188
10,1.0,4000,973,00.756750000000000,-526.5303344726562
10,1.0,4000,979,00.755250000000000,-528.2842407226562
10,1.0,4000,980,00.755000000000000,-529.9813232421875
10,1.0,4000,985,00.753750000000000,-542.1533813476562
10,1.0,4000,997,00.750750000000000,-555.1296997070312
10,1.0,4000,1003,00.749250000000000,-546.7601928710938
10,1.0,4000,1006,00.748500000000000,-546.1494140625
10,1.0,4000,1015,00.746250000000000,-558.6988525390625
10,1.0,4000,1026,00.743500000000000,-558.3397216796875
10,1.0,4000,1045,00.738750000000000,-539.620849609375
10,1.0,4000,1058,00.735500000000000,-542.8489990234375
10,1.0,4000,1064,00.734000000000000,-545.5735473632812
10,1.0,4000,1067,00.733250000000000,-547.3126220703125
10,1.0,4000,1069,00.732750000000000,-545.6126098632812
10,1.0,4000,1073,00.731750000000000,-548.8773803710938
10,1.0,4000,1079,00.730250000000000,-552.9688110351562
10,1.0,4000,1084,00.729000000000000,-556.7471923828125
10,1.0,4000,1094,00.726500000000000,-540.1735229492188
10,1.0,4000,1100,00.725000000000000,-538.6165771484375
10,1.0,4000,1105,00.723750000000000,-537.1806030273438
10,1.0,4000,1115,00.721250000000000,-504.21209716796875
10,1.0,4000,1120,00.720000000000000,-509.4043273925781
10,1.0,4000,1157,00.710750000000000,-509.6536865234375
10,1.0,4000,1161,00.709750000000000,-512.1807861328125
10,1.0,4000,1162,00.709500000000000,-511.255126953125
10,1.0,4000,1163,00.709250000000000,-512.5055541992188
10,1.0,4000,1181,00.704750000000000,-502.00994873046875
10,1.0,4000,1193,00.701750000000000,-490.421875
10,1.0,4000,1194,00.701500000000000,-490.40655517578125
10,1.0,4000,1200,00.700000000000000,-486.49700927734375
10,1.0,4000,1207,00.698250000000000,-489.9760437011719
10,1.0,4000,1233,00.691750000000000,-493.6678466796875
10,1.0,4000,1235,00.691250000000000,-493.41937255859375
10,1.0,4000,1245,00.688750000000000,-494.17425537109375
10,1.0,4000,1256,00.686000000000000,-498.698974609375
10,1.0,4000,1259,00.685250000000000,-495.419677734375
10,1.0,4000,1262,00.684500000000000,-494.2086181640625
10,1.0,4000,1282,00.679500000000000,-512.090576171875
10,1.0,4000,1288,00.678000000000000,-522.8510131835938
10,1.0,4000,1295,00.676250000000000,-525.3316650390625
10,1.0,4000,1301,00.674750000000000,-530.0234375
10,1.0,4000,1311,00.672250000000000,-544.6807250976562
10,1.0,4000,1317,00.670750000000000,-547.8148193359375
10,1.0,4000,1320,00.670000000000000,-548.060791015625
10,1.0,4000,1331,00.667250000000000,-546.966064453125
10,1.0,4000,1334,00.666500000000000,-545.162841796875
10,1.0,4000,1337,00.665750000000000,-539.3413696289062
10,1.0,4000,1338,00.665500000000000,-539.9207763671875
10,1.0,4000,1386,00.653500000000000,-554.3405151367188
10,1.0,4000,1389,00.652750000000000,-552.663330078125
10,1.0,4000,1392,00.652000000000000,-543.286865234375
10,1.0,4000,1393,00.651750000000000,-539.71435546875
10,1.0,4000,1415,00.646250000000000,-526.3687744140625
10,1.0,4000,1427,00.643250000000000,-529.1775512695312
10,1.0,4000,1429,00.642750000000000,-532.6873779296875
10,1.0,4000,1433,00.641750000000000,-520.2788696289062
10,1.0,4000,1437,00.640750000000000,-507.74407958984375
10,1.0,4000,1441,00.639750000000000,-506.1289367675781
10,1.0,4000,1466,00.633500000000000,-491.8829650878906
10,1.0,4000,1467,00.633250000000000,-491.0405578613281
10,1.0,4000,1478,00.630500000000000,-492.95245361328125
10,1.0,4000,1486,00.628500000000000,-500.9855041503906
10,1.0,4000,1490,00.627500000000000,-504.91046142578125
10,1.0,4000,1492,00.627000000000000,-504.8269348144531
10,1.0,4000,1509,00.622750000000000,-508.6534423828125
10,1.0,4000,1524,00.619000000000000,-504.2494812011719
10,1.0,4000,1528,00.618000000000000,-503.6030578613281
10,1.0,4000,1553,00.611750000000000,-489.8998107910156
10,1.0,4000,1569,00.607750000000000,-497.25128173828125
10,1.0,4000,1570,00.607500000000000,-496.20111083984375
10,1.0,4000,1585,00.603750000000000,-493.665771484375
10,1.0,4000,1589,00.602750000000000,-491.228759765625
10,1.0,4000,1598,00.600500000000000,-498.458251953125
10,1.0,4000,1605,00.598750000000000,-488.54461669921875
10,1.0,4000,1606,00.598500000000000,-461.4471130371094
10,1.0,4000,1619,00.595250000000000,-477.98944091796875
10,1.0,4000,1628,00.593000000000000,-479.140625
10,1.0,4000,1633,00.591750000000000,-477.166748046875
10,1.0,4000,1638,00.590500000000000,-479.26568603515625
10,1.0,4000,1641,00.589750000000000,-490.1123962402344
10,1.0,4000,1646,00.588500000000000,-494.1029968261719
10,1.0,4000,1649,00.587750000000000,-495.3836975097656
10,1.0,4000,1661,00.584750000000000,-498.2606506347656
10,1.0,4000,1669,00.582750000000000,-498.1124267578125
10,1.0,4000,1676,00.581000000000000,-502.1387634277344
10,1.0,4000,1683,00.579250000000000,-506.75433349609375
10,1.0,4000,1692,00.577000000000000,-506.02069091796875
10,1.0,4000,1696,00.576000000000000,-506.8293762207031
10,1.0,4000,1697,00.575750000000000,-506.2574462890625
10,1.0,4000,1698,00.575500000000000,-510.0090637207031
10,1.0,4000,1700,00.575000000000000,-510.2569274902344
10,1.0,4000,1703,00.574250000000000,-508.9514465332031
10,1.0,4000,1710,00.572500000000000,-498.2667236328125
10,1.0,4000,1719,00.570250000000000,-493.9892883300781
10,1.0,4000,1729,00.567750000000000,-490.3392028808594
10,1.0,4000,1733,00.566750000000000,-488.0794677734375
10,1.0,4000,1735,00.566250000000000,-481.6380920410156
10,1.0,4000,1738,00.565500000000000,-477.1400451660156
10,1.0,4000,1743,00.564250000000000,-476.8316345214844
10,1.0,4000,1746,00.563500000000000,-477.4797058105469
10,1.0,4000,1747,00.563250000000000,-477.7186279296875
10,1.0,4000,1748,00.563000000000000,-473.9129333496094
10,1.0,4000,1767,00.558250000000000,-499.6697082519531
10,1.0,4000,1776,00.556000000000000,-528.644287109375
10,1.0,4000,1782,00.554500000000000,-530.3045654296875
10,1.0,4000,1789,00.552750000000000,-538.3862915039062
10,1.0,4000,1790,00.552500000000000,-540.161376953125
10,1.0,4000,1799,00.550250000000000,-534.7266845703125
10,1.0,4000,1806,00.548500000000000,-534.1121826171875
10,1.0,4000,1818,00.545500000000000,-507.9347839355469
10,1.0,4000,1827,00.543250000000000,-481.1094970703125
10,1.0,4000,1831,00.542250000000000,-481.93359375
10,1.0,4000,1841,00.539750000000000,-474.7293701171875
10,1.0,4000,1845,00.538750000000000,-475.2875061035156
10,1.0,4000,1854,00.536500000000000,-484.9430236816406
10,1.0,4000,1867,00.533250000000000,-491.9993896484375
10,1.0,4000,1870,00.532500000000000,-495.3320007324219
10,1.0,4000,1876,00.531000000000000,-494.9887390136719
10,1.0,4000,1878,00.530500000000000,-493.91943359375
10,1.0,4000,1912,00.522000000000000,-496.8057556152344
10,1.0,4000,1918,00.520500000000000,-497.3209228515625
10,1.0,4000,1935,00.516250000000000,-507.4768981933594
10,1.0,4000,1937,00.515750000000000,-508.0384826660156
10,1.0,4000,1939,00.515250000000000,-506.6412353515625
10,1.0,4000,1945,00.513750000000000,-512.1614379882812
10,1.0,4000,1948,00.513000000000000,-516.5382080078125
10,1.0,4000,1950,00.512500000000000,-516.4043579101562
10,1.0,4000,1968,00.508000000000000,-508.6746826171875
10,1.0,4000,1982,00.504500000000000,-494.5328063964844
10,1.0,4000,1984,00.504000000000000,-496.0386657714844
10,1.0,4000,2002,00.499500000000000,-488.8321533203125
10,1.0,4000,2006,00.498500000000000,-489.7076416015625
10,1.0,4000,2014,00.496500000000000,-488.8998107910156
10,1.0,4000,2031,00.492250000000000,-484.45849609375
10,1.0,4000,2037,00.490750000000000,-482.2847595214844
10,1.0,4000,2061,00.484750000000000,-478.4930114746094
10,1.0,4000,2073,00.481750000000000,-481.795654296875
10,1.0,4000,2074,00.481500000000000,-481.73590087890625
10,1.0,4000,2077,00.480750000000000,-500.3285827636719
10,1.0,4000,2078,00.480500000000000,-502.1571044921875
10,1.0,4000,2080,00.480000000000000,-500.66510009765625
10,1.0,4000,2082,00.479500000000000,-503.6729736328125
10,1.0,4000,2086,00.478500000000000,-506.6064147949219
10,1.0,4000,2090,00.477500000000000,-504.1469421386719
10,1.0,4000,2095,00.476250000000000,-508.02642822265625
10,1.0,4000,2097,00.475750000000000,-508.8155212402344
10,1.0,4000,2112,00.472000000000000,-514.5982055664062
10,1.0,4000,2146,00.463500000000000,-493.8428955078125
10,1.0,4000,2150,00.462500000000000,-488.1658935546875
10,1.0,4000,2152,00.462000000000000,-488.57177734375
10,1.0,4000,2157,00.460750000000000,-487.13067626953125
10,1.0,4000,2166,00.458500000000000,-483.12994384765625
10,1.0,4000,2174,00.456500000000000,-477.41888427734375
10,1.0,4000,2178,00.455500000000000,-470.97467041015625
10,1.0,4000,2188,00.453000000000000,-471.4315185546875
10,1.0,4000,2190,00.452500000000000,-471.2598571777344
10,1.0,4000,2192,00.452000000000000,-469.8840026855469
10,1.0,4000,2193,00.451750000000000,-469.5236511230469
10,1.0,4000,2197,00.450750000000000,-473.8951110839844
10,1.0,4000,2200,00.450000000000000,-475.4381103515625
10,1.0,4000,2208,00.448000000000000,-473.1924133300781
10,1.0,4000,2212,00.447000000000000,-472.2855529785156
10,1.0,4000,2226,00.443500000000000,-494.1229553222656
10,1.0,4000,2232,00.442000000000000,-496.344970703125
10,1.0,4000,2237,00.440750000000000,-500.2954406738281
10,1.0,4000,2238,00.440500000000000,-500.823486328125
10,1.0,4000,2240,00.440000000000000,-499.29840087890625
10,1.0,4000,2243,00.439250000000000,-498.5722351074219
10,1.0,4000,2245,00.438750000000000,-497.3303527832031
10,1.0,4000,2247,00.438250000000000,-496.22100830078125
10,1.0,4000,2248,00.438000000000000,-495.4230041503906
10,1.0,4000,2255,00.436250000000000,-502.64404296875
10,1.0,4000,2258,00.435500000000000,-510.8514404296875
10,1.0,4000,2263,00.434250000000000,-511.4656066894531
10,1.0,4000,2282,00.429500000000000,-509.587890625
10,1.0,4000,2292,00.427000000000000,-508.9452819824219
10,1.0,4000,2298,00.425500000000000,-525.7279052734375
10,1.0,4000,2304,00.424000000000000,-532.6622314453125
10,1.0,4000,2308,00.423000000000000,-524.4915771484375
10,1.0,4000,2309,00.422750000000000,-521.5401611328125
10,1.0,4000,2320,00.420000000000000,-515.8411865234375
10,1.0,4000,2321,00.419750000000000,-515.5894165039062
10,1.0,4000,2336,00.416000000000000,-504.5826110839844
10,1.0,4000,2346,00.413500000000000,-482.83984375
10,1.0,4000,2355,00.411250000000000,-468.04034423828125
10,1.0,4000,2372,00.407000000000000,-477.9076843261719
10,1.0,4000,2390,00.402500000000000,-480.25616455078125
10,1.0,4000,2391,00.402250000000000,-478.8085021972656
10,1.0,4000,2393,00.401750000000000,-486.34674072265625
10,1.0,4000,2403,00.399250000000000,-503.9654235839844
10,1.0,4000,2407,00.398250000000000,-504.4484558105469
10,1.0,4000,2426,00.393500000000000,-496.8458557128906
10,1.0,4000,2437,00.390750000000000,-489.6669006347656
10,1.0,4000,2445,00.388750000000000,-482.9647521972656
10,1.0,4000,2451,00.387250000000000,-470.6085510253906
10,1.0,4000,2452,00.387000000000000,-472.15789794921875
10,1.0,4000,2454,00.386500000000000,-471.2462158203125
10,1.0,4000,2456,00.386000000000000,-468.2865295410156
10,1.0,4000,2461,00.384750000000000,-463.0330505371094
10,1.0,4000,2486,00.378500000000000,-460.84832763671875
10,1.0,4000,2487,00.378250000000000,-462.062255859375
10,1.0,4000,2497,00.375750000000000,-455.4595947265625
10,1.0,4000,2499,00.375250000000000,-457.7367248535156
10,1.0,4000,2504,00.374000000000000,-455.0076599121094
10,1.0,4000,2518,00.370500000000000,-468.8506164550781
10,1.0,4000,2524,00.369000000000000,-471.7889404296875
10,1.0,4000,2531,00.367250000000000,-477.755859375
10,1.0,4000,2533,00.366750000000000,-477.13726806640625
10,1.0,4000,2548,00.363000000000000,-481.53009033203125
10,1.0,4000,2552,00.362000000000000,-484.9285888671875
10,1.0,4000,2554,00.361500000000000,-484.99835205078125
10,1.0,4000,2567,00.358250000000000,-473.1180725097656
10,1.0,4000,2579,00.355250000000000,-475.5117492675781
10,1.0,4000,2591,00.352250000000000,-477.8500671386719
10,1.0,4000,2592,00.352000000000000,-476.08612060546875
10,1.0,4000,2593,00.351750000000000,-476.97320556640625
10,1.0,4000,2601,00.349750000000000,-480.22216796875
10,1.0,4000,2607,00.348250000000000,-484.8633117675781
10,1.0,4000,2624,00.344000000000000,-489.8771667480469
10,1.0,4000,2630,00.342500000000000,-495.50457763671875
10,1.0,4000,2631,00.342250000000000,-496.2071533203125
10,1.0,4000,2639,00.340250000000000,-506.19189453125
10,1.0,4000,2645,00.338750000000000,-506.71929931640625
10,1.0,4000,2651,00.337250000000000,-511.9834289550781
10,1.0,4000,2656,00.336000000000000,-515.8538818359375
10,1.0,4000,2679,00.330250000000000,-545.2156982421875
10,1.0,4000,2681,00.329750000000000,-548.2792358398438
10,1.0,4000,2686,00.328500000000000,-546.8798217773438
10,1.0,4000,2691,00.327250000000000,-539.7384033203125
10,1.0,4000,2704,00.324000000000000,-537.3922729492188
10,1.0,4000,2711,00.322250000000000,-530.5035400390625
10,1.0,4000,2726,00.318500000000000,-513.1638793945312
10,1.0,4000,2738,00.315500000000000,-504.6945495605469
10,1.0,4000,2741,00.314750000000000,-505.68731689453125
10,1.0,4000,2755,00.311250000000000,-503.3799743652344
10,1.0,4000,2756,00.311000000000000,-503.4261474609375
10,1.0,4000,2758,00.310500000000000,-502.7853088378906
10,1.0,4000,2790,00.302500000000000,-498.9053649902344
10,1.0,4000,2791,00.302250000000000,-499.8077087402344
10,1.0,4000,2792,00.302000000000000,-501.0836181640625
10,1.0,4000,2799,00.300250000000000,-506.6510009765625
10,1.0,4000,2810,00.297500000000000,-510.7094421386719
10,1.0,4000,2825,00.293750000000000,-513.7609252929688
10,1.0,4000,2828,00.293000000000000,-516.4163818359375
10,1.0,4000,2830,00.292500000000000,-523.2383422851562
10,1.0,4000,2860,00.285000000000000,-525.2860107421875
10,1.0,4000,2873,00.281750000000000,-527.4306030273438
10,1.0,4000,2882,00.279500000000000,-523.2828369140625
10,1.0,4000,2891,00.277250000000000,-519.5657348632812
10,1.0,4000,2897,00.275750000000000,-521.0054321289062
10,1.0,4000,2901,00.274750000000000,-519.4782104492188
10,1.0,4000,2918,00.270500000000000,-500.32403564453125
10,1.0,4000,2920,00.270000000000000,-500.17620849609375
10,1.0,4000,2921,00.269750000000000,-496.8605651855469
10,1.0,4000,2922,00.269500000000000,-499.97003173828125
10,1.0,4000,2933,00.266750000000000,-499.3097839355469
10,1.0,4000,2951,00.262250000000000,-493.32623291015625
10,1.0,4000,2968,00.258000000000000,-493.72265625
10,1.0,4000,2976,00.256000000000000,-493.28521728515625
10,1.0,4000,2999,00.250250000000000,-478.9555969238281
10,1.0,4000,3008,00.248000000000000,-479.5522155761719
10,1.0,4000,3010,00.247500000000000,-479.43408203125
10,1.0,4000,3012,00.247000000000000,-475.5164489746094
10,1.0,4000,3016,00.246000000000000,-476.30096435546875
10,1.0,4000,3017,00.245750000000000,-477.69427490234375
10,1.0,4000,3028,00.243000000000000,-468.6405944824219
10,1.0,4000,3031,00.242250000000000,-468.57354736328125
10,1.0,4000,3039,00.240250000000000,-466.2294921875
10,1.0,4000,3042,00.239500000000000,-466.6324462890625
10,1.0,4000,3051,00.237250000000000,-472.6720275878906
10,1.0,4000,3066,00.233500000000000,-462.0823059082031
10,1.0,4000,3070,00.232500000000000,-459.0374450683594
10,1.0,4000,3072,00.232000000000000,-461.1579895019531
10,1.0,4000,3087,00.228250000000000,-459.5028991699219
10,1.0,4000,3100,00.225000000000000,-453.83489990234375
10,1.0,4000,3123,00.219250000000000,-470.21539306640625
10,1.0,4000,3138,00.215500000000000,-477.4021911621094
10,1.0,4000,3139,00.215250000000000,-476.26483154296875
10,1.0,4000,3146,00.213500000000000,-490.43017578125
10,1.0,4000,3151,00.212250000000000,-494.3727722167969
10,1.0,4000,3156,00.211000000000000,-504.2926025390625
10,1.0,4000,3160,00.210000000000000,-505.3008117675781
10,1.0,4000,3162,00.209500000000000,-499.6510925292969
10,1.0,4000,3178,00.205500000000000,-493.4749450683594
10,1.0,4000,3196,00.201000000000000,-504.49639892578125
10,1.0,4000,3197,00.200750000000000,-504.0390930175781
10,1.0,4000,3204,00.199000000000000,-489.9700012207031
10,1.0,4000,3207,00.198250000000000,-487.96978759765625
10,1.0,4000,3231,00.192250000000000,-474.0470886230469
10,1.0,4000,3234,00.191500000000000,-456.2947692871094
10,1.0,4000,3241,00.189750000000000,-455.4483642578125
10,1.0,4000,3244,00.189000000000000,-454.3642578125
10,1.0,4000,3245,00.188750000000000,-455.44219970703125
10,1.0,4000,3247,00.188250000000000,-455.2337341308594
10,1.0,4000,3248,00.188000000000000,-455.0034484863281
10,1.0,4000,3268,00.183000000000000,-452.57098388671875
10,1.0,4000,3273,00.181750000000000,-452.0543518066406
10,1.0,4000,3282,00.179500000000000,-456.5817565917969
10,1.0,4000,3284,00.179000000000000,-458.2924499511719
10,1.0,4000,3306,00.173500000000000,-465.099853515625
10,1.0,4000,3314,00.171500000000000,-460.7251281738281
10,1.0,4000,3328,00.168000000000000,-471.1007080078125
10,1.0,4000,3329,00.167750000000000,-472.24853515625
10,1.0,4000,3334,00.166500000000000,-470.82794189453125
10,1.0,4000,3339,00.165250000000000,-470.0572204589844
10,1.0,4000,3346,00.163500000000000,-495.2294006347656
10,1.0,4000,3375,00.156250000000000,-510.07452392578125
10,1.0,4000,3377,00.155750000000000,-509.34234619140625
10,1.0,4000,3379,00.155250000000000,-508.0408630371094
10,1.0,4000,3387,00.153250000000000,-516.0673828125
10,1.0,4000,3404,00.149000000000000,-505.4063415527344
10,1.0,4000,3409,00.147750000000000,-519.3167724609375
10,1.0,4000,3431,00.142250000000000,-521.315185546875
10,1.0,4000,3434,00.141500000000000,-515.024658203125
10,1.0,4000,3439,00.140250000000000,-519.7695922851562
10,1.0,4000,3446,00.138500000000000,-523.4423217773438
10,1.0,4000,3450,00.137500000000000,-523.1201782226562
10,1.0,4000,3452,00.137000000000000,-524.7645263671875
10,1.0,4000,3458,00.135500000000000,-514.208740234375
10,1.0,4000,3459,00.135250000000000,-513.831787109375
10,1.0,4000,3465,00.133750000000000,-518.125244140625
10,1.0,4000,3472,00.132000000000000,-514.869140625
10,1.0,4000,3478,00.130500000000000,-512.7968139648438
10,1.0,4000,3481,00.129750000000000,-508.2959289550781
10,1.0,4000,3498,00.125500000000000,-522.247314453125
10,1.0,4000,3500,00.125000000000000,-525.5068969726562
10,1.0,4000,3510,00.122500000000000,-525.8937377929688
10,1.0,4000,3513,00.121750000000000,-523.3021240234375
10,1.0,4000,3520,00.120000000000000,-520.6485595703125
10,1.0,4000,3536,00.116000000000000,-528.3764038085938
10,1.0,4000,3538,00.115500000000000,-527.19677734375
10,1.0,4000,3544,00.114000000000000,-509.5164794921875
10,1.0,4000,3548,00.113000000000000,-512.6138916015625
10,1.0,4000,3550,00.112500000000000,-505.4477233886719
10,1.0,4000,3564,00.109000000000000,-489.1809997558594
10,1.0,4000,3581,00.104750000000000,-480.7615661621094
10,1.0,4000,3593,00.101750000000000,-478.2170104980469
10,1.0,4000,3601,00.0997500000000000,-476.19610595703125
10,1.0,4000,3619,00.0952500000000000,-473.1077575683594
10,1.0,4000,3621,00.0947500000000000,-472.66876220703125
10,1.0,4000,3623,00.0942500000000000,-472.8836364746094
10,1.0,4000,3626,00.0935000000000000,-478.1399841308594
10,1.0,4000,3629,00.0927500000000000,-470.5021057128906
10,1.0,4000,3646,00.0885000000000000,-462.83905029296875
10,1.0,4000,3657,00.0857500000000000,-464.8621826171875
10,1.0,4000,3658,00.0855000000000000,-464.2012023925781
10,1.0,4000,3671,00.0822500000000000,-466.70001220703125
10,1.0,4000,3701,00.0747500000000000,-475.15704345703125
10,1.0,4000,3703,00.0742500000000000,-484.73406982421875
10,1.0,4000,3727,00.0682500000000000,-501.3606872558594
10,1.0,4000,3731,00.0672500000000000,-503.9798278808594
10,1.0,4000,3733,00.0667500000000000,-505.5644226074219
10,1.0,4000,3739,00.0652500000000000,-499.05810546875
10,1.0,4000,3742,00.0645000000000000,-496.888916015625
10,1.0,4000,3744,00.0640000000000000,-498.0961608886719
10,1.0,4000,3753,00.0617500000000000,-487.75860595703125
10,1.0,4000,3760,00.0600000000000000,-484.63470458984375
10,1.0,4000,3773,00.0567500000000000,-478.820068359375
10,1.0,4000,3781,00.0547500000000000,-471.0265808105469
10,1.0,4000,3794,00.0515000000000000,-468.21612548828125
10,1.0,4000,3796,00.0510000000000000,-468.290771484375
10,1.0,4000,3799,00.0502500000000000,-470.77044677734375
10,1.0,4000,3811,00.0472500000000000,-471.5665283203125
10,1.0,4000,3815,00.0462500000000000,-465.0859375
10,1.0,4000,3820,00.0450000000000000,-464.2117614746094
10,1.0,4000,3822,00.0445000000000000,-465.2463684082031
10,1.0,4000,3832,00.0420000000000000,-465.3946838378906
10,1.0,4000,3836,00.0410000000000000,-475.0743408203125
10,1.0,4000,3849,00.0377500000000000,-527.4227905273438
10,1.0,4000,3865,00.0337500000000000,-538.7886962890625
