omega,beta0,E,episode,beta,average R^T
1,0,4000,2157,0,-70.80111694335938
1,0,4000,2166,0,-68.111572265625
1,0,4000,2174,0,-69.31612396240234
1,0,4000,2178,0,-65.14788818359375
1,0,4000,2188,0,-68.4811782836914
1,0,4000,2190,0,-68.52938842773438
1,0,4000,2192,0,-68.36128997802734
1,0,4000,2193,0,-70.18269348144531
1,0,4000,2197,0,-64.34610748291016
1,0,4000,2200,0,-60.35298156738281
1,0,4000,2208,0,-59.76685333251953
1,0,4000,2212,0,-63.356388092041016
1,0,4000,2226,0,-61.218994140625
1,0,4000,2232,0,-61.65000915527344
1,0,4000,2237,0,-57.5216064453125
1,0,4000,2238,0,-57.50101089477539
1,0,4000,2240,0,-57.67731857299805
1,0,4000,2243,0,-56.10961151123047
1,0,4000,2245,0,-56.002098083496094
1,0,4000,2247,0,-55.851558685302734
1,0,4000,2248,0,-55.869388580322266
1,0,4000,2255,0,-58.3175048828125
1,0,4000,2258,0,-64.3733139038086
1,0,4000,2263,0,-60.86289596557617
1,0,4000,2282,0,-62.16075134277344
1,0,4000,2292,0,-65.48370361328125
1,0,4000,2298,0,-73.18793487548828
1,0,4000,2304,0,-72.51116180419922
1,0,4000,2308,0,-66.2398452758789
1,0,4000,2309,0,-66.06239318847656
1,0,4000,2320,0,-75.25670623779297
1,0,4000,2321,0,-75.16060638427734
1,0,4000,2336,0,-80.15446472167969
1,0,4000,2346,0,-70.48809051513672
1,0,4000,2355,0,-68.69100189208984
1,0,4000,2372,0,-59.334259033203125
1,0,4000,2390,0,-61.042625427246094
1,0,4000,2391,0,-61.01748275756836
1,0,4000,2393,0,-61.1249885559082
1,0,4000,2403,0,-62.690216064453125
1,0,4000,2407,0,-64.65925598144531
1,0,4000,2426,0,-68.5004653930664
1,0,4000,2437,0,-64.42477416992188
1,0,4000,2445,0,-69.5340805053711
1,0,4000,2451,0,-68.14434814453125
1,0,4000,2452,0,-68.26680755615234
1,0,4000,2454,0,-66.51968383789062
1,0,4000,2456,0,-64.66935729980469
1,0,4000,2461,0,-64.87669372558594
1,0,4000,2486,0,-74.42231750488281
1,0,4000,2487,0,-70.26502990722656
1,0,4000,2497,0,-64.0134048461914
1,0,4000,2499,0,-64.33878326416016
1,0,4000,2504,0,-65.9623794555664
1,0,4000,2518,0,-62.20991897583008
1,0,4000,2524,0,-58.279781341552734
1,0,4000,2531,0,-54.12343215942383
1,0,4000,2533,0,-54.04927444458008
1,0,4000,2548,0,-55.635379791259766
1,0,4000,2552,0,-53.47554016113281
1,0,4000,2554,0,-53.216182708740234
1,0,4000,2567,0,-62.220176696777344
1,0,4000,2579,0,-68.40323638916016
1,0,4000,2591,0,-82.39068603515625
1,0,4000,2592,0,-82.5392837524414
1,0,4000,2593,0,-82.4856185913086
1,0,4000,2601,0,-90.91068267822266
1,0,4000,2607,0,-89.09063720703125
1,0,4000,2624,0,-82.5555191040039
1,0,4000,2630,0,-86.04490661621094
1,0,4000,2631,0,-86.04399871826172
1,0,4000,2639,0,-76.38854217529297
1,0,4000,2645,0,-74.23098754882812
1,0,4000,2651,0,-66.61427307128906
1,0,4000,2656,0,-68.74388122558594
1,0,4000,2679,0,-66.54560089111328
1,0,4000,2681,0,-66.64391326904297
1,0,4000,2686,0,-62.253902435302734
1,0,4000,2691,0,-62.0118408203125
1,0,4000,2704,0,-58.686527252197266
1,0,4000,2711,0,-54.24824905395508
1,0,4000,2726,0,-47.130836486816406
1,0,4000,2738,0,-50.80998992919922
1,0,4000,2741,0,-50.70603561401367
1,0,4000,2755,0,-52.797401428222656
1,0,4000,2756,0,-52.90897750854492
1,0,4000,2758,0,-54.84579849243164
1,0,4000,2790,0,-62.38867950439453
1,0,4000,2791,0,-68.60380554199219
1,0,4000,2792,0,-68.63839721679688
1,0,4000,2799,0,-73.01042175292969
1,0,4000,2810,0,-73.56713104248047
1,0,4000,2825,0,-71.40491485595703
1,0,4000,2828,0,-71.46234893798828
1,0,4000,2830,0,-71.49491882324219
1,0,4000,2860,0,-48.503814697265625
1,0,4000,2873,0,-47.6944465637207
1,0,4000,2882,0,-47.16896438598633
1,0,4000,2891,0,-54.85342025756836
1,0,4000,2897,0,-54.59128189086914
1,0,4000,2901,0,-54.650840759277344
1,0,4000,2918,0,-82.118408203125
1,0,4000,2920,0,-82.07099151611328
1,0,4000,2921,0,-88.00741577148438
1,0,4000,2922,0,-87.94625854492188
1,0,4000,2933,0,-90.4261474609375
1,0,4000,2951,0,-83.00782012939453
1,0,4000,2968,0,-59.09284210205078
1,0,4000,2976,0,-51.30876922607422
1,0,4000,2999,0,-52.37608337402344
1,0,4000,3008,0,-50.54912185668945
1,0,4000,3010,0,-50.5815315246582
1,0,4000,3012,0,-50.41056442260742
1,0,4000,3016,0,-50.38533020019531
1,0,4000,3017,0,-50.3388671875
1,0,4000,3028,0,-50.14110565185547
1,0,4000,3031,0,-49.82842254638672
1,0,4000,3039,0,-50.153099060058594
1,0,4000,3042,0,-50.1614875793457
1,0,4000,3051,0,-65.70136260986328
1,0,4000,3066,0,-72.44066619873047
1,0,4000,3070,0,-74.1197738647461
1,0,4000,3072,0,-74.0489730834961
1,0,4000,3087,0,-107.53766632080078
1,0,4000,3100,0,-103.4272689819336
1,0,4000,3123,0,-103.90568542480469
1,0,4000,3138,0,-69.74755859375
1,0,4000,3139,0,-67.69740295410156
1,0,4000,3146,0,-73.47496795654297
1,0,4000,3151,0,-87.63330078125
1,0,4000,3156,0,-91.60025787353516
1,0,4000,3160,0,-89.65512084960938
1,0,4000,3162,0,-89.64070892333984
1,0,4000,3178,0,-83.26210021972656
1,0,4000,3196,0,-78.17981719970703
1,0,4000,3197,0,-80.19869232177734
1,0,4000,3204,0,-71.65853118896484
1,0,4000,3207,0,-69.73649597167969
1,0,4000,3231,0,-64.1168212890625
1,0,4000,3234,0,-64.81391143798828
1,0,4000,3241,0,-59.45179748535156
1,0,4000,3244,0,-61.80601501464844
1,0,4000,3245,0,-61.79067611694336
1,0,4000,3247,0,-59.7553825378418
1,0,4000,3248,0,-59.756893157958984
1,0,4000,3268,0,-57.85209655761719
1,0,4000,3273,0,-58.20698928833008
1,0,4000,3282,0,-58.148109436035156
1,0,4000,3284,0,-57.80899429321289
1,0,4000,3306,0,-57.28940963745117
1,0,4000,3314,0,-54.79149627685547
1,0,4000,3328,0,-56.47449493408203
1,0,4000,3329,0,-56.5047721862793
1,0,4000,3334,0,-60.60429763793945
1,0,4000,3339,0,-60.554874420166016
1,0,4000,3346,0,-64.47146606445312
1,0,4000,3375,0,-74.4345703125
1,0,4000,3377,0,-74.58570861816406
1,0,4000,3379,0,-74.59390258789062
1,0,4000,3387,0,-70.58341979980469
1,0,4000,3404,0,-60.96908187866211
1,0,4000,3409,0,-55.034278869628906
1,0,4000,3431,0,-53.75463104248047
1,0,4000,3434,0,-55.63624954223633
1,0,4000,3439,0,-57.84605407714844
1,0,4000,3446,0,-57.83430099487305
1,0,4000,3450,0,-58.466796875
1,0,4000,3452,0,-58.73434066772461
1,0,4000,3458,0,-59.31884002685547
1,0,4000,3459,0,-59.29898452758789
1,0,4000,3465,0,-59.462154388427734
1,0,4000,3472,0,-57.44552993774414
1,0,4000,3478,0,-57.1198844909668
1,0,4000,3481,0,-59.19369125366211
1,0,4000,3498,0,-56.57390213012695
1,0,4000,3500,0,-56.40114212036133
1,0,4000,3510,0,-55.71529769897461
1,0,4000,3513,0,-55.49917221069336
1,0,4000,3520,0,-55.213233947753906
1,0,4000,3536,0,-57.610511779785156
1,0,4000,3538,0,-57.37586212158203
1,0,4000,3544,0,-53.2913703918457
1,0,4000,3548,0,-53.611839294433594
1,0,4000,3550,0,-57.60484313964844
1,0,4000,3564,0,-59.76152420043945
1,0,4000,3581,0,-61.77397918701172
1,0,4000,3593,0,-61.59619903564453
1,0,4000,3601,0,-59.178775787353516
1,0,4000,3619,0,-71.01451110839844
1,0,4000,3621,0,-71.01898956298828
1,0,4000,3623,0,-67.08202362060547
1,0,4000,3626,0,-65.13402557373047
1,0,4000,3629,0,-65.27274322509766
1,0,4000,3646,0,-97.51103210449219
1,0,4000,3657,0,-117.4690933227539
1,0,4000,3658,0,-117.56216430664062
1,0,4000,3671,0,-109.73788452148438
1,0,4000,3701,0,-68.4339599609375
1,0,4000,3703,0,-66.53158569335938
1,0,4000,3727,0,-60.58203125
1,0,4000,3731,0,-64.92552947998047
1,0,4000,3733,0,-64.86038970947266
1,0,4000,3739,0,-66.99362182617188
1,0,4000,3742,0,-71.03610229492188
1,0,4000,3744,0,-71.0014877319336
1,0,4000,3753,0,-67.15458679199219
1,0,4000,3760,0,-63.0598258972168
1,0,4000,3773,0,-61.34854507446289
1,0,4000,3781,0,-55.07718276977539
1,0,4000,3794,0,-65.01036834716797
1,0,4000,3796,0,-64.88233184814453
1,0,4000,3799,0,-64.55442810058594
1,0,4000,3811,0,-66.50718688964844
1,0,4000,3815,0,-66.41275024414062
1,0,4000,3820,0,-66.54914855957031
1,0,4000,3822,0,-68.64558410644531
1,0,4000,3832,0,-70.37277221679688
1,0,4000,3836,0,-76.15279388427734
1,0,4000,3849,0,-60.18018341064453
1,0,4000,3865,0,-59.133949279785156
1,0,4000,3870,0,-60.92185974121094
1,0,4000,3877,0,-56.96544647216797
1,0,4000,3902,0,-53.202064514160156
1,0,4000,3903,0,-53.09127426147461
1,0,4000,3911,0,-60.308101654052734
1,0,4000,3921,0,-60.233882904052734
1,0,4000,3929,0,-62.31903839111328
1,0,4000,3936,0,-62.68247604370117
1,0,4000,3940,0,-62.77309799194336
1,0,4000,3951,0,-63.39860534667969
1,0,4000,3957,0,-55.83138656616211
1,0,4000,3963,0,-54.2054443359375
1,0,4000,3985,0,-56.81346893310547
1,0,4000,3996,0,-57.695804595947266
1,0,4000,4001,0,-59.7538948059082
1,0,4000,4010,0,-62.60136032104492
1,0,4000,4011,0,-62.648250579833984
1,0,4000,4023,0,-69.2040786743164
1,0,4000,4034,0,-71.30815124511719
1,0,4000,4037,0,-69.48906707763672
1,0,4000,4047,0,-69.5367431640625
1,0,4000,4048,0,-71.69586181640625
1,0,4000,4049,0,-71.70919799804688
1,0,4000,4094,0,-62.486141204833984
1,0,4000,4099,0,-58.284446716308594
1,0,4000,4100,0,-58.21548843383789
1,0,4000,4110,0,-57.800193786621094
1,0,4000,4183,0,-66.65165710449219
1,0,4000,4194,0,-67.0083999633789
1,0,4000,4195,0,-66.92213439941406
1,0,4000,4197,0,-66.98391723632812
1,0,4000,4199,0,-69.03569793701172
1,0,4000,4202,0,-69.37753295898438
1,0,4000,4203,0,-69.4345474243164
1,0,4000,4205,0,-59.45956802368164
1,0,4000,4228,0,-56.69795227050781
1,0,4000,4233,0,-56.87181091308594
1,0,4000,4236,0,-57.12502670288086
1,0,4000,4244,0,-63.35614013671875
1,0,4000,4255,0,-62.406856536865234
1,0,4000,4264,0,-65.6213607788086
1,0,4000,4267,0,-62.03715133666992
1,0,4000,4268,0,-62.15830993652344
1,0,4000,4283,0,-67.54788208007812
1,0,4000,4299,0,-61.75785827636719
1,0,4000,4305,0,-61.78885269165039
1,0,4000,4309,0,-63.95623016357422
1,0,4000,4318,0,-63.44215774536133
1,0,4000,4320,0,-67.20758819580078
1,0,4000,4329,0,-66.86113739013672
1,0,4000,4333,0,-62.585330963134766
1,0,4000,4339,0,-66.83948516845703
1,0,4000,4344,0,-66.61111450195312
1,0,4000,4370,0,-66.45803833007812
1,0,4000,4379,0,-67.94493103027344
1,0,4000,4394,0,-74.83685302734375
1,0,4000,4401,0,-72.4752197265625
1,0,4000,4407,0,-72.05962371826172
1,0,4000,4411,0,-70.08039855957031
1,0,4000,4412,0,-69.95472717285156
1,0,4000,4431,0,-68.04743957519531
1,0,4000,4432,0,-68.12400817871094
1,0,4000,4434,0,-65.92306518554688
1,0,4000,4440,0,-63.911930084228516
1,0,4000,4470,0,-52.84697723388672
1,0,4000,4476,0,-52.577606201171875
1,0,4000,4480,0,-52.472476959228516
1,0,4000,4483,0,-52.27391052246094
1,0,4000,4491,0,-50.182403564453125
1,0,4000,4493,0,-49.969242095947266
1,0,4000,4510,0,-54.070125579833984
1,0,4000,4511,0,-54.102783203125
1,0,4000,4530,0,-62.52780532836914
1,0,4000,4531,0,-62.61494445800781
1,0,4000,4534,0,-64.43130493164062
1,0,4000,4543,0,-70.24104309082031
1,0,4000,4551,0,-82.36395263671875
1,0,4000,4553,0,-82.25232696533203
1,0,4000,4554,0,-82.2884521484375
1,0,4000,4569,0,-79.8654556274414
1,0,4000,4579,0,-85.96758270263672
1,0,4000,4582,0,-81.86349487304688
1,0,4000,4593,0,-74.57837677001953
1,0,4000,4596,0,-72.37687683105469
1,0,4000,4598,0,-70.43370819091797
1,0,4000,4600,0,-62.40211868286133
1,0,4000,4612,0,-60.71593475341797
1,0,4000,4629,0,-54.29314422607422
1,0,4000,4644,0,-57.56037521362305
1,0,4000,4650,0,-55.940059661865234
1,0,4000,4657,0,-55.94371032714844
1,0,4000,4665,0,-56.255218505859375
1,0,4000,4669,0,-56.39739990234375
1,0,4000,4676,0,-50.82960510253906
1,0,4000,4677,0,-50.970237731933594
1,0,4000,4678,0,-50.928184509277344
1,0,4000,4688,0,-50.67237091064453
1,0,4000,4714,0,-59.41222381591797
1,0,4000,4719,0,-59.745880126953125
1,0,4000,4735,0,-60.136085510253906
1,0,4000,4740,0,-59.660606384277344
1,0,4000,4746,0,-61.87971115112305
1,0,4000,4750,0,-57.75507736206055
1,0,4000,4751,0,-53.80281448364258
1,0,4000,4759,0,-51.85600662231445
1,0,4000,4762,0,-53.63108825683594
1,0,4000,4763,0,-53.65262985229492
1,0,4000,4765,0,-53.538307189941406
1,0,4000,4768,0,-53.4459114074707
1,0,4000,4777,0,-56.779380798339844
1,0,4000,4781,0,-56.734012603759766
1,0,4000,4785,0,-58.78355407714844
1,0,4000,4788,0,-58.801334381103516
1,0,4000,4789,0,-62.820960998535156
1,0,4000,4795,0,-60.63113021850586
1,0,4000,4801,0,-64.33019256591797
1,0,4000,4803,0,-64.11521911621094
1,0,4000,4806,0,-65.88277435302734
1,0,4000,4841,0,-61.5221061706543
1,0,4000,4853,0,-58.137454986572266
1,0,4000,4872,0,-50.88985824584961
1,0,4000,4874,0,-50.81024932861328
1,0,4000,4890,0,-47.84202575683594
1,0,4000,4893,0,-47.69441604614258
1,0,4000,4895,0,-47.66633224487305
1,0,4000,4896,0,-47.5894660949707
1,0,4000,4915,0,-62.55572509765625
1,0,4000,4939,0,-62.413116455078125
1,0,4000,4942,0,-64.10409545898438
1,0,4000,4955,0,-63.28584671020508
1,0,4000,4963,0,-55.442928314208984
1,0,4000,4972,0,-49.04415512084961
1,0,4000,4975,0,-49.14314651489258
1,0,4000,4977,0,-49.11101531982422
1,0,4000,4978,0,-49.147071838378906
1,0,4000,4992,0,-48.92012023925781
1,0,4000,5000,0,-49.57801055908203
1,0,4000,5022,0,-50.10384750366211
1,0,4000,5028,0,-58.259849548339844
1,0,4000,5031,0,-58.31793975830078
1,0,4000,5038,0,-56.765933990478516
1,0,4000,5051,0,-65.87947845458984
1,0,4000,5053,0,-65.86669158935547
1,0,4000,5054,0,-66.02374267578125
1,0,4000,5061,0,-66.71798706054688
1,0,4000,5079,0,-70.01425170898438
1,0,4000,5095,0,-62.59876251220703
1,0,4000,5102,0,-64.53419494628906
1,0,4000,5107,0,-66.45936584472656
1,0,4000,5108,0,-70.32551574707031
1,0,4000,5114,0,-78.22303009033203
1,0,4000,5127,0,-69.29930877685547
1,0,4000,5129,0,-69.32533264160156
1,0,4000,5135,0,-68.7486343383789
1,0,4000,5161,0,-58.0871696472168
1,0,4000,5166,0,-54.144439697265625
1,0,4000,5179,0,-53.29701614379883
1,0,4000,5183,0,-57.50141525268555
1,0,4000,5201,0,-57.38949203491211
1,0,4000,5209,0,-57.41744613647461
1,0,4000,5232,0,-52.008216857910156
1,0,4000,5235,0,-51.71741485595703
1,0,4000,5236,0,-51.70899963378906
1,0,4000,5240,0,-57.438777923583984
1,0,4000,5241,0,-57.40257263183594
1,0,4000,5245,0,-59.02912139892578
1,0,4000,5267,0,-61.92258834838867
1,0,4000,5290,0,-59.78731918334961
1,0,4000,5303,0,-57.90239334106445
1,0,4000,5319,0,-64.51026153564453
1,0,4000,5330,0,-64.76335144042969
1,0,4000,5346,0,-58.65190887451172
1,0,4000,5349,0,-62.81562042236328
1,0,4000,5360,0,-58.342769622802734
1,0,4000,5361,0,-58.35502243041992
1,0,4000,5364,0,-58.24662399291992
1,0,4000,5381,0,-60.04574203491211
1,0,4000,5385,0,-60.319915771484375
1,0,4000,5405,0,-56.99320983886719
1,0,4000,5407,0,-57.31746292114258
1,0,4000,5421,0,-57.7606201171875
1,0,4000,5426,0,-49.65005874633789
1,0,4000,5440,0,-53.540740966796875
1,0,4000,5441,0,-53.40513229370117
1,0,4000,5443,0,-53.327579498291016
1,0,4000,5448,0,-54.9449348449707
1,0,4000,5476,0,-65.6736831665039
