time/time_elapsed,time/fps,train/learning_rate,time/total_timesteps,train/entropy_loss,train/explained_variance,train/std,train/n_updates,time/iterations,rollout/ep_rew_mean,rollout/ep_len_mean,train/policy_loss,train/value_loss
390,501,0.0007,196000,-4.472335815429688,0.0,1.0770601034164429,39199,39200,-32007.53597264,100.0,-3322.0390625,770038.6875
391,501,0.0007,196500,-4.490581512451172,-1.1920928955078125e-07,1.083475112915039,39299,39300,-32244.33197639,100.0,-3058.3046875,653412.1875
392,501,0.0007,197000,-4.522007942199707,-1.1920928955078125e-07,1.094735860824585,39399,39400,-32486.314130299994,100.0,-3617.542236328125,756692.625
393,501,0.0007,197500,-4.533446788787842,0.0,1.0994129180908203,39499,39500,-32751.431957159995,100.0,-2768.7138671875,684592.125
394,501,0.0007,198000,-4.5469698905944815,0.0,1.103349208831787,39599,39600,-32900.79648939,100.0,-4544.65087890625,917188.0
395,501,0.0007,198500,-4.536866188049316,0.0,1.09985613822937,39699,39700,-32995.09025165,100.0,-2649.094482421875,424103.5625
396,501,0.0007,199000,-4.557277202606201,0.0,1.1074750423431396,39799,39800,-33078.102949199994,100.0,-4487.322265625,1181541.25
397,501,0.0007,199500,-4.578709602355957,0.0,1.115492582321167,39899,39900,-33128.664897500006,100.0,-3980.280517578125,954928.0
398,501,0.0007,200000,-4.590124607086182,0.0,1.1189956665039062,39999,40000,-33131.37407654,100.0,-4502.3115234375,693825.9375
399,501,0.0007,200500,-4.592011451721191,5.960464477539063e-08,1.120224118232727,40099,40100,-33183.51575767,100.0,-3435.198974609375,656250.4375
400,501,0.0007,201000,-4.608220100402832,0.0,1.1263463497161863,40199,40200,-33244.061873030005,100.0,-4323.71435546875,957499.5
401,501,0.0007,201500,-4.589982032775879,0.0,1.1193002462387085,40299,40300,-33283.570769,100.0,-5462.60791015625,1167762.0
402,501,0.0007,202000,-4.583352088928223,0.0,1.1164369583129885,40399,40400,-33279.29017727,100.0,-4954.55810546875,1014356.8125
403,501,0.0007,202500,-4.596421241760254,0.0,1.122063398361206,40499,40500,-33232.87866438,100.0,-4019.630615234375,910098.0
404,501,0.0007,203000,-4.590458869934082,0.0,1.1200909614562988,40599,40600,-33159.37041166,100.0,-2980.90087890625,660794.9375
405,501,0.0007,203500,-4.604832649230957,0.0,1.1256382465362549,40699,40700,-33103.48683435001,100.0,-3330.87939453125,676295.5625
406,501,0.0007,204000,-4.6233558654785165,0.0,1.1330006122589111,40799,40800,-33149.3744263,100.0,-3462.403076171875,767004.0
407,501,0.0007,204500,-4.629573345184326,0.0,1.1363054513931274,40899,40900,-33167.128749860014,100.0,-3307.238037109375,840248.0
408,501,0.0007,205000,-4.628396511077881,0.0,1.134804368019104,40999,41000,-33199.060136069995,100.0,-3315.489013671875,565476.4375
409,501,0.0007,205500,-4.62889289855957,0.0,1.1348177194595337,41099,41100,-33348.37282442,100.0,-3971.24609375,788874.6875
410,501,0.0007,206000,-4.640519142150879,0.0,1.1386570930480957,41199,41200,-33396.48394417001,100.0,-4201.92724609375,844714.1875
411,501,0.0007,206500,-4.6361613273620605,5.960464477539063e-08,1.1363667249679563,41299,41300,-33389.34970055001,100.0,-6141.70703125,1209248.375
412,501,0.0007,207000,-4.651879787445068,0.0,1.1427843570709229,41399,41400,-33259.21876148,100.0,-4045.49462890625,644612.0
413,501,0.0007,207500,-4.659617900848389,0.0,1.1467885971069336,41499,41500,-33112.763646930005,100.0,-3203.461181640625,755657.75
414,501,0.0007,208000,-4.677136421203613,0.0,1.1533677577972412,41599,41600,-33028.60154261,100.0,-2582.375244140625,403562.34375
415,501,0.0007,208500,-4.664539337158203,0.0,1.1480988264083862,41699,41700,-33024.17214798,100.0,-4942.3193359375,1262742.625
416,501,0.0007,209000,-4.668544292449951,-1.1920928955078125e-07,1.1489766836166382,41799,41800,-32952.80792380001,100.0,-4649.57958984375,800385.0625
417,501,0.0007,209500,-4.691582679748535,0.0,1.158277988433838,41899,41900,-32860.71176838,100.0,-3848.050537109375,850259.1875
418,501,0.0007,210000,-4.69307804107666,0.0,1.1592435836791992,41999,42000,-32862.24561300001,100.0,-3900.555419921875,778961.3125
419,501,0.0007,210500,-4.681973457336426,0.0,1.1548454761505127,42099,42100,-32752.763344980005,100.0,-4561.62841796875,1024612.625
420,501,0.0007,211000,-4.678009033203125,0.0,1.1521592140197754,42199,42200,-32660.81085343,100.0,-4233.5634765625,638762.9375
421,501,0.0007,211500,-4.680238723754883,-1.1920928955078125e-07,1.1536790132522583,42299,42300,-32570.70703636,100.0,-4815.7744140625,1002130.1875
422,501,0.0007,212000,-4.688201427459717,0.0,1.157701015472412,42399,42400,-32575.595636369995,100.0,-2914.375732421875,535784.625
423,501,0.0007,212500,-4.666411876678467,0.0,1.1495063304901123,42499,42500,-32548.54546213,100.0,-2964.31689453125,630894.375
424,501,0.0007,213000,-4.675865173339844,0.0,1.1528804302215576,42599,42600,-32508.756120189995,100.0,-3134.194091796875,647316.9375
425,501,0.0007,213500,-4.6663475036621085,1.1920928955078125e-07,1.1494536399841309,42699,42700,-32561.95843789,100.0,-3656.591064453125,928022.625
426,501,0.0007,214000,-4.6710124015808105,1.1920928955078125e-07,1.1505331993103027,42799,42800,-32540.122787960005,100.0,-3770.332763671875,786182.25
427,501,0.0007,214500,-4.685049057006836,0.0,1.1554415225982666,42899,42900,-32513.508759029995,100.0,-4965.97802734375,907286.625
428,501,0.0007,215000,-4.671748638153076,5.960464477539063e-08,1.151611566543579,42999,43000,-32554.93145472,100.0,-4001.737548828125,929830.0
429,501,0.0007,215500,-4.673852443695068,5.960464477539063e-08,1.1523391008377075,43099,43100,-32533.687991319995,100.0,-3190.151123046875,593633.625
430,501,0.0007,216000,-4.670380592346191,-1.1920928955078125e-07,1.1515804529190063,43199,43200,-32546.67891025001,100.0,-4044.79150390625,912575.4375
431,501,0.0007,216500,-4.697461128234863,0.0,1.162389039993286,43299,43300,-32648.29700910001,100.0,-3490.993896484375,619345.1875
432,501,0.0007,217000,-4.684147834777832,1.1920928955078125e-07,1.1570115089416504,43399,43400,-32752.3234942,100.0,-3601.924560546875,894896.4375
433,501,0.0007,217500,-4.684776306152344,0.0,1.1554083824157717,43499,43500,-32818.34127448,100.0,-5647.17431640625,959915.625
434,501,0.0007,218000,-4.712672710418701,-2.384185791015625e-07,1.1669843196868896,43599,43600,-32851.181828960005,100.0,-4736.52880859375,959427.3125
435,501,0.0007,218500,-4.709774971008301,0.0,1.1661362648010254,43699,43700,-32874.87328628999,100.0,-3358.68994140625,565387.8125
436,501,0.0007,219000,-4.691527843475342,0.0,1.159306883811951,43799,43800,-32924.0264141,100.0,-3543.76611328125,787360.0
437,501,0.0007,219500,-4.679155349731445,5.960464477539063e-08,1.1548254489898682,43899,43900,-33005.24784034,100.0,-3530.993896484375,698037.1875
438,501,0.0007,220000,-4.6806678771972665,0.0,1.1551134586334229,43999,44000,-33042.820859989995,100.0,-5705.86279296875,1203926.5
439,501,0.0007,220500,-4.6742515563964835,0.0,1.1531192064285278,44099,44100,-33156.282065499996,100.0,-4225.26123046875,949942.5
440,501,0.0007,221000,-4.691057205200195,0.0,1.1599100828170776,44199,44200,-33246.610742289995,100.0,-2348.34423828125,394001.4375
441,501,0.0007,221500,-4.694764137268066,0.0,1.160893201828003,44299,44300,-33345.891351490005,100.0,-2594.47900390625,450952.34375
442,501,0.0007,222000,-4.6918373107910165,0.0,1.1599721908569336,44399,44400,-33341.24506528,100.0,-4336.62060546875,1017261.0
443,501,0.0007,222500,-4.685879707336426,0.0,1.1572973728179932,44499,44500,-33349.11710494,100.0,-4009.446044921875,771681.6875
444,501,0.0007,223000,-4.68635892868042,0.0,1.1564247608184814,44599,44600,-33376.28250925,100.0,-3628.259765625,570134.875
445,501,0.0007,223500,-4.666308879852295,0.0,1.1493473052978516,44699,44700,-33365.82940392,100.0,-4874.25146484375,1034636.0
446,501,0.0007,224000,-4.665065288543701,0.0,1.14885413646698,44799,44800,-33338.21778023,100.0,-4686.54296875,918262.5
447,501,0.0007,224500,-4.673145294189453,0.0,1.1523243188858032,44899,44900,-33328.3497816,100.0,-3014.040283203125,551348.0625
448,501,0.0007,225000,-4.693794250488281,0.0,1.160616397857666,44999,45000,-33274.55969643,100.0,-2792.596923828125,578794.0625
449,501,0.0007,225500,-4.719594955444336,0.0,1.169750452041626,45099,45100,-33191.79576352,100.0,-3663.32275390625,769771.6875
450,501,0.0007,226000,-4.715163707733153,1.1920928955078125e-07,1.1689119338989258,45199,45200,-33111.11033648001,100.0,-3574.35205078125,792834.9375
451,501,0.0007,226500,-4.705741882324219,0.0,1.1652806997299194,45299,45300,-33011.23026693,100.0,-2463.001708984375,355374.03125
452,501,0.0007,227000,-4.67864990234375,1.1920928955078125e-07,1.1552828550338743,45399,45400,-32992.60785769,100.0,-3476.942138671875,894084.0
453,501,0.0007,227500,-4.681182861328125,0.0,1.15438973903656,45499,45500,-33000.56648891,100.0,-6247.13232421875,1079562.625
454,501,0.0007,228000,-4.684195041656494,0.0,1.15577232837677,45599,45600,-32962.111751599994,100.0,-4521.71044921875,769030.3125
455,501,0.0007,228500,-4.706184387207031,0.0,1.1641221046447754,45699,45700,-32871.408661659996,100.0,-4268.078125,790978.0
456,501,0.0007,229000,-4.71630334854126,0.0,1.16863751411438,45799,45800,-32808.37472960999,100.0,-3240.206298828125,668640.625
457,501,0.0007,229500,-4.714211463928223,0.0,1.1674796342849731,45899,45900,-32775.64324816,100.0,-4394.876953125,934529.0
458,501,0.0007,230000,-4.710579872131348,0.0,1.1663060188293457,45999,46000,-32678.05944945,100.0,-3434.42236328125,654453.3125
459,501,0.0007,230500,-4.691951274871826,1.1920928955078125e-07,1.1598293781280518,46099,46100,-32680.614850200003,100.0,-3401.885986328125,844675.9375
460,501,0.0007,231000,-4.688300609588623,0.0,1.158398151397705,46199,46200,-32702.10266767,100.0,-3607.983642578125,765494.5625
461,501,0.0007,231500,-4.712986946105957,0.0,1.1674331426620483,46299,46300,-32675.32184496,100.0,-3463.524169921875,624330.75
462,501,0.0007,232000,-4.7176170349121085,0.0,1.1710373163223269,46399,46400,-32719.92070914,100.0,-2650.847412109375,653029.3125
463,501,0.0007,232500,-4.74357795715332,0.0,1.1804962158203125,46499,46500,-32777.57113309,100.0,-3592.707763671875,870395.5
464,501,0.0007,233000,-4.756784439086914,0.0,1.1857717037200928,46599,46600,-32846.05004472001,100.0,-4894.43115234375,1203265.25
465,501,0.0007,233500,-4.761412143707275,0.0,1.1870973110198977,46699,46700,-32896.77133046001,100.0,-4067.477294921875,691158.8125
466,501,0.0007,234000,-4.745686531066895,0.0,1.180992841720581,46799,46800,-32969.35024544,100.0,-3848.66015625,799229.125
467,501,0.0007,234500,-4.749035835266113,0.0,1.1825385093688965,46899,46900,-33067.13880219999,100.0,-3199.428955078125,689419.25
468,501,0.0007,235000,-4.766479015350342,0.0,1.1874024868011477,46999,47000,-33146.93184633,100.0,-5297.1474609375,969670.625
469,501,0.0007,235500,-4.767665386199951,0.0,1.189272403717041,47099,47100,-33226.63765525,100.0,-4600.1142578125,1122953.375
470,501,0.0007,236000,-4.767435550689697,0.0,1.188921570777893,47199,47200,-33260.852933710004,100.0,-3537.765625,595261.3125
471,501,0.0007,236500,-4.753684520721436,0.0,1.1829794645309448,47299,47300,-33362.79821072,100.0,-4994.3388671875,932387.9375
472,501,0.0007,237000,-4.766789436340332,0.0,1.1891021728515625,47399,47400,-33350.16796169,100.0,-3806.3984375,872856.0
473,501,0.0007,237500,-4.7802462577819815,5.960464477539063e-08,1.1940164566040041,47499,47500,-33342.72590103,100.0,-4103.50830078125,873145.625
474,501,0.0007,238000,-4.774126529693604,0.0,1.1905548572540283,47599,47600,-33399.494355229996,100.0,-4822.2734375,839835.625
475,501,0.0007,238500,-4.768529891967773,0.0,1.18927001953125,47699,47700,-33538.30974571,100.0,-4425.34619140625,1009017.1875
476,501,0.0007,239000,-4.762936592102051,0.0,1.1880991458892822,47799,47800,-33674.71953389,100.0,-3248.70703125,766568.1875
477,501,0.0007,239500,-4.766219615936278,0.0,1.1881706714630127,47899,47900,-33744.789507099995,100.0,-4851.90234375,1022878.125
478,501,0.0007,240000,-4.762052059173584,0.0,1.1878938674926758,47999,48000,-33899.52265167,100.0,-3569.24853515625,832967.6875
479,501,0.0007,240500,-4.780705451965332,0.0,1.1956441402435305,48099,48100,-34007.24602248,100.0,-4864.13134765625,975030.125
480,501,0.0007,241000,-4.786120891571045,1.1920928955078125e-07,1.198625564575195,48199,48200,-34044.93907840001,100.0,-3510.116943359375,727782.4375
481,501,0.0007,241500,-4.780513286590576,-1.1920928955078125e-07,1.196871995925903,48299,48300,-34114.48253587,100.0,-3001.475341796875,661311.8125
482,501,0.0007,242000,-4.784360885620117,-1.1920928955078125e-07,1.1981364488601685,48399,48400,-34127.207307820005,100.0,-2910.004638671875,491069.40625
483,501,0.0007,242500,-4.792492866516113,0.0,1.2020033597946167,48499,48500,-34161.08356211,100.0,-3757.81103515625,772341.8125
484,501,0.0007,243000,-4.788834571838379,1.1920928955078125e-07,1.200287938117981,48599,48600,-34194.31537428,100.0,-4524.99169921875,749193.125
485,501,0.0007,243500,-4.796702861785889,0.0,1.20430588722229,48699,48700,-34154.02256322,100.0,-3177.741943359375,610808.5
486,501,0.0007,244000,-4.804292678833008,0.0,1.2074826955795288,48799,48800,-34118.449397050004,100.0,-3579.609130859375,810798.125
487,501,0.0007,244500,-4.814479351043701,0.0,1.2117972373962402,48899,48900,-34032.404361609995,100.0,-3972.18017578125,858158.8125
488,501,0.0007,245000,-4.821578979492188,0.0,1.2143843173980713,48999,49000,-33988.034987110004,100.0,-4544.60498046875,977614.1875
489,501,0.0007,245500,-4.8142123222351065,-1.1920928955078125e-07,1.211186766624451,49099,49100,-33976.40215162,100.0,-4585.76904296875,962316.625
490,501,0.0007,246000,-4.798816204071045,0.0,1.2046546936035156,49199,49200,-33998.337906500004,100.0,-3488.54541015625,497408.21875
491,501,0.0007,246500,-4.778064250946045,0.0,1.1977720260620115,49299,49300,-33975.51825923,100.0,-2232.759521484375,426957.5
492,501,0.0007,247000,-4.778183937072754,0.0,1.1966843605041504,49399,49400,-33997.35785462,100.0,-3643.711669921875,734778.8125
493,501,0.0007,247500,-4.767348766326903,0.0,1.1928404569625854,49499,49500,-33985.15675572,100.0,-3434.85400390625,738013.4375
494,501,0.0007,248000,-4.769031047821045,1.1920928955078125e-07,1.1920722723007202,49599,49600,-33979.4814149,100.0,-5259.8486328125,955577.0
495,501,0.0007,248500,-4.770425796508789,0.0,1.1935217380523682,49699,49700,-33930.910221419996,100.0,-4985.2255859375,946827.625
496,501,0.0007,249000,-4.764455795288086,-1.1920928955078125e-07,1.1920828819274902,49799,49800,-33876.55818546,100.0,-3116.237060546875,556080.625
497,501,0.0007,249500,-4.759271621704102,0.0,1.189535140991211,49899,49900,-33834.49150201,100.0,-5689.29931640625,1223361.375
498,501,0.0007,250000,-4.75923490524292,0.0,1.1908220052719116,49999,50000,-33740.42531582,100.0,-3354.19775390625,533484.75
499,501,0.0007,250500,-4.755302429199219,0.0,1.189336180686951,50099,50100,-33657.12808853001,100.0,-4936.60302734375,1229791.375
500,501,0.0007,251000,-4.781773567199707,0.0,1.199955940246582,50199,50200,-33635.799190720005,100.0,-2871.236083984375,571293.6875
501,501,0.0007,251500,-4.783677101135254,0.0,1.2016794681549072,50299,50300,-33589.365769790005,100.0,-3830.697998046875,807618.1875
502,501,0.0007,252000,-4.770108222961426,0.0,1.1956192255020142,50399,50400,-33587.15710092,100.0,-3218.482666015625,672013.9375
503,501,0.0007,252500,-4.776901245117188,0.0,1.1974477767944336,50499,50500,-33451.20079786,100.0,-2877.11572265625,496929.3125
504,501,0.0007,253000,-4.782811164855957,0.0,1.1992918252944946,50599,50600,-33360.46562082,100.0,-3015.723388671875,636577.5625
505,501,0.0007,253500,-4.774777889251709,0.0,1.1964073181152344,50699,50700,-33351.58549407,100.0,-2582.7451171875,476106.90625
506,501,0.0007,254000,-4.794317722320557,0.0,1.2038415670394895,50799,50800,-33356.51323411,100.0,-3430.082763671875,618105.6875
507,501,0.0007,254500,-4.791191101074219,0.0,1.2015950679779053,50899,50900,-33341.77716274001,100.0,-4643.4365234375,956800.1875
508,501,0.0007,255000,-4.782571792602539,0.0,1.1989428997039795,50999,51000,-33318.004487169994,100.0,-3985.80126953125,561524.4375
509,501,0.0007,255500,-4.762703895568848,0.0,1.1917885541915894,51099,51100,-33298.99475295,100.0,-4426.1474609375,835086.75
510,501,0.0007,256000,-4.776960372924805,0.0,1.1974796056747437,51199,51200,-33264.90958303001,100.0,-4110.9423828125,759122.5625
510,501,0.0007,256500,-4.777960300445557,0.0,1.1967247724533079,51299,51300,-33190.84229761,100.0,-5218.94482421875,952598.0
511,501,0.0007,257000,-4.7757911682128915,5.960464477539063e-08,1.196721434593201,51399,51400,-33121.847807080005,100.0,-3533.65478515625,798648.0625
512,501,0.0007,257500,-4.7631449699401855,0.0,1.1916701793670654,51499,51500,-33100.7879536,100.0,-3427.783203125,583480.0625
513,501,0.0007,258000,-4.765748500823975,-1.1920928955078125e-07,1.194105863571167,51599,51600,-33016.68389834,100.0,-4096.00927734375,1155289.25
514,501,0.0007,258500,-4.771172523498535,-1.1920928955078125e-07,1.1950387954711914,51699,51700,-32942.873344809996,100.0,-3475.864990234375,661727.5625
515,501,0.0007,259000,-4.7789039611816415,-1.1920928955078125e-07,1.19790518283844,51799,51800,-32902.20411582,100.0,-3363.546142578125,641333.375
516,501,0.0007,259500,-4.74629020690918,0.0,1.183551788330078,51899,51900,-32893.02754015,100.0,-3794.185302734375,614773.5
517,501,0.0007,260000,-4.759035110473633,0.0,1.1892695426940918,51999,52000,-32887.158728149996,100.0,-3569.83203125,780719.4375
518,501,0.0007,260500,-4.758471965789795,0.0,1.1890482902526855,52099,52100,-32810.831741400005,100.0,-3711.23291015625,723542.4375
519,502,0.0007,261000,-4.75826358795166,0.0,1.1889123916625977,52199,52200,-32795.95797574,100.0,-3457.086669921875,607571.6875
520,502,0.0007,261500,-4.77123498916626,0.0,1.1943521499633791,52299,52300,-32789.307161900004,100.0,-4422.07666015625,1064621.375
521,502,0.0007,262000,-4.76856803894043,0.0,1.1934685707092283,52399,52400,-32789.65315907,100.0,-3537.123779296875,612253.125
522,502,0.0007,262500,-4.7733001708984375,0.0,1.1960705518722534,52499,52500,-32853.91624557,100.0,-3575.075927734375,807459.5
523,502,0.0007,263000,-4.7732768058776855,0.0,1.1956558227539062,52599,52600,-32874.76768126,100.0,-4079.378662109375,799693.625
524,502,0.0007,263500,-4.779733657836914,0.0,1.1984823942184448,52699,52700,-32850.68547618,100.0,-3713.155517578125,788897.6875
525,502,0.0007,264000,-4.787443161010742,-1.1920928955078125e-07,1.2011322975158691,52799,52800,-32871.21995476,100.0,-4217.29150390625,854491.8125
526,502,0.0007,264500,-4.785083293914795,0.0,1.2005963325500488,52899,52900,-32970.128391349994,100.0,-3744.754638671875,781312.625
527,502,0.0007,265000,-4.785125255584717,5.960464477539063e-08,1.2004766464233398,52999,53000,-33022.248372589995,100.0,-5151.951171875,1057475.0
528,502,0.0007,265500,-4.791591167449951,0.0,1.204023361206055,53099,53100,-33127.45421964,100.0,-5329.64697265625,1339519.75
529,502,0.0007,266000,-4.806610107421875,0.0,1.2102582454681396,53199,53200,-33271.65984091,100.0,-4418.72216796875,974902.4375
530,502,0.0007,266500,-4.819128036499023,0.0,1.2151880264282229,53299,53300,-33365.15636594,100.0,-4122.5185546875,983931.125
531,502,0.0007,267000,-4.810546398162842,0.0,1.2118157148361206,53399,53400,-33576.625948969995,100.0,-3964.88916015625,826533.5
532,502,0.0007,267500,-4.800802230834961,0.0,1.2093285322189329,53499,53500,-33688.315105229995,100.0,-4188.19482421875,1033512.5
533,502,0.0007,268000,-4.789715766906738,0.0,1.2057145833969116,53599,53600,-33849.08012061999,100.0,-2664.10107421875,509667.3125
534,502,0.0007,268500,-4.781882762908936,-1.1920928955078125e-07,1.2021262645721436,53699,53700,-34011.5276688,100.0,-3620.24462890625,689874.4375
535,502,0.0007,269000,-4.780715465545653,0.0,1.2027456760406494,53799,53800,-34138.07325311,100.0,-2599.74755859375,490085.71875
536,502,0.0007,269500,-4.786995887756348,-1.1920928955078125e-07,1.205186128616333,53899,53900,-34288.6782648,100.0,-4599.9140625,796270.625
537,502,0.0007,270000,-4.786951541900635,0.0,1.2065904140472412,53999,54000,-34394.0742329,100.0,-5172.73193359375,1123611.5
538,502,0.0007,270500,-4.794373512268066,0.0,1.210899829864502,54099,54100,-34540.332284510005,100.0,-3065.397216796875,617310.875
539,502,0.0007,271000,-4.819575786590576,0.0,1.2213608026504517,54199,54200,-34611.992305830005,100.0,-2964.027587890625,533693.8125
540,502,0.0007,271500,-4.800649642944336,0.0,1.2127981185913086,54299,54300,-34736.91186813,100.0,-4498.2783203125,804415.625
541,502,0.0007,272000,-4.815299987792969,0.0,1.219396710395813,54399,54400,-34766.71227668,100.0,-3434.154052734375,867557.4375
542,502,0.0007,272500,-4.8041605949401855,0.0,1.215556263923645,54499,54500,-34880.408095809995,100.0,-2278.864501953125,455412.5
543,502,0.0007,273000,-4.787054061889648,0.0,1.207339644432068,54599,54600,-34951.30101793,100.0,-3696.180419921875,891356.1875
544,502,0.0007,273500,-4.811417579650879,0.0,1.218081831932068,54699,54700,-35010.715573,100.0,-2904.003173828125,586276.625
545,502,0.0007,274000,-4.800348281860352,0.0,1.213502287864685,54799,54800,-35043.24028375,100.0,-3731.038818359375,755243.0625
546,502,0.0007,274500,-4.814746379852295,0.0,1.2174320220947266,54899,54900,-35051.80096585,100.0,-5493.17919921875,937445.9375
547,502,0.0007,275000,-4.7973976135253915,1.1920928955078125e-07,1.2125227451324463,54999,55000,-35037.179682099995,100.0,-3493.93212890625,669145.0
548,502,0.0007,275500,-4.824145793914795,0.0,1.2248144149780271,55099,55100,-34929.877381340004,100.0,-3193.40576171875,690997.4375
549,502,0.0007,276000,-4.841522216796875,1.1920928955078125e-07,1.2306103706359863,55199,55200,-34776.00932898,100.0,-3337.57421875,637654.75
550,502,0.0007,276500,-4.839117527008057,5.960464477539063e-08,1.2300219535827637,55299,55300,-34695.84444303,100.0,-2741.489013671875,554498.1875
551,502,0.0007,277000,-4.8346757888793945,0.0,1.2278032302856443,55399,55400,-34523.486490120005,100.0,-3859.854736328125,736690.6875
552,502,0.0007,277500,-4.832775115966797,0.0,1.226613998413086,55499,55500,-34481.716332020005,100.0,-4445.08447265625,915319.1875
553,502,0.0007,278000,-4.82286548614502,0.0,1.2219042778015137,55599,55600,-34518.51714614,100.0,-3380.452392578125,662992.5
554,502,0.0007,278500,-4.850125312805176,0.0,1.2340104579925537,55699,55700,-34480.10951101,100.0,-4501.30224609375,1047881.4375
555,502,0.0007,279000,-4.842284679412842,1.1920928955078125e-07,1.2298028469085691,55799,55800,-34474.945061449995,100.0,-4016.125732421875,818829.1875
556,502,0.0007,279500,-4.817857265472412,0.0,1.220195770263672,55899,55900,-34362.260188429995,100.0,-5334.65771484375,918852.125
557,502,0.0007,280000,-4.803725719451903,0.0,1.2140026092529297,55999,56000,-34261.74149098,100.0,-4195.09130859375,724065.6875
558,502,0.0007,280500,-4.810002326965332,0.0,1.2179759740829468,56099,56100,-34123.277091280004,100.0,-2963.17431640625,597364.1875
559,502,0.0007,281000,-4.8122406005859375,0.0,1.2183623313903809,56199,56200,-34058.45300693,100.0,-4858.20556640625,1081343.75
560,502,0.0007,281500,-4.8096652030944815,0.0,1.218077301979065,56299,56300,-33961.94761394001,100.0,-3195.009765625,697494.9375
561,502,0.0007,282000,-4.801308631896973,0.0,1.2154703140258791,56399,56400,-33891.59272195,100.0,-2778.3193359375,490256.84375
562,502,0.0007,282500,-4.8193087577819815,0.0,1.2233972549438477,56499,56500,-33780.645145730006,100.0,-2820.178466796875,482511.5
563,502,0.0007,283000,-4.824284553527832,5.960464477539063e-08,1.2245924472808838,56599,56600,-33688.82103721,100.0,-5405.23876953125,1036469.8125
564,502,0.0007,283500,-4.812110900878906,1.1920928955078125e-07,1.2209079265594482,56699,56700,-33681.599451689995,100.0,-4113.4560546875,774308.6875
565,502,0.0007,284000,-4.8133087158203125,0.0,1.220738410949707,56799,56800,-33612.30490986,100.0,-3361.544677734375,753679.25
566,502,0.0007,284500,-4.825092315673828,-1.1920928955078125e-07,1.2258596420288086,56899,56900,-33530.816644930004,100.0,-3607.9921875,758181.6875
567,502,0.0007,285000,-4.834257125854492,0.0,1.2306928634643557,56999,57000,-33495.920642950005,100.0,-3823.03759765625,770989.9375
568,502,0.0007,285500,-4.82532262802124,-2.384185791015625e-07,1.22692608833313,57099,57100,-33415.940325899996,100.0,-4069.68212890625,1029779.8125
569,502,0.0007,286000,-4.845528602600098,0.0,1.234468936920166,57199,57200,-33439.05828092001,100.0,-3571.94921875,745022.5625
570,502,0.0007,286500,-4.842236518859863,0.0,1.2331689596176147,57299,57300,-33413.07860831999,100.0,-3472.882080078125,806317.1875
571,502,0.0007,287000,-4.848006725311278,0.0,1.2339231967926023,57399,57400,-33412.03489614,100.0,-3190.923095703125,466979.90625
572,502,0.0007,287500,-4.8578033447265625,0.0,1.2377278804779053,57499,57500,-33280.52004563,100.0,-2971.1796875,527169.6875
573,502,0.0007,288000,-4.853766918182373,0.0,1.2348294258117676,57599,57600,-33123.78915138,100.0,-3003.43896484375,558764.0625
574,502,0.0007,288500,-4.8571457862854,0.0,1.2359539270401,57699,57700,-33033.64245894,100.0,-3207.836669921875,555425.125
575,502,0.0007,289000,-4.885556221008301,0.0,1.2489757537841797,57799,57800,-32934.99364996,100.0,-4568.0615234375,876858.6875
576,502,0.0007,289500,-4.893798828125,0.0,1.2526179552078247,57899,57900,-32849.144408010005,100.0,-3738.140625,669931.625
577,502,0.0007,290000,-4.865818977355957,1.1920928955078125e-07,1.2417389154434204,57999,58000,-32855.35918072,100.0,-2864.2021484375,482277.0625
578,502,0.0007,290500,-4.8669047355651855,5.960464477539063e-08,1.2431144714355469,58099,58100,-32875.72729875999,100.0,-3001.197021484375,567245.0
579,502,0.0007,291000,-4.895726680755615,1.1920928955078125e-07,1.25453519821167,58199,58200,-32818.787279180004,100.0,-3496.447021484375,692918.9375
580,502,0.0007,291500,-4.8917274475097665,0.0,1.2527883052825928,58299,58300,-32869.66060578,100.0,-3906.501708984375,606451.5
581,502,0.0007,292000,-4.895506381988525,0.0,1.2559220790863037,58399,58400,-32946.15279775,100.0,-3060.079345703125,574038.9375
582,502,0.0007,292500,-4.883962631225586,0.0,1.2523587942123413,58499,58500,-33001.27654256,100.0,-2873.06103515625,637936.1875
583,502,0.0007,293000,-4.8935890197753915,0.0,1.2571065425872805,58599,58600,-33067.827483889996,100.0,-3546.366455078125,713468.625
584,502,0.0007,293500,-4.896299362182617,0.0,1.255518674850464,58699,58700,-33104.6850612,100.0,-7218.23046875,1044757.0
585,502,0.0007,294000,-4.92644739151001,0.0,1.2706997394561768,58799,58800,-33185.34224228,100.0,-3702.39892578125,886242.625
586,502,0.0007,294500,-4.939734935760498,-1.1920928955078125e-07,1.2772595882415771,58899,58900,-33355.30797254,100.0,-3054.629638671875,586644.625
587,502,0.0007,295000,-4.951801300048828,-1.1920928955078125e-07,1.2822637557983398,58999,59000,-33426.17020323,100.0,-2828.666748046875,537725.4375
588,502,0.0007,295500,-4.932129859924316,0.0,1.2747571468353271,59099,59100,-33583.062416019995,100.0,-3302.50048828125,822870.4375
589,502,0.0007,296000,-4.936137676239014,0.0,1.2740068435668943,59199,59200,-33644.26851223,100.0,-4018.171142578125,900346.5
590,502,0.0007,296500,-4.942126750946045,0.0,1.2769443988800049,59299,59300,-33719.9422739,100.0,-2653.85791015625,431069.5
