train/actor_loss,train/critic_loss,rollout/ep_rew_mean,train/n_updates,time/total_timesteps,time/fps,time/episodes,rollout/ep_len_mean,train/learning_rate,time/time_elapsed
906.8976159667967,19287.776778564454,-507.49764938,117000,117200,150,1172,100.0,0.001,777
880.16955078125,15462.943286132813,-507.59136189,117400,117600,150,1176,100.0,0.001,779
861.3226062011719,14915.826389770507,-507.94618369,117800,118000,150,1180,100.0,0.001,782
885.7483715820313,15432.9969140625,-507.81647955,118200,118400,150,1184,100.0,0.001,785
846.8393572998046,17892.12313140869,-507.41149787,118600,118800,150,1188,100.0,0.001,787
865.889716796875,15639.879146728515,-507.30135308,119000,119200,150,1192,100.0,0.001,790
839.9456201171873,9327.11424926758,-507.29098673,119400,119600,150,1196,100.0,0.001,793
842.7365634155274,12391.603854370118,-507.73539746,119800,120000,150,1200,100.0,0.001,795
815.5176312255859,14217.164357910156,-507.77438597,120200,120400,150,1204,100.0,0.001,798
823.8558239746094,14036.65266479492,-507.58778753,120600,120800,150,1208,100.0,0.001,801
