train/explained_variance,train/entropy_loss,train/std,train/policy_loss,time/total_timesteps,time/time_elapsed,time/iterations,train/learning_rate,train/n_updates,rollout/ep_rew_mean,train/value_loss,rollout/ep_len_mean,time/fps
0.0,-5.501503944396973,1.5195569992065432,-2194.384765625,89500,222,17900,0.0007,17899,-13318.79535861,152681.109375,100.0,402
0.0,-5.498283386230469,1.518678903579712,-1899.4530029296875,90000,223,18000,0.0007,17999,-13309.93743666,157477.5625,100.0,402
0.0,-5.512441635131836,1.5257782936096191,-2069.846923828125,90500,224,18100,0.0007,18099,-13298.714174439998,155550.234375,100.0,402
0.0,-5.514305114746094,1.527257800102234,-1933.7274169921875,91000,226,18200,0.0007,18199,-13285.34671198,157110.484375,100.0,402
-1.1920928955078125e-07,-5.5159034729003915,1.528286337852478,-1869.116455078125,91500,227,18300,0.0007,18299,-13276.573763129998,152427.15625,100.0,402
0.0,-5.52033805847168,1.52942156791687,-2070.569091796875,92000,228,18400,0.0007,18399,-13270.843317370005,153138.390625,100.0,402
0.0,-5.55841588973999,1.5491397380828855,-1776.906494140625,92500,229,18500,0.0007,18499,-13261.751142799998,150354.78125,100.0,402
0.0,-5.569650173187256,1.5542948246002195,-1883.4957275390625,93000,230,18600,0.0007,18599,-13253.305876350005,159163.796875,100.0,402
5.960464477539063e-08,-5.574538230895996,1.5549963712692259,-2418.932373046875,93500,232,18700,0.0007,18699,-13244.52967512,143631.8125,100.0,402
0.0,-5.595499515533447,1.567015528678894,-1964.1578369140625,94000,233,18800,0.0007,18799,-13230.392662179998,155454.921875,100.0,402
0.0,-5.589688777923584,1.5634799003601074,-2153.46533203125,94500,234,18900,0.0007,18899,-13211.74800617,153887.5,100.0,402
0.0,-5.61459493637085,1.5770585536956787,-2085.79833984375,95000,235,19000,0.0007,18999,-13187.963066949998,157283.171875,100.0,402
0.0,-5.619417190551758,1.5793060064315796,-1933.520751953125,95500,237,19100,0.0007,19099,-13163.677643900002,148119.890625,100.0,402
5.960464477539063e-08,-5.62921667098999,1.585349440574646,-1798.0133056640625,96000,238,19200,0.0007,19199,-13141.84154242,146734.796875,100.0,402
0.0,-5.633521556854247,1.5871480703353882,-1881.7476806640625,96500,239,19300,0.0007,19299,-13117.904619970002,147348.859375,100.0,402
0.0,-5.64168643951416,1.5896916389465332,-2341.130615234375,97000,240,19400,0.0007,19399,-13095.948396189995,153675.859375,100.0,402
0.0,-5.634562015533447,1.586356520652771,-2051.669677734375,97500,242,19500,0.0007,19499,-13070.31078879,150965.328125,100.0,402
0.0,-5.639822006225586,1.5900135040283203,-1882.1181640625,98000,243,19600,0.0007,19599,-13044.537228249996,149171.90625,100.0,402
0.0,-5.638196468353272,1.5891282558441162,-1963.5877685546875,98500,244,19700,0.0007,19699,-13022.64378984,152320.328125,100.0,402
5.960464477539063e-08,-5.654275894165039,1.5980160236358645,-1979.8677978515625,99000,245,19800,0.0007,19799,-13002.902682899998,146781.734375,100.0,402
2.9802322387695307e-07,-5.666511535644531,1.6041915416717532,-2309.659912109375,99500,247,19900,0.0007,19899,-12982.29346253,147790.546875,100.0,402
1.1920928955078125e-07,-5.689673900604247,1.6186976432800293,-1731.4305419921875,100000,248,20000,0.0007,19999,-12964.524170389996,144338.21875,100.0,402
0.0,-5.6998863220214835,1.623446345329285,-1986.373046875,100500,249,20100,0.0007,20099,-12952.268591999995,145232.546875,100.0,402
0.0,-5.700418949127197,1.6244490146636963,-1925.3011474609373,101000,250,20200,0.0007,20199,-12940.97488334,148642.515625,100.0,402
0.0,-5.6988463401794425,1.6232011318206787,-1938.9976806640625,101500,252,20300,0.0007,20299,-12927.393569590002,139046.609375,100.0,402
0.0,-5.6982078552246085,1.6229019165039062,-2078.026611328125,102000,253,20400,0.0007,20399,-12914.533820800005,149882.15625,100.0,402
0.0,-5.709178924560548,1.6287314891815186,-2278.017333984375,102500,254,20500,0.0007,20499,-12901.88308587,154228.109375,100.0,402
0.0,-5.720588684082031,1.6342766284942627,-2068.50048828125,103000,255,20600,0.0007,20599,-12890.447474199998,140481.125,100.0,402
-1.1920928955078125e-07,-5.73887825012207,1.6443856954574585,-2127.559326171875,103500,257,20700,0.0007,20699,-12873.07200374,140706.734375,100.0,402
0.0,-5.747591018676758,1.6496012210845947,-2058.86376953125,104000,258,20800,0.0007,20799,-12861.94115887,154363.03125,100.0,402
0.0,-5.759957790374756,1.6569499969482422,-1797.849853515625,104500,259,20900,0.0007,20899,-12858.486657169995,135247.140625,100.0,402
-1.1920928955078125e-07,-5.780978202819824,1.6698226928710938,-1683.337158203125,105000,260,21000,0.0007,20999,-12856.57877015,148102.984375,100.0,402
5.960464477539063e-08,-5.802610397338867,1.6792701482772827,-2179.048095703125,105500,262,21100,0.0007,21099,-12864.484797029998,147663.78125,100.0,402
0.0,-5.8092708587646475,1.6834192276000977,-2062.227783203125,106000,263,21200,0.0007,21199,-12865.40395498,143639.421875,100.0,402
0.0,-5.83098030090332,1.6968339681625366,-1677.03515625,106500,264,21300,0.0007,21299,-12871.530697299999,139835.15625,100.0,402
0.0,-5.856528282165527,1.7107226848602295,-1878.8037109375,107000,265,21400,0.0007,21399,-12870.814061849995,136584.296875,100.0,402
0.0,-5.8683013916015625,1.7187631130218506,-1804.7718505859373,107500,266,21500,0.0007,21499,-12871.000063070005,135839.265625,100.0,402
0.0,-5.8500914573669425,1.7067308425903318,-2444.606201171875,108000,268,21600,0.0007,21599,-12878.926729829998,141967.9375,100.0,402
0.0,-5.844155788421631,1.7021007537841797,-2271.0458984375,108500,269,21700,0.0007,21699,-12890.269048320004,148324.78125,100.0,402
0.0,-5.832226753234862,1.695244550704956,-2227.67578125,109000,270,21800,0.0007,21799,-12896.73895598,147919.171875,100.0,402
0.0,-5.7978458404541025,1.6759155988693235,-2041.4539794921875,109500,271,21900,0.0007,21899,-12898.56971135,148912.953125,100.0,402
0.0,-5.81824254989624,1.6872810125350952,-2009.3909912109373,110000,273,22000,0.0007,21999,-12900.042447410002,144484.171875,100.0,402
-1.1920928955078125e-07,-5.814960479736327,1.684109449386597,-2530.19580078125,110500,274,22100,0.0007,22099,-12907.41939563,143749.828125,100.0,402
0.0,-5.8094139099121085,1.6822843551635742,-1985.7789306640625,111000,275,22200,0.0007,22199,-12918.98818336,155373.640625,100.0,402
-1.1920928955078125e-07,-5.827404022216798,1.6924499273300169,-1969.7564697265625,111500,276,22300,0.0007,22299,-12933.180210380002,155267.65625,100.0,402
1.1920928955078125e-07,-5.820413112640381,1.6896404027938845,-1781.1268310546875,112000,278,22400,0.0007,22399,-12947.623947450002,149708.609375,100.0,402
0.0,-5.8190269470214835,1.686699390411377,-2223.31103515625,112500,279,22500,0.0007,22499,-12960.86906695,138103.453125,100.0,402
-1.1920928955078125e-07,-5.83005428314209,1.6931627988815308,-1885.537353515625,113000,280,22600,0.0007,22599,-12966.98678594,130762.6015625,100.0,402
0.0,-5.8484978675842285,1.7012180089950562,-2655.494140625,113500,281,22700,0.0007,22699,-12977.856970710005,144188.0,100.0,402
0.0,-5.82481861114502,1.68985915184021,-1901.380859375,114000,283,22800,0.0007,22799,-12985.51238342,140769.796875,100.0,402
0.0,-5.837893009185791,1.6966551542282104,-2188.4052734375,114500,284,22900,0.0007,22899,-12989.46999251,143674.046875,100.0,402
0.0,-5.839346885681152,1.6987159252166748,-1788.390625,115000,285,23000,0.0007,22999,-12993.18212109,129649.390625,100.0,402
1.1920928955078125e-07,-5.849500179290772,1.7030224800109863,-2401.701171875,115500,286,23100,0.0007,23099,-12986.97654974,151821.796875,100.0,402
-1.1920928955078125e-07,-5.847701549530028,1.7033438682556152,-2014.4927978515625,116000,288,23200,0.0007,23199,-12990.538573480002,144605.625,100.0,402
0.0,-5.840699672698975,1.6989588737487793,-2240.313232421875,116500,289,23300,0.0007,23299,-12992.847969169998,141741.859375,100.0,402
0.0,-5.85617733001709,1.7077788114547732,-2397.312255859375,117000,290,23400,0.0007,23399,-12994.70526358,148147.859375,100.0,402
0.0,-5.845797538757324,1.7034614086151123,-1858.0374755859373,117500,291,23500,0.0007,23499,-13001.800321379995,146346.875,100.0,402
0.0,-5.837911128997803,1.6986210346221924,-1942.8172607421875,118000,293,23600,0.0007,23599,-13000.861711390002,153603.96875,100.0,402
0.0,-5.829263687133789,1.6944537162780762,-1608.4580078125,118500,294,23700,0.0007,23699,-12997.652643200005,141421.5,100.0,402
0.0,-5.839704990386963,1.6998361349105835,-1924.6546630859373,119000,295,23800,0.0007,23799,-12999.4474246,133932.59375,100.0,402
0.0,-5.856313228607178,1.7074224948883057,-2398.319091796875,119500,296,23900,0.0007,23899,-13003.42231954,143508.625,100.0,402
0.0,-5.857259750366211,1.7079466581344604,-2340.1953125,120000,297,24000,0.0007,23999,-13013.011213880005,151215.921875,100.0,402
0.0,-5.8731441497802725,1.7179630994796753,-1996.12890625,120500,299,24100,0.0007,24099,-13008.32245287,141417.625,100.0,402
0.0,-5.866471767425537,1.7149485349655151,-1880.2392578125,121000,300,24200,0.0007,24199,-13004.748631039998,140813.953125,100.0,402
-1.1920928955078125e-07,-5.882209777832031,1.7239162921905518,-2069.67236328125,121500,301,24300,0.0007,24299,-13002.521500249995,141996.609375,100.0,402
0.0,-5.885540008544923,1.7274484634399414,-1891.3961181640625,122000,302,24400,0.0007,24399,-12994.72254517,137367.359375,100.0,402
0.0,-5.8963866233825675,1.7335262298583984,-1837.4124755859373,122500,304,24500,0.0007,24499,-12986.85088236,141127.734375,100.0,402
0.0,-5.895205497741699,1.7315386533737185,-2258.974609375,123000,305,24600,0.0007,24599,-12988.30771023,151224.46875,100.0,402
5.960464477539063e-08,-5.900990962982178,1.734872341156006,-2323.442626953125,123500,306,24700,0.0007,24699,-12986.335913169998,148462.25,100.0,402
0.0,-5.904765605926514,1.738252878189087,-2037.9364013671875,124000,307,24800,0.0007,24799,-12990.730700380003,150609.984375,100.0,402
0.0,-5.896344184875487,1.7320812940597534,-2253.427001953125,124500,309,24900,0.0007,24899,-12994.346588730004,145220.984375,100.0,402
0.0,-5.899659633636475,1.7350600957870483,-1973.8668212890625,125000,310,25000,0.0007,24999,-13005.23326812,145297.078125,100.0,402
0.0,-5.9167213439941415,1.743894338607788,-2234.422607421875,125500,311,25100,0.0007,25099,-13017.856064059995,139935.140625,100.0,402
0.0,-5.933790683746338,1.7528426647186282,-2370.188720703125,126000,313,25200,0.0007,25199,-13025.203479010002,150580.359375,100.0,402
0.0,-5.9343509674072275,1.753232717514038,-2513.712646484375,126500,314,25300,0.0007,25299,-13038.267315239995,151406.703125,100.0,402
0.0,-5.935152053833008,1.7559556961059568,-1806.5316162109373,127000,315,25400,0.0007,25399,-13049.501648960002,147229.03125,100.0,402
5.960464477539063e-08,-5.9438743591308585,1.7590750455856323,-2318.470458984375,127500,316,25500,0.0007,25499,-13058.579986279998,147358.75,100.0,402
0.0,-5.926875114440918,1.7515830993652344,-1865.328125,128000,318,25600,0.0007,25599,-13071.434191940005,146119.625,100.0,402
0.0,-5.9297118186950675,1.7528804540634155,-2011.5184326171875,128500,319,25700,0.0007,25699,-13079.25911437,147466.65625,100.0,402
0.0,-5.920685768127441,1.7459044456481934,-2434.997802734375,129000,320,25800,0.0007,25799,-13086.777970250005,142227.359375,100.0,402
0.0,-5.937362194061278,1.7574204206466677,-2323.57373046875,129500,321,25900,0.0007,25899,-13098.522641510002,150083.109375,100.0,402
0.0,-5.949943065643311,1.764311671257019,-2227.943359375,130000,323,26000,0.0007,25999,-13107.4534017,146242.578125,100.0,402
0.0,-5.951112747192383,1.7662209272384644,-1777.5927734375,130500,324,26100,0.0007,26099,-13118.6772914,150136.703125,100.0,402
-1.1920928955078125e-07,-5.9541869163513175,1.7663058042526243,-2272.74609375,131000,325,26200,0.0007,26199,-13125.042141299995,138011.203125,100.0,402
0.0,-5.957395076751709,1.7671198844909668,-2134.072265625,131500,326,26300,0.0007,26299,-13134.245181929995,145675.359375,100.0,402
-1.1920928955078125e-07,-5.9659671783447275,1.7743606567382812,-1713.080078125,132000,327,26400,0.0007,26399,-13146.677018559998,143187.671875,100.0,402
0.0,-5.987273216247559,1.785137176513672,-2119.477783203125,132500,329,26500,0.0007,26499,-13157.298540390002,149692.796875,100.0,402
0.0,-6.0001420974731445,1.7931871414184568,-1948.118408203125,133000,330,26600,0.0007,26599,-13163.23458973,139857.703125,100.0,402
-1.1920928955078125e-07,-6.0003180503845215,1.7926359176635742,-2153.446533203125,133500,331,26700,0.0007,26699,-13172.10939171,149317.65625,100.0,402
0.0,-6.010124206542969,1.8004621267318726,-1829.8336181640625,134000,332,26800,0.0007,26799,-13172.2259265,146979.109375,100.0,402
0.0,-6.03265380859375,1.8136733770370483,-2014.4193115234373,134500,334,26900,0.0007,26899,-13173.519855130005,145376.796875,100.0,402
-1.1920928955078125e-07,-6.043276786804199,1.8209953308105469,-1818.9896240234373,135000,335,27000,0.0007,26999,-13173.07167514,144212.328125,100.0,402
-1.1920928955078125e-07,-6.0553932189941415,1.8279142379760744,-2081.49609375,135500,336,27100,0.0007,27099,-13174.49466406,146084.578125,100.0,402
0.0,-6.081480979919434,1.8434102535247805,-2240.262939453125,136000,337,27200,0.0007,27199,-13173.475623829998,144798.375,100.0,402
0.0,-6.084868907928468,1.8474973440170288,-1784.5064697265625,136500,339,27300,0.0007,27299,-13166.26101686,143435.828125,100.0,402
1.1920928955078125e-07,-6.084001064300537,1.8464555740356443,-2097.086669921875,137000,340,27400,0.0007,27399,-13163.118650649998,147998.328125,100.0,402
0.0,-6.116182804107666,1.8624064922332764,-2509.630859375,137500,341,27500,0.0007,27499,-13159.49029866,134019.28125,100.0,402
0.0,-6.103883266448975,1.8566510677337649,-2033.192626953125,138000,342,27600,0.0007,27599,-13158.830505909998,140174.359375,100.0,402
0.0,-6.0950279235839835,1.8516143560409544,-1963.044189453125,138500,344,27700,0.0007,27699,-13156.1762198,145162.25,100.0,402
5.960464477539063e-08,-6.101545810699463,1.8561208248138428,-1849.354736328125,139000,345,27800,0.0007,27799,-13150.64527444,142089.234375,100.0,402
5.960464477539063e-08,-6.131133079528809,1.8736356496810915,-1952.7398681640625,139500,346,27900,0.0007,27899,-13144.189602039998,138857.359375,100.0,402
0.0,-6.155329704284668,1.887619376182556,-2124.76611328125,140000,347,28000,0.0007,27999,-13133.771713090006,145723.796875,100.0,402
-1.1920928955078125e-07,-6.177042007446289,1.9005420207977293,-2201.681396484375,140500,349,28100,0.0007,28099,-13127.72084452,139126.453125,100.0,402
-1.1920928955078125e-07,-6.171224117279053,1.8972324132919312,-2122.46337890625,141000,350,28200,0.0007,28199,-13124.20755892,140115.8125,100.0,402
0.0,-6.159514904022218,1.8896406888961792,-2039.7972412109373,141500,351,28300,0.0007,28299,-13119.85315106,136472.5,100.0,402
5.960464477539063e-08,-6.166093826293945,1.8951967954635618,-1801.2518310546875,142000,352,28400,0.0007,28399,-13112.03084075,141537.546875,100.0,402
0.0,-6.156015396118164,1.8884356021881104,-1967.8505859375,142500,354,28500,0.0007,28499,-13113.43470504,147001.84375,100.0,402
0.0,-6.156449794769287,1.888375997543335,-2333.24658203125,143000,355,28600,0.0007,28599,-13111.0639956,143326.453125,100.0,402
0.0,-6.149095058441162,1.884909987449646,-2249.470703125,143500,356,28700,0.0007,28699,-13108.029020879998,139188.25,100.0,402
0.0,-6.171083927154541,1.9006084203720093,-1820.9560546875,144000,357,28800,0.0007,28799,-13111.19219952,141610.1875,100.0,402
0.0,-6.184083461761475,1.90741765499115,-2207.970947265625,144500,359,28900,0.0007,28899,-13115.32112632,143933.90625,100.0,402
0.0,-6.189178466796875,1.9101579189300537,-2122.484619140625,145000,360,29000,0.0007,28999,-13119.485138700002,141169.828125,100.0,402
0.0,-6.1965370178222665,1.9161123037338257,-2278.016357421875,145500,361,29100,0.0007,29099,-13111.89137606,142534.265625,100.0,402
0.0,-6.226438045501709,1.9360885620117188,-1980.2886962890625,146000,362,29200,0.0007,29199,-13110.91575815,145029.984375,100.0,402
0.0,-6.228756904602051,1.935206770896912,-2400.41845703125,146500,364,29300,0.0007,29299,-13104.02628732,143138.109375,100.0,402
0.0,-6.212668418884277,1.9261083602905276,-2141.93994140625,147000,365,29400,0.0007,29399,-13099.109600870002,132466.546875,100.0,402
-1.1920928955078125e-07,-6.2112135887146,1.925318479537964,-2120.03173828125,147500,366,29500,0.0007,29499,-13082.831085319998,140753.421875,100.0,402
0.0,-6.226593017578125,1.935936689376831,-1990.0692138671875,148000,367,29600,0.0007,29599,-13067.5955329,137696.703125,100.0,402
-1.1920928955078125e-07,-6.2453293800354,1.9475429058074951,-2263.054443359375,148500,368,29700,0.0007,29699,-13021.75612384,134351.78125,100.0,402
0.0,-6.2519965171813965,1.9526761770248413,-2253.125,149000,370,29800,0.0007,29799,-12982.546821269998,134452.796875,100.0,402
-1.1920928955078125e-07,-6.254546165466309,1.9549713134765625,-2232.860107421875,149500,371,29900,0.0007,29899,-12937.39422492,139419.984375,100.0,402
0.0,-6.2583327293396,1.9573272466659544,-2499.373779296875,150000,372,30000,0.0007,29999,-12885.936892229998,145275.734375,100.0,402
0.0,-6.2742271423339835,1.9711068868637085,-1845.596923828125,150500,373,30100,0.0007,30099,-12865.00840198,128366.7265625,100.0,402
-1.1920928955078125e-07,-6.279346466064452,1.9727063179016116,-2048.8984375,151000,375,30200,0.0007,30199,-12847.85632019,137969.671875,100.0,402
1.7881393432617188e-07,-6.278135299682617,1.9719359874725344,-2133.149658203125,151500,376,30300,0.0007,30299,-12816.91852591,140997.859375,100.0,402
0.0,-6.27929162979126,1.9711654186248782,-2473.276123046875,152000,377,30400,0.0007,30399,-12802.52772339,142464.046875,100.0,402
0.0,-6.28062629699707,1.9701852798461916,-2719.6318359375,152500,378,30500,0.0007,30499,-12787.107404740002,145394.296875,100.0,402
5.960464477539063e-08,-6.273172855377197,1.9675586223602293,-2155.666015625,153000,380,30600,0.0007,30599,-12771.82913222,134595.484375,100.0,402
0.0,-6.273195266723633,1.9674806594848635,-2211.227294921875,153500,381,30700,0.0007,30699,-12753.713364460005,141846.25,100.0,402
0.0,-6.304605007171631,1.987210035324097,-2339.60791015625,154000,382,30800,0.0007,30799,-12694.22388189,134371.609375,100.0,402
0.0,-6.3319244384765625,2.0058422088623047,-2357.807373046875,154500,383,30900,0.0007,30899,-12602.20424679,146406.75,100.0,402
0.0,-6.328478813171388,2.005758047103882,-313.7025451660156,155000,385,31000,0.0007,30999,-12541.06865901,5467.58544921875,100.0,402
0.0,-6.343278408050537,2.01501727104187,-2028.2799072265625,155500,386,31100,0.0007,31099,-12489.43060426,137356.609375,100.0,402
0.0,-6.342704772949219,2.014960765838623,-1863.512939453125,156000,387,31200,0.0007,31199,-12459.05069468,129898.328125,100.0,402
0.0,-6.342817306518555,2.0138442516326904,-1966.6336669921875,156500,388,31300,0.0007,31299,-12401.031692180002,135242.765625,100.0,402
-1.1920928955078125e-07,-6.336344242095947,2.0079617500305176,-2301.629638671875,157000,390,31400,0.0007,31399,-12381.420397459995,133190.5,100.0,402
0.0,-6.3250885009765625,1.9992345571517944,-2435.479736328125,157500,391,31500,0.0007,31499,-12327.15561599,136200.484375,100.0,402
0.0,-6.3355979919433585,2.0064678192138667,-2152.94970703125,158000,392,31600,0.0007,31599,-12304.8960076,136012.84375,100.0,402
0.0,-6.3489484786987305,2.0152299404144287,-2355.641845703125,158500,393,31700,0.0007,31699,-12337.51338072,143698.5,100.0,402
-1.1920928955078125e-07,-6.35211706161499,2.0186753273010254,-2008.189697265625,159000,395,31800,0.0007,31799,-12322.41890668,136533.25,100.0,402
0.0,-6.343211174011231,2.012291431427002,-2330.213134765625,159500,396,31900,0.0007,31899,-12355.294631670005,130859.953125,100.0,402
0.0,-6.35123348236084,2.0173473358154297,-2036.264892578125,160000,397,32000,0.0007,31999,-12408.42198943,141745.4375,100.0,402
0.0,-6.357156276702881,2.0222315788269043,-1715.089111328125,160500,398,32100,0.0007,32099,-12418.539968570005,120294.5,100.0,402
5.960464477539063e-08,-6.366070747375487,2.025998830795288,-2028.5455322265625,161000,400,32200,0.0007,32199,-12432.81838454,137313.796875,100.0,402
0.0,-6.39467716217041,2.045844554901123,-1946.591064453125,161500,401,32300,0.0007,32299,-12457.557015740005,138583.109375,100.0,402
0.0,-6.408062934875487,2.0543665885925293,-1991.936767578125,162000,402,32400,0.0007,32399,-12460.542740009998,138581.359375,100.0,402
0.0,-6.4155945777893075,2.057414531707764,-2288.306640625,162500,403,32500,0.0007,32499,-12456.75758447,140321.046875,100.0,402
0.0,-6.400616645812987,2.048250675201416,-2162.982421875,163000,404,32600,0.0007,32599,-12466.907468930005,138962.75,100.0,402
0.0,-6.4235496520996085,2.0647108554840092,-2032.023681640625,163500,406,32700,0.0007,32699,-12472.387826959995,136560.546875,100.0,402
-1.1920928955078125e-07,-6.421973705291747,2.0631654262542725,-2038.292236328125,164000,407,32800,0.0007,32799,-12525.703326669998,137907.546875,100.0,402
0.0,-6.434640407562256,2.070431470870972,-2155.862548828125,164500,408,32900,0.0007,32899,-12608.27012968,125684.0625,100.0,402
0.0,-6.438458442687987,2.074077606201172,-1935.7186279296875,165000,409,33000,0.0007,32999,-12650.35302489,137182.421875,100.0,402
0.0,-6.4691224098205575,2.0939359664916988,-2260.123779296875,165500,411,33100,0.0007,33099,-12700.749700830003,138010.234375,100.0,402
0.0,-6.474424839019775,2.0990338325500493,-1848.1209716796875,166000,412,33200,0.0007,33199,-12690.123743480002,129831.3984375,100.0,402
0.0,-6.504232883453369,2.120034694671631,-1810.9129638671875,166500,413,33300,0.0007,33299,-12719.07009077,121740.3671875,100.0,402
0.0,-6.52245044708252,2.131415843963623,-2020.4019775390625,167000,414,33400,0.0007,33399,-12717.205570320002,128795.4296875,100.0,402
1.1920928955078125e-07,-6.512698650360107,2.124242782592773,-1963.9033203125,167500,416,33500,0.0007,33499,-12745.29245623,131769.421875,100.0,402
5.960464477539063e-08,-6.518258571624756,2.1279819011688232,-1969.3251953125,168000,417,33600,0.0007,33599,-12725.71706248,120229.015625,100.0,402
5.960464477539063e-08,-6.520090579986572,2.1296212673187256,-2027.522705078125,168500,418,33700,0.0007,33699,-12694.84950192,135405.5625,100.0,402
0.0,-6.512706756591798,2.123392343521118,-2206.390625,169000,419,33800,0.0007,33799,-12706.82587034,136307.671875,100.0,402
0.0,-6.516709804534912,2.1266417503356934,-2013.0804443359373,169500,421,33900,0.0007,33899,-12661.79937392,122930.4296875,100.0,402
0.0,-6.5152649879455575,2.126037359237671,-1969.4459228515625,170000,422,34000,0.0007,33999,-12628.5713052,129273.2890625,100.0,402
0.0,-6.541053771972656,2.1430413722991943,-2128.789794921875,170500,423,34100,0.0007,34099,-12604.79968184,129953.578125,100.0,402
5.960464477539063e-08,-6.546763896942139,2.1468913555145264,-2247.5625,171000,424,34200,0.0007,34199,-12565.816102600002,131393.875,100.0,402
0.0,-6.546755313873291,2.147957324981689,-1964.391845703125,171500,426,34300,0.0007,34299,-12527.23896809,124175.5859375,100.0,402
0.0,-6.560940742492676,2.158368825912476,-1894.7086181640625,172000,427,34400,0.0007,34399,-12525.963986369998,118044.703125,100.0,402
1.1920928955078125e-07,-6.553677558898926,2.1534757614135738,-1819.3265380859373,172500,428,34500,0.0007,34499,-12512.62513112,120384.2265625,100.0,402
0.0,-6.58434009552002,2.174682378768921,-1923.3056640625,173000,429,34600,0.0007,34599,-12483.35807049,118964.6640625,100.0,402
0.0,-6.597392559051514,2.1830980777740483,-2127.166015625,173500,431,34700,0.0007,34699,-12479.92735687,127970.0390625,100.0,402
0.0,-6.596866130828857,2.1811017990112305,-2388.013427734375,174000,432,34800,0.0007,34799,-12458.94129449,135244.328125,100.0,402
0.0,-6.600142002105713,2.1836495399475098,-2419.33984375,174500,433,34900,0.0007,34899,-12437.449617419998,134300.53125,100.0,402
0.0,-6.618901252746582,2.1987204551696777,-1978.146484375,175000,434,35000,0.0007,34999,-12432.700723169995,128291.0234375,100.0,402
0.0,-6.623321056365968,2.201201915740967,-2294.452880859375,175500,435,35100,0.0007,35099,-12415.88349915,133015.796875,100.0,402
0.0,-6.626468181610107,2.204873561859131,-1888.081298828125,176000,437,35200,0.0007,35199,-12431.43433676,117562.8359375,100.0,402
0.0,-6.64290189743042,2.215930938720703,-2088.34326171875,176500,438,35300,0.0007,35299,-12429.17725702,122994.890625,100.0,402
0.0,-6.660926342010497,2.2298550605773926,-1967.900390625,177000,439,35400,0.0007,35399,-12445.41932331,123046.5234375,100.0,402
0.0,-6.6601319313049325,2.2288987636566158,-2181.297607421875,177500,440,35500,0.0007,35499,-12454.787009499998,141819.546875,100.0,402
0.0,-6.666037082672119,2.231435537338257,-2653.778076171875,178000,442,35600,0.0007,35599,-12475.549788769997,136334.375,100.0,402
-1.1920928955078125e-07,-6.65681791305542,2.224564790725708,-2380.69189453125,178500,443,35700,0.0007,35699,-12502.256477469995,123752.375,100.0,402
0.0,-6.6567063331604,2.2267117500305176,-1999.064453125,179000,444,35800,0.0007,35799,-12529.55837076,126128.3984375,100.0,402
-1.1920928955078125e-07,-6.66518497467041,2.233975887298584,-1885.5911865234373,179500,445,35900,0.0007,35899,-12568.999193840002,129406.625,100.0,402
0.0,-6.683419704437256,2.247365951538086,-2056.323974609375,180000,447,36000,0.0007,35999,-12584.45587805,132209.234375,100.0,402
0.0,-6.70156192779541,2.260105609893799,-2253.591552734375,180500,448,36100,0.0007,36099,-12619.11573454,134967.78125,100.0,402
0.0,-6.719494819641112,2.2730393409729004,-2162.138427734375,181000,449,36200,0.0007,36199,-12653.422426150006,115527.9375,100.0,402
-1.1920928955078125e-07,-6.68831205368042,2.250170946121216,-2162.53271484375,181500,450,36300,0.0007,36299,-12696.396739980004,127093.7734375,100.0,402
0.0,-6.692615032196045,2.2542438507080083,-2005.8880615234373,182000,452,36400,0.0007,36399,-12706.32781779,134767.375,100.0,402
5.960464477539063e-08,-6.7051453590393075,2.2618446350097656,-2328.18408203125,182500,453,36500,0.0007,36499,-12726.767013119998,136000.6875,100.0,402
1.7881393432617188e-07,-6.695813655853272,2.2555408477783203,-2116.535888671875,183000,454,36600,0.0007,36599,-12748.14453116,134128.140625,100.0,402
0.0,-6.693692684173584,2.250660896301269,-2825.138427734375,183500,455,36700,0.0007,36699,-12766.140564860005,137827.5,100.0,402
-1.1920928955078125e-07,-6.676177978515625,2.2392747402191158,-2422.000732421875,184000,456,36800,0.0007,36799,-12784.40749089,136601.234375,100.0,402
1.7881393432617188e-07,-6.675108432769775,2.2397613525390625,-1981.1051025390625,184500,458,36900,0.0007,36899,-12806.368390710002,128486.078125,100.0,402
-1.1920928955078125e-07,-6.6892457008361825,2.250085592269897,-2143.615234375,185000,459,37000,0.0007,36999,-12815.76065065,127499.3125,100.0,402
0.0,-6.70778751373291,2.263291120529175,-2389.023193359375,185500,460,37100,0.0007,37099,-12827.285957369995,135057.046875,100.0,402
0.0,-6.727839946746826,2.2788562774658203,-2164.061279296875,186000,461,37200,0.0007,37199,-12832.302363029998,119435.3125,100.0,402
5.960464477539063e-08,-6.733912944793701,2.2836081981658936,-2155.674560546875,186500,463,37300,0.0007,37299,-12848.047055259995,121390.625,100.0,402
0.0,-6.732438564300537,2.281766653060913,-2356.790771484375,187000,464,37400,0.0007,37399,-12812.913360139995,117182.4296875,100.0,402
0.0,-6.75938892364502,2.3034992218017583,-2240.140869140625,187500,465,37500,0.0007,37499,-12838.905300979995,138081.65625,100.0,402
0.0,-6.782406806945801,2.321542739868164,-2015.0501708984373,188000,466,37600,0.0007,37599,-12847.85441139,127921.9765625,100.0,402
5.960464477539063e-08,-6.7961769104003915,2.333186149597168,-1979.1136474609373,188500,468,37700,0.0007,37699,-12842.58626534,134949.234375,100.0,402
