train/policy_loss,time/time_elapsed,time/fps,train/std,time/iterations,time/total_timesteps,train/value_loss,rollout/ep_rew_mean,rollout/ep_len_mean,train/explained_variance,train/entropy_loss,train/learning_rate,train/n_updates
0.04270711541175842,393,504,0.8793109655380249,39700,198500,0.000506142561789602,-172.0,1.0,nan,-2.5817620754241943,0.0007,39699
0.05916959047317505,394,504,0.8817030191421509,39800,199000,0.0005217755679041147,-172.0,1.0,nan,-2.5854649543762207,0.0007,39799
0.07757895439863205,395,504,0.8715776205062866,39900,199500,0.0005386399570852518,-172.0,1.0,nan,-2.56048583984375,0.0007,39899
0.04177669808268547,396,504,0.8697458505630493,40000,200000,0.0005176013801246881,-172.0,1.0,nan,-2.559659004211426,0.0007,39999
0.042057253420352936,397,504,0.8704702854156494,40100,200500,0.0005044937133789062,-172.0,1.0,nan,-2.5614051818847656,0.0007,40099
0.05396750569343567,398,504,0.8662939071655273,40200,201000,0.0005120618734508753,-172.0,1.0,nan,-2.549968719482422,0.0007,40199
0.05380041524767876,399,504,0.8649970293045044,40300,201500,0.00053581059910357,-172.0,1.0,nan,-2.5462727546691895,0.0007,40299
0.06288279592990875,400,504,0.8631525039672852,40400,202000,0.0005217755679041147,-172.0,1.0,nan,-2.5414206981658936,0.0007,40399
0.048659224063158035,401,504,0.8582496047019958,40500,202500,0.0004990249872207642,-172.0,1.0,nan,-2.5307576656341553,0.0007,40499
0.06325456500053406,402,504,0.8574425578117371,40600,203000,0.0005219150334596634,-172.0,1.0,nan,-2.5273778438568115,0.0007,40599
0.059002917259931564,403,504,0.8588584661483765,40700,203500,0.0005372243467718363,-172.0,1.0,nan,-2.531452178955078,0.0007,40699
0.052766185253858566,404,504,0.8572143912315369,40800,204000,0.0005231706891208887,-172.0,1.0,nan,-2.5285768508911133,0.0007,40799
0.047829508781433105,405,504,0.8680776953697205,40900,204500,0.0005017556250095367,-172.0,1.0,nan,-2.554349660873413,0.0007,40899
0.05647921562194824,406,504,0.8682163953781128,41000,205000,0.0005086148157715797,-172.0,1.0,nan,-2.554102897644043,0.0007,40999
0.0777025893330574,407,504,0.8765804171562195,41100,205500,0.0005308771505951881,-172.0,1.0,nan,-2.5713415145874023,0.0007,41099
0.05732295662164688,408,504,0.8835821747779846,41200,206000,0.0005273672286421061,-172.0,1.0,nan,-2.5896358489990234,0.0007,41199
0.04940806329250336,409,504,0.8788595795631409,41300,206500,0.0004935860633850098,-172.0,1.0,nan,-2.57968807220459,0.0007,41299
0.0579359233379364,410,504,0.884591817855835,41400,207000,0.0005003893747925758,-172.0,1.0,nan,-2.5916008949279785,0.0007,41399
0.05347594618797302,411,504,0.8876854777336121,41500,207500,0.0005238689482212067,-172.0,1.0,nan,-2.599337339401245,0.0007,41499
0.06535561382770538,412,504,0.8824740648269653,41600,208000,0.0005343987140804529,-172.0,1.0,nan,-2.5862832069396973,0.0007,41599
0.06784751266241074,413,504,0.8817119002342224,41700,208500,0.0005255468422546983,-172.0,1.0,nan,-2.5845038890838623,0.0007,41699
0.05340656265616417,414,504,0.8793871402740479,41800,209000,0.0005017556250095367,-172.0,1.0,nan,-2.5807416439056396,0.0007,41799
0.04664046689867973,415,504,0.872426450252533,41900,209500,0.0005031237378716469,-172.0,1.0,nan,-2.5651941299438477,0.0007,41899
0.06258683651685715,416,504,0.8756588101387024,42000,210000,0.0005343987140804529,-172.0,1.0,nan,-2.5713367462158203,0.0007,41999
0.06492651998996735,417,504,0.8786686062812805,42100,210500,0.0005308771505951881,-172.0,1.0,nan,-2.5782010555267334,0.0007,42099
0.0510348342359066,418,504,0.8797293901443481,42200,211000,0.0005196863785386086,-172.0,1.0,nan,-2.5820558071136475,0.0007,42199
0.0815325602889061,419,504,0.8769317865371704,42300,211500,0.0004969818983227015,-172.0,1.0,nan,-2.5725486278533936,0.0007,42299
0.04822787269949913,420,504,0.8767205476760864,42400,212000,0.0005217755679041147,-172.0,1.0,nan,-2.5753793716430664,0.0007,42399
0.047456543892621994,421,504,0.8790616393089294,42500,212500,0.0005343987140804529,-172.0,1.0,nan,-2.580900192260742,0.0007,42499
0.0633772760629654,422,504,0.8756670951843262,42600,213000,0.0005003893747925758,-172.0,1.0,nan,-2.5712316036224365,0.0007,42599
0.050555676221847534,423,504,0.8764220476150513,42700,213500,0.0005003893747925758,-172.0,1.0,nan,-2.5740184783935547,0.0007,42699
0.046267058700323105,424,504,0.8730653524398804,42800,214000,0.0005370829603634775,-172.0,1.0,nan,-2.5667333602905273,0.0007,42799
0.06132889911532402,425,504,0.8689830303192139,42900,214500,0.0005217755679041147,-172.0,1.0,nan,-2.5557727813720703,0.0007,42899
0.049997728317976,426,504,0.8709814548492432,43000,215000,0.0004969818983227015,-172.0,1.0,nan,-2.561433792114258,0.0007,42999
0.0558910146355629,427,504,0.8730238676071167,43100,215500,0.000509992241859436,-172.0,1.0,nan,-2.565800189971924,0.0007,43099
0.07325177639722824,428,504,0.8730729222297668,43200,216000,0.0005372243467718363,-172.0,1.0,nan,-2.5644757747650146,0.0007,43199
0.04242387041449547,429,504,0.8771908283233643,43300,216500,0.0005217755679041147,-172.0,1.0,nan,-2.5769386291503906,0.0007,43299
0.07056182622909546,430,504,0.8816863298416138,43400,217000,0.0004949430003762245,-172.0,1.0,nan,-2.584430456161499,0.0007,43399
0.0686650425195694,431,504,0.8816206455230713,43500,217500,0.0005017556250095367,-172.0,1.0,nan,-2.5839595794677734,0.0007,43499
0.04959235340356827,432,504,0.8806317448616028,43600,218000,0.0005273672286421061,-172.0,1.0,nan,-2.5834717750549316,0.0007,43599
0.05334467813372612,433,504,0.8808997273445129,43700,218500,0.0005315805319696665,-172.0,1.0,nan,-2.584129810333252,0.0007,43699
0.06264173239469528,434,504,0.8822623491287231,43800,219000,0.0005127526819705963,-172.0,1.0,nan,-2.5860652923583984,0.0007,43799
0.05481429025530815,435,504,0.8891098499298096,43900,219500,0.0004969818983227015,-172.0,1.0,nan,-2.602220296859741,0.0007,43899
0.04896233603358269,436,504,0.8873074054718018,44000,220000,0.0005141356959939003,-172.0,1.0,nan,-2.5987091064453125,0.0007,43999
0.0484357513487339,437,504,0.8863458037376404,44100,220500,0.0005372243467718363,-172.0,1.0,nan,-2.597015380859375,0.0007,44099
0.04981720447540283,438,504,0.8872778415679932,44200,221000,0.0005231706891208887,-172.0,1.0,nan,-2.5989739894866943,0.0007,44199
0.05292503908276558,439,504,0.8831264972686768,44300,221500,0.0004969818983227015,-172.0,1.0,nan,-2.5890965461730957,0.0007,44299
0.0497962161898613,440,504,0.8844161033630371,44400,222000,0.0005189909134060144,-172.0,1.0,nan,-2.592312812805176,0.0007,44399
0.05635182186961174,441,504,0.877998411655426,44500,222500,0.0005392067832872272,-172.0,1.0,nan,-2.5771305561065674,0.0007,44499
0.05507317930459976,442,504,0.8748512268066406,44600,223000,0.000509992241859436,-172.0,1.0,nan,-2.5698132514953613,0.0007,44599
0.05135773494839668,443,504,0.8743978142738342,44700,223500,0.0005003893747925758,-172.0,1.0,nan,-2.569303274154663,0.0007,44699
0.06912963092327118,444,504,0.8666607141494751,44800,224000,0.0005182959139347076,-172.0,1.0,nan,-2.549818515777588,0.0007,44799
0.057919055223464966,445,504,0.8583412766456604,44900,224500,0.0005369416321627796,-172.0,1.0,nan,-2.531622886657715,0.0007,44899
0.06411448121070862,446,504,0.8572103977203369,45000,225000,0.0005173238459974527,-172.0,1.0,nan,-2.5279948711395264,0.0007,44999
0.06973369419574738,447,504,0.8612743020057678,45100,225500,0.0004969818983227015,-172.0,1.0,nan,-2.5363569259643555,0.0007,45099
0.06490335613489151,448,504,0.8677141070365906,45200,226000,0.00052038230933249,-172.0,1.0,nan,-2.5525357723236084,0.0007,45199
0.06340786069631577,449,504,0.8736342191696167,45300,226500,0.0005392067832872272,-172.0,1.0,nan,-2.566579580307007,0.0007,45299
0.04797373712062836,450,504,0.8727166652679443,45400,227000,0.0005180180887691677,-172.0,1.0,nan,-2.5659008026123047,0.0007,45399
0.05165290832519531,451,504,0.8735307455062866,45500,227500,0.0004976624622941017,-172.0,1.0,nan,-2.566800117492676,0.0007,45499
0.04568940028548241,452,504,0.8794609308242798,45600,228000,0.0005072392523288727,-172.0,1.0,nan,-2.581242084503174,0.0007,45599
0.059227313846349716,453,504,0.8792168498039246,45700,228500,0.0005329886917024851,-172.0,1.0,nan,-2.579465627670288,0.0007,45699
0.05584942176938057,454,504,0.8821392059326172,45800,229000,0.000528769800439477,-172.0,1.0,nan,-2.5863022804260254,0.0007,45799
0.05854594334959984,455,504,0.8784631490707397,45900,229500,0.0005058655515313148,-172.0,1.0,nan,-2.5774102210998535,0.0007,45899
0.046006303280591965,456,504,0.8778013586997986,46000,230000,0.0005003893747925758,-172.0,1.0,nan,-2.5768039226531982,0.0007,45999
0.04762628674507141,457,504,0.8712390065193176,46100,230500,0.0005217755679041147,-172.0,1.0,nan,-2.561925172805786,0.0007,46099
0.08163199573755264,458,504,0.8705685138702393,46200,231000,0.00053581059910357,-172.0,1.0,nan,-2.5570943355560303,0.0007,46199
0.05774349719285965,459,504,0.8659332990646362,46300,231500,0.000528769800439477,-172.0,1.0,nan,-2.5476465225219727,0.0007,46299
0.06082024797797203,460,504,0.8616762757301331,46400,232000,0.0005031237378716469,-172.0,1.0,nan,-2.5371644496917725,0.0007,46399
0.04720888286828995,461,504,0.8591334819793701,46500,232500,0.0004990249872207642,-172.0,1.0,nan,-2.5330333709716797,0.0007,46499
0.05585541948676109,462,504,0.853739321231842,46600,233000,0.0005182959139347076,-172.0,1.0,nan,-2.5194344520568848,0.0007,46599
0.051770418882369995,463,504,0.857744574546814,46700,233500,0.0005343987140804529,-172.0,1.0,nan,-2.5292694568634033,0.0007,46699
0.054189037531614304,464,504,0.860140323638916,46800,234000,0.0005189909134060144,-172.0,1.0,nan,-2.534510612487793,0.0007,46799
0.06483488529920578,465,504,0.8584932088851929,46900,234500,0.0004956221673637629,-172.0,1.0,nan,-2.529456377029419,0.0007,46899
0.043021492660045624,466,504,0.8561985492706299,47000,235000,0.0005017556250095367,-172.0,1.0,nan,-2.5258843898773193,0.0007,46999
0.046116650104522705,467,504,0.8506970405578613,47100,235500,0.00052038230933249,-172.0,1.0,nan,-2.5115857124328613,0.0007,47099
0.057874392718076706,468,504,0.8502236604690552,47200,236000,0.0005372243467718363,-172.0,1.0,nan,-2.5086257457733154,0.0007,47199
0.0535544753074646,468,504,0.8457623720169067,47300,236500,0.0005301742348819971,-172.0,1.0,nan,-2.498631477355957,0.0007,47299
0.07822302728891373,469,504,0.8431484699249268,47400,237000,0.0005072392523288727,-172.0,1.0,nan,-2.4911866188049316,0.0007,47399
0.037973370403051376,470,504,0.8424595594406128,47500,237500,0.0005044937133789062,-172.0,1.0,nan,-2.4936673641204834,0.0007,47499
0.05706455931067467,471,504,0.8402608633041382,47600,238000,0.0005343987140804529,-172.0,1.0,nan,-2.4871106147766113,0.0007,47599
0.06164778396487236,472,504,0.8314070701599121,47700,238500,0.0005329886917024851,-172.0,1.0,nan,-2.466330051422119,0.0007,47699
0.05528831481933594,473,504,0.840389609336853,47800,239000,0.0005196863785386086,-172.0,1.0,nan,-2.487555503845215,0.0007,47799
0.07320717722177505,474,504,0.8413355946540833,47900,239500,0.0004976624622941017,-172.0,1.0,nan,-2.4884140491485596,0.0007,47899
0.05506441742181778,475,504,0.8378992080688477,48000,240000,0.0005162137094885111,-172.0,1.0,nan,-2.482328414916992,0.0007,47999
0.04030303284525871,476,504,0.8369033336639404,48100,240500,0.0005369416321627796,-172.0,1.0,nan,-2.4814095497131348,0.0007,48099
0.04885709285736084,477,504,0.8347790241241455,48200,241000,0.0005294717848300934,-172.0,1.0,nan,-2.4751994609832764,0.0007,48199
0.04034910723567009,478,504,0.8358510732650757,48300,241500,0.0004984798724763095,-172.0,1.0,nan,-2.4779279232025146,0.0007,48299
0.04318908974528313,479,504,0.8332092761993408,48400,242000,0.000507789314724505,-172.0,1.0,nan,-2.470642566680908,0.0007,48399
0.04495207220315933,480,504,0.826296329498291,48500,242500,0.0005294717848300934,-172.0,1.0,nan,-2.454498767852783,0.0007,48499
0.07085663080215454,481,504,0.8289468288421631,48600,243000,0.0005343987140804529,-172.0,1.0,nan,-2.458096504211426,0.0007,48599
0.04602953791618347,482,504,0.8280124664306641,48700,243500,0.0005058655515313148,-172.0,1.0,nan,-2.4582180976867676,0.0007,48699
0.0449206717312336,483,504,0.830191433429718,48800,244000,0.0005003893747925758,-172.0,1.0,nan,-2.4639501571655273,0.0007,48799
0.07256389409303665,484,504,0.8329352140426636,48900,244500,0.0005196863785386086,-172.0,1.0,nan,-2.4677600860595703,0.0007,48899
0.04465937241911888,485,504,0.830426812171936,49000,245000,0.0005356693873181939,-172.0,1.0,nan,-2.463724136352539,0.0007,48999
0.05429624393582344,486,504,0.8268191814422607,49100,245500,0.0005259665194898844,-172.0,1.0,nan,-2.455007553100586,0.0007,49099
0.04155058041214943,487,504,0.8247320652008057,49200,246000,0.0004976624622941017,-172.0,1.0,nan,-2.451218843460083,0.0007,49199
0.05120445042848587,488,504,0.8174254298210144,49300,246500,0.0005031237378716469,-172.0,1.0,nan,-2.4326000213623047,0.0007,49299
0.06520882993936539,489,504,0.8249844312667847,49400,247000,0.0005301742348819971,-172.0,1.0,nan,-2.4497087001800537,0.0007,49399
0.04033884033560753,490,504,0.8225051164627075,49500,247500,0.0005343987140804529,-172.0,1.0,nan,-2.4453935623168945,0.0007,49499
0.055576588958501816,491,504,0.825292706489563,49600,248000,0.0005058655515313148,-172.0,1.0,nan,-2.4500892162323,0.0007,49599
0.042269449681043625,492,504,0.81766676902771,49700,248500,0.0004920956562273204,-172.0,1.0,nan,-2.4320454597473145,0.0007,49699
0.04042990133166313,493,504,0.8215840458869934,49800,249000,0.000509992241859436,-172.0,1.0,nan,-2.4423987865448,0.0007,49799
0.04446631669998169,494,504,0.8202078342437744,49900,249500,0.0005386399570852518,-172.0,1.0,nan,-2.4400062561035156,0.0007,49899
0.04591171815991402,495,504,0.8170452117919922,50000,250000,0.00052038230933249,-172.0,1.0,nan,-2.4312095642089844,0.0007,49999
0.04740194231271744,496,504,0.8105270862579346,50100,250500,0.0004990249872207642,-172.0,1.0,nan,-2.415098190307617,0.0007,50099
0.046382077038288116,497,504,0.8111253976821899,50200,251000,0.0005113715305924416,-172.0,1.0,nan,-2.417428731918335,0.0007,50199
0.044586170464754105,498,504,0.8071671724319458,50300,251500,0.000509992241859436,-172.0,1.0,nan,-2.4080255031585693,0.0007,50299
0.04083774611353874,499,504,0.812955379486084,50400,252000,0.0004990249872207642,-172.0,1.0,nan,-2.422189712524414,0.0007,50399
0.05616866424679756,500,504,0.8213330507278442,50500,252500,0.0005135824321769178,-172.0,1.0,nan,-2.4414641857147217,0.0007,50499
0.053745336830616,501,504,0.8177731037139893,50600,253000,0.0005315805319696665,-172.0,1.0,nan,-2.433495283126831,0.0007,50599
0.05199206992983818,502,504,0.8091644048690796,50700,253500,0.000528769800439477,-172.0,1.0,nan,-2.4131898880004883,0.0007,50699
0.04232187941670418,503,504,0.8057555556297302,50800,254000,0.0005003893747925758,-172.0,1.0,nan,-2.40502667427063,0.0007,50799
0.045185551047325134,504,504,0.8028756380081177,50900,254500,0.0004976624622941017,-172.0,1.0,nan,-2.3974666595458984,0.0007,50899
0.05679650977253914,505,504,0.803652286529541,51000,255000,0.0005245676729828119,-172.0,1.0,nan,-2.398240089416504,0.0007,50999
0.05485883355140686,506,504,0.8001797199249268,51100,255500,0.0005315805319696665,-172.0,1.0,nan,-2.390284538269043,0.0007,51099
0.05084690451622009,507,504,0.7970050573348999,51200,256000,0.0005003893747925758,-172.0,1.0,nan,-2.3825771808624268,0.0007,51199
0.052741605788469315,508,504,0.7928822040557861,51300,256500,0.0005044937133789062,-172.0,1.0,nan,-2.3725593090057373,0.0007,51299
0.09136074036359787,509,504,0.7963694334030151,51400,257000,0.0005176013801246881,-172.0,1.0,nan,-2.37711501121521,0.0007,51399
0.04912329837679863,510,504,0.7962760925292969,51500,257500,0.0005343987140804529,-172.0,1.0,nan,-2.379535436630249,0.0007,51499
0.05214112624526024,511,504,0.7924350500106812,51600,258000,0.0005112335784360766,-172.0,1.0,nan,-2.370494842529297,0.0007,51599
0.07159554213285446,512,504,0.7926746606826782,51700,258500,0.0005029868916608393,-172.0,1.0,nan,-2.369276523590088,0.0007,51699
0.038643572479486465,513,504,0.7898794412612915,51800,259000,0.0005356693873181939,-172.0,1.0,nan,-2.3650894165039062,0.0007,51799
0.06566081196069717,514,504,0.7864428758621216,51900,259500,0.0005315805319696665,-172.0,1.0,nan,-2.3533570766448975,0.0007,51899
0.055507659912109375,515,504,0.7832992076873779,52000,260000,0.0004949430003762245,-172.0,1.0,nan,-2.3460519313812256,0.0007,51999
0.05022966489195824,516,504,0.7834782600402832,52100,260500,0.0005031237378716469,-172.0,1.0,nan,-2.3466365337371826,0.0007,52099
0.0572681799530983,517,504,0.7818641662597656,52200,261000,0.0005231706891208887,-172.0,1.0,nan,-2.3416755199432373,0.0007,52199
-0.1065748855471611,518,504,0.7831447124481201,52300,261500,0.0009899595752358437,-172.0,1.0,nan,-2.3487324714660645,0.0007,52299
-0.04731326922774315,519,504,0.7857756018638611,52400,262000,0.0003946954384446144,-172.0,1.0,nan,-2.352041244506836,0.0007,52399
-0.037531640380620956,520,504,0.7852299213409424,52500,262500,0.00030482045258395374,-172.0,1.0,nan,-2.3511953353881836,0.0007,52499
0.03916522487998009,521,504,0.7841363549232483,52600,263000,0.00017172135994769633,-172.10240359,1.0,nan,-2.346832036972046,0.0007,52599
0.0331159345805645,522,504,0.7826974391937256,52700,263500,0.00025669578462839127,-172.0,1.0,nan,-2.344405174255371,0.0007,52699
0.0609782449901104,523,504,0.7814468145370483,52800,264000,0.0005753673613071442,-172.0,1.0,nan,-2.341097354888916,0.0007,52799
0.04948035627603531,524,504,0.7709321975708008,52900,264500,0.0006484086043201387,-172.0,1.0,nan,-2.31514835357666,0.0007,52899
0.04171273484826088,525,504,0.7716841697692871,53000,265000,0.00048817694187164307,-172.0,1.0,nan,-2.317234516143799,0.0007,52999
0.05234994366765022,526,504,0.7672879695892334,53100,265500,0.00048817694187164307,-172.0,1.0,nan,-2.3054401874542236,0.0007,53099
0.06407759338617325,527,504,0.763586163520813,53200,266000,0.0005189909134060144,-172.0,1.0,nan,-2.294679641723633,0.0007,53199
0.035141654312610626,528,504,0.7639846205711365,53300,266500,0.0005372243467718363,-172.0,1.0,nan,-2.2986857891082764,0.0007,53299
0.05302999168634415,529,504,0.7588474750518799,53400,267000,0.0005159364663995802,-172.0,1.0,nan,-2.2830817699432373,0.0007,53399
0.040311671793460846,530,504,0.7513779401779175,53500,267500,0.0004963018000125885,-172.0,1.0,nan,-2.2633023262023926,0.0007,53499
0.050604451447725296,531,504,0.7503137588500977,53600,268000,0.0004492050502449274,-172.0,1.0,nan,-2.259410858154297,0.0007,53599
0.040899865329265594,532,504,0.7527607083320618,53700,268500,0.0005303148063831031,-172.0,1.0,nan,-2.2686684131622314,0.0007,53699
0.03714252635836601,533,504,0.753187894821167,53800,269000,0.0005400574300438166,-172.0,1.0,nan,-2.2703590393066406,0.0007,53799
0.06811956316232681,534,504,0.7570659518241882,53900,269500,0.0005058655515313148,-172.0,1.0,nan,-2.277679920196533,0.0007,53899
0.04440774768590927,535,504,0.7524920105934143,54000,270000,0.0004963018000125885,-172.0,1.0,nan,-2.267958641052246,0.0007,53999
0.048918433487415314,536,504,0.7536332607269287,54100,270500,0.0005272271228022873,-172.0,1.0,nan,-2.2701752185821533,0.0007,54099
0.053546782582998276,537,504,0.7549915313720703,54200,271000,0.0005348221748135984,-172.0,1.0,nan,-2.273242950439453,0.0007,54199
0.059008240699768066,538,504,0.7525734305381775,54300,271500,0.0005044937133789062,-172.0,1.0,nan,-2.2660176753997803,0.0007,54299
0.04288635402917862,539,504,0.7514876127243042,54400,272000,0.0005003893747925758,-172.0,1.0,nan,-2.264143705368042,0.0007,54399
0.06611209362745285,540,504,0.7506231665611267,54500,272500,0.000528769800439477,-172.0,1.0,nan,-2.259540319442749,0.0007,54499
0.054406870156526566,541,504,0.7541613578796387,54600,273000,0.0005372243467718363,-172.0,1.0,nan,-2.2695553302764893,0.0007,54599
0.07354860752820969,542,504,0.754196047782898,54700,273500,0.0005162137094885111,-172.0,1.0,nan,-2.267167091369629,0.0007,54699
0.04511955380439758,543,504,0.7578315734863281,54800,274000,0.0004960300284437835,-172.0,1.0,nan,-2.278677463531494,0.0007,54799
0.060614343732595444,544,504,0.7671033143997192,54900,274500,0.0005127526819705963,-172.0,1.0,nan,-2.3013851642608643,0.0007,54899
0.05694222450256348,545,504,0.763798713684082,55000,275000,0.0005349632701836526,-172.0,1.0,nan,-2.293971300125122,0.0007,54999
0.059223201125860214,546,504,0.7609559297561646,55100,275500,0.0005217755679041147,-172.0,1.0,nan,-2.2860050201416016,0.0007,55099
0.06456755101680756,547,504,0.7597662210464478,55200,276000,0.0005009357118979096,-172.0,1.0,nan,-2.283010244369507,0.0007,55199
0.05687053129076958,548,504,0.7662599086761475,55300,276500,0.0005017556250095367,-172.0,1.0,nan,-2.3018929958343506,0.0007,55299
0.06411447376012802,549,504,0.7647801637649536,55400,277000,0.0005217755679041147,-172.0,1.0,nan,-2.295985460281372,0.0007,55399
0.06355272978544235,550,504,0.7612226009368896,55500,277500,0.0005400574300438166,-172.0,1.0,nan,-2.2860054969787598,0.0007,55499
0.04716099426150322,551,504,0.7628524303436279,55600,278000,0.0005176013801246881,-172.0,1.0,nan,-2.2922143936157227,0.0007,55599
0.051114000380039215,552,504,0.761507511138916,55700,278500,0.0004976624622941017,-172.0,1.0,nan,-2.2876930236816406,0.0007,55699
0.054554976522922516,553,504,0.7635111212730408,55800,279000,0.0005162137094885111,-172.0,1.0,nan,-2.292295455932617,0.0007,55799
0.04400420933961868,554,504,0.7588368654251099,55900,279500,0.0005443210247904062,-172.0,1.0,nan,-2.2810075283050537,0.0007,55899
0.06711835414171219,555,504,0.7579755783081055,56000,280000,0.0005256867734715343,-172.0,1.0,nan,-2.2776055335998535,0.0007,55999
0.05021407827734947,556,504,0.7535893321037292,56100,280500,0.0004949430003762245,-172.0,1.0,nan,-2.2682647705078125,0.0007,56099
0.040788304060697556,556,504,0.7546541690826416,56200,281000,0.0005177403218112886,-172.0,1.0,nan,-2.27189040184021,0.0007,56199
0.05793364718556404,557,504,0.7453144788742065,56300,281500,0.0005372243467718363,-172.0,1.0,nan,-2.245345115661621,0.0007,56299
0.0514032356441021,558,504,0.7459998726844788,56400,282000,0.000511647667735815,-172.0,1.0,nan,-2.2473018169403076,0.0007,56399
0.04910232126712799,559,504,0.7511539459228516,56500,282500,0.0004976624622941017,-172.0,1.0,nan,-2.2616448402404785,0.0007,56499
0.058775581419467926,560,504,0.7590866088867188,56600,283000,0.0005231706891208887,-172.0,1.0,nan,-2.2826783657073975,0.0007,56599
0.05761272832751274,561,504,0.7627519965171814,56700,283500,0.0005329886917024851,-172.0,1.0,nan,-2.293060302734375,0.0007,56699
0.06727079302072525,562,504,0.7626115679740906,56800,284000,0.0008107060566544533,-172.0,1.0,nan,-2.293069839477539,0.0007,56799
-0.03954429551959038,563,504,0.7567670345306396,56900,284500,0.000308990478515625,-172.06065141,1.0,nan,-2.2764997482299805,0.0007,56899
-0.05935207009315491,564,504,0.7566782236099243,57000,285000,0.0008990114438347518,-172.0,1.0,nan,-2.2761666774749756,0.0007,56999
-0.07354209572076797,565,504,0.7589007616043091,57100,285500,0.0008150564390234649,-172.0,1.0,nan,-2.2836880683898926,0.0007,57099
-0.044190432876348495,566,504,0.7622369527816772,57200,286000,0.0004189448955003172,-172.0,1.0,nan,-2.2913544178009033,0.0007,57199
-0.051580674946308136,567,504,0.7621692419052124,57300,286500,0.00041371420957148075,-172.0,1.0,nan,-2.2916336059570312,0.0007,57299
-0.04155876860022545,568,504,0.7645279169082642,57400,287000,0.0005464591085910797,-172.0,1.0,nan,-2.296868324279785,0.0007,57399
-0.04943935573101044,569,504,0.7696777582168579,57500,287500,0.0005631351959891617,-172.0,1.0,nan,-2.311131715774536,0.0007,57499
-0.07850725203752518,570,504,0.7676947712898254,57600,288000,0.0005066895973868668,-172.0,1.0,nan,-2.308495044708252,0.0007,57599
-0.04219689592719078,571,504,0.7611506581306458,57700,288500,0.0004986161948181689,-172.0,1.0,nan,-2.287569761276245,0.0007,57699
-0.0463322214782238,572,504,0.7614225745201111,57800,289000,0.00052038230933249,-172.0,1.0,nan,-2.287870168685913,0.0007,57799
-0.057892490178346634,573,504,0.7638011574745178,57900,289500,0.0005336934700608253,-172.0,1.0,nan,-2.2956948280334473,0.0007,57899
-0.04865185543894768,574,504,0.7697827219963074,58000,290000,0.0005189909134060144,-172.0,1.0,nan,-2.31020450592041,0.0007,57999
-0.050958938896656036,575,504,0.7714359760284424,58100,290500,0.0005010722670704126,-172.0,1.0,nan,-2.315420627593994,0.0007,58099
-0.0398809090256691,576,504,0.7700011730194092,58200,291000,0.0005134439561516047,-172.0,1.0,nan,-2.3109192848205566,0.0007,58199
-0.04403282329440117,577,504,0.7750791311264038,58300,291500,0.0006120975012890995,-172.0,1.0,nan,-2.3243026733398438,0.0007,58299
-0.044030118733644485,578,504,0.7715025544166565,58400,292000,0.0005010722670704126,-172.0,1.0,nan,-2.316038131713867,0.0007,58399
-0.04015212878584862,579,504,0.7804938554763794,58500,292500,0.0004896628088317811,-172.0,1.0,nan,-2.3388404846191406,0.0007,58499
-0.07921171933412552,580,504,0.783949613571167,58600,293000,0.00052038230933249,-172.0,1.0,nan,-2.3510258197784424,0.0007,58599
-0.049124088138341904,581,504,0.7843217849731445,58700,293500,0.0005393484607338905,-172.0,1.0,nan,-2.3489513397216797,0.0007,58699
-0.05172494798898697,582,504,0.7863764762878418,58800,294000,0.000513582315761596,-172.0,1.0,nan,-2.3543896675109863,0.0007,58799
-0.046686455607414246,583,504,0.7842698097229004,58900,294500,0.0004999800003133714,-172.0,1.0,nan,-2.3486289978027344,0.0007,58899
-0.04339892789721489,584,504,0.7859891057014465,59000,295000,0.00052038230933249,-172.0,1.0,nan,-2.3522770404815674,0.0007,58999
-0.04582923650741577,585,504,0.7835597395896912,59100,295500,0.0005379319190979004,-172.0,1.0,nan,-2.3458147048950195,0.0007,59099
-0.06894697993993759,586,504,0.781099796295166,59200,296000,0.0005170461372472346,-172.0,1.0,nan,-2.3418595790863037,0.0007,59199
-0.04940357804298401,587,504,0.786334753036499,59300,296500,0.0004997069481760263,-172.0,1.0,nan,-2.353154420852661,0.0007,59299
-0.06029597669839859,588,504,0.788235068321228,59400,297000,0.0005134439561516047,-172.0,1.0,nan,-2.359060287475586,0.0007,59399
-0.04959508404135704,589,504,0.792943000793457,59500,297500,0.0005380735383369029,-172.0,1.0,nan,-2.369633197784424,0.0007,59499
-0.05426447466015816,590,504,0.7893683910369873,59600,298000,0.0005308771505951881,-172.0,1.0,nan,-2.3621881008148193,0.0007,59599
-0.055914927273988724,591,504,0.7828502655029297,59700,298500,0.0005084777949377894,-172.0,1.0,nan,-2.3459882736206055,0.0007,59699
-0.047451503574848175,592,504,0.7874497771263123,59800,299000,0.0005024394486099482,-172.0,1.0,nan,-2.3571667671203613,0.0007,59799
-0.0705014020204544,593,504,0.7864912748336792,59900,299500,0.00052038230933249,-172.0,1.0,nan,-2.3572678565979004,0.0007,59899
-0.04923916980624199,594,504,0.7835690379142761,60000,300000,0.0005393484607338905,-172.0,1.0,nan,-2.3472084999084473,0.0007,59999
-0.048655953258275986,595,504,0.7774134874343872,60100,300500,0.0005217755679041147,-172.0,1.0,nan,-2.331348180770874,0.0007,60099
