train/policy_loss,time/time_elapsed,time/fps,train/std,time/iterations,time/total_timesteps,train/value_loss,rollout/ep_rew_mean,rollout/ep_len_mean,train/explained_variance,train/entropy_loss,train/learning_rate,train/n_updates
-211.2844696044922,18,484,1.071776270866394,1800,9000,6183.5078125,-173.14586626,1.0,nan,-2.97336483001709,0.0007,1799
-201.76722717285156,19,485,1.0762174129486084,1900,9500,5501.98046875,-174.2393842,1.0,nan,-2.982327938079834,0.0007,1899
-250.2109832763672,20,486,1.0760549306869507,2000,10000,4855.35595703125,-172.13181168000003,1.0,nan,-2.9840030670166016,0.0007,1999
-225.6991729736328,21,487,1.07472562789917,2100,10500,4248.2734375,-172.72997686,1.0,nan,-2.981884717941284,0.0007,2099
-169.79461669921875,22,488,1.0761349201202393,2200,11000,3675.983154296875,-173.78110186,1.0,nan,-2.9832563400268555,0.0007,2199
-256.2249450683594,23,488,1.0784562826156616,2300,11500,6258.9326171875,-180.17850228999998,1.0,0.0,-2.98935866355896,0.0007,2299
-147.197265625,24,489,1.0758342742919922,2400,12000,2663.626220703125,-174.58611796999998,1.0,nan,-2.9835593700408936,0.0007,2399
-138.5052032470703,25,489,1.0825588703155518,2500,12500,2216.014404296875,-172.71965158,1.0,nan,-2.996370315551758,0.0007,2499
-157.1329803466797,26,490,1.0776782035827637,2600,13000,1808.682861328125,-173.38196927999996,1.0,nan,-2.9890756607055664,0.0007,2599
-108.74059295654297,27,490,1.0873162746429443,2700,13500,1445.4012451171875,-172.0,1.0,nan,-3.004800796508789,0.0007,2699
-88.60228729248047,28,491,1.0971368551254272,2800,14000,1118.7503662109375,-172.0,1.0,nan,-3.0223474502563477,0.0007,2799
