train/entropy_loss,rollout/ep_len_mean,time/time_elapsed,train/policy_loss,time/iterations,rollout/ep_rew_mean,time/fps,train/learning_rate,train/explained_variance,time/total_timesteps,train/std,train/n_updates,train/value_loss
-5.261253356933594,100.0,179,-195.6221160888672,18700,-3816.74268137,520,0.0007,0.0,93500,1.405247688293457,18699,1813.3953857421875
-5.275480270385742,100.0,180,-181.2136993408203,18800,-3772.94252994,521,0.0007,-1.1920928955078125e-07,94000,1.4108951091766355,18799,1089.5654296875
-5.278298377990723,100.0,181,-247.95689392089844,18900,-3753.91689396,521,0.0007,0.0,94500,1.4129313230514526,18899,2826.303955078125
-5.2741312980651855,100.0,182,-342.5805358886719,19000,-3725.7599971399995,521,0.0007,0.0,95000,1.4106982946395874,18999,3365.93359375
-5.2743120193481445,100.0,183,-1354.6759033203125,19100,-3719.31198188,521,0.0007,5.960464477539063e-08,95500,1.411863088607788,19099,57091.71484375
-5.250821113586426,100.0,184,-130.69802856445312,19200,-3709.5978669099986,521,0.0007,0.0,96000,1.401095271110535,19199,737.2721557617188
-5.235206127166748,100.0,185,-190.8582000732422,19300,-3674.582294549999,521,0.0007,0.0,96500,1.3941344022750854,19299,2159.1943359375
-5.218568325042725,100.0,186,-162.58543395996094,19400,-3658.83343345,521,0.0007,0.0,97000,1.3881704807281494,19399,1545.54345703125
-5.22744083404541,100.0,187,-133.67243957519528,19500,-3514.4085861699987,521,0.0007,0.0,97500,1.3912343978881836,19499,865.61083984375
-5.222047805786133,100.0,188,-191.0471649169922,19600,-3376.9505307000004,521,0.0007,0.0,98000,1.389606237411499,19599,2150.141845703125
-5.223655700683594,100.0,188,-184.724853515625,19700,-3358.1945891699993,521,0.0007,0.0,98500,1.3889093399047852,19699,1787.4613037109375
-5.206865310668945,100.0,189,-809.2919921875,19800,-3320.82039334,521,0.0007,0.0,99000,1.3803757429122925,19799,34525.4140625
-5.187887191772461,100.0,190,-220.1689453125,19900,-3281.25359873,521,0.0007,0.0,99500,1.3721158504486084,19899,2128.225341796875
-5.179734230041504,100.0,191,-298.6720275878906,20000,-3279.51244043,521,0.0007,0.0,100000,1.3670485019683838,19999,2864.4541015625
-5.197575569152832,100.0,192,-1202.9931640625,20100,-3292.5505342,521,0.0007,0.0,100500,1.3760275840759275,20099,56832.1015625
-5.191081523895264,100.0,193,-496.83544921875,20200,-3274.55053837,521,0.0007,1.1920928955078125e-07,101000,1.371898174285889,20199,14492.6845703125
-5.181640625,100.0,194,-188.79920959472656,20300,-3266.7660745700005,521,0.0007,-1.1920928955078125e-07,101500,1.3671066761016846,20299,1180.2874755859375
-5.197158336639403,100.0,195,-192.99107360839844,20400,-3271.5997866,521,0.0007,0.0,102000,1.3749154806137085,20399,1670.8062744140625
-5.19709587097168,100.0,196,-273.411376953125,20500,-3309.4260192,521,0.0007,0.0,102500,1.3751325607299805,20499,2454.283203125
-5.185737609863281,100.0,197,-318.5762023925781,20600,-3317.3447189999993,521,0.0007,-1.1920928955078125e-07,103000,1.3698457479476929,20599,5731.07666015625
-5.166505336761475,100.0,198,-294.2012634277344,20700,-3317.33896554,521,0.0007,0.0,103500,1.3615975379943848,20699,3159.960693359375
-5.161523818969727,100.0,199,-176.6127166748047,20800,-3325.7271827099994,521,0.0007,0.0,104000,1.36037278175354,20799,1793.0640869140625
-5.153634071350098,100.0,200,-196.8932342529297,20900,-3338.63569609,521,0.0007,0.0,104500,1.3559207916259766,20899,1515.8402099609375
-5.1419830322265625,100.0,201,-448.0834655761719,21000,-3350.9236942300013,521,0.0007,-1.1920928955078125e-07,105000,1.3509318828582764,20999,12041.44140625
-5.166601657867432,100.0,202,-619.7169189453125,21100,-3337.9802561500005,521,0.0007,0.0,105500,1.362391471862793,21099,14690.8466796875
-5.171138286590576,100.0,203,-171.1659393310547,21200,-3310.95268589,521,0.0007,0.0,106000,1.3646663427352903,21199,1288.2412109375
-5.17466926574707,100.0,204,-245.0915069580078,21300,-3312.60000071,521,0.0007,-1.1920928955078125e-07,106500,1.365354299545288,21299,3058.026123046875
-5.171699047088623,100.0,205,-699.45068359375,21400,-3324.40683109,521,0.0007,5.960464477539063e-08,107000,1.364480972290039,21399,18562.62890625
-5.186924934387207,100.0,206,-191.7476348876953,21500,-3336.016095779999,521,0.0007,0.0,107500,1.3720850944519043,21499,1813.1644287109373
-5.185863494873047,100.0,207,-201.5764923095703,21600,-3327.43730994,521,0.0007,0.0,108000,1.372584104537964,21599,1987.2298583984373
-5.173432350158691,100.0,208,-158.68418884277344,21700,-3329.75998891,521,0.0007,0.0,108500,1.3687994480133057,21699,1707.7261962890625
-5.1664018630981445,100.0,208,-174.57945251464844,21800,-3331.9605992300008,521,0.0007,-1.1920928955078125e-07,109000,1.365067720413208,21799,1696.8465576171875
-5.146783351898193,100.0,209,-177.4120635986328,21900,-3339.58411966,521,0.0007,0.0,109500,1.3554319143295288,21899,1865.3446044921875
-5.112756252288818,100.0,210,-599.7235107421875,22000,-3353.96621983,521,0.0007,0.0,110000,1.3398360013961792,21999,16564.908203125
-5.100568771362305,100.0,211,-243.4487609863281,22100,-3331.86183725,521,0.0007,-1.1920928955078125e-07,110500,1.333932876586914,22099,1748.216064453125
-5.104537487030028,100.0,212,-231.9681701660156,22200,-3335.4577567900005,521,0.0007,-1.1920928955078125e-07,111000,1.336614012718201,22199,2252.916748046875
-5.08082914352417,100.0,213,-250.1669769287109,22300,-3330.62393625,521,0.0007,0.0,111500,1.3253973722457886,22299,4663.37060546875
-5.066628456115723,100.0,214,-1121.99072265625,22400,-3318.156957280001,521,0.0007,0.0,112000,1.3181943893432615,22399,43734.140625
-5.060281753540039,100.0,215,-231.4035186767578,22500,-3267.9994571199986,521,0.0007,0.0,112500,1.3157744407653809,22499,2460.74072265625
-5.055036067962647,100.0,216,-171.0800323486328,22600,-3265.4649699100014,521,0.0007,-1.1920928955078125e-07,113000,1.314231276512146,22599,2096.40625
-5.048560619354248,100.0,217,-275.22882080078125,22700,-3256.72885866,521,0.0007,0.0,113500,1.3112361431121826,22699,1721.716064453125
-5.045792579650879,100.0,218,-330.9977722167969,22800,-3249.549819770001,521,0.0007,-1.1920928955078125e-07,114000,1.310555934906006,22799,6585.51806640625
-5.028499126434326,100.0,219,-308.684326171875,22900,-3259.97076885,521,0.0007,0.0,114500,1.3026318550109863,22899,3385.954345703125
-5.006966590881348,100.0,220,-229.31846618652344,23000,-3270.5039745,521,0.0007,0.0,115000,1.2935105562210083,22999,1991.5045166015625
-5.018120765686035,100.0,221,-166.07533264160156,23100,-3264.62687596,521,0.0007,0.0,115500,1.2983158826828003,23099,1250.3375244140625
-4.9995317459106445,100.0,222,-121.5198745727539,23200,-3286.58140701,521,0.0007,0.0,116000,1.2908079624176023,23199,941.8080444335938
-4.98814868927002,100.0,223,-603.189697265625,23300,-3291.0681366300005,521,0.0007,0.0,116500,1.2856286764144895,23299,13854.126953125
-4.9795241355896,100.0,224,-83.83280944824219,23400,-3309.91208748,521,0.0007,0.0,117000,1.2825487852096558,23399,495.9833984375
-4.973603248596191,100.0,225,-766.1469116210938,23500,-3331.6846962900013,521,0.0007,-5.960464477539061e-07,117500,1.2775347232818604,23499,16958.607421875
-4.9528656005859375,100.0,226,-534.977783203125,23600,-3356.97016861,521,0.0007,-1.1920928955078125e-07,118000,1.2702898979187012,23599,12291.2724609375
-4.9555087089538565,100.0,227,-217.91824340820312,23700,-3387.83446322,521,0.0007,0.0,118500,1.2716950178146362,23699,2079.410888671875
-4.939956665039063,100.0,228,-993.9269409179688,23800,-3394.7503497800008,521,0.0007,1.1920928955078125e-07,119000,1.2656482458114624,23799,60170.89453125
-4.917386531829834,100.0,228,-47.94482803344727,23900,-3413.19195434,521,0.0007,0.0,119500,1.2565277814865112,23899,151.8580322265625
-4.908956527709961,100.0,229,-937.6597900390624,24000,-3391.038048430001,521,0.0007,0.0,120000,1.2540607452392578,23999,50010.046875
-4.911165237426758,100.0,230,-318.155517578125,24100,-3397.0200876099993,521,0.0007,0.0,120500,1.2539665699005127,24099,6103.13916015625
-4.908708572387695,100.0,231,-219.5572509765625,24200,-3399.75993217,521,0.0007,0.0,121000,1.2553750276565552,24199,1896.1414794921875
-4.887739658355713,100.0,232,-157.04307556152344,24300,-3398.6178894099994,521,0.0007,0.0,121500,1.2476266622543335,24299,1242.912841796875
-4.8891944885253915,100.0,233,-119.0014877319336,24400,-3390.0388915799995,521,0.0007,0.0,122000,1.2468812465667725,24399,558.8309326171875
-4.8865580558776855,100.0,234,-392.9403076171875,24500,-3400.2396317799994,521,0.0007,-1.1920928955078125e-07,122500,1.2461259365081787,24499,5107.85546875
-4.889136791229248,100.0,235,-115.68244934082031,24600,-3390.80516956,521,0.0007,0.0,123000,1.2498617172241209,24599,606.2459716796875
-4.884156703948975,100.0,236,-174.65560913085938,24700,-3398.6488108199987,521,0.0007,0.0,123500,1.2492413520812988,24699,1533.82470703125
-4.8834872245788565,100.0,237,-216.23291015625,24800,-3383.9732244600004,521,0.0007,0.0,124000,1.2488315105438232,24799,1923.1517333984373
-4.864507675170898,100.0,238,-492.1739196777344,24900,-3360.77084437,521,0.0007,0.0,124500,1.2414915561676023,24899,10589.9736328125
-4.852637767791748,100.0,239,-280.9664306640625,25000,-3348.8074652500004,522,0.0007,0.0,125000,1.2387861013412476,24999,3043.103759765625
-4.832612037658691,100.0,240,-1003.9089965820312,25100,-3360.909581429999,522,0.0007,0.0,125500,1.231727123260498,25099,48175.109375
-4.835740566253662,100.0,241,-154.44296264648438,25200,-3358.315323940001,522,0.0007,-1.1920928955078125e-07,126000,1.234974384307861,25199,1456.366455078125
-4.8094215393066415,100.0,242,-182.39308166503903,25300,-3371.74475901,522,0.0007,0.0,126500,1.2246149778366089,25299,1620.062744140625
-4.798680782318115,100.0,243,-634.84033203125,25400,-3349.2044474100007,522,0.0007,-1.1920928955078125e-07,127000,1.220571756362915,25399,15285.1748046875
-4.77260684967041,100.0,244,-190.4812469482422,25500,-3331.9207859000007,522,0.0007,0.0,127500,1.2098816633224487,25499,1532.59765625
-4.754962921142578,100.0,245,-39.70686721801758,25600,-3315.5129184700013,522,0.0007,0.0,128000,1.2027634382247925,25599,95.6074447631836
-4.7348670959472665,100.0,246,-129.51994323730472,25700,-3289.36760481,522,0.0007,0.0,128500,1.1959465742111206,25699,1241.7308349609375
-4.735380172729492,100.0,247,-269.27786254882807,25800,-3285.56059764,522,0.0007,-1.1920928955078125e-07,129000,1.196077585220337,25799,5110.6513671875
-4.716836929321289,100.0,248,-127.8061294555664,25900,-3267.0359127600004,522,0.0007,-1.1920928955078125e-07,129500,1.188917636871338,25899,688.5719604492188
-4.692376136779785,100.0,248,-425.1248474121094,26000,-3261.1345052999995,522,0.0007,0.0,130000,1.180427074432373,25999,12041.1845703125
-4.6774516105651855,100.0,249,-180.7013397216797,26100,-3260.9327338299995,522,0.0007,-1.1920928955078125e-07,130500,1.173732042312622,26099,3903.67041015625
-4.650892734527588,100.0,250,-11.298715591430664,26200,-3261.00837926,522,0.0007,0.0,131000,1.163896560668945,26199,106.9443588256836
-4.62849235534668,100.0,251,-142.8566436767578,26300,-3252.76996464,522,0.0007,-2.384185791015625e-07,131500,1.1560152769088743,26299,2905.3388671875
-4.591815948486328,100.0,252,-895.7664184570312,26400,-3279.39874342,522,0.0007,4.76837158203125e-07,132000,1.1409939527511597,26399,36672.33984375
-4.568579196929932,100.0,253,-484.1860046386719,26500,-3301.59410383,522,0.0007,-4.76837158203125e-07,132500,1.1336638927459717,26499,13625.7236328125
-4.557816982269287,100.0,254,-143.83258056640625,26600,-3307.91501617,522,0.0007,0.0,133000,1.1291723251342771,26599,1138.3568115234375
-4.508671760559082,100.0,255,-60.5329475402832,26700,-3336.85754038,522,0.0007,0.0,133500,1.109901785850525,26699,235.30064392089844
-4.473063945770264,100.0,256,-85.76399993896484,26800,-3384.1586275399995,522,0.0007,0.0,134000,1.0983524322509766,26799,408.3375854492188
-4.442909240722656,100.0,257,-489.29248046875,26900,-3464.54241045,522,0.0007,-1.1920928955078125e-07,134500,1.0887923240661619,26899,12149.0244140625
-4.425744533538818,100.0,258,-87.80498504638672,27000,-3500.2740310799995,522,0.0007,0.0,135000,1.0813835859298706,26999,456.43731689453125
-4.398838996887207,100.0,259,-85.47183990478516,27100,-3605.289901240001,522,0.0007,0.0,135500,1.0708012580871582,27099,398.9713134765625
-4.374463081359863,100.0,260,-299.0209655761719,27200,-3621.36548145,522,0.0007,-1.1920928955078125e-07,136000,1.0640249252319336,27199,9600.953125
-4.3639116287231445,100.0,261,-55.6590461730957,27300,-3605.967273690001,522,0.0007,0.0,136500,1.0598690509796145,27299,354.9418029785156
-4.313985347747804,100.0,262,-52.6677131652832,27400,-3640.54329715,522,0.0007,0.0,137000,1.0415650606155396,27399,200.293212890625
-4.273495674133302,100.0,263,-34.78826904296875,27500,-3703.2248644999995,522,0.0007,0.0,137500,1.0286411046981812,27499,87.32672882080078
-4.247021675109863,100.0,264,-32.57485198974609,27600,-3806.9777741700004,522,0.0007,1.1920928955078125e-07,138000,1.0189809799194336,27599,61.634315490722656
-4.204610347747804,100.0,265,-7.974443912506103,27700,-3980.0496869999997,522,0.0007,0.0,138500,1.0067501068115234,27699,35.39780044555664
-4.176826477050781,100.0,266,-91.8494644165039,27800,-4016.42974172,522,0.0007,0.0,139000,0.9980282187461852,27799,378.0253601074219
-4.120920181274413,100.0,267,-342.840087890625,27900,-4038.5802935200004,522,0.0007,0.0,139500,0.9806174039840698,27899,6839.79052734375
-4.075545787811278,100.0,268,17.267011642456055,28000,-4062.0813802400007,522,0.0007,0.0,140000,0.9651562571525574,27999,64.30033111572266
-4.033849239349365,100.0,268,-16.396146774291992,28100,-4131.51927656,522,0.0007,0.0,140500,0.9516960382461548,28099,22.68183135986328
-3.9917786121368413,100.0,269,-546.0770874023439,28200,-4207.33294921,522,0.0007,0.0,141000,0.9388993978500366,28199,17975.603515625
-3.977869749069214,100.0,270,-928.9402465820312,28300,-4493.27930019,522,0.0007,0.0,141500,0.9356957674026488,28299,101826.7421875
-3.971816778182984,100.0,271,-1185.0703125,28400,-4782.13452473,522,0.0007,1.1920928955078125e-07,142000,0.9338960647583008,28399,114903.75
-3.9482800960540767,100.0,272,-468.16925048828125,28500,-4997.28806825,522,0.0007,0.0,142500,0.926482915878296,28499,14135.0849609375
-3.902278900146485,100.0,273,-1066.9478759765623,28600,-5083.344356889998,522,0.0007,0.0,143000,0.9127501845359802,28599,111801.8046875
-3.823786973953247,100.0,274,-411.83203125,28700,-5135.031281119999,522,0.0007,0.0,143500,0.8893629908561707,28699,10571.0615234375
-3.7646923065185542,100.0,275,-87.70650482177734,28800,-5183.48312448,522,0.0007,0.0,144000,0.8727325797080994,28799,2780.081787109375
-3.7053802013397217,100.0,276,-85.66899871826172,28900,-5122.08394388,522,0.0007,0.0,144500,0.8553842902183533,28899,498.51318359375
-3.6460366249084473,100.0,277,-841.9135131835938,29000,-5131.25689648,522,0.0007,5.960464477539063e-08,145000,0.8383555412292479,28999,41543.62109375
-3.58799147605896,100.0,278,-16.206071853637695,29100,-5069.93181332,522,0.0007,0.0,145500,0.8219776153564453,29099,86.10750579833984
-3.512152910232544,100.0,279,19.38960266113281,29200,-5065.601385890001,522,0.0007,-1.1920928955078125e-07,146000,0.801843523979187,29199,99.87093353271484
-3.4488532543182373,100.0,280,-770.4446411132812,29300,-5057.19728736,522,0.0007,5.960464477539063e-08,146500,0.7853650450706482,29299,34981.66796875
-3.37366795539856,100.0,281,-4.77284574508667,29400,-5064.914755020001,522,0.0007,1.1920928955078125e-07,147000,0.7663857340812683,29399,32.05587387084961
-3.3085808753967285,100.0,282,-100.12578582763672,29500,-5042.23749613,522,0.0007,5.960464477539063e-08,147500,0.7519546747207642,29499,3444.816162109375
-3.2365097999572754,100.0,283,-6.294040203094482,29600,-4922.7485857699985,522,0.0007,0.0,148000,0.7343720793724059,29599,32.149242401123054
-3.1463656425476074,100.0,284,-84.23714447021484,29700,-4740.92322011,522,0.0007,0.0,148500,0.7131627798080444,29699,456.9142761230469
-3.04595160484314,100.0,285,-335.2369689941406,29800,-4669.83546022,522,0.0007,0.0,149000,0.6905262470245361,29799,10780.111328125
-2.936999797821045,100.0,286,5.286725044250488,29900,-4596.21078874,522,0.0007,0.0,149500,0.6651703119277954,29899,55.87565231323242
-2.8503100872039795,100.0,287,-3.2608754634857178,30000,-4522.465575219999,522,0.0007,0.0,150000,0.6466999053955078,29999,13.326664924621582
-2.7467820644378658,100.0,288,35.7785758972168,30100,-4406.27849625,522,0.0007,-1.1920928955078125e-07,150500,0.6253805756568909,30099,401.5977478027344
-2.660345554351806,100.0,289,57.10125732421875,30200,-4263.44976775,522,0.0007,-1.1920928955078125e-07,151000,0.6073595285415649,30199,705.6806640625
-2.57434630393982,100.0,290,29.99956703186035,30300,-3909.00960702,522,0.0007,5.960464477539063e-08,151500,0.5900688171386719,30299,227.2288360595703
-2.4870800971984863,100.0,290,21.438081741333008,30400,-3545.27017888,522,0.0007,1.1920928955078125e-07,152000,0.5717917084693909,30399,198.65045166015625
-2.40180778503418,100.0,291,33.37668991088867,30500,-3242.60553103,522,0.0007,0.0,152500,0.5560422539710999,30499,437.4554138183594
-2.3300671577453613,100.0,292,33.690967559814446,30600,-3090.46756124,522,0.0007,0.0,153000,0.5437620878219604,30599,439.330078125
-2.23758864402771,100.0,293,31.201202392578125,30700,-2927.66259205,522,0.0007,1.1920928955078125e-07,153500,0.5277802944183351,30699,387.4902648925781
-2.1636619567871094,100.0,294,19.47401428222656,30800,-2780.85620724,522,0.0007,0.0,154000,0.5152041912078857,30799,88.06109619140625
-2.0870964527130127,100.0,295,37.16741561889648,30900,-2673.6725780300008,522,0.0007,0.0,154500,0.5022085905075073,30899,278.92037963867193
-2.0132279396057133,100.0,296,27.079593658447266,31000,-2543.8578128999998,522,0.0007,0.0,155000,0.4897564351558685,30999,344.8612365722656
-1.949846625328064,100.0,297,29.132465362548828,31100,-2431.821711490001,522,0.0007,5.960464477539063e-08,155500,0.4794995188713074,31099,456.13848876953125
-1.8740816116333008,100.0,298,17.48721694946289,31200,-2320.45855855,522,0.0007,0.0,156000,0.4672845005989074,31199,121.9937744140625
-1.824095129966736,100.0,299,23.1011962890625,31300,-2238.1439051700004,522,0.0007,0.0,156500,0.4591676890850067,31299,368.1150817871094
-1.7642112970352173,100.0,300,16.891464233398438,31400,-2099.1079887900005,522,0.0007,0.0,157000,0.4497265815734863,31399,174.30682373046875
-1.6814635992050169,100.0,301,25.87001991271973,31500,-1963.2716779599994,522,0.0007,0.0,157500,0.4379166066646576,31499,688.4012451171875
-1.6162000894546509,100.0,302,9.708540916442873,31600,-1883.2476313399998,522,0.0007,0.0,158000,0.4281694293022156,31599,71.39433288574219
-1.575441598892212,100.0,303,31.98155212402344,31700,-1788.94205761,522,0.0007,0.0,158500,0.4228413105010986,31699,267.90048217773443
-1.5511997938156128,100.0,304,17.241256713867188,31800,-1723.7352506199998,522,0.0007,0.0,159000,0.4191479682922363,31799,580.9176635742188
-1.51040780544281,100.0,305,31.219837188720703,31900,-1665.20582811,522,0.0007,0.0,159500,0.41319096088409424,31899,585.785888671875
-1.444725513458252,100.0,306,39.02021789550781,32000,-1607.4213066399998,522,0.0007,-1.1920928955078125e-07,160000,0.40376269817352295,31999,234.0207977294922
-1.3962500095367432,100.0,307,23.761457443237305,32100,-1541.2460480599998,522,0.0007,1.1920928955078125e-07,160500,0.39716410636901855,32099,270.32363891601557
-1.336792230606079,100.0,308,18.303640365600586,32200,-1495.69794607,522,0.0007,0.0,161000,0.3889159858226776,32199,223.43603515625
-1.2874115705490112,100.0,309,28.62275505065918,32300,-1450.6154843499999,522,0.0007,1.1920928955078125e-07,161500,0.3820868134498596,32299,350.29351806640625
-1.2671976089477541,100.0,310,10.37116813659668,32400,-1410.46521889,522,0.0007,0.0,162000,0.37917599081993103,32399,841.2609252929688
-1.2163351774215698,100.0,311,4.657575130462647,32500,-1375.3037281200004,522,0.0007,0.0,162500,0.37279105186462397,32499,364.4798278808594
-1.1639795303344729,100.0,312,7.8742408752441415,32600,-1344.125403,522,0.0007,0.0,163000,0.3658349514007568,32599,525.1221923828125
-1.1283807754516602,100.0,313,12.450921058654785,32700,-1314.7611163899996,522,0.0007,1.1920928955078125e-07,163500,0.3616313338279724,32699,187.50328063964844
-1.0840774774551392,100.0,313,7.943273067474365,32800,-1277.0046177899999,522,0.0007,-1.1920928955078125e-07,164000,0.35587120056152344,32799,392.1279296875
-1.0297317504882812,100.0,314,10.428784370422363,32900,-1263.94507916,522,0.0007,0.0,164500,0.3489880561828613,32899,407.28057861328125
-0.9943490028381348,100.0,315,12.780850410461426,33000,-1243.0108151999998,522,0.0007,0.0,165000,0.344872921705246,32999,267.22543334960943
-0.9709089398384094,100.0,316,2.340855121612549,33100,-1199.4144897299998,522,0.0007,0.0,165500,0.3420763909816742,33099,928.3043212890624
-0.921438694000244,100.0,317,19.833898544311523,33200,-1181.16272032,522,0.0007,1.1920928955078125e-07,166000,0.3360138833522797,33199,675.99853515625
-0.8861077427864075,100.0,318,12.528316497802734,33300,-1157.4493574900002,522,0.0007,0.0,166500,0.3320589065551758,33299,293.6443786621094
-0.846963107585907,100.0,319,20.638729095458984,33400,-1136.2054097,522,0.0007,0.0,167000,0.3271124064922333,33399,695.303955078125
-0.8113813400268555,100.0,320,-3.1720001697540283,33500,-1116.3356873800003,522,0.0007,0.0,167500,0.3228127658367157,33499,908.9699096679688
-0.7881536483764648,100.0,321,18.7792911529541,33600,-1091.2230681799997,522,0.0007,5.960464477539063e-08,168000,0.3203657865524292,33599,705.4929809570312
-0.7580072283744812,100.0,322,10.399794578552246,33700,-1081.09681314,522,0.0007,0.0,168500,0.3170370161533356,33699,732.1453857421875
-0.6995365619659424,100.0,323,11.71649169921875,33800,-1052.43237518,522,0.0007,0.0,169000,0.3108651041984558,33799,803.878662109375
-0.6579168438911438,100.0,324,16.465238571166992,33900,-1040.33070494,522,0.0007,-1.1920928955078125e-07,169500,0.3070628345012665,33899,330.61553955078125
-0.6165540814399719,100.0,325,28.893325805664066,34000,-1035.04959133,522,0.0007,0.0,170000,0.3030139207839966,33999,499.0419006347656
-0.5951100587844849,100.0,326,19.664152145385746,34100,-1029.4535627700002,522,0.0007,0.0,170500,0.3009710907936096,34099,496.7689514160156
-0.5545226335525513,100.0,327,17.896949768066406,34200,-1016.7405607699999,522,0.0007,0.0,171000,0.2968789339065552,34199,380.9566955566406
-0.5203897953033447,100.0,328,-4.109306812286377,34300,-1007.9640763700002,522,0.0007,0.0,171500,0.2931846380233765,34299,729.7192993164062
-0.4831457138061523,100.0,329,1.6806293725967407,34400,-991.8754998100001,522,0.0007,0.0,172000,0.2892585098743439,34399,704.2385864257812
-0.4440578520298004,100.0,330,-2.204243898391724,34500,-979.47721314,522,0.0007,5.960464477539063e-08,172500,0.2853718400001526,34499,619.6027221679688
-0.4218192994594574,100.0,331,3.328436374664306,34600,-965.91690702,522,0.0007,0.0,173000,0.2834343910217285,34599,705.2266845703125
-0.3856445550918579,100.0,332,13.247759819030762,34700,-955.0515277000001,522,0.0007,0.0,173500,0.2802789211273193,34699,641.042236328125
-0.3467220067977905,100.0,333,-2.1298844814300537,34800,-942.9003735199999,522,0.0007,1.1920928955078125e-07,174000,0.27624604105949396,34799,703.7562866210938
-0.31054675579071045,100.0,334,-0.8489384055137634,34900,-929.2758987700001,522,0.0007,-1.1920928955078125e-07,174500,0.2729974091053009,34899,477.0661315917969
-0.28586697578430176,100.0,335,9.83154010772705,35000,-915.62461908,522,0.0007,0.0,175000,0.2707953453063965,34999,741.8987426757812
-0.2412630319595337,100.0,336,-19.550445556640625,35100,-909.6841899700001,522,0.0007,0.0,175500,0.265982449054718,35099,847.7166137695312
-0.2089834213256836,100.0,337,22.337406158447266,35200,-902.27101057,522,0.0007,1.1920928955078125e-07,176000,0.26351583003997797,35199,628.0902709960938
-0.1589980125427246,100.0,338,1.2884300947189329,35300,-893.8310333400002,522,0.0007,-1.1920928955078125e-07,176500,0.2588430345058441,35299,195.6203155517578
-0.1354764699935913,100.0,338,1.753011703491211,35400,-894.48306104,522,0.0007,0.0,177000,0.2568249404430389,35399,409.49951171875
-0.0983114242553711,100.0,339,7.004212856292725,35500,-890.53238256,522,0.0007,0.0,177500,0.25370389223098755,35499,553.2704467773439
-0.059514522552490234,100.0,340,3.277545928955078,35600,-889.0163751400002,522,0.0007,0.0,178000,0.2503350079059601,35599,458.09912109375
-0.027398347854614258,100.0,341,-26.06931114196777,35700,-888.1170477900001,522,0.0007,0.0,178500,0.2473001331090927,35699,852.1144409179688
-0.0007990598678588867,100.0,342,28.91319274902344,35800,-880.81527321,522,0.0007,0.0,179000,0.2457630932331085,35799,187.94122314453125
0.017125964164733887,100.0,343,-5.163992881774902,35900,-873.8775166,522,0.0007,0.0,179500,0.2440105527639389,35899,371.7177734375
0.04293560981750488,100.0,344,-12.731364250183105,36000,-863.46216442,522,0.0007,0.0,180000,0.2421082705259323,35999,645.4389038085938
0.08329319953918457,100.0,345,-2.308652639389038,36100,-860.2676182499999,522,0.0007,0.0,180500,0.238898366689682,36099,822.0973510742188
0.10509085655212402,100.0,346,-9.212282180786133,36200,-852.28928587,522,0.0007,-1.1920928955078125e-07,181000,0.23708467185497284,36199,741.7653198242188
0.13465774059295654,100.0,347,-2.0220475196838383,36300,-846.2100782400001,522,0.0007,0.0,181500,0.2349152266979217,36299,824.3523559570312
0.1774771213531494,100.0,348,5.5040059089660645,36400,-842.6720828,522,0.0007,0.0,182000,0.23195350170135495,36399,459.36279296875
0.20409119129180908,100.0,349,-4.53615140914917,36500,-844.1492978399999,522,0.0007,-1.1920928955078125e-07,182500,0.2298295199871063,36499,663.3187866210938
0.23419177532196045,100.0,350,1.7995461225509644,36600,-832.89486543,522,0.0007,0.0,183000,0.22758543491363525,36599,366.0889587402344
0.2633984088897705,100.0,351,-19.86549568176269,36700,-836.89406135,522,0.0007,-1.1920928955078125e-07,183500,0.2249805182218552,36699,693.199951171875
0.27242255210876465,100.0,352,-19.617570877075195,36800,-833.32447763,522,0.0007,-1.1920928955078125e-07,184000,0.22455886006355288,36799,657.809326171875
0.29413557052612305,100.0,353,4.810521125793457,36900,-831.0267428700001,522,0.0007,1.1920928955078125e-07,184500,0.2230771631002426,36899,216.0673370361328
0.3169823884963989,100.0,354,-9.465132713317873,37000,-830.5171178300002,522,0.0007,0.0,185000,0.221401184797287,36999,329.16546630859375
0.3438502550125122,100.0,355,-11.91387939453125,37100,-825.8409877700001,522,0.0007,0.0,185500,0.21960192918777466,37099,408.1060485839844
0.3590359687805176,100.0,356,-5.02557897567749,37200,-820.77931995,522,0.0007,0.0,186000,0.21842847764492035,37199,658.9723510742188
0.3910146951675415,100.0,357,8.624935150146483,37300,-813.47098658,522,0.0007,5.960464477539063e-08,186500,0.21660904586315155,37299,314.1988830566406
0.40282973647117615,100.0,358,-20.5750675201416,37400,-808.25056845,522,0.0007,0.0,187000,0.2155545204877853,37399,600.8335571289062
0.4376368522644043,100.0,359,-21.71576499938965,37500,-803.41013529,522,0.0007,0.0,187500,0.21311132609844208,37499,694.9491577148438
0.4552312791347504,100.0,360,-9.049444198608398,37600,-802.0578704100001,522,0.0007,1.1920928955078125e-07,188000,0.2120361924171448,37599,596.309814453125
0.4780760705471039,100.0,361,-11.23157787322998,37700,-793.35396348,522,0.0007,0.0,188500,0.2104317843914032,37699,479.9418640136719
0.5111880302429199,100.0,362,-18.348106384277344,37800,-788.5423018700001,522,0.0007,-1.1920928955078125e-07,189000,0.20809519290924072,37799,659.9376220703125
0.5201798677444458,100.0,363,-19.95599937438965,37900,-785.9233292399999,521,0.0007,0.0,189500,0.20733241736888885,37899,563.41845703125
