train/n_updates,time/time_elapsed,time/episodes,train/critic_loss,train/learning_rate,time/fps,rollout/ep_rew_mean,rollout/ep_len_mean,time/total_timesteps,train/actor_loss
121000,812,1212,38759.10991088867,0.001,149,-508.61674241000003,100.0,121200,1196.8442578125
121400,815,1216,35712.668922119134,0.001,149,-508.90460294,100.0,121600,1182.6718383789062
121800,817,1220,44908.55640075684,0.001,149,-509.02377974,100.0,122000,1170.0698889160155
122200,820,1224,50093.0277355957,0.001,149,-508.82776356,100.0,122400,1170.5773828125
122600,823,1228,34109.450469970696,0.001,149,-508.95214178,100.0,122800,1151.0399475097654
123000,825,1232,41738.09736083984,0.001,149,-508.868817,100.0,123200,1146.669873046875
123400,828,1236,36917.84924560547,0.001,149,-508.76351256,100.0,123600,1147.6445068359376
123800,830,1240,36204.215217285164,0.001,149,-508.87341125,100.0,124000,1140.6415551757811
124200,833,1244,37328.996519775385,0.001,149,-509.89422062,100.0,124400,1121.5772839355468
124600,836,1248,40555.22522338867,0.001,149,-510.17520436,100.0,124800,1118.2289831542967
125000,838,1252,50940.09739868164,0.001,149,-509.80082179,100.0,125200,1119.6632458496094
125400,841,1256,51938.55757446289,0.001,149,-509.74293718,100.0,125600,1119.864783935547
125800,844,1260,44534.80134277344,0.001,149,-509.52035557,100.0,126000,1109.9128381347657
126200,846,1264,33226.674520874025,0.001,149,-509.50278182,100.0,126400,1067.336727294922
126600,849,1268,42093.987318115236,0.001,149,-510.08609709,100.0,126800,1086.11259765625
127000,852,1272,29864.693665771483,0.001,149,-510.06221932,100.0,127200,1090.7913354492186
127400,855,1276,40529.832861938485,0.001,149,-509.75201347,100.0,127600,1046.2860180664063
127800,857,1280,33337.163062744134,0.001,149,-509.50443918,100.0,128000,1083.16294921875
128200,860,1284,35402.07166503906,0.001,149,-509.48309392,100.0,128400,1054.4611743164062
128600,863,1288,29192.766260986333,0.001,149,-508.54951261,100.0,128800,1057.1256567382814
129000,865,1292,28694.15508300781,0.001,149,-508.59869299,100.0,129200,1051.7800219726562
129400,868,1296,35268.479017333986,0.001,149,-508.43264344,100.0,129600,1045.9075256347655
129800,871,1300,39573.638643798826,0.001,149,-508.40997477,100.0,130000,1030.8675793457032
130200,873,1304,44723.29776733399,0.001,149,-508.65840186,100.0,130400,1028.8501525878903
130600,876,1308,33238.32646972656,0.001,149,-508.42004065,100.0,130800,1009.636376953125
131000,879,1312,26332.7685748291,0.001,149,-508.34100721,100.0,131200,1012.063233642578
131400,882,1316,28762.311262207037,0.001,149,-508.09648545,100.0,131600,1001.260362548828
131800,884,1320,28945.599655151367,0.001,149,-507.72011494,100.0,132000,990.9879516601562
132200,887,1324,30633.887116699214,0.001,149,-507.78564684,100.0,132400,988.6168994140623
132600,890,1328,36722.724196777344,0.001,149,-507.97803283,100.0,132800,980.4984655761717
133000,892,1332,22053.299914550786,0.001,149,-507.78456339,100.0,133200,993.472763671875
133400,895,1336,37161.428868408206,0.001,149,-508.00647783,100.0,133600,980.7956652832033
133800,898,1340,22751.098377685543,0.001,149,-507.8600783,100.0,134000,975.7443994140624
134200,900,1344,40751.6735571289,0.001,149,-506.70049862,100.0,134400,967.4885620117187
134600,903,1348,37702.62486816407,0.001,149,-507.36904651,100.0,134800,971.8104797363279
135000,906,1352,33218.463286132814,0.001,149,-507.43727414,100.0,135200,979.783095703125
135400,909,1356,24867.55338867188,0.001,149,-507.28247359,100.0,135600,957.4233544921876
135800,911,1360,21311.799468383793,0.001,149,-507.77805565,100.0,136000,973.1408142089844
136200,914,1364,34512.10486328125,0.001,149,-507.79462042,100.0,136400,951.1186755371094
136600,917,1368,30867.354288330083,0.001,149,-507.48809068,100.0,136800,940.6649475097656
137000,919,1372,30344.961760253907,0.001,149,-507.55613097,100.0,137200,928.7317993164064
137400,922,1376,28252.149804077148,0.001,149,-509.06840293,100.0,137600,944.3501403808592
137800,925,1380,32537.923682861332,0.001,149,-509.06519055,100.0,138000,925.6475415039064
138200,927,1384,24302.44854736328,0.001,149,-509.14414051,100.0,138400,913.8047045898436
138600,930,1388,29425.355725097656,0.001,149,-509.1775261,100.0,138800,904.5695300292967
139000,933,1392,28676.578728027343,0.001,149,-509.33840622,100.0,139200,914.303671875
139400,935,1396,37191.188758544915,0.001,149,-509.42661058,100.0,139600,918.150050048828
139800,938,1400,26537.700212402342,0.001,149,-509.56817477,100.0,140000,897.8521044921877
140200,941,1404,18188.595129394533,0.001,149,-509.22189879,100.0,140400,899.130107421875
140600,944,1408,32602.090272216803,0.001,149,-509.64731865,100.0,140800,903.2150622558594
141000,946,1412,22356.775925292968,0.001,149,-511.13449282,100.0,141200,899.5643884277342
141400,949,1416,19942.57259094238,0.001,149,-511.14555105,100.0,141600,897.4274475097658
141800,952,1420,34551.06853759765,0.001,149,-511.04966436,100.0,142000,895.7887268066406
142200,954,1424,29263.514884033204,0.001,149,-511.11186944,100.0,142400,900.0864770507812
142600,957,1428,28794.58882751465,0.001,149,-511.29239171,100.0,142800,884.1736584472658
143000,960,1432,26280.455815429686,0.001,149,-511.56703837,100.0,143200,883.1870581054687
143400,962,1436,21390.357708740237,0.001,149,-511.6104945,100.0,143600,878.9207592773438
143800,965,1440,20098.57426513672,0.001,149,-511.71564538,100.0,144000,886.4176379394531
144200,968,1444,15707.1705859375,0.001,149,-511.90535071,100.0,144400,884.1937634277342
144600,971,1448,31142.838457641603,0.001,149,-510.98364705,100.0,144800,878.4572705078125
145000,973,1452,29972.770867919917,0.001,149,-510.91193725,100.0,145200,863.5510131835938
145400,976,1456,32841.125923461914,0.001,149,-511.47861749,100.0,145600,851.6499963378906
145800,979,1460,23215.77575439453,0.001,149,-511.30681942,100.0,146000,859.97357421875
146200,981,1464,28127.290794067383,0.001,149,-511.42876655,100.0,146400,864.948818359375
146600,984,1468,17873.729170532228,0.001,149,-511.46558571,100.0,146800,867.2015490722656
147000,987,1472,24313.369978637696,0.001,149,-512.39367896,100.0,147200,847.6045202636719
147400,989,1476,25731.875307006834,0.001,149,-510.83801444,100.0,147600,848.8688195800781
147800,992,1480,26245.34966064453,0.001,149,-510.75622813,100.0,148000,841.8580895996092
148200,995,1484,34627.88279541016,0.001,149,-510.68630141,100.0,148400,829.5121423339842
148600,998,1488,23002.408584594727,0.001,149,-511.59500738,100.0,148800,835.1463793945312
149000,1000,1492,23479.114956054687,0.001,149,-511.64323118,100.0,149200,851.1763391113283
149400,1003,1496,29412.334393310543,0.001,149,-512.00478948,100.0,149600,832.1311962890625
149800,1006,1500,26579.3436315918,0.001,149,-511.9202016,100.0,150000,823.0923510742188
150200,1008,1504,18869.66171020508,0.001,149,-512.06429466,100.0,150400,822.8519409179687
150600,1011,1508,18172.44118347168,0.001,149,-511.637903,100.0,150800,836.8180090332031
151000,1013,1512,32147.472239990235,0.001,149,-510.12852777,100.0,151200,822.5210595703123
151400,1016,1516,31072.348929443364,0.001,149,-510.07992512,100.0,151600,821.5839099121092
151800,1019,1520,26718.125095825195,0.001,149,-510.00220022,100.0,152000,799.3897961425781
152200,1021,1524,24038.33605102539,0.001,149,-509.69824385,100.0,152400,813.0328405761719
152600,1024,1528,25814.86585021972,0.001,149,-509.17659411,100.0,152800,803.8157067871092
153000,1027,1532,23913.70463684082,0.001,149,-509.25908613,100.0,153200,791.0826708984375
153400,1029,1536,23440.434974365235,0.001,149,-509.02818501,100.0,153600,800.2758740234375
153800,1032,1540,20679.169498901367,0.001,149,-508.83469586,100.0,154000,800.3550024414062
154200,1035,1544,28986.089058837886,0.001,149,-508.62950041,100.0,154400,805.8454675292969
154600,1037,1548,20439.476844482426,0.001,149,-508.56176401,100.0,154800,770.7700512695312
155000,1040,1552,19713.6478704834,0.001,149,-508.31193046,100.0,155200,777.0193884277344
155400,1043,1556,21524.465338745118,0.001,149,-507.82605258,100.0,155600,782.868466796875
155800,1045,1560,22601.77700012207,0.001,149,-507.58051551,100.0,156000,785.8631958007812
156200,1048,1564,21045.06732238769,0.001,149,-507.36304067,100.0,156400,798.10794921875
156600,1051,1568,25668.353276367183,0.001,149,-507.49080118,100.0,156800,790.703671875
157000,1054,1572,36185.2614074707,0.001,149,-506.34835173,100.0,157200,788.3708410644531
157400,1056,1576,20284.008554077147,0.001,149,-506.49146345,100.0,157600,759.2309375
157800,1059,1580,28632.7684185791,0.001,149,-510.00255116,100.0,158000,766.6810180664063
158200,1062,1584,29751.30879882813,0.001,149,-510.35046238,100.0,158400,774.9098693847658
158600,1064,1588,16180.639528198242,0.001,149,-509.67898045,100.0,158800,763.9185876464844
159000,1067,1592,18060.853938598637,0.001,149,-509.59455311,100.0,159200,758.8526501464844
159400,1070,1596,24126.42262084961,0.001,149,-509.27732836,100.0,159600,773.8344091796877
159800,1072,1600,27852.61867126465,0.001,149,-509.17427268,100.0,160000,765.2565698242188
160200,1075,1604,24793.512557373047,0.001,149,-509.03570594,100.0,160400,763.3503308105469
160600,1078,1608,26886.901611938483,0.001,149,-508.94222306,100.0,160800,745.8829455566406
161000,1081,1612,19313.294263916017,0.001,149,-509.13609277,100.0,161200,742.3115356445312
161400,1083,1616,23915.45375061035,0.001,149,-508.99302019,100.0,161600,742.0094372558592
161800,1086,1620,30357.248524169918,0.001,149,-509.02410216,100.0,162000,750.5496350097658
162200,1089,1624,26309.16523071289,0.001,149,-508.94137049,100.0,162400,729.84904296875
162600,1091,1628,15663.121101379396,0.001,149,-509.32945258,100.0,162800,750.3370764160156
163000,1094,1632,19978.624630737304,0.001,149,-509.13399937,100.0,163200,748.32287109375
163400,1097,1636,17739.309896240233,0.001,149,-530.17233072,100.0,163600,749.0337170410156
163800,1099,1640,22001.61852294922,0.001,149,-530.4905353,100.0,164000,732.0206408691406
164200,1102,1644,19300.268253479004,0.001,149,-530.73190536,100.0,164400,734.8218371582033
164600,1105,1648,21559.53626037597,0.001,149,-530.83804524,100.0,164800,732.2691235351563
165000,1108,1652,18727.545618896485,0.001,149,-530.89590517,100.0,165200,733.0169946289062
165400,1110,1656,18004.47754394531,0.001,149,-531.1856553599999,100.0,165600,726.940712890625
165800,1113,1660,21571.039014282225,0.001,149,-531.42243119,100.0,166000,738.1928491210938
166200,1116,1664,30560.998905029297,0.001,149,-531.38043021,100.0,166400,748.0905810546875
166600,1118,1668,22988.546927490235,0.001,149,-531.79127362,100.0,166800,733.3881372070313
167000,1121,1672,26135.350320739744,0.001,149,-531.87329688,100.0,167200,726.3375830078127
167400,1124,1676,24310.09509399414,0.001,149,-532.1399921,100.0,167600,714.7818713378906
167800,1126,1680,15972.114305725096,0.001,149,-528.59863298,100.0,168000,728.6434851074217
168200,1129,1684,14064.81916381836,0.001,149,-528.20306778,100.0,168400,697.4343115234375
168600,1132,1688,30133.599283447267,0.001,149,-527.76129034,100.0,168800,718.5921179199219
169000,1135,1692,21879.935205688478,0.001,149,-527.67942724,100.0,169200,708.5508447265623
169400,1137,1696,22429.14637878418,0.001,149,-527.84470229,100.0,169600,724.9088940429688
169800,1140,1700,18113.14208251953,0.001,149,-528.17570867,100.0,170000,685.08
170200,1143,1704,19326.468788757324,0.001,149,-528.0898318,100.0,170400,695.2614672851563
170600,1145,1708,23202.686567382814,0.001,149,-528.12285764,100.0,170800,704.608525390625
171000,1148,1712,26343.109462890625,0.001,149,-528.12548857,100.0,171200,690.9139916992187
171400,1151,1716,26561.830072021483,0.001,149,-528.33851378,100.0,171600,688.4219165039062
171800,1153,1720,17255.03042480469,0.001,149,-528.45275881,100.0,172000,687.2685986328125
172200,1156,1724,27289.900823364256,0.001,149,-528.7944425,100.0,172400,668.8433386230469
172600,1159,1728,22508.079508056642,0.001,149,-528.5519875699999,100.0,172800,694.9609851074217
173000,1162,1732,20822.431691284182,0.001,149,-528.57145382,100.0,173200,662.2360900878906
173400,1164,1736,21752.58362182617,0.001,149,-507.48044284,100.0,173600,681.3009436035156
173800,1167,1740,18706.670814208985,0.001,149,-508.30440996,100.0,174000,677.3935498046875
174200,1170,1744,18926.20821655273,0.001,149,-508.25765809,100.0,174400,672.0836865234373
174600,1172,1748,21879.458088989257,0.001,149,-508.52804001,100.0,174800,652.8717016601563
175000,1175,1752,16072.738757934569,0.001,149,-508.53653108,100.0,175200,642.0351672363281
175400,1178,1756,21387.791605834962,0.001,149,-508.49592227,100.0,175600,670.6390490722656
175800,1180,1760,15828.844215393066,0.001,149,-508.34832268,100.0,176000,641.3309033203125
176200,1183,1764,13177.06868774414,0.001,149,-508.58713831,100.0,176400,651.2166821289062
176600,1186,1768,13209.561612854004,0.001,149,-507.9820279,100.0,176800,640.3840533447267
177000,1188,1772,17651.19957458496,0.001,149,-509.14243382,100.0,177200,641.1324304199219
177400,1191,1776,21709.832800903318,0.001,149,-509.02242424,100.0,177600,645.8976184082031
177800,1194,1780,12677.624772644043,0.001,149,-509.28082126,100.0,178000,640.9238635253906
178200,1197,1784,24507.06076019287,0.001,149,-509.26394553,100.0,178400,634.5576696777342
178600,1199,1788,27347.876726074213,0.001,149,-509.16206364,100.0,178800,644.3167236328125
179000,1202,1792,24912.863356933594,0.001,149,-509.33119692,100.0,179200,631.4893896484375
179400,1205,1796,20892.00020263672,0.001,149,-509.04393438,100.0,179600,629.8678436279298
179800,1207,1800,18111.835020751954,0.001,149,-508.76834889,100.0,180000,633.6978601074219
180200,1210,1804,14912.462370910645,0.001,149,-508.97101307,100.0,180400,636.1130981445312
180600,1212,1808,18466.29911743164,0.001,149,-508.90673107,100.0,180800,623.2387121582033
181000,1215,1812,18655.471235961915,0.001,149,-508.86079392,100.0,181200,630.962685546875
181400,1218,1816,21234.971467895502,0.001,149,-508.84465869,100.0,181600,630.2346179199219
181800,1220,1820,17710.356535644532,0.001,149,-509.006731,100.0,182000,612.9108990478517
182200,1223,1824,10392.664850463869,0.001,149,-508.7323362,100.0,182400,632.4207678222656
182600,1225,1828,17177.25482788086,0.001,149,-508.62174828,100.0,182800,622.1105413818359
183000,1228,1832,15908.720024719238,0.001,149,-508.91193659,100.0,183200,647.4819488525392
183400,1231,1836,21472.23551086426,0.001,149,-509.17246405,100.0,183600,619.7473913574219
183800,1233,1840,18292.55604064941,0.001,149,-508.24193857,100.0,184000,590.3620953369142
184200,1236,1844,20199.70726196289,0.001,149,-508.25173965,100.0,184400,622.5745989990235
184600,1239,1848,20895.992117919923,0.001,149,-508.0070431,100.0,184800,603.1979821777344
185000,1241,1852,11205.694839477539,0.001,149,-508.10292378,100.0,185200,615.3730798339842
185400,1244,1856,14027.919500732422,0.001,149,-507.81438372,100.0,185600,632.5461560058594
185800,1247,1860,19278.809349365238,0.001,149,-508.96482535,100.0,186000,630.9834771728515
186200,1249,1864,13593.338309326173,0.001,149,-508.93267492,100.0,186400,611.4806262207031
186600,1252,1868,9190.049868774417,0.001,149,-508.69675085,100.0,186800,615.6656066894533
187000,1255,1872,17282.57971069336,0.001,149,-507.43453443,100.0,187200,601.301908569336
187400,1258,1876,14642.415873413083,0.001,149,-507.31578797,100.0,187600,621.6312145996094
187800,1260,1880,14442.620232543943,0.001,149,-507.23399363,100.0,188000,634.0175653076171
188200,1263,1884,13606.37907562256,0.001,149,-507.41762911,100.0,188400,614.0337921142577
188600,1266,1888,18203.676266784667,0.001,149,-507.79440765,100.0,188800,611.692177734375
189000,1268,1892,10719.947962341308,0.001,149,-507.67736889,100.0,189200,607.4263897705079
189400,1271,1896,8798.548052978516,0.001,149,-507.92010969,100.0,189600,615.0421990966797
189800,1274,1900,18319.72680206299,0.001,149,-507.95082067,100.0,190000,601.236396484375
190200,1276,1904,15712.488670043946,0.001,149,-507.77263219,100.0,190400,621.0470343017578
190600,1279,1908,18600.1370993042,0.001,149,-508.03217572,100.0,190800,612.0585272216798
191000,1282,1912,29949.644311523443,0.001,149,-508.16522631,100.0,191200,610.6834240722658
191400,1285,1916,26007.09000610352,0.001,149,-508.17292945,100.0,191600,603.7039654541015
191800,1287,1920,15948.014657287598,0.001,149,-507.91738589,100.0,192000,605.3628045654298
192200,1290,1924,25855.09113952637,0.001,149,-508.07577372000003,100.0,192400,590.5320349121092
192600,1293,1928,13966.505842590332,0.001,149,-508.45505516000003,100.0,192800,613.6706262207031
193000,1295,1932,18211.26561767578,0.001,149,-508.12268819999997,100.0,193200,611.4433996582031
193400,1298,1936,19601.24034362793,0.001,149,-509.2991882,100.0,193600,602.5215936279296
193800,1301,1940,21774.95235778809,0.001,149,-509.25482615,100.0,194000,604.6065307617188
194200,1304,1944,12058.125643615722,0.001,149,-509.07475884,100.0,194400,591.2954736328123
194600,1306,1948,17064.72558288574,0.001,149,-509.01210206,100.0,194800,600.7991021728517
195000,1309,1952,13802.338026428222,0.001,149,-508.94856257,100.0,195200,600.1962139892578
195400,1312,1956,13427.462901611329,0.001,149,-509.17938463,100.0,195600,615.289330444336
195800,1314,1960,9049.094229431152,0.001,149,-508.20006565,100.0,196000,588.8123046875
196200,1317,1964,12909.966123046876,0.001,149,-507.98883047,100.0,196400,601.1931225585937
196600,1320,1968,11845.905847473145,0.001,149,-508.29962503,100.0,196800,610.3007977294923
197000,1322,1972,12320.785077819824,0.001,149,-508.39227533,100.0,197200,605.1121649169922
197400,1325,1976,14795.175741577148,0.001,149,-508.16840382,100.0,197600,607.7863311767577
197800,1328,1980,17563.783461608888,0.001,149,-508.2954495,100.0,198000,582.0783526611327
198200,1330,1984,17475.043832092284,0.001,149,-508.14778481999997,100.0,198400,595.3761328125
198600,1333,1988,14815.879041137696,0.001,149,-507.91256879,100.0,198800,597.5551013183592
199000,1336,1992,19867.20259552002,0.001,149,-508.00085439,100.0,199200,610.63388671875
199400,1338,1996,15984.61058959961,0.001,149,-507.84876004,100.0,199600,611.8991302490234
199800,1341,2000,21644.10567321777,0.001,149,-507.80080373,100.0,200000,566.3489477539063
200200,1344,2004,21747.360390014648,0.001,149,-508.12456643,100.0,200400,612.9240789794923
200600,1347,2008,18300.147065429686,0.001,149,-508.13045338,100.0,200800,592.2788287353517
201000,1349,2012,22580.280031127928,0.001,149,-508.23942373,100.0,201200,588.8366900634767
201400,1352,2016,19372.44648956299,0.001,149,-510.62469695,100.0,201600,604.5625830078125
201800,1355,2020,8119.310567321777,0.001,149,-510.576367,100.0,202000,594.6908172607423
202200,1357,2024,13269.472121582032,0.001,149,-510.55323496,100.0,202400,582.78681640625
202600,1360,2028,23096.125670776368,0.001,149,-510.40558498,100.0,202800,589.2310656738281
203000,1363,2032,16683.094073181153,0.001,149,-510.35050944,100.0,203200,590.0070153808592
203400,1365,2036,15686.212628173827,0.001,149,-509.06026537,100.0,203600,572.6043267822265
203800,1368,2040,24033.320108642583,0.001,149,-509.10404915,100.0,204000,586.36658203125
204200,1371,2044,15450.014987182618,0.001,149,-509.21747846,100.0,204400,597.3218231201173
204600,1373,2048,26841.52456237793,0.001,149,-509.02922267,100.0,204800,573.6855688476562
205000,1376,2052,25371.635567626952,0.001,149,-509.17090282,100.0,205200,588.1758703613283
205400,1379,2056,9386.518202819825,0.001,149,-509.06793021,100.0,205600,599.8669274902344
205800,1381,2060,15663.760840454102,0.001,149,-509.10064229,100.0,206000,577.0552471923827
206200,1384,2064,10605.221170959472,0.001,149,-509.4772503,100.0,206400,573.6533666992187
206600,1387,2068,20396.56966888428,0.001,149,-509.19087027,100.0,206800,577.2513018798827
207000,1390,2072,18325.47010314941,0.001,149,-509.36506442,100.0,207200,575.1625018310548
207400,1392,2076,12886.544703674317,0.001,149,-509.47286467,100.0,207600,582.0654772949217
207800,1395,2080,16086.403288574218,0.001,149,-509.59847177,100.0,208000,598.354609375
208200,1398,2084,8125.874069824219,0.001,149,-509.69806619999997,100.0,208400,567.9942626953125
208600,1400,2088,24156.317401123048,0.001,149,-509.8140771,100.0,208800,559.9483813476562
209000,1403,2092,10108.272900390624,0.001,149,-509.7435861,100.0,209200,575.4628002929687
209400,1406,2096,19201.00407714844,0.001,149,-509.60305741,100.0,209600,587.3082360839844
209800,1408,2100,7371.419744873046,0.001,149,-509.69020805,100.0,210000,593.3929443359375
210200,1411,2104,21799.38530700684,0.001,149,-509.22593615,100.0,210400,566.8956298828125
210600,1413,2108,22406.399941711425,0.001,149,-509.15681016999997,100.0,210800,592.1545758056642
211000,1416,2112,18491.32015686035,0.001,149,-509.01354555,100.0,211200,577.4954516601563
211400,1419,2116,11272.634981079102,0.001,149,-506.69404569,100.0,211600,569.0786755371092
211800,1421,2120,21517.055562133788,0.001,149,-506.86820627,100.0,212000,573.0035772705078
212200,1424,2124,16379.09400970459,0.001,149,-506.72290519,100.0,212400,561.506264038086
212600,1426,2128,14969.77810180664,0.001,149,-506.67928182,100.0,212800,569.7443273925783
213000,1429,2132,13941.48263671875,0.001,149,-506.87105019,100.0,213200,566.3903900146485
213400,1432,2136,12505.7068069458,0.001,149,-507.03178857,100.0,213600,550.1620635986328
213800,1434,2140,10117.560952148437,0.001,149,-507.00233818,100.0,214000,552.7046862792969
214200,1437,2144,13029.291132507324,0.001,149,-507.09364005,100.0,214400,562.8773529052735
214600,1440,2148,16710.806618652343,0.001,149,-507.49747791,100.0,214800,568.5286291503908
215000,1442,2152,15461.130263671876,0.001,149,-507.34771995,100.0,215200,546.0255487060547
215400,1445,2156,28346.632280273443,0.001,149,-507.62810188,100.0,215600,547.0938031005859
215800,1448,2160,12677.239013061524,0.001,149,-507.62891848,100.0,216000,556.66310546875
216200,1451,2164,15811.43903289795,0.001,149,-507.40950662,100.0,216400,539.0796801757813
216600,1453,2168,16344.470610961916,0.001,149,-507.77965967,100.0,216800,559.7284783935547
217000,1456,2172,17291.93223815918,0.001,149,-507.73036256,100.0,217200,569.0255377197267
217400,1459,2176,10741.773112182616,0.001,149,-507.88203626,100.0,217600,563.5082495117188
217800,1461,2180,20121.246466064455,0.001,149,-508.03557237,100.0,218000,549.4060980224608
218200,1464,2184,21660.241752624508,0.001,149,-508.37070233,100.0,218400,545.1143060302734
218600,1467,2188,17952.093961791994,0.001,149,-508.31656469,100.0,218800,549.6848565673828
219000,1469,2192,12144.007380371091,0.001,149,-508.31455572,100.0,219200,561.1780651855469
219400,1472,2196,16182.010173339844,0.001,149,-508.6979996,100.0,219600,544.2110858154297
219800,1475,2200,10391.67821624756,0.001,149,-508.94413175,100.0,220000,523.728076171875
220200,1478,2204,12339.649351196289,0.001,149,-509.11138065,100.0,220400,529.3070739746094
220600,1480,2208,11187.704276428225,0.001,149,-509.31774087,100.0,220800,539.8792175292969
221000,1483,2212,16643.15442047119,0.001,149,-509.21850143,100.0,221200,517.5886608886718
221400,1486,2216,9661.201057128908,0.001,149,-509.18164219,100.0,221600,524.4714660644531
221800,1488,2220,14452.330633544922,0.001,149,-509.31829214,100.0,222000,535.6384777832031
222200,1491,2224,25999.589938354493,0.001,149,-509.48279306,100.0,222400,529.4969885253906
222600,1494,2228,16966.786691894533,0.001,149,-509.37681935,100.0,222800,534.621572265625
223000,1496,2232,24444.466347045898,0.001,149,-509.32355035,100.0,223200,540.2848760986328
223400,1499,2236,20655.331689147948,0.001,149,-509.34061213,100.0,223600,528.1704650878906
223800,1502,2240,18428.1712512207,0.001,149,-511.58430314,100.0,224000,532.163306274414
224200,1505,2244,20689.592431030276,0.001,149,-511.4877734,100.0,224400,528.4194061279297
224600,1507,2248,8151.268318481445,0.001,149,-511.40629885,100.0,224800,517.8357708740234
225000,1510,2252,19269.955456542968,0.001,149,-511.54133296,100.0,225200,536.1027893066406
225400,1513,2256,16036.367490844726,0.001,149,-512.51348391,100.0,225600,533.5239007568358
225800,1515,2260,12870.787105102541,0.001,149,-512.28596576,100.0,226000,512.9480139160156
226200,1518,2264,19404.33679321289,0.001,149,-513.68360569,100.0,226400,527.0348028564454
226600,1521,2268,16335.318408813477,0.001,149,-513.82613366,100.0,226800,505.0116400146485
227000,1523,2272,12322.619567565918,0.001,149,-513.97130012,100.0,227200,529.3984735107422
227400,1526,2276,11940.584934387207,0.001,149,-514.00366739,100.0,227600,531.3118640136719
227800,1529,2280,12695.681113891602,0.001,149,-513.67747805,100.0,228000,538.5141320800781
228200,1532,2284,12979.149382629397,0.001,149,-513.24070149,100.0,228400,519.6457556152344
228600,1534,2288,17112.342286071776,0.001,149,-513.12246362,100.0,228800,507.72365234375
229000,1537,2292,11701.667185668943,0.001,149,-513.0825526899999,100.0,229200,517.8166058349609
229400,1540,2296,16653.779525146485,0.001,149,-513.30572339,100.0,229600,544.2621350097656
229800,1542,2300,17852.18164428711,0.001,149,-513.12723192,100.0,230000,524.1169421386719
230200,1545,2304,19349.523991088867,0.001,149,-514.46656932,100.0,230400,515.3394982910156
230600,1548,2308,14441.829107666015,0.001,149,-514.24363334,100.0,230800,508.87095825195314
231000,1550,2312,15863.03419998169,0.001,149,-514.59264645,100.0,231200,512.1278063964844
231400,1553,2316,8579.134889221192,0.001,149,-514.32168926,100.0,231600,514.1618273925782
231800,1556,2320,6388.4294747924805,0.001,149,-514.2028121,100.0,232000,517.2224963378907
232200,1559,2324,11977.466114501953,0.001,149,-514.22689958,100.0,232400,521.5572564697267
232600,1561,2328,10181.510395355224,0.001,149,-514.49376845,100.0,232800,509.35779846191406
233000,1564,2332,16024.24633392334,0.001,149,-514.87065316,100.0,233200,513.722007446289
233400,1567,2336,15211.151467590333,0.001,149,-514.93577269,100.0,233600,494.9980810546875
233800,1569,2340,11424.61012512207,0.001,149,-512.7102012,100.0,234000,509.3962609863281
234200,1572,2344,12712.179878845214,0.001,149,-513.99045282,100.0,234400,511.9459436035156
234600,1575,2348,10804.22435913086,0.001,149,-514.10292812,100.0,234800,506.50942077636716
235000,1577,2352,13477.594761657714,0.001,149,-514.0827739,100.0,235200,526.1850262451172
235400,1580,2356,15530.863073730468,0.001,149,-512.73295554,100.0,235600,494.72422790527344
235800,1583,2360,11444.576184692383,0.001,149,-512.92016089,100.0,236000,498.77025390625
236200,1586,2364,7521.312107849121,0.001,149,-511.91662445,100.0,236400,509.89287658691404
236600,1588,2368,11624.625880737305,0.001,149,-511.43592649,100.0,236800,504.86599365234383
237000,1591,2372,14974.736810302737,0.001,149,-511.27340134,100.0,237200,492.3123394775391
237400,1594,2376,12720.16522064209,0.001,149,-511.11573903,100.0,237600,514.8639678955078
237800,1596,2380,14349.39962677002,0.001,149,-511.0328797,100.0,238000,510.05808837890623
238200,1599,2384,13426.50147644043,0.001,149,-511.07099437,100.0,238400,505.5740509033203
238600,1602,2388,22229.76004180908,0.001,149,-511.42877934,100.0,238800,516.9674365234375
239000,1604,2392,15936.240100708008,0.001,149,-511.45867699,100.0,239200,491.857357788086
239400,1607,2396,14422.044825897217,0.001,149,-511.30909185,100.0,239600,494.12298095703125
239800,1610,2400,15950.87604248047,0.001,149,-511.22412182,100.0,240000,493.775166015625
240200,1612,2404,11517.26600479126,0.001,149,-510.04972258,100.0,240400,500.56710205078133
240600,1615,2408,9056.092426757812,0.001,149,-510.27109555,100.0,240800,494.14446044921874
241000,1617,2412,15005.625735168456,0.001,149,-510.03178982000003,100.0,241200,500.433935546875
241400,1620,2416,15346.334485168458,0.001,149,-510.53169611,100.0,241600,479.0518640136719
241800,1622,2420,12266.470299072264,0.001,149,-510.57017409,100.0,242000,497.28395568847657
242200,1625,2424,11251.811678466796,0.001,149,-510.64852588,100.0,242400,501.8948669433594
242600,1628,2428,25947.105174560547,0.001,149,-510.34560664,100.0,242800,498.11271484375
243000,1630,2432,13355.916700134278,0.001,149,-510.27344786,100.0,243200,498.1929718017577
243400,1633,2436,7321.359541931152,0.001,149,-510.11791493,100.0,243600,494.816318359375
243800,1636,2440,12361.179584960935,0.001,149,-509.99161896,100.0,244000,494.54982116699216
244200,1638,2444,16734.279644165043,0.001,149,-508.94394277,100.0,244400,510.56209716796883
244600,1641,2448,12633.622579956054,0.001,149,-508.60074757,100.0,244800,506.4089129638672
245000,1644,2452,6751.300302124024,0.001,149,-508.44888929,100.0,245200,500.9177941894531
