train/n_updates,time/time_elapsed,time/episodes,train/critic_loss,train/learning_rate,time/fps,rollout/ep_rew_mean,rollout/ep_len_mean,time/total_timesteps,train/actor_loss
369000,2476,3692,11134.738484039306,0.001,149,-516.70979365,100.0,369200,486.8002947998047
369400,2479,3696,11460.870262451172,0.001,149,-516.89267373,100.0,369600,490.0479510498047
369800,2482,3700,11889.156384887696,0.001,149,-516.64125055,100.0,370000,474.00161315917967
370200,2484,3704,9405.48382080078,0.001,149,-516.43884903,100.0,370400,488.8240362548828
370600,2487,3708,12066.344368896484,0.001,149,-516.13764872,100.0,370800,462.5807275390625
371000,2490,3712,11041.543361816406,0.001,149,-515.61560381,100.0,371200,473.8868640136719
371400,2492,3716,11967.513938598633,0.001,149,-515.45928067,100.0,371600,469.01649597167966
371800,2495,3720,10297.981398925782,0.001,149,-515.50284392,100.0,372000,473.14377502441414
372200,2498,3724,16359.700373687745,0.001,149,-515.49341984,100.0,372400,469.245591430664
372600,2501,3728,5100.594726715088,0.001,149,-515.13835084,100.0,372800,466.2985217285157
373000,2503,3732,9820.276452484131,0.001,149,-515.11286191,100.0,373200,475.860599975586
373400,2506,3736,7960.91221862793,0.001,149,-514.47576559,100.0,373600,465.7107922363281
373800,2509,3740,10456.29563934326,0.001,149,-514.1028449,100.0,374000,465.5841101074218
374200,2511,3744,10779.875986022951,0.001,149,-513.56212688,100.0,374400,449.5955126953125
374600,2514,3748,10651.608279571534,0.001,149,-512.68464086,100.0,374800,466.31881286621086
375000,2517,3752,9966.168329467771,0.001,149,-512.36065533,100.0,375200,458.6601629638672
375400,2519,3756,9474.676836547851,0.001,149,-510.34378453,100.0,375600,461.31092041015626
375800,2522,3760,12354.77080154419,0.001,149,-510.15596408,100.0,376000,478.4324304199219
376200,2525,3764,10392.067369537352,0.001,149,-509.98573463,100.0,376400,454.3207202148437
376600,2527,3768,11450.868431091309,0.001,149,-510.23100549000003,100.0,376800,457.49685119628913
377000,2530,3772,12046.752968902589,0.001,149,-509.95330823,100.0,377200,473.11355407714836
377400,2533,3776,6166.009778289795,0.001,149,-509.9109828,100.0,377600,451.9442218017578
377800,2535,3780,5116.827869110108,0.001,149,-509.87596185,100.0,378000,457.9256896972656
378200,2538,3784,6146.283118591308,0.001,149,-509.83198196,100.0,378400,443.3581439208984
378600,2541,3788,10251.624238433838,0.001,149,-509.9804199,100.0,378800,459.4712957763672
379000,2543,3792,12470.295947875977,0.001,149,-510.01452572,100.0,379200,454.1898547363281
379400,2546,3796,6974.212730560303,0.001,149,-509.68701739,100.0,379600,448.8551403808594
379800,2549,3800,12968.39786956787,0.001,149,-509.40309995,100.0,380000,440.522138671875
380200,2551,3804,5698.228508300781,0.001,149,-509.93944549,100.0,380400,451.10479431152345
380600,2554,3808,9134.318916473387,0.001,149,-509.64419637,100.0,380800,443.7502331542969
381000,2557,3812,11236.592343139648,0.001,149,-509.30102567,100.0,381200,463.56732849121096
381400,2560,3816,7649.879230957031,0.001,149,-509.04237878,100.0,381600,444.059927368164
381800,2562,3820,8330.258504028321,0.001,149,-509.02185747,100.0,382000,439.0939807128905
382200,2565,3824,9767.731398010254,0.001,149,-511.40777502,100.0,382400,438.92816284179685
382600,2568,3828,9295.38372680664,0.001,149,-511.37130361,100.0,382800,437.17134643554687
383000,2570,3832,6718.865697937012,0.001,149,-511.31659281,100.0,383200,447.3374493408203
383400,2573,3836,7203.076275634766,0.001,149,-512.6200594,100.0,383600,454.12764343261716
383800,2576,3840,10695.712617492676,0.001,149,-512.81654266,100.0,384000,443.9042541503906
384200,2578,3844,8744.327739868164,0.001,149,-512.6442928,100.0,384400,433.45191955566406
384600,2581,3848,8326.873154449462,0.001,149,-514.14771351,100.0,384800,424.2458477783203
385000,2584,3852,11920.736824035645,0.001,149,-513.98668403,100.0,385200,442.79263671875
385400,2586,3856,7499.092992858887,0.001,149,-513.8234399,100.0,385600,437.85153747558587
385800,2589,3860,12949.545174865725,0.001,149,-513.60497072,100.0,386000,432.0317950439453
386200,2592,3864,12251.935155334473,0.001,149,-515.08487853,100.0,386400,437.066763305664
386600,2595,3868,7197.244985046385,0.001,149,-514.22653596,100.0,386800,421.67678955078117
387000,2597,3872,14063.975516204831,0.001,149,-515.30372293,100.0,387200,433.8388116455078
387400,2600,3876,4207.015527648926,0.001,149,-515.35598727,100.0,387600,422.66589904785167
387800,2603,3880,11096.213113555908,0.001,149,-515.13742396,100.0,388000,424.47764221191414
388200,2605,3884,7127.693065795898,0.001,149,-514.64203226,100.0,388400,427.16383178710936
388600,2608,3888,3166.4136769103998,0.001,149,-514.56679186,100.0,388800,403.46495666503904
389000,2610,3892,9369.56422531128,0.001,149,-516.95323933,100.0,389200,420.2680657958985
389400,2613,3896,3402.598837127685,0.001,149,-516.69826155,100.0,389600,414.81651184082034
389800,2616,3900,11932.937531585694,0.001,149,-516.98601231,100.0,390000,424.5697039794922
390200,2618,3904,8675.092000274659,0.001,149,-517.87107342,100.0,390400,412.0743920898437
390600,2621,3908,10265.399565582275,0.001,149,-518.22256284,100.0,390800,428.6713165283203
391000,2623,3912,9554.254744300844,0.001,149,-519.89163919,100.0,391200,411.8721533203125
391400,2626,3916,15653.523309020997,0.001,149,-519.93662311,100.0,391600,410.1798602294922
391800,2629,3920,8558.822401733398,0.001,149,-519.70464814,100.0,392000,414.8702355957032
392200,2632,3924,7441.424971466065,0.001,149,-517.24745496,100.0,392400,418.671240234375
392600,2634,3928,11881.08566635132,0.001,149,-517.42939003,100.0,392800,412.9358801269531
393000,2637,3932,5157.764362487793,0.001,149,-517.92651098,100.0,393200,404.2894641113281
393400,2640,3936,6753.9752344512935,0.001,149,-516.51345244,100.0,393600,405.52099365234375
393800,2642,3940,10261.00717803955,0.001,149,-516.52215906,100.0,394000,411.0258709716797
394200,2645,3944,12435.984875488279,0.001,149,-516.7478003800001,100.0,394400,414.07003112792967
394600,2648,3948,8177.131411285401,0.001,149,-515.39982801,100.0,394800,399.8218518066406
395000,2650,3952,5930.418659667967,0.001,149,-515.52268088,100.0,395200,411.3029229736328
395400,2653,3956,9734.601730651855,0.001,149,-515.65498611,100.0,395600,401.2589868164063
395800,2656,3960,8348.790106887818,0.001,149,-516.65664631,100.0,396000,407.9852185058594
396200,2658,3964,9938.788786468504,0.001,149,-515.47650309,100.0,396400,408.19092651367197
396600,2661,3968,4259.820317230226,0.001,149,-515.98230023,100.0,396800,393.6166027832031
397000,2664,3972,8832.361564636229,0.001,149,-515.08586301,100.0,397200,414.00612548828127
397400,2666,3976,8140.561749877928,0.001,149,-514.9378033200001,100.0,397600,399.49313537597664
397800,2669,3980,11048.403179321289,0.001,149,-515.15343772,100.0,398000,415.12370727539053
398200,2672,3984,6207.796579895021,0.001,149,-514.99585414,100.0,398400,391.492744140625
398600,2675,3988,14470.945138549805,0.001,149,-514.97075209,100.0,398800,391.59231140136717
399000,2677,3992,8020.697716369629,0.001,149,-512.50869712,100.0,399200,397.8372790527344
399400,2680,3996,14530.429174957275,0.001,149,-512.87138929,100.0,399600,418.5064758300781
399800,2683,4000,7854.265686035156,0.001,149,-512.97709312,100.0,400000,405.2794885253906
400200,2685,4004,9012.757551116945,0.001,149,-511.88188632,100.0,400400,392.3434045410156
400600,2688,4008,2296.4578974914552,0.001,149,-511.97968875,100.0,400800,403.73115112304686
401000,2691,4012,6617.427222747803,0.001,149,-510.48924766,100.0,401200,412.8678143310546
401400,2693,4016,2102.620750579834,0.001,149,-510.62185204,100.0,401600,397.99622619628906
401800,2696,4020,12491.267619781494,0.001,149,-510.53174058999997,100.0,402000,413.5220684814452
402200,2699,4024,7650.911920471191,0.001,149,-510.78095777,100.0,402400,404.2553350830078
402600,2701,4028,14206.174506225589,0.001,149,-510.9838505,100.0,402800,403.5855944824218
403000,2704,4032,7061.143444671631,0.001,149,-510.5085548,100.0,403200,410.680474243164
403400,2707,4036,9949.577387390136,0.001,149,-510.55980045,100.0,403600,407.30861022949216
403800,2709,4040,9028.004539794922,0.001,149,-510.48454331,100.0,404000,410.98659423828127
404200,2712,4044,8895.824086608887,0.001,149,-510.41632302,100.0,404400,410.7268768310547
404600,2715,4048,3662.166569671631,0.001,149,-510.27603998,100.0,404800,414.62832763671867
405000,2718,4052,7702.469108734131,0.001,149,-510.27903093,100.0,405200,411.596884765625
405400,2720,4056,9057.87264465332,0.001,149,-510.58321,100.0,405600,414.92610412597656
405800,2723,4060,7322.431306152343,0.001,149,-509.43069505,100.0,406000,423.713175048828
406200,2726,4064,5097.202618560791,0.001,149,-509.31109097,100.0,406400,421.2625079345703
406600,2728,4068,15235.07856277466,0.001,149,-508.92685392,100.0,406800,406.9913861083984
407000,2731,4072,8360.989418106079,0.001,149,-508.44101979,100.0,407200,408.27880432128893
407400,2734,4076,9147.942284774781,0.001,149,-508.44348213,100.0,407600,412.58249267578117
407800,2736,4080,10685.946551818848,0.001,149,-508.04825211,100.0,408000,403.3515563964844
408200,2739,4084,14832.71686164856,0.001,149,-508.14289739,100.0,408400,407.23393127441415
408600,2742,4088,8251.490259399414,0.001,149,-508.02758647,100.0,408800,414.1731884765625
409000,2744,4092,6731.670718383789,0.001,149,-508.41034577,100.0,409200,425.6613848876953
409400,2747,4096,6669.138480072022,0.001,149,-508.48012937,100.0,409600,411.85745178222663
409800,2750,4100,10461.254542388917,0.001,149,-508.32989397,100.0,410000,409.3564532470703
410200,2752,4104,4727.749810028076,0.001,149,-507.9141367,100.0,410400,412.0167645263672
410600,2755,4108,15189.349596862792,0.001,149,-507.68972188,100.0,410800,408.08936584472656
411000,2758,4112,12409.351535339356,0.001,149,-508.00850512,100.0,411200,414.7993762207032
411400,2760,4116,10727.05683883667,0.001,149,-507.91232657,100.0,411600,405.5574694824219
411800,2763,4120,5209.574296951294,0.001,149,-507.90096631,100.0,412000,414.2210137939453
412200,2766,4124,13029.92783782959,0.001,149,-507.70562181,100.0,412400,409.73725158691406
412600,2768,4128,10381.644633789063,0.001,149,-507.34532887,100.0,412800,428.010050048828
413000,2771,4132,11124.810171356201,0.001,149,-507.63557929,100.0,413200,426.23184997558593
413400,2774,4136,8932.973818969727,0.001,149,-507.50607582,100.0,413600,428.45845581054687
413800,2776,4140,10548.263034820555,0.001,149,-507.66390047,100.0,414000,411.3227618408203
414200,2779,4144,4835.599375915527,0.001,149,-507.81529368,100.0,414400,423.13513427734375
414600,2782,4148,9191.917867584229,0.001,149,-508.00889217,100.0,414800,414.7245477294922
415000,2785,4152,8231.308083648682,0.001,149,-507.93399132,100.0,415200,401.46547912597663
415400,2787,4156,4202.488883361816,0.001,149,-507.41925462,100.0,415600,431.5637115478515
415800,2790,4160,5621.073633728029,0.001,149,-507.72064902,100.0,416000,427.7981317138672
416200,2793,4164,9714.970786437989,0.001,149,-507.64302693,100.0,416400,414.10188842773437
416600,2795,4168,9331.7297026062,0.001,149,-507.59319289,100.0,416800,419.39132751464837
417000,2798,4172,7342.237278366088,0.001,149,-507.73418644,100.0,417200,426.8439270019532
417400,2801,4176,12564.007032165528,0.001,149,-507.72805256,100.0,417600,420.5475946044922
417800,2803,4180,7242.509504699707,0.001,149,-507.80214373,100.0,418000,425.92000915527336
418200,2806,4184,10566.444186706543,0.001,149,-507.79435068,100.0,418400,420.37224670410166
418600,2809,4188,10611.96844833374,0.001,149,-509.03225331,100.0,418800,416.8731256103516
419000,2811,4192,4024.694679145813,0.001,149,-508.8520112,100.0,419200,420.2691979980469
419400,2814,4196,7386.809834747314,0.001,149,-508.88484213,100.0,419600,421.93716064453133
419800,2816,4200,5605.98017578125,0.001,149,-508.74014391000003,100.0,420000,412.8451770019531
420200,2819,4204,13747.403135681152,0.001,149,-508.78155849,100.0,420400,423.98353942871086
420600,2822,4208,10305.706595611573,0.001,149,-508.77913488,100.0,420800,418.1440002441406
421000,2824,4212,8086.259370117187,0.001,149,-508.45954629,100.0,421200,426.2827819824218
421400,2827,4216,5184.913670654297,0.001,149,-508.21695972,100.0,421600,440.5548272705078
421800,2829,4220,6618.950153503418,0.001,149,-508.38235964,100.0,422000,417.6741778564452
422200,2832,4224,7853.014435272215,0.001,149,-508.35951105,100.0,422400,408.35032165527343
422600,2835,4228,9810.336557922365,0.001,149,-508.56579227,100.0,422800,424.0988830566406
423000,2838,4232,14990.632097778318,0.001,149,-508.32478881,100.0,423200,420.78360656738283
423400,2840,4236,10648.692560424803,0.001,149,-508.57094671,100.0,423600,412.47173461914076
423800,2843,4240,10558.014397354124,0.001,149,-508.56107309,100.0,424000,417.22377868652336
424200,2846,4244,8350.440887145996,0.001,149,-508.44885151,100.0,424400,421.8047534179688
424600,2848,4248,11863.236144256593,0.001,149,-508.4558477,100.0,424800,402.0783367919922
425000,2851,4252,7545.47694229126,0.001,149,-508.77629383,100.0,425200,405.13144104003914
425400,2854,4256,15826.95627029419,0.001,149,-509.11425057,100.0,425600,417.6467742919922
425800,2856,4260,7594.485304260253,0.001,149,-509.09318681999997,100.0,426000,409.45036193847665
426200,2859,4264,13189.568652191165,0.001,149,-508.8454931,100.0,426400,417.5828887939453
426600,2862,4268,3925.2827759552,0.001,149,-508.87634009,100.0,426800,410.85856384277344
427000,2864,4272,7582.120083770752,0.001,149,-508.82639093,100.0,427200,412.3505267333985
427400,2867,4276,4000.25707107544,0.001,149,-508.56384563,100.0,427600,418.75338806152337
427800,2870,4280,11107.128701782229,0.001,149,-508.50183057,100.0,428000,415.17265197753915
428200,2872,4284,8678.895636444091,0.001,149,-508.53519903,100.0,428400,414.5982312011719
428600,2875,4288,10243.765088806153,0.001,149,-507.15404003,100.0,428800,425.21150329589835
429000,2878,4292,7521.385442962646,0.001,149,-507.37276918,100.0,429200,410.8900897216797
429400,2881,4296,6033.021832580566,0.001,149,-507.19508297,100.0,429600,426.1835424804688
429800,2883,4300,7648.410965881348,0.001,149,-507.37516397,100.0,430000,412.0036474609375
430200,2886,4304,10304.868363342284,0.001,149,-507.51396309,100.0,430400,416.5612713623047
430600,2889,4308,6919.907151641844,0.001,149,-507.26904976,100.0,430800,414.14424743652336
431000,2891,4312,10453.109272460937,0.001,149,-507.22025122,100.0,431200,424.9783703613281
431400,2894,4316,12524.138824615478,0.001,149,-507.33933666,100.0,431600,447.14968994140617
431800,2897,4320,12433.594095001221,0.001,149,-507.17338301,100.0,432000,416.56984313964836
432200,2899,4324,8729.467730255126,0.001,149,-507.1089582,100.0,432400,428.2380450439453
432600,2902,4328,9158.217358398437,0.001,149,-507.08160221,100.0,432800,423.8629541015625
433000,2905,4332,5446.094283905029,0.001,149,-507.01540542,100.0,433200,420.9073132324218
433400,2908,4336,5304.153182678223,0.001,149,-507.02805153,100.0,433600,424.56107421875
433800,2910,4340,11893.830595397949,0.001,149,-507.04440258,100.0,434000,424.21178955078125
434200,2913,4344,5283.545905456543,0.001,149,-506.7841992,100.0,434400,422.861693725586
434600,2916,4348,5924.5064419555665,0.001,149,-506.69540616,100.0,434800,425.8138684082031
435000,2918,4352,12086.47915145874,0.001,149,-506.36287999,100.0,435200,433.7642279052735
435400,2921,4356,12639.562966003416,0.001,149,-506.18000624,100.0,435600,413.66011596679687
435800,2924,4360,12908.855575408936,0.001,149,-506.14298,100.0,436000,424.24522277832034
436200,2926,4364,5110.295354766846,0.001,149,-506.1350671,100.0,436400,416.5076318359375
436600,2929,4368,13431.112894592285,0.001,149,-506.26589631,100.0,436800,412.97136474609374
437000,2932,4372,8018.432841186524,0.001,149,-506.13272518,100.0,437200,432.9129022216797
437400,2934,4376,10721.21955368042,0.001,149,-506.3543601,100.0,437600,426.685912475586
437800,2937,4380,8001.063099899292,0.001,149,-506.37401927,100.0,438000,418.37429382324217
438200,2940,4384,9505.7535736084,0.001,149,-506.40815145,100.0,438400,414.19117065429685
438600,2942,4388,15413.228996124268,0.001,149,-506.56778833,100.0,438800,418.97659729003914
439000,2945,4392,10245.475749816896,0.001,149,-506.13015708,100.0,439200,422.6735565185547
439400,2948,4396,9670.06077972412,0.001,149,-505.98785064,100.0,439600,416.4880310058594
439800,2950,4400,5599.515142974854,0.001,149,-505.7267009,100.0,440000,428.8802899169922
440200,2953,4404,6683.962436752319,0.001,149,-505.38072408,100.0,440400,429.05299072265626
440600,2956,4408,3810.185963745117,0.001,149,-505.75973166,100.0,440800,425.10768249511716
441000,2959,4412,7210.972938690185,0.001,149,-506.01653227,100.0,441200,428.69177612304685
441400,2961,4416,9176.351463317873,0.001,149,-506.16503398,100.0,441600,411.4671405029297
441800,2964,4420,4818.985587768555,0.001,149,-506.43218342,100.0,442000,436.88689697265625
442200,2967,4424,15677.230378265382,0.001,149,-506.40359382,100.0,442400,417.449482421875
442600,2969,4428,14949.491917419431,0.001,149,-506.31938506,100.0,442800,425.51751708984375
443000,2972,4432,8184.464104919433,0.001,149,-506.28064237,100.0,443200,428.6808392333984
443400,2975,4436,7220.31208190918,0.001,149,-506.17231365,100.0,443600,434.8440368652344
443800,2978,4440,5273.97884765625,0.001,149,-505.83278879,100.0,444000,430.18179626464837
444200,2980,4444,9842.50991973877,0.001,149,-505.89442268,100.0,444400,431.6357751464844
444600,2983,4448,7249.194698791502,0.001,149,-505.86466565,100.0,444800,433.5762939453125
445000,2986,4452,5767.534489440918,0.001,149,-506.00345772000003,100.0,445200,439.1724798583985
445400,2988,4456,4858.042548065187,0.001,149,-506.56544503,100.0,445600,430.5428173828125
445800,2991,4460,9043.11217590332,0.001,149,-506.50824722,100.0,446000,435.14345275878907
446200,2994,4464,9208.840977783204,0.001,149,-506.56193201,100.0,446400,429.67311889648437
446600,2996,4468,12019.803995819091,0.001,149,-506.66845565,100.0,446800,436.1030596923828
447000,2999,4472,8118.63523147583,0.001,149,-506.86542872,100.0,447200,428.7077221679688
447400,3002,4476,7081.644806976318,0.001,149,-506.915949,100.0,447600,429.37080993652336
447800,3004,4480,12218.709838790894,0.001,149,-507.11587219,100.0,448000,440.9209747314453
448200,3007,4484,11849.057035217285,0.001,149,-508.36656582,100.0,448400,445.11309631347655
448600,3010,4488,6146.662004852295,0.001,149,-509.67021981,100.0,448800,444.66300842285165
449000,3012,4492,14516.450209655764,0.001,149,-509.74628838,100.0,449200,438.37547607421874
449400,3015,4496,8820.939724426271,0.001,149,-509.68955611,100.0,449600,432.4480737304688
449800,3017,4500,10816.003712158205,0.001,149,-509.73715174,100.0,450000,441.98865234375
450200,3020,4504,5643.102921142578,0.001,149,-509.85482883,100.0,450400,435.7738006591797
450600,3023,4508,7148.068592758179,0.001,149,-509.52560858,100.0,450800,441.4491754150391
451000,3025,4512,10033.458731079101,0.001,149,-509.44950992,100.0,451200,452.1084509277344
451400,3028,4516,7878.097955017091,0.001,149,-509.29295378,100.0,451600,424.2782305908203
451800,3031,4520,10735.081455535887,0.001,149,-510.48254891,100.0,452000,442.696771850586
452200,3033,4524,11721.223023757937,0.001,149,-510.56710169,100.0,452400,444.66201171875
452600,3036,4528,9005.670979614259,0.001,149,-512.98647817,100.0,452800,448.1672393798828
453000,3039,4532,6129.75578994751,0.001,149,-513.19266333,100.0,453200,442.8372290039063
453400,3041,4536,9576.382511444092,0.001,149,-513.07673264,100.0,453600,460.35801696777344
453800,3044,4540,6044.394837188721,0.001,149,-513.58351418,100.0,454000,447.3701739501953
454200,3047,4544,9239.852762145996,0.001,149,-513.73672703,100.0,454400,442.03337341308594
454600,3049,4548,5094.995729064942,0.001,149,-513.78207561,100.0,454800,447.2253564453125
455000,3052,4552,8823.900942840577,0.001,149,-513.61703895,100.0,455200,450.04660095214837
455400,3055,4556,6786.367175445555,0.001,149,-513.5159994,100.0,455600,445.6976513671875
455800,3058,4560,7229.162684631347,0.001,149,-513.45497558,100.0,456000,447.6914562988282
456200,3060,4564,9336.714909057617,0.001,149,-513.46457648,100.0,456400,450.54697021484367
456600,3063,4568,12861.33236907959,0.001,149,-513.118331,100.0,456800,454.258212890625
457000,3066,4572,8172.660970306397,0.001,149,-513.17800549,100.0,457200,441.5048986816406
457400,3068,4576,8246.738071899414,0.001,149,-514.45690841,100.0,457600,449.06322692871095
457800,3071,4580,5546.557445983885,0.001,149,-514.24618903,100.0,458000,448.50458251953125
458200,3074,4584,8925.763827972412,0.001,149,-512.8596274,100.0,458400,455.1871911621094
458600,3076,4588,11261.9045401001,0.001,149,-511.36192428,100.0,458800,441.1216046142578
459000,3079,4592,10405.646059265135,0.001,149,-511.55416009,100.0,459200,454.3154382324218
459400,3082,4596,9435.569181518556,0.001,149,-511.5889847,100.0,459600,448.32504455566414
459800,3085,4600,8725.974680862426,0.001,149,-511.56328138,100.0,460000,455.1775567626953
460200,3087,4604,9758.09738807678,0.001,149,-511.82053373,100.0,460400,452.0194903564453
460600,3090,4608,7219.595890960693,0.001,149,-511.85418027000003,100.0,460800,460.5119696044922
461000,3093,4612,9112.572474212646,0.001,149,-511.75432618,100.0,461200,455.3669903564453
461400,3095,4616,6790.561085739136,0.001,149,-511.76239725,100.0,461600,451.61901306152345
461800,3098,4620,8709.444785003661,0.001,149,-510.44338144,100.0,462000,459.49130859375
462200,3101,4624,9516.120103149417,0.001,149,-510.71537931,100.0,462400,454.8259729003905
462600,3103,4628,6495.835255584717,0.001,149,-508.31449882,100.0,462800,452.68955810546873
463000,3106,4632,10477.23255592346,0.001,149,-507.91168201,100.0,463200,464.5650927734375
463400,3109,4636,5391.458173980713,0.001,149,-508.09071832,100.0,463600,448.12228576660164
463800,3112,4640,10061.560765838623,0.001,149,-507.66684783,100.0,464000,453.4823059082031
464200,3114,4644,7165.194021606445,0.001,149,-507.46165319,100.0,464400,450.67251037597663
464600,3117,4648,11745.848545074463,0.001,149,-507.54202702,100.0,464800,458.28010009765626
465000,3120,4652,9651.891863861085,0.001,149,-507.66866629,100.0,465200,454.1880194091797
465400,3122,4656,11314.478653259275,0.001,149,-507.26307258,100.0,465600,448.3517303466797
465800,3125,4660,8629.746894226075,0.001,149,-507.23628406,100.0,466000,454.88157287597664
466200,3128,4664,8996.998300170899,0.001,149,-507.27081798,100.0,466400,452.503720703125
466600,3130,4668,7235.1186555480945,0.001,149,-508.75773171000003,100.0,466800,443.86397827148437
467000,3133,4672,4450.516281585693,0.001,149,-508.51080559,100.0,467200,465.8362298583984
467400,3136,4676,11832.009647979736,0.001,149,-507.19449733,100.0,467600,438.6341979980469
467800,3138,4680,6381.350437164307,0.001,149,-507.33235733,100.0,468000,456.92507568359383
468200,3141,4684,6264.104960784912,0.001,149,-507.45449296,100.0,468400,441.4975537109375
468600,3144,4688,8741.68285888672,0.001,149,-507.36074398,100.0,468800,448.9455322265625
469000,3147,4692,7720.863764038086,0.001,149,-507.32797989,100.0,469200,464.72845458984375
469400,3149,4696,7893.453746948242,0.001,149,-507.57605099,100.0,469600,453.9609289550782
469800,3152,4700,7592.919085235596,0.001,149,-507.5081247,100.0,470000,454.9358898925781
470200,3155,4704,12342.603924560546,0.001,149,-507.22653592,100.0,470400,468.07168029785163
470600,3157,4708,7747.306635971069,0.001,149,-507.38994397,100.0,470800,459.85443603515625
471000,3160,4712,16895.762321777343,0.001,149,-507.47473483,100.0,471200,446.9816064453125
471400,3163,4716,11372.346866760254,0.001,149,-507.56888858,100.0,471600,450.7000909423828
471800,3165,4720,7269.963163299561,0.001,149,-507.75512546,100.0,472000,448.3752215576172
472200,3168,4724,8870.902866134644,0.001,149,-507.37723364,100.0,472400,453.154091796875
472600,3171,4728,5679.786762542724,0.001,149,-507.55994769,100.0,472800,449.57741638183586
473000,3174,4732,15594.005523834228,0.001,149,-507.82725777,100.0,473200,454.4036437988281
473400,3176,4736,10965.949327697754,0.001,149,-507.95685168,100.0,473600,454.1975579833984
473800,3179,4740,11434.748962402344,0.001,149,-508.09224698,100.0,474000,464.23692993164076
474200,3182,4744,9138.535777664185,0.001,149,-508.10295826,100.0,474400,457.64643615722656
474600,3184,4748,9749.851326904296,0.001,149,-508.03388529,100.0,474800,459.684796142578
475000,3187,4752,5215.150262298584,0.001,149,-507.9558878,100.0,475200,451.27913818359383
475400,3190,4756,11203.056946411132,0.001,149,-507.88311937,100.0,475600,458.80092712402336
475800,3192,4760,8659.64027481079,0.001,149,-507.79162747,100.0,476000,463.19532958984377
476200,3195,4764,9792.213331298828,0.001,149,-507.80958949,100.0,476400,453.8583709716797
476600,3198,4768,11784.839221343997,0.001,149,-506.47015939,100.0,476800,458.6929638671875
477000,3200,4772,11342.681841125488,0.001,149,-506.95177766,100.0,477200,460.9248095703125
477400,3203,4776,6240.253760833742,0.001,149,-506.83150989,100.0,477600,457.3207415771485
477800,3206,4780,14416.503769683835,0.001,149,-507.64919347,100.0,478000,466.7084436035156
478200,3208,4784,9203.62581726074,0.001,149,-507.76949761,100.0,478400,456.7097412109375
478600,3211,4788,7257.0888639831555,0.001,149,-508.2260646,100.0,478800,458.2645684814452
479000,3213,4792,11278.16863494873,0.001,149,-508.37002045,100.0,479200,462.2958166503905
479400,3216,4796,14528.665406188964,0.001,149,-508.28843905,100.0,479600,453.77522827148437
479800,3219,4800,9137.975349731443,0.001,149,-508.41569178,100.0,480000,456.8771478271485
480200,3221,4804,6463.128632888794,0.001,149,-508.82826307,100.0,480400,451.3460021972657
480600,3224,4808,8445.851073303224,0.001,149,-508.80420892,100.0,480800,446.4567254638672
481000,3227,4812,10861.007745513916,0.001,149,-508.71559106,100.0,481200,451.9737451171875
481400,3229,4816,13268.063702392576,0.001,149,-508.6622264,100.0,481600,450.9496960449219
481800,3232,4820,7260.6579292297365,0.001,149,-508.29972536,100.0,482000,452.3938116455078
482200,3235,4824,10946.571728668212,0.001,149,-508.39963889,100.0,482400,456.94380310058585
482600,3237,4828,6648.5082914733875,0.001,149,-508.27442352,100.0,482800,457.90518127441413
483000,3240,4832,10426.238814697266,0.001,149,-508.45854071,100.0,483200,455.69382385253914
483400,3243,4836,9866.52386428833,0.001,149,-508.42730813000003,100.0,483600,471.99696472167966
483800,3246,4840,7782.245510101318,0.001,149,-508.3764114,100.0,484000,464.39069396972656
484200,3248,4844,21053.201662597658,0.001,149,-508.50150486,100.0,484400,459.8612628173828
484600,3251,4848,9796.26644165039,0.001,149,-508.63909758,100.0,484800,442.6475830078125
485000,3254,4852,8467.385688934326,0.001,149,-508.73272527,100.0,485200,454.95851318359377
485400,3256,4856,12177.92099319458,0.001,149,-508.73807659,100.0,485600,452.48991271972665
485800,3259,4860,6420.401011047365,0.001,149,-509.23897603,100.0,486000,452.44965881347656
486200,3262,4864,6189.598417510986,0.001,149,-509.15621392,100.0,486400,453.68746459960937
486600,3264,4868,6465.990092773438,0.001,149,-509.8515081,100.0,486800,449.21953125
487000,3267,4872,10324.026112213134,0.001,149,-509.57189816,100.0,487200,455.25442321777336
487400,3270,4876,12897.769624786377,0.001,149,-509.65252506,100.0,487600,452.12514831542967
487800,3272,4880,3929.158224029541,0.001,149,-508.50144213,100.0,488000,450.09723876953126
488200,3275,4884,10765.57932662964,0.001,149,-508.32822443,100.0,488400,446.7386596679688
488600,3278,4888,7061.447346801758,0.001,149,-508.30001584,100.0,488800,454.9663690185547
489000,3280,4892,6463.582701263428,0.001,149,-508.24500036,100.0,489200,452.45733459472655
489400,3283,4896,10872.302328186037,0.001,149,-508.30011355,100.0,489600,455.8922497558594
489800,3286,4900,7048.7010464477535,0.001,149,-508.49234495,100.0,490000,456.9683001708984
490200,3289,4904,9897.930931243896,0.001,149,-508.36321623,100.0,490400,456.7568884277344
490600,3291,4908,9108.79885131836,0.001,149,-508.4874946,100.0,490800,439.49519287109376
491000,3294,4912,7990.772802352905,0.001,149,-508.69768679,100.0,491200,467.77871643066413
491400,3297,4916,7793.878331756592,0.001,149,-510.07940484,100.0,491600,441.1563006591797
491800,3299,4920,7896.37072769165,0.001,149,-510.12856449,100.0,492000,449.2415704345703
492200,3302,4924,8297.412108306884,0.001,149,-510.31919967,100.0,492400,453.4647229003906
