rollout/ep_len_mean,time/total_timesteps,train/n_updates,time/episodes,time/fps,rollout/ep_rew_mean,train/actor_loss,train/critic_loss,time/time_elapsed,train/learning_rate
100.0,200400,200200,2004,156,-5293.07786926,4955.79869140625,498413.89541015617,1278,0.001
100.0,200800,200600,2008,156,-5210.37873142,4962.959423828125,453793.1751074219,1281,0.001
100.0,201200,201000,2012,156,-5209.86934151,4960.507216796875,294516.94700683595,1283,0.001
100.0,201600,201400,2016,156,-5212.83019686,4913.10958984375,373222.93484375,1286,0.001
100.0,202000,201800,2020,156,-5211.46826169,4877.10859375,479292.10194824217,1288,0.001
100.0,202400,202200,2024,156,-5200.4292805000005,4881.102021484375,375034.7420019531,1291,0.001
100.0,202800,202600,2028,156,-5200.78755276,4878.784580078125,354877.9657373047,1293,0.001
100.0,203200,203000,2032,156,-5201.2270901,4863.35099609375,394191.7004052734,1296,0.001
100.0,203600,203400,2036,156,-5202.20129779,4839.16015625,342643.5490380859,1298,0.001
100.0,204000,203800,2040,156,-5205.7035426,4850.869697265625,361835.68373046885,1301,0.001
100.0,204400,204200,2044,156,-5169.1701633,4831.7903125,426256.70984375,1303,0.001
100.0,204800,204600,2048,156,-5169.50150203,4809.098466796875,399619.3138232422,1306,0.001
100.0,205200,205000,2052,156,-5068.95712977,4805.5446875,426799.0496044922,1308,0.001
100.0,205600,205400,2056,156,-5069.52995666,4786.13494140625,423502.8479589844,1311,0.001
100.0,206000,205800,2060,156,-5059.18543835,4807.7169921875,372864.8504492188,1313,0.001
100.0,206400,206200,2064,156,-5046.90845906,4770.83052734375,396280.1961767578,1316,0.001
100.0,206800,206600,2068,156,-5061.85251954,4739.47279296875,318924.1264013672,1318,0.001
100.0,207200,207000,2072,156,-5062.62354433,4734.448876953125,360553.17201660154,1321,0.001
100.0,207600,207400,2076,156,-5060.74302864,4736.152509765625,333704.9577978516,1324,0.001
100.0,208000,207800,2080,156,-5065.38479735,4702.231298828125,347373.862109375,1326,0.001
100.0,208400,208200,2084,156,-5065.89661216,4678.359091796875,375277.822109375,1328,0.001
100.0,208800,208600,2088,156,-5066.12161367,4691.1683984375,363971.056484375,1331,0.001
100.0,209200,209000,2092,156,-5059.68954637,4684.84662109375,410513.46732421883,1333,0.001
100.0,209600,209400,2096,156,-5077.66005429,4666.497373046875,306313.9086499023,1336,0.001
100.0,210000,209800,2100,156,-5078.2468735,4642.5457421875,300563.2880517578,1339,0.001
100.0,210400,210200,2104,156,-5122.33822151,4642.716025390625,306329.101953125,1341,0.001
100.0,210800,210600,2108,156,-5114.46758991,4597.808896484375,344582.1777197266,1344,0.001
100.0,211200,211000,2112,156,-5114.14275813,4582.26666015625,339161.51256347663,1346,0.001
100.0,211600,211400,2116,156,-5117.74733327,4586.614619140625,387640.6223779297,1349,0.001
100.0,212000,211800,2120,156,-5139.80701722,4562.797529296875,331411.75416503905,1351,0.001
100.0,212400,212200,2124,156,-5141.88241324,4548.881083984375,372753.06392578117,1354,0.001
100.0,212800,212600,2128,156,-5142.31965701,4550.004814453125,396596.5103076172,1356,0.001
100.0,213200,213000,2132,156,-5142.91233256,4547.068974609375,326826.2030810547,1359,0.001
100.0,213600,213400,2136,156,-5141.62025224,4527.366962890625,388267.496694336,1361,0.001
100.0,214000,213800,2140,156,-5138.22335294,4527.931083984375,379186.36178222654,1364,0.001
100.0,214400,214200,2144,156,-5136.07596786,4520.337099609375,282457.3329248047,1366,0.001
100.0,214800,214600,2148,156,-5249.09582488,4513.780888671875,347822.8198046875,1369,0.001
100.0,215200,215000,2152,156,-5250.63309942,4473.193466796875,336468.7380908203,1371,0.001
100.0,215600,215400,2156,156,-5250.2977727,4455.5259765625,360283.92203125,1374,0.001
100.0,216000,215800,2160,156,-5446.23672404,4436.924833984375,342922.6623291016,1376,0.001
100.0,216400,216200,2164,156,-5490.43779225,4402.318427734375,362132.72313476563,1379,0.001
100.0,216800,216600,2168,156,-5472.8218404,4400.23603515625,396451.5720800781,1381,0.001
100.0,217200,217000,2172,156,-5515.36422234,4385.762529296875,264515.5390283203,1384,0.001
100.0,217600,217400,2176,156,-5515.44783025,4359.7050341796885,382007.95425292966,1386,0.001
100.0,218000,217800,2180,156,-5508.79590958,4358.306748046875,269815.8008642578,1389,0.001
100.0,218400,218200,2184,156,-5509.318607069999,4350.18626953125,397393.0439257813,1391,0.001
100.0,218800,218600,2188,156,-5506.86748947,4329.10611328125,353644.78455566405,1394,0.001
100.0,219200,219000,2192,156,-5511.91577111,4301.248686523438,324127.4721435547,1397,0.001
100.0,219600,219400,2196,156,-5492.66388463,4324.527436523437,329990.9836132813,1399,0.001
100.0,220000,219800,2200,156,-5491.88542715,4332.5733203125,306530.12604003906,1402,0.001
100.0,220400,220200,2204,156,-5453.95801496,4284.729580078125,296798.05636230466,1404,0.001
100.0,220800,220600,2208,156,-5454.13975912,4270.447509765625,359231.2201513672,1407,0.001
100.0,221200,221000,2212,156,-5454.55254639,4276.474575195311,289159.9570703125,1409,0.001
100.0,221600,221400,2216,156,-5448.14170099,4245.895473632811,282790.018125,1412,0.001
100.0,222000,221800,2220,156,-5425.97572382,4255.61853515625,355895.3136816406,1414,0.001
100.0,222400,222200,2224,156,-5423.64509453,4231.606098632812,340388.4400927734,1417,0.001
100.0,222800,222600,2228,156,-5431.04938128,4201.768588867189,350111.83921875,1419,0.001
100.0,223200,223000,2232,156,-5430.45824129,4182.2004443359365,318661.7383691406,1422,0.001
100.0,223600,223400,2236,156,-5531.43591968,4184.919174804688,337083.06067382806,1424,0.001
100.0,224000,223800,2240,156,-5531.80384029,4154.263461914064,308956.9665234375,1427,0.001
100.0,224400,224200,2244,156,-5581.04235191,4127.364619140625,283062.5868896485,1430,0.001
100.0,224800,224600,2248,156,-5468.19206026,4099.686611328125,295195.7922119141,1432,0.001
100.0,225200,225000,2252,156,-5468.8086421,4114.029404296875,314516.7862207031,1435,0.001
100.0,225600,225400,2256,156,-5471.312379,4095.6995068359374,333342.70255859377,1437,0.001
100.0,226000,225800,2260,156,-5275.92730623,4109.73466796875,304886.38578125,1440,0.001
100.0,226400,226200,2264,156,-5233.99564771,4081.991416015625,284951.6424609375,1442,0.001
100.0,226800,226600,2268,156,-5234.19257985,4041.744580078125,310860.9851855469,1445,0.001
100.0,227200,227000,2272,156,-5191.20691177,4026.63109375,272368.0247460937,1447,0.001
100.0,227600,227400,2276,156,-5192.7101442700005,4007.73595703125,298909.30313476565,1450,0.001
100.0,228000,227800,2280,156,-5235.46885812,3996.9354443359375,296370.8780029297,1452,0.001
100.0,228400,228200,2284,156,-5234.32174737,3981.862573242187,313788.5367431641,1455,0.001
100.0,228800,228600,2288,156,-5234.85729683,4002.030029296875,267107.7444970703,1457,0.001
100.0,229200,229000,2292,156,-5230.55060925,3975.6225,331267.9137255859,1460,0.001
100.0,229600,229400,2296,156,-5230.71458012,3935.296723632813,300676.37372558593,1462,0.001
100.0,230000,229800,2300,156,-5230.88483022,3968.6964697265626,245287.4327929688,1465,0.001
100.0,230400,230200,2304,156,-5226.10113825,3942.177109375,311971.6612304688,1467,0.001
100.0,230800,230600,2308,156,-5225.81856203,3926.62900390625,274186.57015136717,1470,0.001
100.0,231200,231000,2312,156,-5225.59839977,3916.282783203125,275364.09748535155,1472,0.001
100.0,231600,231400,2316,156,-5225.73561194,3897.51822265625,283803.471237793,1475,0.001
100.0,232000,231800,2320,156,-5225.89552619,3920.249580078125,283977.5380224609,1477,0.001
100.0,232400,232200,2324,157,-5225.90883694,3889.027504882813,275127.7704003906,1480,0.001
100.0,232800,232600,2328,157,-5223.33067453,3870.363984375,325705.3990673828,1482,0.001
100.0,233200,233000,2332,157,-5233.20894595,3876.903759765625,264724.23541015625,1485,0.001
100.0,233600,233400,2336,157,-5132.17648566,3841.43056640625,273089.2771142578,1487,0.001
100.0,234000,233800,2340,157,-5133.19525181,3826.323134765625,306147.7667236328,1490,0.001
100.0,234400,234200,2344,157,-5103.10036413,3853.917749023437,261904.1587548828,1492,0.001
100.0,234800,234600,2348,157,-5102.72894618,3819.19498046875,271232.5080029297,1495,0.001
100.0,235200,235000,2352,157,-5100.48041437,3823.421069335937,261454.75935058593,1497,0.001
100.0,235600,235400,2356,157,-5189.93912112,3803.324296875,252184.70310546874,1500,0.001
100.0,236000,235800,2360,157,-5229.07241959,3768.24634765625,270397.75895019533,1502,0.001
100.0,236400,236200,2364,157,-5226.58361106,3752.360400390625,227066.12407714844,1505,0.001
100.0,236800,236600,2368,157,-5226.18046729,3774.2942724609375,258782.46780761718,1507,0.001
100.0,237200,237000,2372,157,-5326.0446944800005,3759.0706103515627,321572.5073974609,1510,0.001
100.0,237600,237400,2376,157,-5324.77076803,3756.8920849609376,228839.8819824219,1512,0.001
100.0,238000,237800,2380,157,-5281.76607504,3723.624189453125,261124.8365136719,1515,0.001
100.0,238400,238200,2384,157,-5283.2213501,3723.086220703125,242543.4595849609,1517,0.001
100.0,238800,238600,2388,157,-5283.31901252,3716.545024414063,292091.8416992187,1520,0.001
100.0,239200,239000,2392,157,-5284.5016869,3726.816840820312,228396.2746582031,1523,0.001
100.0,239600,239400,2396,157,-5284.15937715,3725.342373046875,223390.41790527344,1525,0.001
100.0,240000,239800,2400,157,-5283.84494507,3712.2778271484376,251853.6437011719,1528,0.001
100.0,240400,240200,2404,157,-5282.22852831,3730.859946289063,248225.6973095703,1530,0.001
100.0,240800,240600,2408,157,-5282.5110850500005,3722.32080078125,254800.50319335941,1533,0.001
100.0,241200,241000,2412,157,-5282.42323528,3698.141259765625,239112.0140917969,1535,0.001
100.0,241600,241400,2416,157,-5315.59403518,3663.3154833984377,242714.1791455078,1538,0.001
100.0,242000,241800,2420,157,-5315.44938647,3703.902768554688,255648.29264160155,1540,0.001
100.0,242400,242200,2424,157,-5315.5095373799995,3692.390395507813,264288.49246337893,1543,0.001
100.0,242800,242600,2428,157,-5310.13472885,3706.73796875,255397.65606445316,1545,0.001
100.0,243200,243000,2432,157,-5299.53890529,3683.907998046875,246594.7968603516,1548,0.001
100.0,243600,243400,2436,157,-5301.63188219,3684.158447265625,237763.6415576172,1550,0.001
100.0,244000,243800,2440,157,-5300.11495263,3692.97046875,209364.37770751954,1553,0.001
100.0,244400,244200,2444,157,-5281.17924124,3676.847319335937,222332.67432128906,1556,0.001
100.0,244800,244600,2448,157,-5281.95043502,3736.423564453125,197366.53739746087,1558,0.001
100.0,245200,245000,2452,157,-5281.84167083,3669.001323242188,280690.04769042967,1561,0.001
100.0,245600,245400,2456,157,-5190.03666695,3694.201484375,281790.509453125,1563,0.001
100.0,246000,245800,2460,157,-5194.45763618,3676.095908203125,237094.82560546874,1566,0.001
100.0,246400,246200,2464,157,-5194.52026606,3737.4123193359374,181439.19770751952,1568,0.001
100.0,246800,246600,2468,157,-5193.58842772,3710.048159179688,259815.64768554692,1571,0.001
100.0,247200,247000,2472,157,-5096.55534481,3731.1699267578133,324338.9081030273,1573,0.001
100.0,247600,247400,2476,157,-5097.93289507,3695.352314453125,217713.43227050785,1576,0.001
100.0,248000,247800,2480,157,-5098.54726094,3646.07474609375,305721.5887988281,1579,0.001
100.0,248400,248200,2484,157,-5097.59657472,3679.7840625,232317.664296875,1581,0.001
100.0,248800,248600,2488,157,-5110.25031815,3652.00642578125,275853.7316113281,1584,0.001
100.0,249200,249000,2492,157,-5108.1849793,3700.706127929688,207947.712890625,1586,0.001
100.0,249600,249400,2496,157,-5208.30573601,3675.771884765625,236024.8282519531,1589,0.001
100.0,250000,249800,2500,157,-5247.52654658,3689.072036132813,225713.17298828124,1591,0.001
100.0,250400,250200,2504,157,-5248.01899776,3679.3671337890623,225051.9249804688,1594,0.001
100.0,250800,250600,2508,157,-5249.29863552,3686.892734375,226868.95918945316,1596,0.001
100.0,251200,251000,2512,157,-5251.88174986,3661.541708984375,224219.8700390625,1599,0.001
100.0,251600,251400,2516,157,-5220.68350941,3655.118481445313,271097.9666992187,1601,0.001
100.0,252000,251800,2520,157,-5220.88072445,3627.448935546875,222082.77748779298,1604,0.001
100.0,252400,252200,2524,157,-5221.36469714,3645.784658203125,228671.3352197265,1606,0.001
100.0,252800,252600,2528,157,-5221.28419861,3646.9208984375,230554.3412353516,1609,0.001
100.0,253200,253000,2532,157,-5221.32818209,3643.483525390625,263035.6672875977,1612,0.001
100.0,253600,253400,2536,157,-5220.04174088,3628.313125,289416.536484375,1614,0.001
100.0,254000,253800,2540,157,-5220.18762818,3628.091806640625,314915.56524902344,1617,0.001
100.0,254400,254200,2544,157,-5220.75906479,3648.059604492188,232691.41536132808,1619,0.001
100.0,254800,254600,2548,157,-5303.53810862,3634.464736328125,267506.7158154297,1622,0.001
100.0,255200,255000,2552,157,-5303.74782307,3613.700859375,239462.746784668,1624,0.001
100.0,255600,255400,2556,157,-5303.32424128,3630.41091796875,249078.93178222657,1627,0.001
100.0,256000,255800,2560,157,-5259.06927569,3598.8704296875,292289.2896777344,1629,0.001
100.0,256400,256200,2564,157,-5459.4709176100005,3601.3910107421875,234356.32511230468,1631,0.001
100.0,256800,256600,2568,157,-5459.68275261,3590.134545898437,279798.06168701174,1634,0.001
100.0,257200,257000,2572,157,-5456.60781203,3588.98599609375,218608.2131347656,1636,0.001
100.0,257600,257400,2576,157,-5455.14519175,3602.106162109375,257851.8078955078,1639,0.001
100.0,258000,257800,2580,157,-5454.31925858,3603.715815429688,246159.13989013672,1641,0.001
100.0,258400,258200,2584,157,-5466.8288246600005,3601.1576806640624,269187.6677050781,1644,0.001
100.0,258800,258600,2588,157,-5453.53720652,3617.417104492188,250258.05348632808,1646,0.001
100.0,259200,259000,2592,157,-5453.8719607,3606.994248046875,224854.408828125,1649,0.001
100.0,259600,259400,2596,157,-5353.77143267,3609.253271484375,231619.61526855468,1651,0.001
100.0,260000,259800,2600,157,-5314.67190852,3620.2634716796883,237934.55854248052,1654,0.001
100.0,260400,260200,2604,157,-5374.47158525,3617.0854736328133,254096.9229931641,1656,0.001
100.0,260800,260600,2608,157,-5372.99484811,3597.430263671875,248731.1741015625,1659,0.001
100.0,261200,261000,2612,157,-5370.16555843,3590.28583984375,230590.262421875,1662,0.001
100.0,261600,261400,2616,157,-5369.6495030900005,3607.8103125,187396.37283691406,1664,0.001
100.0,262000,261800,2620,157,-5370.78448395,3602.981528320313,226994.25987304692,1667,0.001
100.0,262400,262200,2624,157,-5370.2935310600005,3591.000366210937,281057.3446582032,1669,0.001
100.0,262800,262600,2628,157,-5370.58268747,3620.324790039063,287174.0350537109,1672,0.001
100.0,263200,263000,2632,157,-5371.20991557,3602.768154296875,221998.3638916016,1674,0.001
100.0,263600,263400,2636,157,-5370.39150294,3617.1930859375,264658.57309082034,1677,0.001
100.0,264000,263800,2640,157,-5370.37442654,3570.659326171875,274071.0870849609,1679,0.001
100.0,264400,264200,2644,157,-5370.31271187,3583.66623046875,226994.57963378905,1682,0.001
100.0,264800,264600,2648,157,-5289.39777434,3591.449580078125,277847.42763916013,1684,0.001
100.0,265200,265000,2652,157,-5296.63888259,3572.2938330078123,228231.245234375,1687,0.001
100.0,265600,265400,2656,157,-5297.59477181,3589.9278515625,227786.931875,1689,0.001
100.0,266000,265800,2660,157,-5299.790237,3551.6382666015625,220884.5913623047,1692,0.001
100.0,266400,266200,2664,157,-5099.46890508,3569.1867578125,249305.62091308594,1694,0.001
100.0,266800,266600,2668,157,-5099.34822429,3591.5148779296874,209689.16626464843,1697,0.001
100.0,267200,267000,2672,157,-5112.22605706,3575.8344775390624,232418.0962597656,1699,0.001
100.0,267600,267400,2676,157,-5120.19912085,3592.563505859375,173845.27259033202,1702,0.001
100.0,268000,267800,2680,157,-5120.35993481,3566.4883349609377,268798.5237792969,1704,0.001
100.0,268400,268200,2684,157,-5107.36610421,3588.4281787109376,231858.58543457036,1707,0.001
100.0,268800,268600,2688,157,-5107.08871058,3585.796943359375,196404.6555859375,1709,0.001
100.0,269200,269000,2692,157,-5107.18203297,3569.67,229121.11903808595,1712,0.001
100.0,269600,269400,2696,157,-5108.51611137,3551.357661132813,231118.89149414058,1714,0.001
100.0,270000,269800,2700,157,-5108.20451889,3562.53923828125,216642.02167480468,1717,0.001
100.0,270400,270200,2704,157,-5047.99268034,3539.1615625,249117.84107910155,1720,0.001
100.0,270800,270600,2708,157,-5050.95663336,3542.134267578125,213548.6732714844,1722,0.001
100.0,271200,271000,2712,157,-5050.92522616,3516.412866210937,209581.0707495117,1725,0.001
100.0,271600,271400,2716,157,-5049.42851291,3537.883134765625,245387.1191699219,1727,0.001
100.0,272000,271800,2720,157,-5047.9562101,3525.999580078125,215230.94743164058,1730,0.001
100.0,272400,272200,2724,157,-5058.34578414,3503.137475585937,227337.6827197265,1732,0.001
100.0,272800,272600,2728,157,-5064.51605093,3484.631362304688,236731.8520800781,1735,0.001
100.0,273200,273000,2732,157,-5067.11061152,3504.67158203125,216491.84974121093,1737,0.001
100.0,273600,273400,2736,157,-5066.95206706,3504.498291015625,272746.9156640625,1740,0.001
100.0,274000,273800,2740,157,-5069.57374176,3549.886728515625,223854.85732177735,1742,0.001
100.0,274400,274200,2744,157,-5069.8411846,3511.1427294921873,235489.82000488281,1745,0.001
100.0,274800,274600,2748,157,-5073.24674913,3498.386040039063,211186.28687011718,1747,0.001
100.0,275200,275000,2752,157,-5065.90247584,3514.877592773437,215634.8174609375,1750,0.001
100.0,275600,275400,2756,157,-5064.80936272,3480.0216015625,255629.00611328124,1752,0.001
100.0,276000,275800,2760,157,-5063.62054263,3514.1389013671874,186976.64681884766,1755,0.001
100.0,276400,276200,2764,157,-5063.63860009,3541.8812939453123,194884.66224121093,1757,0.001
100.0,276800,276600,2768,157,-5064.81072756,3505.821357421875,240455.1036938477,1760,0.001
100.0,277200,277000,2772,157,-5051.70744909,3517.8854150390625,214338.16395507808,1762,0.001
100.0,277600,277400,2776,157,-5043.82365505,3503.7625,266942.08145751955,1765,0.001
100.0,278000,277800,2780,157,-5043.58206473,3510.250786132813,204629.71044433594,1768,0.001
100.0,278400,278200,2784,157,-5043.4488111,3476.2295166015624,229125.8211279297,1770,0.001
100.0,278800,278600,2788,157,-5043.60948936,3507.18271484375,205442.43865722656,1773,0.001
100.0,279200,279000,2792,157,-5043.23764836,3476.187495117188,233571.21991210934,1775,0.001
100.0,279600,279400,2796,157,-5042.23230944,3508.37619140625,229246.9677783203,1778,0.001
100.0,280000,279800,2800,157,-5042.26454187,3524.202841796875,201420.9439404297,1780,0.001
100.0,280400,280200,2804,157,-5042.03198898,3483.4864697265625,198819.7835546875,1783,0.001
100.0,280800,280600,2808,157,-5039.11955416,3506.3396435546874,225064.06091308594,1785,0.001
100.0,281200,281000,2812,157,-5098.67272346,3514.2134228515624,219553.34881347656,1788,0.001
100.0,281600,281400,2816,157,-5097.80435956,3521.0093212890624,244108.91858398443,1790,0.001
100.0,282000,281800,2820,157,-5097.80767316,3527.9986962890625,212997.97419433593,1793,0.001
100.0,282400,282200,2824,157,-5087.16523899,3517.8639404296873,262479.0472631836,1795,0.001
100.0,282800,282600,2828,157,-5081.20713633,3503.457001953125,204746.4207470703,1797,0.001
100.0,283200,283000,2832,157,-5077.75843321,3563.236494140625,208508.31635742183,1800,0.001
100.0,283600,283400,2836,157,-5077.72879232,3542.7305322265624,234615.93689453125,1802,0.001
100.0,284000,283800,2840,157,-5075.3859014,3508.009892578125,250455.85958984372,1805,0.001
100.0,284400,284200,2844,157,-5075.92503855,3562.49962890625,210533.99588378906,1807,0.001
100.0,284800,284600,2848,157,-5070.89975889,3515.519970703125,240558.6646484375,1810,0.001
100.0,285200,285000,2852,157,-5071.73512628,3525.66275390625,234563.00911132808,1812,0.001
100.0,285600,285400,2856,157,-5071.71097681,3544.701025390625,253280.2683056641,1815,0.001
100.0,286000,285800,2860,157,-5071.24936955,3525.7537451171875,220623.8868408203,1817,0.001
100.0,286400,286200,2864,157,-5071.47964561,3495.275029296875,279724.2224365234,1820,0.001
100.0,286800,286600,2868,157,-5071.40141146,3491.1321484375,261916.71763916017,1822,0.001
100.0,287200,287000,2872,157,-5072.03596219,3482.066303710937,224476.41278808593,1825,0.001
100.0,287600,287400,2876,157,-5071.74198318,3502.74337890625,171223.00689453125,1827,0.001
100.0,288000,287800,2880,157,-5072.35710772,3460.1448388671874,224642.4699682617,1830,0.001
100.0,288400,288200,2884,157,-5073.41786234,3455.041806640625,187230.98651855468,1832,0.001
100.0,288800,288600,2888,157,-5073.19148932,3459.4527099609377,219963.67612548827,1835,0.001
100.0,289200,289000,2892,157,-5074.21498075,3454.948999023437,197134.2890771484,1837,0.001
100.0,289600,289400,2896,157,-5073.87529557,3439.297724609375,290505.7050341797,1840,0.001
100.0,290000,289800,2900,157,-5074.85288817,3410.418466796875,212830.13973144526,1842,0.001
100.0,290400,290200,2904,157,-5076.12243827,3382.2496533203125,264935.2471777344,1845,0.001
100.0,290800,290600,2908,157,-5076.6689592,3399.472998046875,229036.6969970703,1847,0.001
100.0,291200,291000,2912,157,-5017.28546956,3404.106762695313,187106.007109375,1850,0.001
100.0,291600,291400,2916,157,-5018.54542551,3382.737172851563,240791.49032226566,1852,0.001
100.0,292000,291800,2920,157,-5020.40094334,3371.8744091796875,226330.1187084961,1855,0.001
100.0,292400,292200,2924,157,-5020.75971549,3389.3731982421873,201340.865546875,1857,0.001
100.0,292800,292600,2928,157,-5020.28463085,3378.3442822265624,210912.503371582,1860,0.001
100.0,293200,293000,2932,157,-5020.76165861,3402.6583935546873,222129.28045654297,1862,0.001
100.0,293600,293400,2936,157,-5021.14869716,3400.012504882813,197104.64867675785,1865,0.001
100.0,294000,293800,2940,157,-5020.85661758,3384.6992822265624,191852.51602783203,1867,0.001
100.0,294400,294200,2944,157,-5021.30017952,3385.8401904296875,244933.34453125,1870,0.001
100.0,294800,294600,2948,157,-5019.91977405,3396.977724609375,190339.723347168,1872,0.001
100.0,295200,295000,2952,157,-5019.38755616,3385.532412109375,192469.1557421875,1875,0.001
100.0,295600,295400,2956,157,-5020.01176593,3429.544248046875,187596.3616015625,1877,0.001
100.0,296000,295800,2960,157,-5019.73578821,3423.593452148437,213254.3123046875,1879,0.001
100.0,296400,296200,2964,157,-5019.68854781,3399.066943359375,243663.40755859372,1882,0.001
100.0,296800,296600,2968,157,-5018.57041252,3350.83845703125,208297.5305859375,1884,0.001
100.0,297200,297000,2972,157,-5024.9191834,3372.145795898437,205834.71873779298,1887,0.001
100.0,297600,297400,2976,157,-5036.41893183,3387.8481298828124,244273.39256347658,1889,0.001
100.0,298000,297800,2980,157,-5036.13909105,3331.3180126953125,201266.69995361328,1892,0.001
100.0,298400,298200,2984,157,-5037.84171958,3380.0524169921873,215673.31062011718,1894,0.001
100.0,298800,298600,2988,157,-5040.43887796,3363.7719580078124,196890.4431103516,1897,0.001
100.0,299200,299000,2992,157,-5040.82249282,3360.237124023437,208156.37192871093,1899,0.001
100.0,299600,299400,2996,157,-5041.06838419,3377.711240234375,225024.317265625,1902,0.001
100.0,300000,299800,3000,157,-5040.24516686,3363.921552734375,204887.66868652345,1904,0.001
100.0,300400,300200,3004,157,-5039.05232619,3343.147783203125,224193.47342773443,1907,0.001
100.0,300800,300600,3008,157,-5040.48701194,3341.8537890625,184906.0262109375,1909,0.001
100.0,301200,301000,3012,157,-5041.97003063,3323.31880859375,252209.8012402344,1912,0.001
100.0,301600,301400,3016,157,-5041.26910862,3321.4699560546874,202253.77513183595,1914,0.001
100.0,302000,301800,3020,157,-5039.48596213,3317.830249023437,198548.97635742187,1917,0.001
100.0,302400,302200,3024,157,-5039.21950775,3281.4070654296875,239191.18601074215,1919,0.001
100.0,302800,302600,3028,157,-5040.51039712,3273.7614404296874,241825.50321289068,1922,0.001
100.0,303200,303000,3032,157,-5040.54753639,3281.7059814453123,231406.09185058594,1924,0.001
100.0,303600,303400,3036,157,-5040.96743908,3316.322900390625,202793.95713378905,1927,0.001
100.0,304000,303800,3040,157,-5041.6030532,3318.144296875,189548.90836914058,1929,0.001
100.0,304400,304200,3044,157,-5039.97020092,3322.3041455078123,169327.55045898436,1932,0.001
100.0,304800,304600,3048,157,-5039.99436397,3305.32455078125,209877.64050048828,1934,0.001
100.0,305200,305000,3052,157,-5041.30798482,3322.725224609375,195202.2660205078,1937,0.001
100.0,305600,305400,3056,157,-5042.23590606,3296.675166015625,248009.7547363281,1939,0.001
100.0,306000,305800,3060,157,-5043.66649912,3310.080712890625,238306.71063964843,1942,0.001
100.0,306400,306200,3064,157,-5044.62152238,3293.930234375,198641.4291015625,1944,0.001
100.0,306800,306600,3068,157,-5047.41957842,3267.3824560546873,196069.32162109372,1947,0.001
100.0,307200,307000,3072,157,-5046.85749653,3265.687099609375,170484.08239257813,1949,0.001
100.0,307600,307400,3076,157,-5036.12463244,3260.391279296875,224430.7101171875,1952,0.001
100.0,308000,307800,3080,157,-5035.96355719,3289.401030273437,194329.4678857422,1954,0.001
100.0,308400,308200,3084,157,-5033.54447996,3265.894365234375,228610.4586474609,1957,0.001
100.0,308800,308600,3088,157,-5031.26380746,3254.1904443359376,217318.02294677735,1959,0.001
100.0,309200,309000,3092,157,-5030.94241911,3244.280590820313,199576.2832202149,1962,0.001
100.0,309600,309400,3096,157,-5031.4117558,3275.7784765625,184178.3075024414,1964,0.001
100.0,310000,309800,3100,157,-5031.75589381,3263.8823046875,208278.43955078124,1967,0.001
100.0,310400,310200,3104,157,-5032.46624518,3273.890703125,222626.76679199215,1969,0.001
100.0,310800,310600,3108,157,-5030.39866194,3240.783876953125,180739.7052294922,1972,0.001
100.0,311200,311000,3112,157,-5029.16444175,3260.73787109375,208705.2643725586,1974,0.001
100.0,311600,311400,3116,157,-5042.08193724,3244.7726123046873,204012.2102050781,1977,0.001
100.0,312000,311800,3120,157,-5046.68663715,3259.8329541015623,192329.69649414066,1979,0.001
100.0,312400,312200,3124,157,-5047.19068298,3275.6554931640626,220971.53672851567,1982,0.001
100.0,312800,312600,3128,157,-5045.77805311,3253.8700439453123,203529.76722412108,1984,0.001
100.0,313200,313000,3132,157,-5046.22869669,3274.75681640625,219906.48360839844,1987,0.001
100.0,313600,313400,3136,157,-5045.97965006,3270.8964697265624,209790.3120654297,1989,0.001
100.0,314000,313800,3140,157,-5045.40132682,3249.787612304688,212862.9087548828,1992,0.001
100.0,314400,314200,3144,157,-5046.44662927,3250.3868603515625,198381.71198730468,1994,0.001
100.0,314800,314600,3148,157,-5050.55559634,3220.2417431640624,212635.13456542967,1997,0.001
100.0,315200,315000,3152,157,-5050.51427143,3242.849638671875,227204.70231445308,2000,0.001
100.0,315600,315400,3156,157,-5050.76202003,3255.78076171875,182640.48545410155,2002,0.001
100.0,316000,315800,3160,157,-5050.33505343,3229.3752734375,169320.73814941407,2005,0.001
100.0,316400,316200,3164,157,-5049.52565719,3232.111259765625,198075.30288330078,2007,0.001
100.0,316800,316600,3168,157,-5047.26653598,3233.334995117188,156212.4222607422,2010,0.001
100.0,317200,317000,3172,157,-5042.07288761,3201.856225585937,176094.72184570308,2012,0.001
100.0,317600,317400,3176,157,-5042.48451852,3191.03607421875,183725.50237304688,2015,0.001
100.0,318000,317800,3180,157,-5044.22537295,3201.028276367188,152138.5187182617,2017,0.001
100.0,318400,318200,3184,157,-5045.31468602,3186.692763671875,217265.5585864258,2020,0.001
100.0,318800,318600,3188,157,-5045.29249154,3182.041840820313,182526.91624023442,2023,0.001
100.0,319200,319000,3192,157,-5045.76950088,3159.630288085937,180392.4856640625,2025,0.001
100.0,319600,319400,3196,157,-5045.64921222,3144.55103515625,169506.0046484375,2028,0.001
100.0,320000,319800,3200,157,-5045.73042769,3132.6522314453123,209755.25898925785,2030,0.001
100.0,320400,320200,3204,157,-5047.53920377,3163.02033203125,179743.96502197266,2033,0.001
100.0,320800,320600,3208,157,-5051.0085613,3136.237109375,182171.21478027344,2035,0.001
