rollout/ep_rew_mean,time/iterations,train/explained_variance,train/std,train/policy_loss,train/n_updates,train/entropy_loss,time/fps,rollout/ep_len_mean,time/time_elapsed,time/total_timesteps,train/value_loss,train/learning_rate
-38434.004751869994,37900,0.0,1.6044454574584959,-5497.4140625,37899,-5.628316879272461,481,100.0,393,189500,1111712.125,0.0007
-38467.737290319994,38000,0.0,1.6104116439819336,-4751.70654296875,37999,-5.640532493591309,481,100.0,394,190000,992875.625,0.0007
-38554.096614589995,38100,0.0,1.627012014389038,-5798.48388671875,38099,-5.6702208518981925,481,100.0,395,190500,1321883.625,0.0007
-38683.09961035,38200,0.0,1.640878200531006,-6226.5078125,38199,-5.69775915145874,481,100.0,396,191000,1355227.0,0.0007
-38755.59597707,38300,0.0,1.6557364463806152,-4819.509765625,38299,-5.7194886207580575,481,100.0,397,191500,993102.0,0.0007
-38856.35919914002,38400,-1.1920928955078125e-07,1.6566388607025146,-5320.03759765625,38399,-5.7251625061035165,481,100.0,398,192000,1362214.125,0.0007
-38988.49817054,38500,0.0,1.6498168706893919,-5252.5595703125,38499,-5.715563774108888,481,100.0,399,192500,1317961.875,0.0007
-39075.83212691,38600,0.0,1.6543878316879272,-5079.72412109375,38599,-5.725776672363281,481,100.0,400,193000,1063160.875,0.0007
-39196.20774841,38700,0.0,1.6590255498886108,-5133.69482421875,38699,-5.734100341796875,481,100.0,401,193500,1013895.8125,0.0007
-39277.63878239,38800,0.0,1.6751790046691897,-5120.17431640625,38799,-5.765401363372803,481,100.0,402,194000,1085716.125,0.0007
-39378.86428535,38900,0.0,1.6781924962997437,-5721.89794921875,38899,-5.77445125579834,481,100.0,403,194500,1341955.25,0.0007
-39438.137656689985,39000,0.0,1.67706298828125,-6490.8232421875,38999,-5.774282455444336,481,100.0,405,195000,1036634.4375,0.0007
-39567.298445690016,39100,0.0,1.690579175949097,-6350.11865234375,39099,-5.7990355491638175,481,100.0,406,195500,1241495.0,0.0007
-39621.556089440004,39200,0.0,1.6838072538375854,-6920.23291015625,39199,-5.790877342224121,481,100.0,407,196000,1391616.875,0.0007
-39605.72716218,39300,0.0,1.688408374786377,-5220.67822265625,39299,-5.793967247009277,481,100.0,408,196500,1374411.625,0.0007
-39639.87623259,39400,0.0,1.6797927618026731,-7409.82177734375,39399,-5.7824950218200675,481,100.0,409,197000,1415433.375,0.0007
-39619.353645989984,39500,0.0,1.677588701248169,-6769.07958984375,39499,-5.77762508392334,481,100.0,410,197500,1371269.0,0.0007
-39699.32333729,39600,0.0,1.679939031600952,-5399.35302734375,39599,-5.778318405151367,481,100.0,411,198000,1060842.375,0.0007
-39724.4061574,39700,0.0,1.6911534070968628,-5001.26904296875,39699,-5.795812129974365,481,100.0,412,198500,1028501.0,0.0007
-39718.02962855998,39800,-1.1920928955078125e-07,1.6985386610031128,-6045.962890625,39799,-5.809382438659668,481,100.0,413,199000,1180817.25,0.0007
-39744.29020317,39900,0.0,1.7033438682556152,-6662.22607421875,39899,-5.816390037536621,481,100.0,414,199500,1278106.875,0.0007
-39843.71339622,40000,-1.1920928955078125e-07,1.7161386013031006,-5953.42138671875,39999,-5.8365092277526855,481,100.0,415,200000,1243957.125,0.0007
-39847.70276206,40100,0.0,1.7213313579559326,-3866.3359375,40099,-5.84455680847168,481,100.0,416,200500,775233.6875,0.0007
-39862.289812929994,40200,1.1920928955078125e-07,1.718873381614685,-4948.2158203125,40199,-5.839791774749756,481,100.0,417,201000,1113039.25,0.0007
-39929.596766,40300,0.0,1.7197726964950562,-5140.85888671875,40299,-5.842541694641112,481,100.0,418,201500,823443.4375,0.0007
-39949.41580961,40400,5.960464477539063e-08,1.7158726453781128,-5766.5556640625,40399,-5.833910942077638,481,100.0,419,202000,1235309.0,0.0007
-39965.47392402,40500,0.0,1.720745086669922,-5168.91650390625,40499,-5.837415218353272,481,100.0,420,202500,1293124.875,0.0007
-39993.426321,40600,-1.1920928955078125e-07,1.7173831462860107,-5728.08056640625,40599,-5.836215496063232,481,100.0,421,203000,1047702.1875,0.0007
-40001.89917541,40700,0.0,1.7324869632720947,-5778.6494140625,40699,-5.8600425720214835,481,100.0,422,203500,1108656.375,0.0007
-40015.24698485,40800,0.0,1.740190863609314,-6211.06884765625,40799,-5.8695807456970215,481,100.0,423,204000,1245621.625,0.0007
-40007.730733899996,40900,0.0,1.737931489944458,-4964.2119140625,40899,-5.8636674880981445,481,100.0,424,204500,1011525.4375,0.0007
-39989.37116244002,41000,-1.1920928955078125e-07,1.7381796836853027,-5385.3076171875,40999,-5.862550258636475,481,100.0,425,205000,1167587.375,0.0007
-39978.98801650998,41100,0.0,1.7420719861984253,-6192.990234375,41099,-5.871073722839356,481,100.0,426,205500,1113781.5,0.0007
-39959.14445686,41200,0.0,1.7368102073669434,-6042.64208984375,41199,-5.861512660980225,481,100.0,427,206000,1538571.0,0.0007
-39934.8862226,41300,0.0,1.7365520000457764,-5164.80810546875,41299,-5.863139629364014,481,100.0,428,206500,1201741.375,0.0007
-39920.586173920005,41400,0.0,1.747642993927002,-6240.99951171875,41399,-5.885267734527588,481,100.0,429,207000,1219892.375,0.0007
-39924.75082497,41500,0.0,1.7651300430297852,-4692.89990234375,41499,-5.910569190979004,481,100.0,430,207500,949038.1875,0.0007
-39895.343332460005,41600,0.0,1.776227355003357,-4799.2431640625,41599,-5.930722713470459,481,100.0,431,208000,745618.5,0.0007
-39880.22590726,41700,1.1920928955078125e-07,1.7773339748382568,-6702.69091796875,41699,-5.929079055786133,481,100.0,432,208500,1176751.875,0.0007
-39847.62530213,41800,5.960464477539063e-08,1.7746841907501218,-5661.310546875,41799,-5.921435356140138,481,100.0,433,209000,1149808.75,0.0007
-39803.72193833,41900,0.0,1.7776201963424685,-6032.40478515625,41899,-5.92780065536499,481,100.0,434,209500,1321184.375,0.0007
-39725.96195491,42000,0.0,1.7734622955322266,-7311.11962890625,41999,-5.926894664764403,482,100.0,435,210000,1393361.375,0.0007
-39682.13826448,42100,5.960464477539063e-08,1.7703231573104858,-5873.63232421875,42099,-5.920676231384277,482,100.0,436,210500,1117860.875,0.0007
-39641.07774137,42200,0.0,1.7820215225219729,-5664.72998046875,42199,-5.9382500648498535,482,100.0,437,211000,1418765.125,0.0007
-39585.137477389995,42300,5.960464477539063e-08,1.7750787734985352,-6416.640625,42299,-5.930430889129639,482,100.0,438,211500,1145054.5,0.0007
-39550.092797679994,42400,0.0,1.7728227376937866,-5183.64208984375,42399,-5.923499584197997,482,100.0,439,212000,1175159.625,0.0007
-39513.4433581,42500,0.0,1.773892164230347,-5209.87255859375,42499,-5.924996852874756,482,100.0,440,212500,1243423.875,0.0007
-39489.163797309986,42600,0.0,1.768247365951538,-6998.24365234375,42599,-5.918365478515625,482,100.0,441,213000,1464993.75,0.0007
-39450.12927657,42700,0.0,1.7696545124053955,-5399.26123046875,42699,-5.915324687957764,482,100.0,442,213500,1176300.75,0.0007
-39428.74270457,42800,0.0,1.7688777446746826,-6254.84228515625,42799,-5.918692588806152,482,100.0,443,214000,1251419.375,0.0007
-39404.380428979995,42900,0.0,1.7782130241394043,-5036.416015625,42899,-5.9332594871521,482,100.0,444,214500,911650.125,0.0007
-39350.18716795,43000,0.0,1.7907623052597046,-4787.03466796875,42999,-5.955740928649902,482,100.0,445,215000,982101.8125,0.0007
-39333.15568418,43100,0.0,1.7991455793380735,-6008.56201171875,43099,-5.968690872192383,482,100.0,446,215500,1189644.625,0.0007
-39289.652898390006,43200,0.0,1.791348218917847,-6013.4267578125,43199,-5.958291530609131,482,100.0,447,216000,962165.9375,0.0007
-39276.70843752,43300,1.1920928955078125e-07,1.8062509298324585,-4571.5048828125,43299,-5.979138374328612,482,100.0,448,216500,931055.8125,0.0007
-39272.533772899995,43400,0.0,1.8030054569244385,-6217.623046875,43399,-5.977681636810303,482,100.0,450,217000,1054216.375,0.0007
-39240.395651299994,43500,0.0,1.7965075969696045,-6613.328125,43499,-5.96910572052002,482,100.0,451,217500,1121989.25,0.0007
-39214.03853352,43600,0.0,1.8078302145004272,-6319.46923828125,43599,-5.985036849975586,482,100.0,452,218000,1381594.125,0.0007
-39198.49624712,43700,0.0,1.8203999996185305,-5892.70458984375,43699,-6.007883071899414,482,100.0,453,218500,1079894.875,0.0007
-39191.648979120015,43800,0.0,1.8246841430664065,-5748.15576171875,43799,-6.01436710357666,482,100.0,454,219000,951563.8125,0.0007
-39231.88996796,43900,0.0,1.8312009572982788,-5392.89697265625,43899,-6.024096012115479,482,100.0,455,219500,1058970.875,0.0007
-39242.575328160005,44000,0.0,1.83587908744812,-5502.15966796875,43999,-6.03244161605835,481,100.0,456,220000,1165221.375,0.0007
-39264.46331797,44100,0.0,1.8426707983016968,-6316.6552734375,44099,-6.0456647872924805,481,100.0,457,220500,1307076.625,0.0007
-39279.25121863,44200,0.0,1.849671721458435,-5439.72802734375,44199,-6.05713415145874,481,100.0,458,221000,1442176.625,0.0007
-39349.166836109995,44300,0.0,1.853507399559021,-6552.18310546875,44299,-6.066204071044923,481,100.0,459,221500,1435279.5,0.0007
-39378.409189670005,44400,0.0,1.856628179550171,-5830.9921875,44399,-6.0697340965271,481,100.0,460,222000,1291820.75,0.0007
-39418.50072238,44500,-1.1920928955078125e-07,1.8669545650482176,-4939.4609375,44499,-6.087381362915039,481,100.0,461,222500,1013953.8125,0.0007
-39423.221572350005,44600,0.0,1.8802802562713623,-6481.64208984375,44599,-6.1107330322265625,481,100.0,462,223000,1474316.375,0.0007
-39432.65609283,44700,0.0,1.8836631774902344,-5812.96484375,44699,-6.114224910736084,482,100.0,463,223500,1252415.625,0.0007
-39459.457781729994,44800,0.0,1.8884618282318115,-6986.1376953125,44799,-6.122457504272461,482,100.0,464,224000,1498822.0,0.0007
-39463.418900180004,44900,0.0,1.8899590969085691,-6454.1689453125,44899,-6.125336647033691,482,100.0,465,224500,1333841.75,0.0007
-39527.64326406,45000,-1.1920928955078125e-07,1.884808897972107,-7037.15576171875,44999,-6.116893768310548,482,100.0,466,225000,1314305.125,0.0007
-39568.55276054,45100,0.0,1.8728790283203125,-6643.8984375,45099,-6.098775863647461,482,100.0,467,225500,1209168.875,0.0007
-39593.104043520005,45200,0.0,1.8689680099487305,-5635.74755859375,45199,-6.0900492668151855,482,100.0,468,226000,940784.8125,0.0007
-39602.17383238,45300,-1.1920928955078125e-07,1.8617734909057615,-6598.79638671875,45299,-6.077690124511719,481,100.0,469,226500,1331798.375,0.0007
-39593.22033914,45400,0.0,1.8577079772949217,-4996.3515625,45399,-6.073732852935791,481,100.0,470,227000,1116849.25,0.0007
-39612.76704587,45500,-1.1920928955078125e-07,1.86375892162323,-5501.55615234375,45499,-6.0867838859558105,481,100.0,472,227500,1223458.375,0.0007
-39650.09755839,45600,0.0,1.8678128719329836,-6090.09521484375,45599,-6.09555721282959,481,100.0,473,228000,1122056.0,0.0007
-39706.23658468,45700,0.0,1.869017958641052,-6797.6298828125,45699,-6.101198196411133,482,100.0,474,228500,1363730.0,0.0007
-39755.78888371,45800,0.0,1.8890788555145264,-7038.53759765625,45799,-6.135414123535156,482,100.0,475,229000,1314316.625,0.0007
-39782.469728369986,45900,0.0,1.892881274223328,-7460.27099609375,45899,-6.145201683044434,482,100.0,476,229500,1344864.0,0.0007
-39808.39398243,46000,0.0,1.8838114738464355,-5763.09765625,45999,-6.127840042114258,482,100.0,477,230000,1283601.5,0.0007
-39802.653952320004,46100,-1.1920928955078125e-07,1.8879537582397459,-6062.77392578125,46099,-6.136279582977295,482,100.0,478,230500,1279199.375,0.0007
-39787.73654418,46200,-1.1920928955078125e-07,1.8870849609375,-5572.64013671875,46199,-6.140328884124756,482,100.0,479,231000,704229.75,0.0007
-39764.456466690004,46300,0.0,1.8847835063934328,-5788.70654296875,46299,-6.136067867279053,482,100.0,480,231500,1214736.0,0.0007
-39731.51243425,46400,-1.1920928955078125e-07,1.8915183544158936,-6654.8828125,46399,-6.14783239364624,482,100.0,481,232000,1370482.0,0.0007
-39706.11030996,46500,5.960464477539063e-08,1.8996294736862185,-5182.65283203125,46499,-6.159067630767822,482,100.0,482,232500,1109878.5,0.0007
-39708.861538660014,46600,0.0,1.9028630256652832,-5155.740234375,46599,-6.1653361320495605,482,100.0,483,233000,930538.625,0.0007
-39720.993927729985,46700,0.0,1.9032955169677732,-5559.3056640625,46699,-6.1651549339294425,482,100.0,484,233500,1077352.375,0.0007
-39686.75822415999,46800,0.0,1.9038981199264529,-5226.10302734375,46799,-6.164905071258545,482,100.0,485,234000,945255.625,0.0007
-39652.819782850005,46900,0.0,1.9083917140960691,-6343.89892578125,46899,-6.173142433166504,482,100.0,486,234500,1375238.375,0.0007
-39579.33467319,47000,0.0,1.9114367961883545,-5026.1025390625,46999,-6.177783012390138,482,100.0,487,235000,930778.0,0.0007
-39484.81287906,47100,1.1920928955078125e-07,1.9073212146759035,-5075.560546875,47099,-6.16755485534668,482,100.0,488,235500,1100673.625,0.0007
-39391.9670102,47200,0.0,1.905747652053833,-6682.72998046875,47199,-6.169307231903076,482,100.0,489,236000,1314192.875,0.0007
-39289.65907671001,47300,1.1920928955078125e-07,1.91741406917572,-4676.015625,47299,-6.184804439544678,482,100.0,490,236500,794315.4375,0.0007
-39211.76034814,47400,0.0,1.901623249053955,-6910.76904296875,47399,-6.162930965423584,482,100.0,491,237000,1028073.125,0.0007
-39177.887892060004,47500,0.0,1.907669305801392,-5049.7001953125,47499,-6.16998291015625,482,100.0,492,237500,1092713.375,0.0007
-39121.9065613,47600,-1.1920928955078125e-07,1.9034452438354488,-6236.95849609375,47599,-6.165360927581787,482,100.0,493,238000,1189530.375,0.0007
-38985.653046180014,47700,0.0,1.912701964378357,-6053.65576171875,47699,-6.179811000823975,482,100.0,494,238500,1017734.9375,0.0007
-38892.762663360016,47800,0.0,1.9175233840942385,-7170.2861328125,47799,-6.185667514801025,482,100.0,495,239000,1335671.625,0.0007
-38773.831914229995,47900,1.1920928955078125e-07,1.924027681350708,-6340.13427734375,47899,-6.195676326751709,482,100.0,496,239500,1043929.1875,0.0007
-38766.999333669984,48000,0.0,1.9359310865402224,-7844.18310546875,47999,-6.2162208557128915,482,100.0,497,240000,1465502.125,0.0007
-38809.86568063,48100,0.0,1.9406909942626955,-4952.08056640625,48099,-6.222395896911621,482,100.0,498,240500,1128256.875,0.0007
-38830.54478032,48200,0.0,1.9466295242309568,-5702.11328125,48199,-6.233358860015869,482,100.0,499,241000,1319101.625,0.0007
-38800.24369836001,48300,-1.1920928955078125e-07,1.9480847120285036,-5644.18701171875,48299,-6.23541784286499,482,100.0,500,241500,1183280.375,0.0007
-38756.89550259,48400,0.0,1.9540294408798216,-5330.64697265625,48399,-6.245277404785156,482,100.0,501,242000,1050424.125,0.0007
-38684.10921286998,48500,5.960464477539063e-08,1.9498929977416992,-5769.6416015625,48499,-6.238218307495117,482,100.0,502,242500,1090358.875,0.0007
-38646.66854248,48600,-1.1920928955078125e-07,1.9422820806503296,-8692.708984375,48599,-6.23284912109375,482,100.0,503,243000,1275312.625,0.0007
-38594.160487860005,48700,1.7881393432617188e-07,1.9452018737792969,-5132.0888671875,48699,-6.231149196624756,482,100.0,504,243500,1091044.0,0.0007
-38589.78007802999,48800,0.0,1.9294600486755369,-5801.146484375,48799,-6.208422660827638,482,100.0,505,244000,1293379.0,0.0007
-38578.42063859,48900,0.0,1.942445993423462,-7184.8994140625,48899,-6.233739376068115,482,100.0,506,244500,1182494.25,0.0007
-38522.550433899996,49000,-1.1920928955078125e-07,1.9486384391784668,-5021.9560546875,48999,-6.242208003997803,482,100.0,507,245000,941394.8125,0.0007
-38503.13345911,49100,0.0,1.9522408246994016,-5188.25732421875,49099,-6.2456908226013175,482,100.0,509,245500,995191.4375,0.0007
-38502.664738609994,49200,5.960464477539063e-08,1.9620184898376465,-4763.4619140625,49199,-6.2608394622802725,482,100.0,510,246000,880831.8125,0.0007
-38540.028547860005,49300,-1.1920928955078125e-07,1.955724120140076,-5945.97216796875,49299,-6.251555919647218,482,100.0,511,246500,1129391.875,0.0007
-38527.73203518,49400,-1.1920928955078125e-07,1.9448258876800537,-4364.79541015625,49399,-6.234078884124756,482,100.0,512,247000,577343.125,0.0007
-38477.85586071,49500,0.0,1.9548387527465818,-4564.30419921875,49499,-6.246079921722412,482,100.0,513,247500,964868.8125,0.0007
-38404.00976103,49600,0.0,1.966744899749756,-5849.98095703125,49599,-6.2679362297058105,482,100.0,514,248000,1055303.375,0.0007
-38393.24057387002,49700,0.0,1.9755470752716064,-6115.5966796875,49699,-6.27943754196167,482,100.0,515,248500,1226060.625,0.0007
-38354.73777839,49800,0.0,1.9702528715133667,-4047.020751953125,49799,-6.27100133895874,482,100.0,516,249000,658619.5625,0.0007
-38286.062613170005,49900,0.0,1.9731401205062864,-4460.6806640625,49899,-6.274336338043213,482,100.0,517,249500,779471.6875,0.0007
-38093.12476395,50000,0.0,1.9766616821289065,-4544.79248046875,49999,-6.2789673805236825,482,100.0,518,250000,889115.9375,0.0007
-37885.70938303,50100,0.0,1.9760277271270752,-4994.990234375,50099,-6.2783451080322275,481,100.0,519,250500,927914.4375,0.0007
-37715.85520971999,50200,0.0,1.9669469594955444,-6106.73974609375,50199,-6.264588832855225,481,100.0,520,251000,1158475.125,0.0007
-37535.08458056,50300,0.0,1.9689733982086184,-5735.13525390625,50299,-6.270583152770996,481,100.0,521,251500,722497.3125,0.0007
-37416.61560196,50400,0.0,1.9747488498687744,-5042.13818359375,50399,-6.275891780853272,481,100.0,522,252000,967195.4375,0.0007
-37299.43147047,50500,0.0,1.969037413597107,-4548.55712890625,50499,-6.270856380462647,481,100.0,523,252500,608324.4375,0.0007
-37232.39129405,50600,0.0,1.9655754566192627,-5977.32470703125,50599,-6.265604496002197,481,100.0,525,253000,1027806.625,0.0007
-37123.21214717,50700,0.0,1.9596761465072632,-5787.2392578125,50699,-6.2535767555236825,481,100.0,526,253500,1043628.4375,0.0007
-37002.08512645001,50800,-1.1920928955078125e-07,1.962575912475586,-4067.899169921875,50799,-6.255188941955566,481,100.0,527,254000,643985.1875,0.0007
-36903.368318759996,50900,0.0,1.9601781368255613,-5447.64794921875,50899,-6.252480983734131,481,100.0,528,254500,1112035.5,0.0007
-36852.609026160004,51000,0.0,1.955611109733581,-5174.17529296875,50999,-6.245851039886475,481,100.0,529,255000,911146.8125,0.0007
-36800.34958789,51100,0.0,1.9573163986206052,-5132.98583984375,51099,-6.248250961303711,481,100.0,530,255500,923660.8125,0.0007
-36755.231235659994,51200,1.1920928955078125e-07,1.9653762578964236,-5608.02880859375,51199,-6.258421897888184,481,100.0,531,256000,965560.625,0.0007
-36718.839156300004,51300,0.0,1.950592041015625,-5972.26220703125,51299,-6.2367262840271,481,100.0,532,256500,1208272.875,0.0007
-36700.43149234999,51400,0.0,1.935923933982849,-8243.0771484375,51399,-6.2191901206970215,481,100.0,533,257000,1072154.875,0.0007
-36673.455622659996,51500,0.0,1.9336618185043333,-5247.71826171875,51499,-6.2098822593688965,481,100.0,534,257500,967065.4375,0.0007
-36647.31116072,51600,0.0,1.934510946273804,-6222.13916015625,51599,-6.212634563446045,481,100.0,535,258000,1019147.125,0.0007
-36655.53751227,51700,0.0,1.9294066429138184,-6525.28759765625,51699,-6.201272010803223,481,100.0,536,258500,1020696.625,0.0007
-36645.86446592,51800,0.0,1.9397882223129272,-4418.96728515625,51799,-6.214590072631836,481,100.0,537,259000,827194.75,0.0007
-36680.18523122,51900,-1.1920928955078125e-07,1.95462703704834,-5487.74755859375,51899,-6.2370262145996085,481,100.0,538,259500,973820.3125,0.0007
-36683.25235374,52000,0.0,1.9679915904998782,-5785.72802734375,51999,-6.2582454681396475,481,100.0,539,260000,1063288.875,0.0007
-36720.08829852,52100,0.0,1.9633080959320068,-4504.92138671875,52099,-6.25192403793335,481,100.0,541,260500,665064.375,0.0007
-36724.26968713,52200,1.1920928955078125e-07,1.9493496417999268,-5935.75146484375,52199,-6.229773998260497,481,100.0,542,261000,1174876.5,0.0007
-36839.71625101,52300,1.1920928955078125e-07,1.948363184928894,-5993.24462890625,52299,-6.231938362121582,481,100.0,543,261500,897918.625,0.0007
-36869.43929646,52400,0.0,1.949440836906433,-5592.84228515625,52399,-6.231104850769043,481,100.0,544,262000,1016069.9375,0.0007
-36957.65884868001,52500,0.0,1.9454047679901123,-4852.91650390625,52499,-6.2244415283203125,481,100.0,545,262500,810547.3125,0.0007
-36945.683866660016,52600,0.0,1.9375871419906616,-5729.884765625,52599,-6.214406490325928,481,100.0,546,263000,897138.8125,0.0007
-36995.73698612001,52700,-1.1920928955078125e-07,1.9425742626190183,-5199.9013671875,52699,-6.219492435455322,481,100.0,547,263500,980672.6875,0.0007
-37005.36495962,52800,0.0,1.9325969219207764,-4787.0908203125,52799,-6.206662654876709,481,100.0,548,264000,746765.125,0.0007
-37091.10221769,52900,1.1920928955078125e-07,1.9372596740722656,-5515.7314453125,52899,-6.2131829261779785,481,100.0,549,264500,1168102.875,0.0007
-37101.91644113,53000,5.960464477539063e-08,1.9377416372299197,-5766.79833984375,52999,-6.216133117675781,481,100.0,550,265000,1108476.875,0.0007
-37131.292901759996,53100,1.1920928955078125e-07,1.9377000331878664,-4497.71484375,53099,-6.2140960693359375,481,100.0,551,265500,773585.6875,0.0007
-37146.227318649995,53200,0.0,1.9341814517974851,-7414.296875,53199,-6.209804058074951,481,100.0,552,266000,1370081.625,0.0007
-37116.59119409,53300,0.0,1.945885419845581,-3230.61962890625,53299,-6.2253055572509775,481,100.0,553,266500,530653.125,0.0007
-37119.23636281,53400,1.7881393432617188e-07,1.946821928024292,-5627.26904296875,53399,-6.229434013366699,481,100.0,554,267000,882035.8125,0.0007
-37101.06230702,53500,0.0,1.933535933494568,-5330.61181640625,53499,-6.2087154388427725,481,100.0,555,267500,1140017.875,0.0007
-37082.44092516,53600,0.0,1.953936457633972,-4687.62255859375,53599,-6.240096092224121,481,100.0,556,268000,781165.625,0.0007
-37019.040890629985,53700,0.0,1.9583914279937744,-5560.09326171875,53699,-6.246161937713622,481,100.0,558,268500,1092355.875,0.0007
-37008.32200256,53800,0.0,1.9665074348449707,-4736.54638671875,53799,-6.260702610015869,481,100.0,559,269000,835478.25,0.0007
-36992.45098851,53900,0.0,1.9582595825195312,-5804.77392578125,53899,-6.254434108734131,481,100.0,560,269500,717816.5625,0.0007
-37013.41741131001,54000,1.1920928955078125e-07,1.9612474441528318,-4845.38037109375,53999,-6.255176067352295,481,100.0,561,270000,799921.4375,0.0007
-36977.71458554,54100,0.0,1.9580368995666504,-5399.63818359375,54099,-6.250722408294678,481,100.0,562,270500,1031660.625,0.0007
-37000.13362248,54200,1.1920928955078125e-07,1.9686648845672607,-6776.03125,54199,-6.2674479484558105,481,100.0,563,271000,1228049.125,0.0007
-36973.28205944,54300,-1.1920928955078125e-07,1.962228775024414,-6214.2255859375,54299,-6.259225368499756,481,100.0,564,271500,977774.0,0.0007
-36994.98995751,54400,0.0,1.967862010002136,-4474.232421875,54399,-6.264817714691162,481,100.0,565,272000,736793.9375,0.0007
-36946.43686554,54500,0.0,1.966197490692139,-5927.58740234375,54499,-6.26442813873291,481,100.0,566,272500,949848.4375,0.0007
-36940.92546355,54600,-1.1920928955078125e-07,1.9745302200317385,-4581.115234375,54599,-6.275815486907959,481,100.0,567,273000,804842.0,0.0007
-36965.144141950004,54700,0.0,1.9648482799530032,-6875.3564453125,54699,-6.263258934020996,481,100.0,568,273500,1147615.5,0.0007
-36972.56710761,54800,0.0,1.9514039754867556,-5672.60693359375,54799,-6.241899490356445,481,100.0,569,274000,1022519.8125,0.0007
-36903.06335241,54900,-1.1920928955078125e-07,1.942188024520874,-5968.21044921875,54899,-6.230222225189209,481,100.0,570,274500,1006977.3125,0.0007
-36880.520663079995,55000,0.0,1.9437055587768557,-5941.95703125,54999,-6.230662822723389,481,100.0,571,275000,1024182.4375,0.0007
-36845.13720509999,55100,-1.1920928955078125e-07,1.950165033340454,-6109.80908203125,55099,-6.240657329559326,481,100.0,572,275500,1083463.375,0.0007
-36902.633379759995,55200,0.0,1.9475953578948972,-5969.13330078125,55199,-6.236159324645996,481,100.0,573,276000,1128752.875,0.0007
-36916.216877410014,55300,0.0,1.9578466415405276,-5810.3681640625,55299,-6.249644756317139,481,100.0,574,276500,1080190.625,0.0007
-36909.722872850005,55400,0.0,1.9693224430084229,-6381.67333984375,55399,-6.267237663269043,481,100.0,575,277000,1118933.625,0.0007
-36910.04784472,55500,-1.1920928955078125e-07,1.9642646312713623,-5592.5732421875,55499,-6.258577823638916,481,100.0,576,277500,852748.1875,0.0007
-36959.80331100001,55600,0.0,1.9651826620101929,-5356.546875,55599,-6.256772518157959,481,100.0,577,278000,965514.625,0.0007
-36992.52076334001,55700,-1.1920928955078125e-07,1.963247776031494,-6458.66943359375,55699,-6.25673246383667,481,100.0,578,278500,1133504.0,0.0007
-37006.3329,55800,0.0,1.9700645208358765,-6668.97509765625,55799,-6.266754150390625,481,100.0,579,279000,1266863.875,0.0007
-37026.44368871,55900,0.0,1.9674396514892576,-5079.46826171875,55899,-6.260642051696777,481,100.0,580,279500,933069.0,0.0007
-37024.31719865999,56000,0.0,1.9887155294418333,-6055.0849609375,55999,-6.292428970336914,481,100.0,581,280000,991824.8125,0.0007
-37071.627112259994,56100,0.0,1.994609832763672,-5604.08837890625,56099,-6.2985172271728525,481,100.0,583,280500,1015802.3125,0.0007
-37070.568971699984,56200,0.0,1.9993722438812256,-4934.74951171875,56199,-6.304007053375244,481,100.0,584,281000,904961.125,0.0007
-37033.85594914001,56300,0.0,2.0006792545318604,-5442.76025390625,56299,-6.307408809661865,481,100.0,585,281500,864028.6875,0.0007
-37032.71986664,56400,-1.1920928955078125e-07,2.0108978748321533,-5944.37255859375,56399,-6.323057174682617,481,100.0,586,282000,1182445.5,0.0007
-37013.465303699995,56500,0.0,2.0182619094848637,-6027.109375,56499,-6.3321876525878915,481,100.0,587,282500,1173050.875,0.0007
-36939.20067081,56600,0.0,2.014455795288086,-4354.26953125,56599,-6.326162815093994,480,100.0,588,283000,641421.5,0.0007
-36898.98924758,56700,-1.1920928955078125e-07,2.0143289566040044,-5720.4072265625,56699,-6.328184604644775,480,100.0,589,283500,1064456.75,0.0007
-36886.45333762,56800,1.7881393432617188e-07,2.0225355625152592,-5985.91064453125,56799,-6.342069625854492,480,100.0,590,284000,981588.4375,0.0007
-36896.27114882,56900,1.1920928955078125e-07,2.0369126796722408,-6620.00341796875,56899,-6.360888481140138,480,100.0,591,284500,1381829.75,0.0007
-36909.135515040005,57000,0.0,2.0299024581909184,-6302.01708984375,56999,-6.349523067474365,480,100.0,592,285000,1187406.875,0.0007
-36902.956549559996,57100,0.0,2.0290994644165044,-7181.56640625,57099,-6.349620819091798,480,100.0,593,285500,1417607.875,0.0007
-36807.20435081,57200,0.0,2.0173544883728027,-5411.3466796875,57199,-6.331962585449219,480,100.0,594,286000,1036252.9375,0.0007
-36668.07333394,57300,0.0,2.00248122215271,-5102.9892578125,57299,-6.310760498046875,480,100.0,595,286500,630377.9375,0.0007
-36614.06319619001,57400,0.0,1.9988276958465576,-5145.30859375,57399,-6.302621841430664,480,100.0,596,287000,843833.625,0.0007
-36511.649954509994,57500,0.0,1.9892799854278564,-6567.66748046875,57499,-6.290882110595702,480,100.0,597,287500,770397.9375,0.0007
-36375.974078529995,57600,1.1920928955078125e-07,1.99251127243042,-5866.77490234375,57599,-6.2980146408081055,480,100.0,599,288000,534941.6875,0.0007
-36328.29108984,57700,0.0,1.9894269704818728,-4983.71630859375,57699,-6.28395938873291,480,100.0,600,288500,947941.625,0.0007
-36149.705198020005,57800,0.0,1.980939865112305,-5354.5673828125,57799,-6.271359920501709,480,100.0,601,289000,975871.4375,0.0007
