train/learning_rate,time/episodes,train/actor_loss,rollout/ep_len_mean,time/fps,train/critic_loss,train/n_updates,rollout/ep_rew_mean,time/time_elapsed,time/total_timesteps
0.001,216,2336.9709057617188,100.0,154,40170.687592163085,21400,-10211.197596949998,140,21600
0.001,220,2338.485017089844,100.0,154,43519.32224182129,21800,-10210.1112743,142,22000
0.001,224,2356.69798828125,100.0,154,49958.962350463866,22200,-10208.621531409999,145,22400
0.001,228,2401.8967016601564,100.0,154,44804.167557373046,22600,-10207.028197939999,147,22800
0.001,232,2439.247746582031,100.0,154,38116.57346069336,23000,-10207.1413423,150,23200
0.001,236,2508.0221850585935,100.0,154,42064.7915423584,23400,-10209.26492645,153,23600
0.001,240,2555.1111474609374,100.0,153,48512.689146118166,23800,-10209.337049660004,155,24000
0.001,244,2617.7837377929686,100.0,153,39831.696293945315,24200,-10207.786763429998,158,24400
0.001,248,2660.1719140625,100.0,153,54311.4750567627,24600,-10205.59823393,161,24800
0.001,252,2696.979665527344,100.0,153,57082.61325073242,25000,-10207.14109035,163,25200
0.001,256,2766.3752514648436,100.0,153,64721.2042578125,25400,-10206.48543164,166,25600
0.001,260,2809.5147729492187,100.0,153,62695.723115234374,25800,-10204.17074768,168,26000
0.001,264,2833.6946313476565,100.0,153,70750.36623657227,26200,-10206.19053925,171,26400
0.001,268,2877.4080639648437,100.0,153,61213.691673583984,26600,-10015.12527112,174,26800
0.001,272,2920.188591308594,100.0,153,47663.26832946777,27000,-9924.15402003,176,27200
0.001,276,2944.41396484375,100.0,153,80069.7653564453,27400,-9725.28592941,179,27600
0.001,280,2985.911154785156,100.0,153,67612.01717407227,27800,-9565.477240880002,182,28000
0.001,284,3020.760625,100.0,153,65239.16463623047,28200,-9362.511642410002,184,28400
0.001,288,3035.1055224609377,100.0,153,70310.58407836914,28600,-9115.733164669999,187,28800
0.001,292,3039.687326660156,100.0,153,74561.82252441406,29000,-8900.032349539999,190,29200
0.001,296,3042.0939501953126,100.0,153,68029.74442138671,29400,-8761.12471613,192,29600
0.001,300,3054.0493286132814,100.0,153,66696.84704711914,29800,-8643.36883982,195,30000
0.001,304,3081.647946777344,100.0,153,84790.06336547852,30200,-8460.776553759999,197,30400
0.001,308,3078.3876342773438,100.0,153,64598.7776159668,30600,-8339.292512930002,200,30800
0.001,312,3083.9918408203125,100.0,153,75077.35162109375,31000,-8189.002385279999,203,31200
0.001,316,3090.948732910156,100.0,153,93287.34461914063,31400,-8131.70261243,205,31600
0.001,320,3110.2963916015624,100.0,153,86303.19610717773,31800,-7901.6582791499995,208,32000
0.001,324,3104.6336108398436,100.0,153,101373.5219116211,32200,-7703.7980218699995,211,32400
0.001,328,3119.1929736328125,100.0,153,66654.27255615234,32600,-7634.254349119999,213,32800
0.001,332,3112.2001635742185,100.0,153,87656.48313354493,33000,-7389.627987399997,216,33200
0.001,336,3108.8448266601563,100.0,153,78841.15772460938,33400,-7221.06358738,218,33600
0.001,340,3110.1821020507814,100.0,153,81097.4787512207,33800,-7064.501319400001,221,34000
0.001,344,3099.69224609375,100.0,153,84274.49598144532,34200,-6912.00414659,224,34400
0.001,348,3113.162087402344,100.0,153,72591.31170898437,34600,-6703.606915549999,226,34800
0.001,352,3098.3224487304688,100.0,153,73693.53953613281,35000,-6495.544552470001,229,35200
0.001,356,3087.620080566406,100.0,153,79639.23471191406,35400,-6327.251270239999,232,35600
0.001,360,3097.3716235351562,100.0,153,83651.67672363282,35800,-6260.54803304,234,36000
0.001,364,3070.0331909179686,100.0,153,92600.03868530273,36200,-6126.82656759,237,36400
0.001,368,3086.50958984375,100.0,153,68817.95414672852,36600,-6187.89330125,239,36800
0.001,372,3080.0176025390624,100.0,153,98938.2705114746,37000,-6074.081182690001,242,37200
0.001,376,3071.9156298828125,100.0,153,83162.29882080079,37400,-6059.13067276,245,37600
0.001,380,3065.4277099609376,100.0,153,72962.66375854492,37800,-6049.25215795,247,38000
0.001,384,3065.1341650390623,100.0,153,68905.8921887207,38200,-6077.303580229999,250,38400
0.001,388,3057.2987475585937,100.0,153,80754.31547973632,38600,-6114.23085795,253,38800
0.001,392,3054.5308056640624,100.0,153,83148.27352905273,39000,-6213.2670913500015,255,39200
0.001,396,3041.99599609375,100.0,153,89693.40550537109,39400,-6168.276554450001,258,39600
0.001,400,3045.9956909179687,100.0,153,75839.94747802734,39800,-5999.328238330001,260,40000
0.001,404,3037.4589575195314,100.0,153,77645.63137573242,40200,-6005.375799149999,263,40400
0.001,408,3026.793757324219,100.0,153,80261.96373657226,40600,-5927.47619857,266,40800
0.001,412,3023.306267089844,100.0,153,75976.33291015626,41000,-6019.372110019999,268,41200
0.001,416,3022.068361816406,100.0,153,70638.66935668945,41400,-5859.4630733700005,271,41600
0.001,420,3006.9777368164064,100.0,153,83617.02333374023,41800,-5879.54299438,274,42000
0.001,424,3011.783740234375,100.0,153,69732.19223266601,42200,-5822.484309130002,276,42400
0.001,428,3002.947421875,100.0,153,79103.11511352539,42600,-5732.37842415,279,42800
0.001,432,2998.1918090820313,100.0,153,73323.35853393555,43000,-5799.363996999999,281,43200
0.001,436,2990.105986328125,100.0,153,76297.2435546875,43400,-5789.254138440001,284,43600
0.001,440,2974.329501953125,100.0,153,72102.17366699218,43800,-5842.3454122,287,44000
0.001,444,2953.6415161132813,100.0,153,72473.07870849609,44200,-5819.312999850001,289,44400
0.001,448,2958.4453076171876,100.0,153,89666.28766967774,44600,-5836.291740329999,292,44800
0.001,452,2946.718395996094,100.0,153,76490.95885009765,45000,-5817.35270916,294,45200
0.001,456,2937.4852319335937,100.0,153,82336.40041625977,45400,-5723.28569593,297,45600
0.001,460,2917.3975146484377,100.0,153,74953.60242675782,45800,-5508.3890792699995,300,46000
0.001,464,2929.1288549804685,100.0,153,64931.22255126953,46200,-5393.359092670001,302,46400
0.001,468,2922.5978515625,100.0,153,81769.85122802734,46600,-5317.39882903,305,46800
0.001,472,2909.639914550781,100.0,153,84962.67856933594,47000,-5268.3679964699995,307,47200
0.001,476,2900.6708154296875,100.0,153,88033.05118774415,47400,-5234.35960449,310,47600
0.001,480,2892.2887573242188,100.0,153,78248.155703125,47800,-5097.43331336,312,48000
0.001,484,2901.261042480469,100.0,153,76739.17388671875,48200,-4979.45700874,315,48400
0.001,488,2882.2136157226564,100.0,153,80830.67506591797,48600,-5021.51305682,318,48800
0.001,492,2882.2718701171875,100.0,153,69701.91049560547,49000,-4927.531966370001,320,49200
0.001,496,2880.7341552734374,100.0,153,71890.35273803711,49400,-4870.548449450001,323,49600
0.001,500,2856.551398925781,100.0,153,74850.76295898437,49800,-4949.51715181,325,50000
0.001,504,2859.544753417969,100.0,153,66470.64413940429,50200,-4835.567590060001,328,50400
0.001,508,2852.4754028320312,100.0,153,78511.88119750976,50600,-4816.44688066,331,50800
0.001,512,2826.789384765625,100.0,153,72570.86103393555,51000,-4530.5850706,333,51200
0.001,516,2831.6232495117188,100.0,153,68539.72457519532,51400,-4560.49107811,336,51600
0.001,520,2819.483203125,100.0,153,56087.82994750977,51800,-4452.50411976,338,52000
0.001,524,2818.2079931640624,100.0,153,61973.062329101565,52200,-4470.530935739999,341,52400
0.001,528,2808.6905224609377,100.0,153,68222.35731811523,52600,-4368.590152260001,344,52800
0.001,532,2793.6097778320313,100.0,153,67299.85975463867,53000,-4186.67207293,346,53200
0.001,536,2787.9429931640625,100.0,153,60482.45741821289,53400,-4019.845053109999,349,53600
0.001,540,2770.529873046875,100.0,153,71524.47427368164,53800,-3914.7842090999998,352,54000
0.001,544,2764.2200927734375,100.0,153,63608.24939697266,54200,-3800.8679471300006,354,54400
0.001,548,2744.1643920898437,100.0,153,77431.41859375,54600,-3760.8858549900006,357,54800
0.001,552,2741.717268066406,100.0,153,59503.12223754883,55000,-3674.9098354100006,359,55200
0.001,556,2733.600244140625,100.0,153,67365.17071777344,55400,-3635.00385522,362,55600
0.001,560,2714.554758300781,100.0,153,61877.77704711914,55800,-3662.95230554,365,56000
0.001,564,2717.0296142578127,100.0,153,74181.88223022461,56200,-3639.00987356,367,56400
0.001,568,2690.043737792969,100.0,153,71977.52796875,56600,-3546.0631521600003,370,56800
0.001,572,2689.1420361328123,100.0,153,59869.82110351563,57000,-3425.16751946,373,57200
0.001,576,2679.602053222656,100.0,153,59719.14333251953,57400,-3325.2835886899998,375,57600
0.001,580,2672.7754296875,100.0,153,53933.59411376953,57800,-3281.30910874,378,58000
0.001,584,2649.3939038085937,100.0,153,68004.03671875,58200,-3326.26599107,381,58400
0.001,588,2638.0095556640626,100.0,153,61399.863446044925,58600,-3143.3646609300004,383,58800
0.001,592,2625.1244287109375,100.0,153,59660.89723022461,59000,-3071.39843642,386,59200
0.001,596,2619.91037109375,100.0,153,55231.34401245117,59400,-2942.4799721399995,388,59600
0.001,600,2587.332780761719,100.0,153,63143.821845703125,59800,-2753.6237671900003,391,60000
0.001,604,2573.069638671875,100.0,153,51200.920749511715,60200,-2695.6908896300006,394,60400
0.001,608,2562.7220556640623,100.0,153,51368.103264160156,60600,-2585.7936599600002,396,60800
0.001,612,2544.8241845703124,100.0,153,60839.5026159668,61000,-2578.73422761,399,61200
0.001,616,2525.2936010742187,100.0,153,71394.31438598633,61400,-2458.8255924200002,402,61600
0.001,620,2510.180556640625,100.0,153,60550.81533569336,61800,-2464.76581036,404,62000
0.001,624,2492.521335449219,100.0,153,52822.28301269531,62200,-2330.82063367,407,62400
0.001,628,2477.5062060546875,100.0,153,55045.283438720704,62600,-2284.96473428,409,62800
0.001,632,2461.5791748046877,100.0,153,59364.54844604492,63000,-2291.94102563,412,63200
0.001,636,2441.9702758789062,100.0,153,56064.99993530274,63400,-2268.83098883,415,63600
0.001,640,2412.867321777344,100.0,153,55783.40591186524,63800,-2112.81689887,417,64000
0.001,644,2395.35021484375,100.0,153,66347.52016723633,64200,-2084.87809303,420,64400
0.001,648,2370.4453662109377,100.0,153,51163.41145385742,64600,-1944.89366676,423,64800
0.001,652,2349.74876953125,100.0,153,47754.16984985352,65000,-1895.8724232700001,425,65200
0.001,656,2329.566826171875,100.0,153,56541.09166381836,65400,-1849.8936104099996,428,65600
0.001,660,2307.999365234375,100.0,153,48999.440618896486,65800,-1741.9355916299996,430,66000
0.001,664,2285.7079296875,100.0,153,53394.077056884766,66200,-1627.9566789599996,433,66400
0.001,668,2258.9799609375,100.0,153,51866.66336303711,66600,-1558.8418943700003,436,66800
0.001,672,2239.825417480469,100.0,153,45226.33018676758,67000,-1540.84518732,438,67200
0.001,676,2217.7746850585936,100.0,153,41383.12843261719,67400,-1500.78084232,441,67600
0.001,680,2191.5940771484375,100.0,153,48322.007775878905,67800,-1567.6908559499996,444,68000
0.001,684,2184.3458276367187,100.0,153,44171.315505371094,68200,-1536.55131096,446,68400
0.001,688,2148.8798889160157,100.0,153,52576.485556640626,68600,-1490.43622369,449,68800
0.001,692,2125.922735595703,100.0,153,45132.914794921875,69000,-1432.3547272199999,451,69200
0.001,696,2101.4046411132813,100.0,153,43935.36240722656,69400,-1456.18032951,454,69600
0.001,700,2076.548005371094,100.0,153,38541.05073486328,69800,-1469.0844209699999,457,70000
0.001,704,2055.4935791015623,100.0,153,46626.74224243164,70200,-1467.7861402099998,459,70400
0.001,708,2017.8700756835938,100.0,153,43315.41777526856,70600,-1406.6047968099995,462,70800
0.001,712,1992.9788134765624,100.0,153,43211.26960571289,71000,-1363.4234698499997,465,71200
0.001,716,1971.1688659667968,100.0,153,36455.3974987793,71400,-1274.89728462,467,71600
0.001,720,1944.2433056640625,100.0,153,36146.1598815918,71800,-1202.03681384,470,72000
0.001,724,1903.140810546875,100.0,153,31181.31807861328,72200,-1176.3062492499998,473,72400
0.001,728,1895.1319885253906,100.0,153,34021.081490478515,72600,-1089.4758168300002,475,72800
0.001,732,1865.18203125,100.0,153,31643.50867614746,73000,-1044.74990688,478,73200
0.001,736,1831.0352478027344,100.0,153,32662.917986450197,73400,-1014.95272867,480,73600
0.001,740,1804.4854235839844,100.0,153,29947.38705200195,73800,-981.4836362599999,483,74000
0.001,744,1785.3923095703126,100.0,153,36282.05488891601,74200,-901.7201460399999,486,74400
0.001,748,1740.1220922851562,100.0,153,27994.49845703125,74600,-878.18354758,488,74800
0.001,752,1720.792225341797,100.0,153,24177.432618408202,75000,-841.7985603,491,75200
0.001,756,1673.8698376464845,100.0,153,33200.775329589844,75400,-793.20462762,494,75600
0.001,760,1653.0317431640624,100.0,153,37129.67895019531,75800,-758.6276062599999,496,76000
0.001,764,1629.2203527832032,100.0,152,26646.60430419922,76200,-746.80076926,499,76400
0.001,768,1593.2093188476563,100.0,153,31679.36542663574,76600,-716.0641351599999,501,76800
0.001,772,1551.6590966796875,100.0,153,29511.86502685547,77000,-712.46996751,504,77200
0.001,776,1524.2188342285156,100.0,153,26264.341024780275,77400,-701.96581135,507,77600
0.001,780,1486.8885217285156,100.0,153,25339.41107788086,77800,-588.47004842,509,78000
0.001,784,1484.42974609375,100.0,153,21118.633631591798,78200,-470.8742492399999,512,78400
0.001,788,1446.5571166992188,100.0,153,23061.236938476562,78600,-469.27200272999994,514,78800
0.001,792,1420.3827099609375,100.0,153,19718.38607055664,79000,-414.57094642000004,517,79200
0.001,796,1386.0129821777343,100.0,153,20600.52841796875,79400,-362.00089896,519,79600
0.001,800,1345.5786206054688,100.0,153,15344.59789855957,79800,-348.18851049999995,522,80000
0.001,804,1321.4560681152343,100.0,153,22958.726948242187,80200,-299.4870859,524,80400
0.001,808,1278.61515625,100.0,153,23510.53324279785,80600,-291.38230089999996,527,80800
0.001,812,1258.7970166015625,100.0,153,17798.458837280272,81000,-290.21638595999997,529,81200
0.001,816,1224.4886041259765,100.0,153,18122.674567260743,81400,-288.90674987,532,81600
0.001,820,1180.2718798828125,100.0,153,20406.75713989258,81800,-276.10150713999997,535,82000
0.001,824,1143.6130108642578,100.0,153,18015.58971069336,82200,-274.80124946999996,537,82400
0.001,828,1120.1991375732423,100.0,153,17374.022942504882,82600,-273.29735804000006,540,82800
0.001,832,1085.0887512207032,100.0,153,20165.30603149414,83000,-271.37649786000003,543,83200
0.001,836,1054.4556634521484,100.0,153,17050.221433715822,83400,-269.17841733000006,545,83600
0.001,840,1023.0531622314453,100.0,153,15158.34683959961,83800,-266.65910532000004,548,84000
0.001,844,984.3601501464843,100.0,153,14661.782801513671,84200,-264.39976391,550,84400
0.001,848,975.4461968994141,100.0,153,14234.20598083496,84600,-261.0140668,553,84800
0.001,852,937.9028961181641,100.0,153,15451.428162231445,85000,-257.96852098999994,556,85200
0.001,856,920.465228881836,100.0,153,7810.915573730469,85400,-254.44249949000002,558,85600
0.001,860,897.5107446289062,100.0,153,14093.591217041016,85800,-245.31372375999996,561,86000
0.001,864,865.8702569580078,100.0,153,10919.545744628906,86200,-237.90224693000005,563,86400
0.001,868,837.2700573730468,100.0,153,14581.660192260742,86600,-227.38114611999998,566,86800
0.001,872,810.6378002929688,100.0,153,15639.708014526368,87000,-216.14849443000003,569,87200
0.001,876,780.5882159423828,100.0,153,17474.201162719728,87400,-204.86958444,571,87600
0.001,880,758.0464916992188,100.0,153,11228.372806396485,87800,-193.63275685,574,88000
0.001,884,727.7013983154297,100.0,153,10617.420211181641,88200,-182.66744083,577,88400
0.001,888,705.6334979248047,100.0,153,13911.266647949218,88600,-171.52879385,579,88800
0.001,892,676.8640097045899,100.0,153,13724.309515380859,89000,-160.57106420999997,582,89200
0.001,896,647.2500521850586,100.0,153,11069.796505126953,89400,-149.46676233,584,89600
0.001,900,651.585803527832,100.0,153,10126.4742578125,89800,-138.50684451,587,90000
0.001,904,608.2204995727539,100.0,153,13005.22396057129,90200,-127.66526671000003,590,90400
0.001,908,585.4521118164063,100.0,153,17667.02624694824,90600,-117.19005416999998,592,90800
0.001,912,582.0501599121094,100.0,153,13069.421427001953,91000,-106.80666543,595,91200
0.001,916,561.004644165039,100.0,153,15050.953403320313,91400,-96.94752371999999,598,91600
0.001,920,550.2564154052734,100.0,153,4467.106079711914,91800,-88.97162890999998,600,92000
0.001,924,524.3416973876953,100.0,153,11652.32757080078,92200,-81.94154458999999,603,92400
0.001,928,509.2106756591797,100.0,153,7334.442399902344,92600,-75.12988497999999,605,92800
0.001,932,529.1745346069335,100.0,153,9079.333946533203,93000,-66.03538778,608,93200
0.001,936,492.8097299194336,100.0,153,10364.244248046874,93400,-62.948995929999995,611,93600
0.001,940,490.1548495483398,100.0,153,6695.222398681641,93800,-54.264250440000005,613,94000
0.001,944,485.5104989624023,100.0,153,13217.67197265625,94200,-51.07347451,616,94400
0.001,948,473.1114212036133,100.0,153,5133.482406311035,94600,-48.8150569,619,94800
0.001,952,451.94472732543943,100.0,153,12032.978000488281,95000,-43.41955968,621,95200
0.001,956,445.6350650024414,100.0,153,7757.510030822754,95400,-44.351928390000005,624,95600
0.001,960,435.9999392700195,100.0,153,6936.482238769531,95800,-50.86353377,626,96000
0.001,964,432.3551152038574,100.0,153,10381.607997436524,96200,-53.08855102,629,96400
0.001,968,429.8299140930176,100.0,153,11278.63101715088,96600,-55.612889929999994,632,96800
0.001,972,427.2141540527344,100.0,153,15813.397653808594,97000,-61.40232160999999,634,97200
0.001,976,421.9467189025879,100.0,153,7929.499486999512,97400,-69.95664965,637,97600
0.001,980,406.91866744995116,100.0,153,6219.489956665039,97800,-75.69662722,640,98000
0.001,984,412.9372145080566,100.0,153,7292.094692382812,98200,-84.26883148,642,98400
0.001,988,400.5373728942871,100.0,153,6552.488966674805,98600,-92.97551225000001,645,98800
0.001,992,387.7996170043945,100.0,153,12064.349650878907,99000,-104.44972324,647,99200
0.001,996,382.481016998291,100.0,153,7101.152828979492,99400,-110.22171681,650,99600
0.001,1000,372.8474250793457,100.0,153,12029.718270263671,99800,-113.04906571,653,100000
0.001,1004,370.3387715911865,100.0,153,7900.447063293457,100200,-118.81936891000001,655,100400
0.001,1008,350.6634846496582,100.0,153,9698.377538452149,100600,-127.42867614999999,658,100800
0.001,1012,376.6594845581055,100.0,153,10252.820050048827,101000,-139.93148233999997,661,101200
0.001,1016,369.2981057739258,100.0,153,11311.68215270996,101400,-148.63310288999998,663,101600
0.001,1020,360.4551354980469,100.0,153,8154.693343200684,101800,-155.29328574,666,102000
0.001,1024,345.3397204589844,100.0,153,6307.8406314086915,102200,-161.10606867,668,102400
0.001,1028,364.9010626220703,100.0,153,3817.27416595459,102600,-164.28679489,671,102800
0.001,1032,353.5612040710449,100.0,153,7905.684937133789,103000,-164.26743435999998,674,103200
0.001,1036,341.80745574951175,100.0,153,9514.749069824218,103400,-167.23979164999997,676,103600
0.001,1040,356.99905311584473,100.0,153,7662.116264343262,103800,-170.09560499,679,104000
0.001,1044,344.74424575805665,100.0,153,9022.721485595703,104200,-173.13534605999996,682,104400
0.001,1048,321.66390716552735,100.0,153,9009.667984313965,104600,-173.32695525,684,104800
0.001,1052,310.65647216796873,100.0,153,7784.55390411377,105000,-170.41958376999995,687,105200
0.001,1056,341.85034072875976,100.0,153,7673.149829406739,105400,-164.78036784999998,689,105600
0.001,1060,316.297844543457,100.0,153,7476.917445983887,105800,-161.85463701999998,692,106000
0.001,1064,311.9419253540039,100.0,153,7265.963657226563,106200,-161.93416290999997,695,106400
0.001,1068,316.2503663635254,100.0,153,7156.72099822998,106600,-164.82534828,697,106800
0.001,1072,304.38346450805665,100.0,153,3963.295390930176,107000,-164.74970529,700,107200
0.001,1076,321.360121383667,100.0,153,9060.913219299317,107400,-164.81352937,702,107600
0.001,1080,332.95573974609374,100.0,153,6041.221201171875,107800,-164.9910946,705,108000
0.001,1084,324.69835784912107,100.0,153,9475.601338500977,108200,-161.98394224,708,108400
0.001,1088,298.8169888305664,100.0,153,9191.729261169434,108600,-164.39343515999997,710,108800
0.001,1092,309.9327066040039,100.0,153,7740.944283752441,109000,-164.41882495,713,109200
0.001,1096,315.16316375732424,100.0,153,9871.995572509766,109400,-167.14492543,715,109600
0.001,1100,307.1450856018066,100.0,153,7535.087197265625,109800,-169.83944928000005,718,110000
0.001,1104,299.1163278198242,100.0,153,11343.437669067383,110200,-166.88064822,720,110400
0.001,1108,308.417108001709,100.0,153,7120.1622903442385,110600,-167.36490885,723,110800
0.001,1112,287.76366249084475,100.0,153,6770.602579345703,111000,-162.76446378999998,725,111200
0.001,1116,298.67479080200195,100.0,153,8819.380249633788,111400,-159.46293520999998,728,111600
0.001,1120,290.4630562591553,100.0,153,3879.7038150024414,111800,-158.97801865,731,112000
0.001,1124,298.8164701080322,100.0,153,7566.175251159668,112200,-157.19422652999998,733,112400
0.001,1128,298.5162048339844,100.0,153,12919.539894104004,112600,-156.90953940999998,736,112800
0.001,1132,294.9080436706543,100.0,153,5019.736448059082,113000,-159.79592054000003,739,113200
0.001,1136,283.45459899902346,100.0,153,8220.505198364257,113400,-157.38872146000003,741,113600
0.001,1140,282.61739921569824,100.0,153,8547.103645935058,113800,-158.07082379,744,114000
0.001,1144,295.23108337402346,100.0,153,5346.1993328857425,114200,-153.16378795,747,114400
0.001,1148,274.5252618408203,100.0,153,10821.737528686523,114600,-153.17525822000002,749,114800
0.001,1152,247.3222585296631,100.0,153,6781.0391506958,115000,-160.60438313000003,752,115200
0.001,1156,272.70421059250833,100.0,153,8319.204201965333,115400,-161.65214955000002,754,115600
0.001,1160,263.66468276977537,100.0,153,5853.37764038086,115800,-161.00293911999998,757,116000
0.001,1164,260.5961631774902,100.0,153,13112.158623046875,116200,-160.95459718,760,116400
0.001,1168,252.9192002296448,100.0,153,8223.139379272461,116600,-158.47786815,762,116800
0.001,1172,268.84401551246646,100.0,153,5884.973831176758,117000,-159.04080609000002,765,117200
0.001,1176,261.7799716186523,100.0,153,8290.06996307373,117400,-155.00188863,768,117600
0.001,1180,270.2967043399811,100.0,153,7840.887278442383,117800,-152.09800503,770,118000
0.001,1184,269.4875143432617,100.0,153,6189.155207519531,118200,-152.91985607000004,773,118400
0.001,1188,245.8013140106201,100.0,153,9292.990363769532,118600,-148.13824116,775,118800
0.001,1192,267.6416611480713,100.0,153,7829.679765014648,119000,-139.52480416999998,778,119200
0.001,1196,263.219765625,100.0,153,10585.432676086426,119400,-134.03036867,781,119600
0.001,1200,241.2457188796997,100.0,153,10593.983347473144,119800,-134.30207742000002,783,120000
