train/std,rollout/ep_rew_mean,train/n_updates,time/time_elapsed,time/fps,train/entropy_loss,train/learning_rate,train/explained_variance,time/iterations,train/value_loss,time/total_timesteps,rollout/ep_len_mean,train/policy_loss
1.5631036758422852,-10007.22621751,12299,118,519,-5.572690963745117,0.0007,0.0,12300,101326.1015625,61500,100.0,-1523.259765625
1.5638188123703003,-10037.88869358,12399,119,519,-5.573008060455322,0.0007,0.0,12400,100217.3203125,62000,100.0,-1731.430908203125
1.5609359741210938,-10041.19749032,12499,120,519,-5.56917142868042,0.0007,0.0,12500,101423.7734375,62500,100.0,-1697.9276123046875
1.5514650344848633,-10053.36203088,12599,121,519,-5.550150394439697,0.0007,0.0,12600,100919.9765625,63000,100.0,-1846.515625
1.5477521419525146,-10050.40681479,12699,122,519,-5.542092800140381,0.0007,0.0,12700,101320.765625,63500,100.0,-1586.6871337890625
1.5516184568405151,-10054.2000477,12799,123,520,-5.550727367401123,0.0007,4.172325134277344e-07,12800,100784.5859375,64000,100.0,-1318.9156494140625
1.5578956604003906,-10053.328954999999,12899,124,520,-5.563234329223633,0.0007,0.0,12900,101012.2265625,64500,100.0,-1461.478271484375
1.5596727132797241,-10071.6011958,12999,124,520,-5.570337295532227,0.0007,0.0,13000,100317.453125,65000,100.0,-1953.280517578125
1.5682471990585327,-10083.701338710001,13099,125,520,-5.583676815032959,0.0007,-1.1920928955078125e-07,13100,99844.9609375,65500,100.0,-1582.064208984375
1.5713456869125366,-10083.963224090001,13199,126,520,-5.589273929595947,0.0007,0.0,13200,99662.46875,66000,100.0,-1313.4814453125
1.5700386762619019,-10091.18079319,13299,127,520,-5.585717678070068,0.0007,2.980232238769531e-07,13300,100277.46875,66500,100.0,-1384.76611328125
1.5785901546478271,-10089.16440182,13399,128,520,-5.601251602172852,0.0007,0.0,13400,100003.953125,67000,100.0,-1462.1002197265625
1.574352741241455,-10078.73599945,13499,129,520,-5.594173431396484,0.0007,0.0,13500,99756.9375,67500,100.0,-1409.73388671875
1.569221019744873,-10076.54128216,13599,130,520,-5.590880393981934,0.0007,0.0,13600,100542.4765625,68000,100.0,-1976.1331787109375
1.5738027095794678,-10063.30515696,13699,131,520,-5.5974907875061035,0.0007,0.0,13700,99877.7734375,68500,100.0,-1604.8197021484375
1.5695232152938843,-10044.921440769998,13799,132,520,-5.588919639587402,0.0007,0.0,13800,98750.6328125,69000,100.0,-1384.642578125
1.5818967819213867,-10031.282415439999,13899,133,520,-5.614157676696777,0.0007,0.0,13900,100297.71875,69500,100.0,-1643.8123779296875
1.5858964920043945,-9986.6045164,13999,134,520,-5.620317459106445,0.0007,0.0,14000,99270.9921875,70000,100.0,-1430.5738525390625
1.5903880596160889,-9953.951952919999,14099,135,520,-5.628533840179443,0.0007,0.0,14100,99036.2421875,70500,100.0,-1575.439453125
1.598223090171814,-9793.58009936,14199,136,520,-5.643087863922119,0.0007,-1.1920928955078125e-07,14200,47606.65625,71000,100.0,-1135.546875
1.5977439880371094,-9476.52976379,14299,137,520,-5.644410610198975,0.0007,1.1920928955078125e-07,14300,99284.9765625,71500,100.0,-1920.0859375
1.5963480472564697,-9011.68344433,14399,138,520,-5.640501976013184,0.0007,1.7881393432617188e-07,14400,118.87965393066406,72000,100.0,47.59881591796875
1.5791429281234741,-8545.01106997,14499,139,520,-5.605412483215332,0.0007,0.0,14500,4456.728515625,72500,100.0,-273.490234375
1.5746965408325195,-8062.74862365,14599,140,520,-5.596916198730469,0.0007,0.0,14600,144.8892822265625,73000,100.0,51.18937683105469
1.5621249675750732,-7580.012102420001,14699,141,520,-5.5723419189453125,0.0007,0.0,14700,140.3194580078125,73500,100.0,61.8466796875
1.5437097549438477,-7093.86147163,14799,142,520,-5.5361433029174805,0.0007,0.0,14800,133.9225616455078,74000,100.0,61.491912841796875
1.540462851524353,-6610.47266678,14899,143,520,-5.530153274536133,0.0007,0.0,14900,78.53426361083984,74500,100.0,46.75856018066406
1.5441811084747314,-6124.745200520002,14999,144,520,-5.536402702331543,0.0007,0.0,15000,121.85491180419922,75000,100.0,55.976478576660156
1.540991187095642,-5633.9020608,15099,145,520,-5.526772975921631,0.0007,-1.1920928955078125e-07,15100,68.60749816894531,75500,100.0,46.0828742980957
1.5339678525924683,-5148.54182779,15199,146,520,-5.513568878173828,0.0007,0.0,15200,1502.2193603515625,76000,100.0,-64.6401138305664
1.5303782224655151,-4660.36139132,15299,147,520,-5.506946086883545,0.0007,-1.1920928955078125e-07,15300,100.9402084350586,76500,100.0,42.74129867553711
1.533299446105957,-4170.350021009999,15399,148,520,-5.5090861320495605,0.0007,0.0,15400,75.80427551269531,77000,100.0,46.94707107543945
1.5285584926605225,-3687.58762446,15499,148,520,-5.5023345947265625,0.0007,0.0,15500,126.9855728149414,77500,100.0,51.75563430786133
1.5306576490402222,-3201.94461624,15599,149,520,-5.502080917358398,0.0007,0.0,15600,65.22832489013672,78000,100.0,40.40150833129883
1.5223603248596191,-2732.1524706999994,15699,150,520,-5.488902568817139,0.0007,0.0,15700,70.34923553466797,78500,100.0,37.868255615234375
1.5220346450805664,-2256.38577885,15799,151,520,-5.490706443786621,0.0007,5.960464477539063e-08,15800,1561.49755859375,79000,100.0,-89.1808853149414
1.516646146774292,-1777.89856076,15899,152,520,-5.477915287017822,0.0007,0.0,15900,58.65130615234375,79500,100.0,40.826839447021484
1.5221418142318726,-1330.99330373,15999,153,520,-5.490067958831787,0.0007,0.0,16000,69.69346618652344,80000,100.0,39.72367858886719
1.5193966627120972,-873.5823073900001,16099,154,520,-5.483953475952148,0.0007,0.0,16100,56.26986312866211,80500,100.0,33.47501754760742
1.5125484466552734,-547.4160542600001,16199,155,520,-5.470887660980225,0.0007,0.0,16200,47.414268493652344,81000,100.0,30.097158432006836
1.5059871673583984,-369.17052666,16299,156,520,-5.457749843597412,0.0007,0.0,16300,53.37588119506836,81500,100.0,35.25547790527344
1.5068172216415405,-344.83803415999995,16399,157,520,-5.45761775970459,0.0007,0.0,16400,60.864479064941406,82000,100.0,42.6978645324707
1.4907159805297852,-327.14559338,16499,158,520,-5.428471565246582,0.0007,-1.1920928955078125e-07,16500,46.64597702026367,82500,100.0,32.67619705200195
1.4843149185180664,-314.49128192,16599,159,520,-5.41532039642334,0.0007,0.0,16600,60.71889877319336,83000,100.0,36.906742095947266
1.47383451461792,-307.86668375,16699,160,520,-5.395089626312256,0.0007,-1.1920928955078125e-07,16700,69.7877426147461,83500,100.0,35.59074020385742
1.473140001296997,-307.73494199000004,16799,161,520,-5.393771171569824,0.0007,-1.1920928955078125e-07,16800,54.059242248535156,84000,100.0,37.9324951171875
1.4743894338607788,-303.71983686999994,16899,162,520,-5.39726448059082,0.0007,0.0,16900,53.2625846862793,84500,100.0,36.46112823486328
1.46434485912323,-300.69033008,16999,163,520,-5.3809685707092285,0.0007,0.0,17000,74.75386810302734,85000,100.0,47.91648483276367
1.4498236179351807,-301.15700003,17099,164,520,-5.355077743530273,0.0007,0.0,17100,45.350059509277344,85500,100.0,28.050458908081055
1.434890627861023,-297.93424688,17199,165,520,-5.321065425872803,0.0007,0.0,17200,50.73197555541992,86000,100.0,35.59562683105469
1.4265882968902588,-296.5856935700001,17299,166,520,-5.305078506469727,0.0007,0.0,17300,34.51313018798828,86500,100.0,28.647306442260742
1.4152873754501343,-297.27535155000004,17399,167,520,-5.280503273010254,0.0007,0.0,17400,66.8328628540039,87000,100.0,37.91173553466797
1.4259395599365234,-296.20687287000004,17499,168,520,-5.303962230682373,0.0007,1.1920928955078125e-07,17500,41.293304443359375,87500,100.0,28.092172622680664
1.4241193532943726,-296.34496522,17599,169,520,-5.300503730773926,0.0007,0.0,17600,32.123077392578125,88000,100.0,26.894760131835938
1.4342782497406006,-293.92226863,17699,170,520,-5.3201189041137695,0.0007,0.0,17700,34.25163650512695,88500,100.0,25.712560653686523
1.4260505437850952,-294.57290517000007,17799,170,520,-5.299754619598389,0.0007,0.0,17800,33.71162796020508,89000,100.0,29.637744903564453
1.4171994924545288,-291.70085568,17899,171,520,-5.281887054443359,0.0007,0.0,17900,22.295438766479492,89500,100.0,20.519311904907227
1.4161264896392822,-291.90374475,17999,172,520,-5.277426242828369,0.0007,0.0,18000,30.85687828063965,90000,100.0,25.27008819580078
1.413678526878357,-292.69737,18099,173,520,-5.275165557861328,0.0007,0.0,18100,15.60431957244873,90500,100.0,16.825088500976562
1.4063055515289307,-289.37754761,18199,174,520,-5.259103298187256,0.0007,0.0,18200,30.542469024658203,91000,100.0,30.39961051940918
1.4102492332458496,-289.82076064999995,18299,175,520,-5.267646312713623,0.0007,0.0,18300,13.417648315429688,91500,100.0,19.891340255737305
1.3988738059997559,-287.67218158000003,18399,176,520,-5.247217655181885,0.0007,0.0,18400,13.874053001403809,92000,100.0,15.838950157165527
1.396154761314392,-282.75261376,18499,177,520,-5.241642951965332,0.0007,0.0,18500,17.691160202026367,92500,100.0,17.074554443359375
1.3889148235321045,-284.83615043000003,18599,178,520,-5.225620269775391,0.0007,0.0,18600,23.736303329467773,93000,100.0,23.333372116088867
1.3718540668487549,-287.38730544000003,18699,179,520,-5.189960479736328,0.0007,0.0,18700,11.064946174621582,93500,100.0,15.241538047790527
1.3677482604980469,-285.31417647,18799,180,520,-5.177150249481201,0.0007,0.0,18800,25.654356002807617,94000,100.0,31.605981826782227
1.3608381748199463,-285.83007495000004,18899,181,520,-5.16372013092041,0.0007,0.0,18900,19.636974334716797,94500,100.0,22.50019073486328
