time/time_elapsed,time/total_timesteps,rollout/ep_len_mean,rollout/ep_rew_mean,train/critic_loss,time/fps,time/episodes,train/learning_rate,train/n_updates,train/actor_loss
2643,403600,100.0,-5060.72036546,7021.103403930664,152,4036,0.001,403400,187.33886024534704
2646,404000,100.0,-5059.76756455,9128.921061172485,152,4040,0.001,403800,186.18587219715118
2649,404400,100.0,-5059.55339268,5500.769114379883,152,4044,0.001,404200,190.23800426483157
2651,404800,100.0,-5059.62689756,14673.870618133546,152,4048,0.001,404600,192.49732770204545
2654,405200,100.0,-5058.5522304,5853.030170440674,152,4052,0.001,405000,201.25080745697025
2656,405600,100.0,-5056.7287372,7088.863876800537,152,4056,0.001,405400,190.76745834350587
2659,406000,100.0,-5057.36483201,5275.74354598999,152,4060,0.001,405800,224.28132751464844
2662,406400,100.0,-5058.02573324,6525.547246704102,152,4064,0.001,406200,205.99622869491574
2664,406800,100.0,-5057.10453323,6534.731302490234,152,4068,0.001,406600,208.9012308883667
2667,407200,100.0,-5055.43636556,5509.325605621338,152,4072,0.001,407000,211.9963681316376
2669,407600,100.0,-5053.89954154,6952.271473846436,152,4076,0.001,407400,209.6225572967529
2672,408000,100.0,-5048.39315538,6497.187794570923,152,4080,0.001,407800,206.84588409423827
2675,408400,100.0,-5048.22383625,3089.371840362549,152,4084,0.001,408200,203.66605276107788
2677,408800,100.0,-5046.87626229,5363.003062133789,152,4088,0.001,408600,211.57806064605717
2680,409200,100.0,-5047.11890794,8994.239405212402,152,4092,0.001,409000,218.0347288894653
2683,409600,100.0,-5045.11723439,9877.455437927249,152,4096,0.001,409400,231.52378623962403
2685,410000,100.0,-5045.25373573,8246.309568252564,152,4100,0.001,409800,228.67495454788207
2688,410400,100.0,-5047.27543222,10724.510818786619,152,4104,0.001,410200,219.55199432373047
2690,410800,100.0,-5046.8345724,11790.150428390503,152,4108,0.001,410600,236.52432392120357
2693,411200,100.0,-5049.27081315,13864.75052017212,152,4112,0.001,411000,239.50825607299805
2696,411600,100.0,-5052.74968098,6960.056397399902,152,4116,0.001,411400,235.4167987060547
2698,412000,100.0,-5049.09083043,7945.521606063843,152,4120,0.001,411800,250.31941329956055
2701,412400,100.0,-5049.39108534,7784.406930999756,152,4124,0.001,412200,271.4233585357666
2704,412800,100.0,-5049.87428249,8452.880624160767,152,4128,0.001,412600,262.38343036651605
2706,413200,100.0,-5049.78638003,8622.902150802614,152,4132,0.001,413000,250.8142147064209
2709,413600,100.0,-5046.34746895,5661.081152038574,152,4136,0.001,413400,253.7703466033936
2711,414000,100.0,-5046.20690962,7757.461605834961,152,4140,0.001,413800,260.08843719482417
2714,414400,100.0,-5046.20887209,11100.213071899414,152,4144,0.001,414200,261.4124632263184
2717,414800,100.0,-5046.2495915,6344.319718170166,152,4148,0.001,414600,261.3938319396973
2719,415200,100.0,-5046.63655517,7637.6323828125,152,4152,0.001,415000,260.63684623718257
2722,415600,100.0,-5047.87795091,9045.39922592163,152,4156,0.001,415400,260.9849196624756
2725,416000,100.0,-5046.60527049,6238.491772384644,152,4160,0.001,415800,271.63527942657464
2727,416400,100.0,-5043.38273335,5798.039371032715,152,4164,0.001,416200,267.0006623458862
2730,416800,100.0,-5131.79501177,6645.440989532471,152,4168,0.001,416600,273.49000770568847
2732,417200,100.0,-5161.06582452,11790.535215682983,152,4172,0.001,417000,265.69634735107417
2735,417600,100.0,-5160.06836323,9782.969793243408,152,4176,0.001,417400,261.95767936706545
2738,418000,100.0,-5161.66277883,5939.853410186767,152,4180,0.001,417800,258.1004891967773
2740,418400,100.0,-5161.92698351,6525.506629714966,152,4184,0.001,418200,267.1182421875
2743,418800,100.0,-5161.62516166,7823.117385559082,152,4188,0.001,418600,258.8154036712647
2746,419200,100.0,-5161.20293748,5806.55083442688,152,4192,0.001,419000,247.54084678649903
2748,419600,100.0,-5160.81100307,6921.22052444458,152,4196,0.001,419400,259.05574325561525
2751,420000,100.0,-5160.76326653,8576.92620147705,152,4200,0.001,419800,264.4696250152588
2753,420400,100.0,-5157.45426519,9351.090296783448,152,4204,0.001,420200,265.8904801940918
2756,420800,100.0,-5158.44559069,6911.965974349976,152,4208,0.001,420600,284.15583946228026
2759,421200,100.0,-5154.70912875,7828.831804351807,152,4212,0.001,421000,256.49948593139646
2761,421600,100.0,-5149.91398318,7429.175106353759,152,4216,0.001,421400,277.52289749145507
2764,422000,100.0,-5149.77455286,6387.284611740112,152,4220,0.001,421800,269.2542584991455
2766,422400,100.0,-5148.61786891,6762.82162361145,152,4224,0.001,422200,267.12267143249505
2769,422800,100.0,-5147.96837763,7135.618183898926,152,4228,0.001,422600,271.3651554107666
2772,423200,100.0,-5148.32109407,7573.039195709229,152,4232,0.001,423000,274.8386714172364
2774,423600,100.0,-5148.33073958,5384.483401641845,152,4236,0.001,423400,288.2607368469238
2777,424000,100.0,-5150.91509408,8920.833181304932,152,4240,0.001,423800,283.12052116394045
2780,424400,100.0,-5151.06786647,12539.068544197082,152,4244,0.001,424200,293.34880470275886
2782,424800,100.0,-5151.45841342,7534.809155273438,152,4248,0.001,424600,285.8211946105957
2785,425200,100.0,-5151.51229203,5475.0756674957265,152,4252,0.001,425000,278.5971753692627
2787,425600,100.0,-5149.91180874,6948.6746305847155,152,4256,0.001,425400,291.6619096374512
2790,426000,100.0,-5149.85743324,7939.408444442749,152,4260,0.001,425800,271.68436279296867
2793,426400,100.0,-5151.2500229,6177.4905490112305,152,4264,0.001,426200,285.3750304412842
2795,426800,100.0,-5063.24869904,8965.875536651609,152,4268,0.001,426600,290.50737945556637
2798,427200,100.0,-5033.82640886,3128.949190063477,152,4272,0.001,427000,266.317162399292
2801,427600,100.0,-5034.10168265,7498.083120193482,152,4276,0.001,427400,279.25239288330084
2803,428000,100.0,-5033.07872815,3846.3674253845215,152,4280,0.001,427800,270.8398593902588
2806,428400,100.0,-5031.93089913,6222.9968576049805,152,4284,0.001,428200,277.5001936340332
2808,428800,100.0,-5032.44806796,7180.210196609497,152,4288,0.001,428600,293.62746795654294
2811,429200,100.0,-5032.36970451,7189.337833404541,152,4292,0.001,429000,280.8891831970215
2814,429600,100.0,-5032.81155752,6232.49259262085,152,4296,0.001,429400,300.78239646911624
2816,430000,100.0,-5033.71031253,6494.755118713379,152,4300,0.001,429800,281.9980616760254
2819,430400,100.0,-5036.73976231,7003.597749557495,152,4304,0.001,430200,286.6317200469971
2822,430800,100.0,-5037.84524094,5561.103171768188,152,4308,0.001,430600,279.04183959960943
2824,431200,100.0,-5039.12409837,6318.172302703857,152,4312,0.001,431000,276.6529929351807
2827,431600,100.0,-5040.40294377,11134.230270690918,152,4316,0.001,431400,275.0028988647461
2830,432000,100.0,-5041.71261614,5638.3257088470455,152,4320,0.001,431800,260.10154373168945
2832,432400,100.0,-5045.88793574,6837.221510620117,152,4324,0.001,432200,269.92752601623533
2835,432800,100.0,-5049.31304793,4631.553249206543,152,4328,0.001,432600,264.7389613342285
2837,433200,100.0,-5049.83047058,7526.21303894043,152,4332,0.001,433000,277.9184257507324
2840,433600,100.0,-5049.40785752,5201.957775192261,152,4336,0.001,433400,276.6787712097168
2843,434000,100.0,-5048.74835117,8716.050314559936,152,4340,0.001,433800,254.47193199157715
2845,434400,100.0,-5051.68427781,4535.808565368652,152,4344,0.001,434200,261.1563130950928
2848,434800,100.0,-5050.72890486,5265.532039718628,152,4348,0.001,434600,249.8766521453857
2851,435200,100.0,-5050.25787719,9418.667678527832,152,4352,0.001,435000,267.5575621032715
2853,435600,100.0,-5050.61754957,4965.566000747681,152,4356,0.001,435400,269.5800178527832
2856,436000,100.0,-5050.07691877,8573.017203979492,152,4360,0.001,435800,271.3314974212646
2858,436400,100.0,-5048.67224684,3504.472441864013,152,4364,0.001,436200,262.94245506286614
2861,436800,100.0,-5048.46095499,7763.88342956543,152,4368,0.001,436600,253.6275483703613
2864,437200,100.0,-5048.03659569,10104.701654357908,152,4372,0.001,437000,249.53493103027344
2866,437600,100.0,-5047.25444267,4266.0178804016105,152,4376,0.001,437400,254.50728744506839
2869,438000,100.0,-5046.08777862,6587.060976257324,152,4380,0.001,437800,242.96269630432133
2872,438400,100.0,-5049.92636611,5837.565441436767,152,4384,0.001,438200,244.7986676025391
2874,438800,100.0,-5049.76187085,5319.105268402101,152,4388,0.001,438600,245.07459541320802
2877,439200,100.0,-5049.6080683,6092.385876274109,152,4392,0.001,439000,244.65953338623046
2879,439600,100.0,-5048.88576627,4343.124873352051,152,4396,0.001,439400,247.01642211914063
2882,440000,100.0,-5047.20518987,7668.167404174805,152,4400,0.001,439800,250.79297554016117
2885,440400,100.0,-5044.70612678,6447.40731300354,152,4404,0.001,440200,260.91940643310545
2887,440800,100.0,-5044.95605943,5058.775519485474,152,4408,0.001,440600,252.9399397277832
2890,441200,100.0,-5046.69445556,7298.634526367187,152,4412,0.001,441000,253.3871794509888
2893,441600,100.0,-5051.32950736,4005.316176300049,152,4416,0.001,441400,261.15484924316405
2895,442000,100.0,-5049.96607336,6317.609840393066,152,4420,0.001,441800,259.38451141357416
2898,442400,100.0,-5046.24866396,5710.761450805664,152,4424,0.001,442200,261.4796989440918
2900,442800,100.0,-5047.54211398,6248.005756378174,152,4428,0.001,442600,252.5197476196289
2903,443200,100.0,-5046.53051198,7352.492719497681,152,4432,0.001,443000,261.92305313110353
2906,443600,100.0,-5046.94795754,5357.501436843872,152,4436,0.001,443400,270.89751792907714
2908,444000,100.0,-5045.48690921,5557.02902267456,152,4440,0.001,443800,246.28378479003902
2911,444400,100.0,-5041.76659287,4774.225786972046,152,4444,0.001,444200,245.23606544494632
2914,444800,100.0,-5041.71953235,5024.5040147399895,152,4448,0.001,444600,250.7524684906006
2916,445200,100.0,-5041.68539745,4999.092022857666,152,4452,0.001,445000,270.5820073699951
2919,445600,100.0,-5041.74042228,6059.71308883667,152,4456,0.001,445400,267.27208793640136
2921,446000,100.0,-5043.670872,5987.0201246643055,152,4460,0.001,445800,266.84959243774415
2924,446400,100.0,-5044.06069529,8853.864509963989,152,4464,0.001,446200,262.43051704406736
2927,446800,100.0,-5043.9601562,6777.322177581787,152,4468,0.001,446600,274.5188641357422
2929,447200,100.0,-5043.732761,6118.619925613403,152,4472,0.001,447000,271.13693313598634
2932,447600,100.0,-5043.95433184,4988.85463531494,152,4476,0.001,447400,273.69123565673834
2935,448000,100.0,-5045.52070487,10114.5766456604,152,4480,0.001,447800,274.2376593017578
2937,448400,100.0,-5041.86950113,8230.786463012695,152,4484,0.001,448200,279.910509262085
2940,448800,100.0,-5042.36856858,4403.960505981446,152,4488,0.001,448600,271.1457643890381
2943,449200,100.0,-5042.36318753,4734.339899330139,152,4492,0.001,449000,278.08243774414063
2945,449600,100.0,-5042.50689835,3838.815511226654,152,4496,0.001,449400,295.85179779052737
2948,450000,100.0,-5042.30025926,10561.525136566162,152,4500,0.001,449800,287.4799531555176
2950,450400,100.0,-5042.28054197,4463.792029724121,152,4504,0.001,450200,295.8229104614258
2953,450800,100.0,-5039.2237674,5906.730027236938,152,4508,0.001,450600,284.3918881225586
2956,451200,100.0,-5036.76649944,6453.46133644104,152,4512,0.001,451000,288.95153747558595
2958,451600,100.0,-5031.60713543,4367.437364120484,152,4516,0.001,451400,281.28172576904296
2961,452000,100.0,-5032.83928162,6434.85071609497,152,4520,0.001,451800,291.2615905761719
2963,452400,100.0,-5032.44213575,7234.777591705322,152,4524,0.001,452200,289.2041617584229
2966,452800,100.0,-5027.28440931,8061.792890777588,152,4528,0.001,452600,280.78272338867185
2969,453200,100.0,-5030.61174648,6145.940876159668,152,4532,0.001,453000,285.0280255126953
2971,453600,100.0,-5031.39259502,6617.737304153442,152,4536,0.001,453400,273.12746421813966
2974,454000,100.0,-5032.8593409,20158.20258270264,152,4540,0.001,453800,277.07638916015617
2976,454400,100.0,-5034.92100772,7977.331048431396,152,4544,0.001,454200,273.91559532165525
2979,454800,100.0,-5034.90611957,8607.893397674561,152,4548,0.001,454600,282.2348402404785
2982,455200,100.0,-5037.43844923,7364.7603590393055,152,4552,0.001,455000,279.0190205383301
2984,455600,100.0,-5038.56606452,6612.364394989014,152,4556,0.001,455400,277.89703063964845
2987,456000,100.0,-5037.51893602,6555.9139817810055,152,4560,0.001,455800,279.5960874938965
2990,456400,100.0,-5036.86438462,8667.779227905274,152,4564,0.001,456200,272.2995477294922
2992,456800,100.0,-5037.01206461,12022.333479766843,152,4568,0.001,456600,280.677896194458
2995,457200,100.0,-5042.85758516,4480.311488952637,152,4572,0.001,457000,248.92521995544436
2997,457600,100.0,-5044.96619472,4872.304712066651,152,4576,0.001,457400,274.3859307861328
3000,458000,100.0,-5049.27487337,5317.817882766723,152,4580,0.001,457800,253.58783309936524
3003,458400,100.0,-5049.17224713,7480.445439910889,152,4584,0.001,458200,267.5259414672852
3005,458800,100.0,-5048.53822431,7705.350436553955,152,4588,0.001,458600,262.0620442962647
3008,459200,100.0,-5049.16205254,7204.4396613311765,152,4592,0.001,459000,262.7414347076416
3011,459600,100.0,-5053.34438777,9170.645524291993,152,4596,0.001,459400,261.49752700805664
3013,460000,100.0,-5053.86341804,6312.495655670166,152,4600,0.001,459800,268.7340676116944
3016,460400,100.0,-5072.08368721,5372.559570159912,152,4604,0.001,460200,250.1057078552246
3019,460800,100.0,-5141.15636065,4074.449147262573,152,4608,0.001,460600,258.09333892822264
3021,461200,100.0,-5141.40934294,6986.005308990479,152,4612,0.001,461000,251.88830238342285
3024,461600,100.0,-5141.32970763,7979.919249572754,152,4616,0.001,461400,255.75729545593262
3026,462000,100.0,-5280.42664353,4949.874899291992,152,4620,0.001,461800,266.03588523864744
3029,462400,100.0,-5281.41615274,6568.081154327392,152,4624,0.001,462200,266.2284248352051
3032,462800,100.0,-5281.8149404,6252.389007797241,152,4628,0.001,462600,268.3862907409668
3034,463200,100.0,-5279.56739817,7437.691210365296,152,4632,0.001,463000,262.3005261993408
3037,463600,100.0,-5278.8232435400005,8579.745131149291,152,4636,0.001,463400,256.033881149292
3039,464000,100.0,-5278.17408216,7103.6199938964855,152,4640,0.001,463800,263.13449348449706
3042,464400,100.0,-5277.51733639,7214.044622116089,152,4644,0.001,464200,260.02369026184084
3045,464800,100.0,-5279.76873904,5892.972271728516,152,4648,0.001,464600,246.00550857543945
3047,465200,100.0,-5278.49449048,7728.609032135008,152,4652,0.001,465000,263.2694766235352
3050,465600,100.0,-5278.40387482,11151.405592727659,152,4656,0.001,465400,241.7199343109131
3052,466000,100.0,-5278.17241589,5711.00544631958,152,4660,0.001,465800,250.5646297454834
3055,466400,100.0,-5279.23876216,9744.391981277466,152,4664,0.001,466200,259.40861145019534
3058,466800,100.0,-5279.38373319,7270.879897689821,152,4668,0.001,466600,233.73774036407468
3060,467200,100.0,-5275.34076704,6627.671296615601,152,4672,0.001,467000,242.53221496582032
3063,467600,100.0,-5274.0217848,3253.403402366638,152,4676,0.001,467400,236.84345260620117
3066,468000,100.0,-5268.32977184,8592.118292541503,152,4680,0.001,467800,235.2134239196777
3068,468400,100.0,-5276.59434506,5376.308490295411,152,4684,0.001,468200,237.4048293304444
3071,468800,100.0,-5277.18054409,5790.814402160645,152,4688,0.001,468600,225.06211658477784
3073,469200,100.0,-5276.87530958,8858.960090637207,152,4692,0.001,469000,232.95382637023928
3076,469600,100.0,-5273.27082326,5083.513238677979,152,4696,0.001,469400,245.507148513794
3079,470000,100.0,-5276.20831008,3247.8932264709474,152,4700,0.001,469800,224.90307662963863
3081,470400,100.0,-5257.75428861,6136.486835708618,152,4704,0.001,470200,232.12802322387697
3084,470800,100.0,-5188.57268859,6760.988290710449,152,4708,0.001,470600,226.2389095306397
3087,471200,100.0,-5188.67564401,6903.763718338013,152,4712,0.001,471000,235.71227226257324
3089,471600,100.0,-5188.25802393,7509.460001220703,152,4716,0.001,471400,241.01831336975098
3092,472000,100.0,-5048.62210627,6439.024649047851,152,4720,0.001,471800,239.20740982055665
3094,472400,100.0,-5049.56051627,6956.477099685669,152,4724,0.001,472200,245.6717781829834
3097,472800,100.0,-5050.00397101,5927.400425186157,152,4728,0.001,472600,230.61607124328614
3100,473200,100.0,-5049.82494984,4447.420528945923,152,4732,0.001,473000,234.54798637390138
3102,473600,100.0,-5052.49423714,6690.029356155395,152,4736,0.001,473400,223.10004188537602
3105,474000,100.0,-5051.73948759,7869.069274291992,152,4740,0.001,473800,223.27938209533693
3107,474400,100.0,-5051.35993145,4914.690961990355,152,4744,0.001,474200,224.518342666626
3110,474800,100.0,-5049.60224105,6221.554143066406,152,4748,0.001,474600,233.3596070098877
3113,475200,100.0,-5048.94807507,3892.636362304687,152,4752,0.001,475000,237.91539634704586
3115,475600,100.0,-5047.69724527,5931.870733795166,152,4756,0.001,475400,224.15559036254882
3118,476000,100.0,-5047.60812372,4970.117107238771,152,4760,0.001,475800,228.2329264831543
3121,476400,100.0,-5053.08983218,4830.831682739258,152,4764,0.001,476200,231.49119125366212
3123,476800,100.0,-5054.7160051500005,2850.990469360352,152,4768,0.001,476600,231.73137512207032
3126,477200,100.0,-5054.45821703,6487.310340423584,152,4772,0.001,477000,235.7487230682373
3128,477600,100.0,-5057.88411211,5011.0481798553465,152,4776,0.001,477400,249.46121864318852
3131,478000,100.0,-5057.65236401,7086.86439617157,152,4780,0.001,477800,230.2985353088379
3134,478400,100.0,-5050.37726644,3104.802338790893,152,4784,0.001,478200,234.73661834716802
3136,478800,100.0,-5049.9935224,7388.580941696167,152,4788,0.001,478600,234.31798873901369
3139,479200,100.0,-5049.96183004,4829.276089172363,152,4792,0.001,479000,224.71671005249024
3142,479600,100.0,-5049.61705961,6287.958459701538,152,4796,0.001,479400,212.95873924255366
3144,480000,100.0,-5046.67278184,4250.828749618529,152,4800,0.001,479800,214.65477241516112
3147,480400,100.0,-5046.80268161,4559.669272079468,152,4804,0.001,480200,226.223317565918
3149,480800,100.0,-5047.47446927,7274.790269088745,152,4808,0.001,480600,218.0302589416504
3152,481200,100.0,-5047.3652786,7391.153818969727,152,4812,0.001,481000,229.65616310119628
3155,481600,100.0,-5049.44969032,50379.93263565064,152,4816,0.001,481400,226.17916896820068
3157,482000,100.0,-5050.24060831,28169.924598312376,152,4820,0.001,481800,227.3124887084961
3160,482400,100.0,-5051.9946972,4625.842305068971,152,4824,0.001,482200,235.52719650268554
3163,482800,100.0,-5051.97043468,23382.13722763061,152,4828,0.001,482600,220.8563656997681
3165,483200,100.0,-5051.55411964,5389.545114212036,152,4832,0.001,483000,230.10324745178227
3168,483600,100.0,-5050.83327998,4051.399239883423,152,4836,0.001,483400,232.28716842651366
3170,484000,100.0,-5050.43207233,4730.535317611694,152,4840,0.001,483800,238.8720468139649
3173,484400,100.0,-5050.71115603,6256.696630020142,152,4844,0.001,484200,243.2144760131836
3176,484800,100.0,-5050.73278684,6804.819896697998,152,4848,0.001,484600,235.61719429016117
3178,485200,100.0,-5050.03466594,7707.819133148193,152,4852,0.001,485000,231.28936016082764
3181,485600,100.0,-5050.4517839,3193.9022980499267,152,4856,0.001,485400,244.19501007080083
3184,486000,100.0,-5050.19406201,5569.604253616333,152,4860,0.001,485800,235.09490104675288
3186,486400,100.0,-5044.86161744,3441.46564365387,152,4864,0.001,486200,243.80104034423832
3189,486800,100.0,-5043.06873288,5688.272830200195,152,4868,0.001,486600,244.10545753479005
3191,487200,100.0,-5042.06067857,5308.153860321045,152,4872,0.001,487000,238.6992113494873
3194,487600,100.0,-5037.80162175,5734.750805053711,152,4876,0.001,487400,231.5645427703857
3197,488000,100.0,-5038.43607273,5717.37716003418,152,4880,0.001,487800,258.4055294799805
3199,488400,100.0,-5084.35934062,6270.2661413955675,152,4884,0.001,488200,254.07375930786134
3202,488800,100.0,-5164.77048035,6926.498241653442,152,4888,0.001,488600,246.30545845031742
3205,489200,100.0,-5166.05788777,9603.602696914671,152,4892,0.001,489000,234.50847511291505
3207,489600,100.0,-5166.2533608,11139.335042877196,152,4896,0.001,489400,242.89889446258545
3210,490000,100.0,-5166.26991591,6347.163646850586,152,4900,0.001,489800,242.71437461853031
3212,490400,100.0,-5166.54910523,8545.086252975463,152,4904,0.001,490200,240.52716896057132
3215,490800,100.0,-5166.24318789,8062.195152854921,152,4908,0.001,490600,251.47939811706544
3218,491200,100.0,-5166.85240654,7495.918009948729,152,4912,0.001,491000,234.98304847717284
3220,491600,100.0,-5164.8233048600005,5364.8998766326895,152,4916,0.001,491400,238.6343434906006
3223,492000,100.0,-5163.00415855,6208.7032341003405,152,4920,0.001,491800,239.5732315826416
3226,492400,100.0,-5159.43445037,6836.366032562256,152,4924,0.001,492200,239.00073860168456
3228,492800,100.0,-5159.2684349,8406.327727661133,152,4928,0.001,492600,253.75781547546387
3231,493200,100.0,-5161.14549342,4683.267183990479,152,4932,0.001,493000,252.57753982543946
3233,493600,100.0,-5160.5180679000005,4271.418617324829,152,4936,0.001,493400,242.34914367675785
3236,494000,100.0,-5164.42261097,2932.961986656189,152,4940,0.001,493800,254.2459439086914
3239,494400,100.0,-5164.75718931,5765.6285496520995,152,4944,0.001,494200,259.1497679138184
3241,494800,100.0,-5165.20933663,6104.911849060059,152,4948,0.001,494600,251.78883071899415
3244,495200,100.0,-5166.33944323,7367.7289430236815,152,4952,0.001,495000,239.55197296142575
3247,495600,100.0,-5168.31653019,5707.443751449585,152,4956,0.001,495400,248.04904541015625
3249,496000,100.0,-5194.70180734,6241.466101608276,152,4960,0.001,495800,251.62809638977046
3252,496400,100.0,-5281.81057796,7222.912286071777,152,4964,0.001,496200,243.63771003723144
3254,496800,100.0,-5283.19934085,8999.449885940552,152,4968,0.001,496600,247.37940078735352
3257,497200,100.0,-5308.63455385,8146.533658218384,152,4972,0.001,497000,230.23891914367675
3260,497600,100.0,-5310.4721436,6716.7230332183835,152,4976,0.001,497400,235.00016471862796
3262,498000,100.0,-5311.1488201,5937.339992713928,152,4980,0.001,497800,246.68697036743163
3265,498400,100.0,-5266.09590055,6253.94262260437,152,4984,0.001,498200,231.12889247894287
3267,498800,100.0,-5186.57368216,7487.337845306396,152,4988,0.001,498600,247.4166310119629
3270,499200,100.0,-5186.93438484,4897.4947872924795,152,4992,0.001,499000,235.4968112945557
3273,499600,100.0,-5188.28664837,9264.0939969635,152,4996,0.001,499400,233.42024368286133
3275,500000,100.0,-5193.83633654,4447.062890701294,152,5000,0.001,499800,231.93794326782228
3278,500400,100.0,-5194.79765972,4841.654084014893,152,5004,0.001,500200,237.15845287323003
3281,500800,100.0,-5197.98941688,7498.688109893799,152,5008,0.001,500600,243.68889808654785
3283,501200,100.0,-5200.37703523,10458.296484756469,152,5012,0.001,501000,252.3231365203857
3286,501600,100.0,-5201.07957504,8171.729255905151,152,5016,0.001,501400,241.7899041748047
3288,502000,100.0,-5201.90513702,4826.557346954346,152,5020,0.001,501800,234.30289497375492
3291,502400,100.0,-5203.37650365,8351.340483016966,152,5024,0.001,502200,227.2308053970337
3294,502800,100.0,-5203.76353901,6802.4580959701525,152,5028,0.001,502600,229.31086601257323
3296,503200,100.0,-5202.77065691,4862.551914901734,152,5032,0.001,503000,224.4650080871582
3299,503600,100.0,-5201.90344302,7342.549291610718,152,5036,0.001,503400,225.37507606506347
3302,504000,100.0,-5201.18923772,5067.314562072754,152,5040,0.001,503800,224.98345836639405
3304,504400,100.0,-5204.16621917,5663.826462478638,152,5044,0.001,504200,222.3705445098877
3307,504800,100.0,-5204.66784261,8123.246107940674,152,5048,0.001,504600,229.05707820892331
3310,505200,100.0,-5204.68961664,6029.772654266358,152,5052,0.001,505000,233.6819488143921
3312,505600,100.0,-5205.66065225,6922.22791809082,152,5056,0.001,505400,213.7537400054932
3315,506000,100.0,-5180.16409788,4003.7614413452147,152,5060,0.001,505800,220.2663017272949
3317,506400,100.0,-5142.76803566,9036.225589752195,152,5064,0.001,506200,209.4497632598877
3320,506800,100.0,-5141.59041612,7592.979660186767,152,5068,0.001,506600,213.31416725158687
3323,507200,100.0,-5116.86277638,9004.498001480102,152,5072,0.001,507000,206.72884098052975
3325,507600,100.0,-5115.65753207,7198.212658004761,152,5076,0.001,507400,223.14392570495602
3328,508000,100.0,-5114.9791375,4481.774672851562,152,5080,0.001,507800,221.73105781555176
3331,508400,100.0,-5114.34044969,6301.261240997314,152,5084,0.001,508200,201.52015144348144
3333,508800,100.0,-5113.14180487,6966.232032318117,152,5088,0.001,508600,219.95625438690186
3336,509200,100.0,-5111.29607399,8295.904284477234,152,5092,0.001,509000,226.53030906677247
3338,509600,100.0,-5109.30004304,6856.993484573364,152,5096,0.001,509400,210.02303539276127
3341,510000,100.0,-5104.80106148,5558.564705467225,152,5100,0.001,509800,216.82122421264648
3344,510400,100.0,-5104.47467169,4673.878378753662,152,5104,0.001,510200,203.22955516815185
3346,510800,100.0,-5101.42062967,4736.903465080261,152,5108,0.001,510600,198.80469833374025
3349,511200,100.0,-5098.18292491,6773.44211555481,152,5112,0.001,511000,207.80608940124512
3351,511600,100.0,-5099.83702423,4970.020358734131,152,5116,0.001,511400,202.08221710205083
3354,512000,100.0,-5099.04251882,5808.51152633667,152,5120,0.001,511800,204.32728904724118
3357,512400,100.0,-5098.39141968,7428.509629821779,152,5124,0.001,512200,208.02618072509762
3359,512800,100.0,-5098.46035925,3854.0460070419313,152,5128,0.001,512600,208.90556226730348
3362,513200,100.0,-5097.6942888,3641.6086766815192,152,5132,0.001,513000,198.57630298614498
3365,513600,100.0,-5097.24827429,4227.937222824096,152,5136,0.001,513400,212.37955444335938
3367,514000,100.0,-5094.18086285,6927.800957870483,152,5140,0.001,513800,221.4310861968994
3370,514400,100.0,-5090.60156905,7630.385355453491,152,5144,0.001,514200,228.4316005516052
3372,514800,100.0,-5090.29735483,5505.357517051697,152,5148,0.001,514600,212.07907318115238
3375,515200,100.0,-5089.5270394,5935.147238883972,152,5152,0.001,515000,213.16564247131348
3378,515600,100.0,-5086.33075516,3961.769078979493,152,5156,0.001,515400,214.05568168640136
3380,516000,100.0,-5085.66873544,10963.896669769289,152,5160,0.001,515800,223.71325386047363
3383,516400,100.0,-5035.18524232,7751.567237701416,152,5164,0.001,516200,223.8691521453857
3386,516800,100.0,-5035.3665309,3646.2436052322387,152,5168,0.001,516600,224.10623596191402
3388,517200,100.0,-5035.21810577,10190.445488967896,152,5172,0.001,517000,226.08022018432618
3391,517600,100.0,-5035.02377681,6903.18801826477,152,5176,0.001,517400,230.54015464782714
3394,518000,100.0,-5035.14017266,14824.818383789065,152,5180,0.001,517800,228.8448201751709
3396,518400,100.0,-5034.4939447,7817.296418457031,152,5184,0.001,518200,224.35713325500492
3399,518800,100.0,-5035.30029909,4560.416675415039,152,5188,0.001,518600,225.68647247314453
3401,519200,100.0,-5035.29122372,5085.9767100524905,152,5192,0.001,519000,224.5258370304108
3404,519600,100.0,-5037.46282804,5616.306681289673,152,5196,0.001,519400,227.00671363830563
3407,520000,100.0,-5036.64187031,6685.4998155212415,152,5200,0.001,519800,229.35626792907715
3409,520400,100.0,-5036.69293304,6206.429871520996,152,5204,0.001,520200,221.048285446167
3412,520800,100.0,-5038.13523068,9366.652029113771,152,5208,0.001,520600,217.49372062683102
3415,521200,100.0,-5038.70876506,8469.20246246338,152,5212,0.001,521000,230.78332885742188
3417,521600,100.0,-5036.02055315,7251.079927368164,152,5216,0.001,521400,215.3406231689453
3420,522000,100.0,-5036.13039651,6466.812722625732,152,5220,0.001,521800,207.31876426696775
3422,522400,100.0,-5036.65555484,5266.098106994629,152,5224,0.001,522200,219.61561279296882
3425,522800,100.0,-5035.77601828,2653.478589782715,152,5228,0.001,522600,218.08423923492438
3428,523200,100.0,-5035.77084855,4847.951971054077,152,5232,0.001,523000,214.9242779541016
3430,523600,100.0,-5040.14798026,7295.178201789856,152,5236,0.001,523400,217.5601254653931
