time/time_elapsed,time/total_timesteps,rollout/ep_len_mean,rollout/ep_rew_mean,train/critic_loss,time/fps,time/episodes,train/learning_rate,train/n_updates,train/actor_loss
1324,202400,100.0,-5056.79817001,20944.99896209717,152,2024,0.001,202200,664.6190158081055
1327,202800,100.0,-5055.02547774,10799.357789916992,152,2028,0.001,202600,674.3550769042969
1330,203200,100.0,-5055.53785863,13998.032523803711,152,2032,0.001,203000,672.8428860473633
1332,203600,100.0,-5055.70253848,15770.424677734374,152,2036,0.001,203400,668.6966860961915
1335,204000,100.0,-5057.16597064,11616.44906829834,152,2040,0.001,203800,651.7889697265625
1337,204400,100.0,-5058.55413547,12989.13256225586,152,2044,0.001,204200,661.4160330200195
1340,204800,100.0,-5059.17622297,12574.696003723144,152,2048,0.001,204600,649.1960012817383
1343,205200,100.0,-5059.34689762,13931.242049560547,152,2052,0.001,205000,672.5735421752929
1345,205600,100.0,-5057.26939867,17992.688134155273,152,2056,0.001,205400,664.9237747192383
1348,206000,100.0,-5058.72165841,12933.858894348145,152,2060,0.001,205800,657.7531594848633
1350,206400,100.0,-5056.96614409,15490.071334228516,152,2064,0.001,206200,631.9591778564452
1353,206800,100.0,-5057.10025996,14298.041566772461,152,2068,0.001,206600,654.4986920166017
1356,207200,100.0,-5055.05088653,10729.272627792358,152,2072,0.001,207000,663.9735354614257
1358,207600,100.0,-5052.06381192,15546.653908996585,152,2076,0.001,207400,671.1258377075195
1361,208000,100.0,-5049.91033115,11963.374315795898,152,2080,0.001,207800,663.4085128784179
1363,208400,100.0,-5044.56825458,17672.872056274413,152,2084,0.001,208200,645.898180847168
1366,208800,100.0,-5047.7709137,11006.754526062012,152,2088,0.001,208600,635.9330657958984
1369,209200,100.0,-5048.20813834,15375.448829040528,152,2092,0.001,209000,652.256194152832
1371,209600,100.0,-5048.06519335,14434.55647857666,152,2096,0.001,209400,634.871982421875
1374,210000,100.0,-5050.01849712,19829.0090423584,152,2100,0.001,209800,653.9806002807617
1377,210400,100.0,-5052.88308869,17552.076206665042,152,2104,0.001,210200,668.0502197265625
1379,210800,100.0,-5045.58813834,14983.376073303225,152,2108,0.001,210600,652.2832217407226
1382,211200,100.0,-5043.22128926,14703.224274139404,152,2112,0.001,211000,675.1992623901367
1384,211600,100.0,-5043.32376997,19275.548779296874,152,2116,0.001,211400,663.1363290405274
1387,212000,100.0,-5042.67026354,14364.528930358889,152,2120,0.001,211800,656.2986859130858
1390,212400,100.0,-5042.6408443,18100.36160797119,152,2124,0.001,212200,656.3152743530272
1392,212800,100.0,-5042.32439861,17773.05762451172,152,2128,0.001,212600,666.3172308349608
1395,213200,100.0,-5042.13643985,12931.093504943849,152,2132,0.001,213000,675.6161065673828
1397,213600,100.0,-5043.35371175,12179.189460144044,152,2136,0.001,213400,680.4715530395508
1400,214000,100.0,-5041.69221359,12440.38543762207,152,2140,0.001,213800,671.504363708496
1403,214400,100.0,-5041.55789169,15806.730946350095,152,2144,0.001,214200,658.6669381713867
1405,214800,100.0,-5039.10735469,11765.022024230957,152,2148,0.001,214600,673.50341796875
1408,215200,100.0,-5038.38194341,16460.728398742674,152,2152,0.001,215000,659.4195074462891
1411,215600,100.0,-5040.70821775,12792.888633117676,152,2156,0.001,215400,648.8657034301758
1413,216000,100.0,-5040.47220423,12564.948453063966,152,2160,0.001,215800,645.3147918701172
1416,216400,100.0,-5040.62813601,13554.99580734253,152,2164,0.001,216200,651.6885794067383
1418,216800,100.0,-5040.35768209,13269.470448760989,152,2168,0.001,216600,645.6167248535156
1421,217200,100.0,-5041.50839032,11567.819039916993,152,2172,0.001,217000,638.5347250366211
1424,217600,100.0,-5131.48698293,18204.28740722656,152,2176,0.001,217400,638.039895324707
1426,218000,100.0,-5138.4089436,13389.94260131836,152,2180,0.001,217800,627.512293395996
1429,218400,100.0,-5138.85320037,16576.556162719728,152,2184,0.001,218200,622.3641024780272
1432,218800,100.0,-5135.08008607,14397.933555603027,152,2188,0.001,218600,625.0665505981445
1434,219200,100.0,-5134.61782215,14628.365495147706,152,2192,0.001,219000,601.9779974365233
1437,219600,100.0,-5135.80423915,10003.845528564452,152,2196,0.001,219400,595.140361328125
1439,220000,100.0,-5133.70226776,7901.814492645262,152,2200,0.001,219800,602.4320544433592
1442,220400,100.0,-5130.47477841,16326.236227722167,152,2204,0.001,220200,587.1636611938477
1445,220800,100.0,-5134.59262792,13850.898815307617,152,2208,0.001,220600,591.9554287719726
1447,221200,100.0,-5136.75766602,14805.70208770752,152,2212,0.001,221000,590.2419897460937
1450,221600,100.0,-5138.92175097,10618.652559814453,152,2216,0.001,221400,598.2249609375
1452,222000,100.0,-5139.59642303,13830.615955810546,152,2220,0.001,221800,613.0906359863283
1455,222400,100.0,-5140.57547322,14798.028748168943,152,2224,0.001,222200,603.3857055664063
1458,222800,100.0,-5145.57559108,20675.535201416016,152,2228,0.001,222600,589.4311251831055
1460,223200,100.0,-5147.56870318,11112.772734527587,152,2232,0.001,223000,591.3682046508789
1463,223600,100.0,-5146.51266601,14962.669621887208,152,2236,0.001,223400,603.6417077636719
1465,224000,100.0,-5146.94692742,13306.776706390381,152,2240,0.001,223800,599.3210348510743
1468,224400,100.0,-5146.86727077,14786.944609985352,152,2244,0.001,224200,598.5636892700195
1471,224800,100.0,-5147.87680124,10948.182337341308,152,2248,0.001,224600,594.36318359375
1473,225200,100.0,-5148.3421068200005,14221.064869384763,152,2252,0.001,225000,589.0102798461915
1476,225600,100.0,-5146.98779972,16181.883817901611,152,2256,0.001,225400,591.0094036865236
1479,226000,100.0,-5145.99741915,12436.150380096435,152,2260,0.001,225800,602.3781631469726
1481,226400,100.0,-5146.29291118,13800.453104858398,152,2264,0.001,226200,587.6009628295899
1484,226800,100.0,-5149.38037854,19496.97088623047,152,2268,0.001,226600,566.0916915893555
1486,227200,100.0,-5150.5212296400005,16528.135130615236,152,2272,0.001,227000,565.0792831420898
1489,227600,100.0,-5061.16682912,10474.366537017822,152,2276,0.001,227400,568.5078887939452
1492,228000,100.0,-5054.1278385900005,13095.039145660401,152,2280,0.001,227800,576.60912109375
1494,228400,100.0,-5056.46564951,11647.38775177002,152,2284,0.001,228200,569.11169921875
1497,228800,100.0,-5057.70231864,16400.99652069092,152,2288,0.001,228600,582.3973364257813
1499,229200,100.0,-5059.49588401,12205.623339233398,152,2292,0.001,229000,572.4137301635742
1502,229600,100.0,-5059.49800703,13430.611687316894,152,2296,0.001,229400,556.3515832519531
1505,230000,100.0,-5059.90157171,11858.355553894044,152,2300,0.001,229800,577.3125503540039
1507,230400,100.0,-5060.4043444,22778.550733947755,152,2304,0.001,230200,562.6003750610352
1510,230800,100.0,-5056.43276017,10150.897752380371,152,2308,0.001,230600,549.2590380859375
1513,231200,100.0,-5054.26985313,14975.97610748291,152,2312,0.001,231000,558.2624597167969
1515,231600,100.0,-5052.55922949,15713.484860992432,152,2316,0.001,231400,561.9063677978514
1518,232000,100.0,-5051.93443591,9461.764970855711,152,2320,0.001,231800,571.2368936157227
1520,232400,100.0,-5050.62326923,12470.108014678955,152,2324,0.001,232200,552.8035763549805
1523,232800,100.0,-5047.19239598,11298.161634674072,152,2328,0.001,232600,569.1323788452148
1526,233200,100.0,-5045.04516008,11199.419421234132,152,2332,0.001,233000,546.3237463378906
1528,233600,100.0,-5045.78962532,13971.723237304688,152,2336,0.001,233400,568.7678784179687
1531,234000,100.0,-5047.18875855,8739.642738342285,152,2340,0.001,233800,556.8668267822267
1533,234400,100.0,-5047.45595686,12737.915249328611,152,2344,0.001,234200,547.7524591064453
1536,234800,100.0,-5046.71448947,13843.704340209959,152,2348,0.001,234600,541.1017071533203
1539,235200,100.0,-5046.64910955,13364.43625366211,152,2352,0.001,235000,538.9424948120118
1541,235600,100.0,-5048.02257104,11990.957198486329,152,2356,0.001,235400,544.6275582885742
1544,236000,100.0,-5069.14046712,11376.65807144165,152,2360,0.001,235800,547.7829290771483
1547,236400,100.0,-5085.11908607,13001.242075500488,152,2364,0.001,236200,551.5085690307617
1549,236800,100.0,-5082.25240347,10456.158257904051,152,2368,0.001,236600,537.592160949707
1552,237200,100.0,-5080.12596571,12951.065609893798,152,2372,0.001,237000,560.5133944702148
1554,237600,100.0,-5080.78871001,15298.851961212158,152,2376,0.001,237400,551.1499465942383
1557,238000,100.0,-5082.08808931,14439.086556243896,152,2380,0.001,237800,558.2489410400391
1560,238400,100.0,-5080.57844279,11209.203283233644,152,2384,0.001,238200,560.1606744384767
1562,238800,100.0,-5083.86391138,15145.064139404298,152,2388,0.001,238600,515.8168218994141
1565,239200,100.0,-5087.27126921,11067.920009765625,152,2392,0.001,239000,520.8021920776367
1568,239600,100.0,-5089.8217712,9675.478773345949,152,2396,0.001,239400,525.7875341796877
1570,240000,100.0,-5090.69595711,15550.395009765625,152,2400,0.001,239800,514.9991790771485
1573,240400,100.0,-5090.21275916,12928.712842407229,152,2404,0.001,240200,515.5642059326171
1575,240800,100.0,-5091.27109553,12243.249937286377,152,2408,0.001,240600,522.154866027832
1578,241200,100.0,-5096.86179845,11038.160345458984,152,2412,0.001,241000,510.4801577758789
1581,241600,100.0,-5102.56328853,10427.766997528077,152,2416,0.001,241400,507.300924987793
1583,242000,100.0,-5103.19650244,9066.483793334959,152,2420,0.001,241800,502.6951425170898
1586,242400,100.0,-5105.92542461,13118.8157522583,152,2424,0.001,242200,492.30357482910165
1588,242800,100.0,-5105.53247309,5532.8455017089855,152,2428,0.001,242600,504.67795471191414
1591,243200,100.0,-5106.97244323,13020.486243896485,152,2432,0.001,243000,501.9894107055664
1594,243600,100.0,-5109.98206837,13857.463115844726,152,2436,0.001,243400,506.5886605834961
1596,244000,100.0,-5108.30201825,12393.604338989258,152,2440,0.001,243800,500.322826538086
1599,244400,100.0,-5109.48697956,9254.620717315674,152,2444,0.001,244200,518.7182070922852
1602,244800,100.0,-5109.95246835,9238.66639541626,152,2448,0.001,244600,514.1026983642578
1604,245200,100.0,-5110.26799961,11674.830050354003,152,2452,0.001,245000,520.4765447998047
1607,245600,100.0,-5109.10775127,10749.589106750489,152,2456,0.001,245400,521.4151007080078
1609,246000,100.0,-5089.83109735,13786.540220031738,152,2460,0.001,245800,524.123424987793
1612,246400,100.0,-5074.08463785,11097.15170928955,152,2464,0.001,246200,532.3896411132813
1615,246800,100.0,-5075.03821514,9483.341431427,152,2468,0.001,246600,525.9559103393555
1617,247200,100.0,-5077.47510944,12311.332179870606,152,2472,0.001,247000,520.4969592285156
1620,247600,100.0,-5078.17375903,10036.888574523926,152,2476,0.001,247400,509.96263214111326
1623,248000,100.0,-5076.90698558,11970.480751342771,152,2480,0.001,247800,530.4293994140625
1625,248400,100.0,-5078.19647365,7196.011265411377,152,2484,0.001,248200,541.1167501831055
1628,248800,100.0,-5074.79244812,15821.128780517578,152,2488,0.001,248600,522.9839929199219
1630,249200,100.0,-5071.10830909,11808.797032470704,152,2492,0.001,249000,521.3495111083985
1633,249600,100.0,-5067.28276993,9974.751098632812,152,2496,0.001,249400,506.45541412353515
1636,250000,100.0,-5066.85682099,10265.820037231446,152,2500,0.001,249800,525.9016656494141
1638,250400,100.0,-5068.42749061,12321.125797424316,152,2504,0.001,250200,520.6783544921875
1641,250800,100.0,-5068.59659773,20766.688666687005,152,2508,0.001,250600,505.58161895751954
1643,251200,100.0,-5064.21163554,9466.498811950683,152,2512,0.001,251000,515.9488912963867
1646,251600,100.0,-5062.62729134,11522.939043273926,152,2516,0.001,251400,513.9180682373047
1649,252000,100.0,-5063.77693844,16159.73944564819,152,2520,0.001,251800,504.2561950683594
1651,252400,100.0,-5062.13405564,10932.556436767578,152,2524,0.001,252200,520.873000793457
1654,252800,100.0,-5062.7695077,15345.841930847168,152,2528,0.001,252600,506.54921875
1656,253200,100.0,-5061.76422223,13684.020824584959,152,2532,0.001,253000,495.73777770996094
1659,253600,100.0,-5057.40076405,14734.227684020996,152,2536,0.001,253400,510.1433074951172
1662,254000,100.0,-5057.65828557,12639.799018554688,152,2540,0.001,253800,499.0274270629883
1664,254400,100.0,-5055.81150642,7901.386346206665,152,2544,0.001,254200,504.3537387084961
1667,254800,100.0,-5056.16634679,7571.622692565917,152,2548,0.001,254600,490.0307525634765
1670,255200,100.0,-5055.30174272,9735.558427124024,152,2552,0.001,255000,495.2851107788086
1672,255600,100.0,-5055.19269868,11177.668908386233,152,2556,0.001,255400,505.3617932128906
1675,256000,100.0,-5053.98009925,11637.660353088379,152,2560,0.001,255800,501.96752990722655
1677,256400,100.0,-5054.07359081,13793.435294799805,152,2564,0.001,256200,498.41927307128907
1680,256800,100.0,-5053.09390657,14300.982929992675,152,2568,0.001,256600,510.56886993408204
1683,257200,100.0,-5051.03487824,9763.862443847656,152,2572,0.001,257000,490.8975036621094
1685,257600,100.0,-5049.41818128,9218.103515014649,152,2576,0.001,257400,479.063978881836
1688,258000,100.0,-5051.30096032,12794.77791595459,152,2580,0.001,257800,479.7054278564452
1690,258400,100.0,-5048.16199709,10621.553379669189,152,2584,0.001,258200,454.82180755615235
1693,258800,100.0,-5047.8342812,10238.340946044922,152,2588,0.001,258600,488.41349060058593
1696,259200,100.0,-5048.981744,12778.115527191165,152,2592,0.001,259000,492.48009613037107
1698,259600,100.0,-5050.41811254,11073.88716140747,152,2596,0.001,259400,484.7993646240234
1701,260000,100.0,-5051.51003361,12838.793877868653,152,2600,0.001,259800,467.33733688354494
1704,260400,100.0,-5051.41364335,13142.761357574464,152,2604,0.001,260200,475.08335540771486
1706,260800,100.0,-5050.32645839,8933.339394226074,152,2608,0.001,260600,485.64692291259763
1709,261200,100.0,-5050.30332542,11241.964648132323,152,2612,0.001,261000,468.4588247680664
1711,261600,100.0,-5048.25328565,12732.195347595214,152,2616,0.001,261400,492.5792611694336
1714,262000,100.0,-5047.35692984,11446.425426025393,152,2620,0.001,261800,471.3307620239258
1717,262400,100.0,-5048.39425075,10114.249506225586,152,2624,0.001,262200,469.713512878418
1719,262800,100.0,-5048.11783443,16513.29350830078,152,2628,0.001,262600,476.687819519043
1722,263200,100.0,-5048.12219083,11744.588951263428,152,2632,0.001,263000,485.1886264038086
1724,263600,100.0,-5048.8664701,7868.84740234375,152,2636,0.001,263400,480.9890731811523
1727,264000,100.0,-5049.10570517,10354.760386962891,152,2640,0.001,263800,481.4547692871094
1730,264400,100.0,-5050.58913068,19817.71250335693,152,2644,0.001,264200,486.4484652709961
1732,264800,100.0,-5052.9506735,10067.100264434814,152,2648,0.001,264600,467.291335144043
1735,265200,100.0,-5053.78025686,9547.158986206055,152,2652,0.001,265000,451.1794219970704
1738,265600,100.0,-5053.40169895,13161.634921875,152,2656,0.001,265400,429.82712127685545
1740,266000,100.0,-5052.61955762,6479.510004577637,152,2660,0.001,265800,439.5929107666016
1743,266400,100.0,-5051.92725547,12237.897256011964,152,2664,0.001,266200,436.20789337158203
1745,266800,100.0,-5051.72875622,14838.86151763916,152,2668,0.001,266600,437.8610466003418
1748,267200,100.0,-5051.07993592,8481.237954254151,152,2672,0.001,267000,448.6733312988282
1751,267600,100.0,-5052.38205684,10874.685294647215,152,2676,0.001,267400,434.28312042236325
1753,268000,100.0,-5054.56196256,9211.60561126709,152,2680,0.001,267800,447.4069696044922
1756,268400,100.0,-5054.63140618,4651.9682035827645,152,2684,0.001,268200,441.0452847290039
1758,268800,100.0,-5054.56221184,12775.664232177734,152,2688,0.001,268600,437.2705065917969
1761,269200,100.0,-5053.30388055,11052.598552093506,152,2692,0.001,269000,451.4189695739746
1764,269600,100.0,-5054.5263689,13769.037236633301,152,2696,0.001,269400,432.06549468994143
1766,270000,100.0,-5052.31919302,9278.767100372315,152,2700,0.001,269800,444.0472119140625
1769,270400,100.0,-5051.76440505,13348.217451782226,152,2704,0.001,270200,429.82173263549805
1772,270800,100.0,-5125.16342508,12045.288832550048,152,2708,0.001,270600,426.93667892456057
1774,271200,100.0,-5125.79037857,8361.164959106445,152,2712,0.001,271000,440.94174072265633
1777,271600,100.0,-5123.49820869,12355.054971847534,152,2716,0.001,271400,424.5137272644043
1779,272000,100.0,-5123.06892135,7411.824196014404,152,2720,0.001,271800,422.3605581665039
1782,272400,100.0,-5121.65542089,7775.579784698486,152,2724,0.001,272200,421.5772695922852
1785,272800,100.0,-5120.56380332,9901.611344146728,152,2728,0.001,272600,437.2641006469727
1787,273200,100.0,-5120.98512167,9399.476131134032,152,2732,0.001,273000,423.7815379333496
1790,273600,100.0,-5121.99452813,6707.380543746948,152,2736,0.001,273400,432.3550012207031
1792,274000,100.0,-5122.56961149,9243.392132873536,152,2740,0.001,273800,433.56910720825203
1795,274400,100.0,-5121.60235499,13054.042691650393,152,2744,0.001,274200,427.88846496582033
1798,274800,100.0,-5119.28366389,9238.56071044922,152,2748,0.001,274600,426.4017791748047
1800,275200,100.0,-5120.29586748,11054.777234191897,152,2752,0.001,275000,449.30322189331054
1803,275600,100.0,-5122.09524115,10468.557096862793,152,2756,0.001,275400,425.9865403747559
1806,276000,100.0,-5121.92778597,6938.128241271973,152,2760,0.001,275800,428.7203747558594
1808,276400,100.0,-5122.35392733,12392.281307067871,152,2764,0.001,276200,433.2751663208008
1811,276800,100.0,-5122.62628534,9745.673617248534,152,2768,0.001,276600,419.1125082397461
1813,277200,100.0,-5122.7095332,8127.550210571289,152,2772,0.001,277000,402.1106266784668
1816,277600,100.0,-5122.9592452,10280.194516448975,152,2776,0.001,277400,395.66299057006836
1819,278000,100.0,-5118.27765005,10259.841176757813,152,2780,0.001,277800,406.14102783203117
1821,278400,100.0,-5118.9577012400005,9884.983811187743,152,2784,0.001,278200,395.27088302612304
1824,278800,100.0,-5120.83505256,8265.331405487059,152,2788,0.001,278600,411.97348693847664
1826,279200,100.0,-5120.5569633000005,10823.681509552,152,2792,0.001,279000,404.471928100586
1829,279600,100.0,-5129.20379471,11453.591794281008,152,2796,0.001,279400,397.1262057495117
1832,280000,100.0,-5145.93210737,7126.015812530518,152,2800,0.001,279800,418.2840542602539
1834,280400,100.0,-5149.65417827,10127.384653167725,152,2804,0.001,280200,406.9470846557617
1837,280800,100.0,-5076.52460671,9863.982836608886,152,2808,0.001,280600,409.963065032959
1840,281200,100.0,-5082.6578401,9539.385135498049,152,2812,0.001,281000,399.5558108520508
1842,281600,100.0,-5083.14400543,10272.595297393798,152,2816,0.001,281400,394.1713752746582
1845,282000,100.0,-5083.20715998,9527.82029937744,152,2820,0.001,281800,379.7139935302735
1847,282400,100.0,-5085.31049273,8935.218009948729,152,2824,0.001,282200,400.56130798339836
1850,282800,100.0,-5085.39129366,7647.917014160156,152,2828,0.001,282600,378.72360061645514
1853,283200,100.0,-5084.74903474,7506.4646366882325,152,2832,0.001,283000,372.3254200744629
1855,283600,100.0,-5084.0433998,10389.997831726074,152,2836,0.001,283400,366.6178411865234
1858,284000,100.0,-5084.84323429,9076.436362304688,152,2840,0.001,283800,382.97586730957033
1860,284400,100.0,-5084.1446613,9799.522606811523,152,2844,0.001,284200,381.5031932067871
1863,284800,100.0,-5082.57789741,6328.706538391113,152,2848,0.001,284600,359.7985697937012
1866,285200,100.0,-5080.77179689,6173.9274922180175,152,2852,0.001,285000,364.3941096496582
1868,285600,100.0,-5078.427468,5661.004310150147,152,2856,0.001,285400,359.7914730834961
1871,286000,100.0,-5078.17019691,4778.909256896974,152,2860,0.001,285800,362.9572573852539
1874,286400,100.0,-5076.92167931,9179.602373352049,152,2864,0.001,286200,345.09350128173827
1876,286800,100.0,-5076.09744785,10527.46727355957,152,2868,0.001,286600,366.31976760864256
1879,287200,100.0,-5078.70984193,8213.195656433105,152,2872,0.001,287000,343.60332458496094
1881,287600,100.0,-5077.22758756,7139.835044860841,152,2876,0.001,287400,339.78239318847665
1884,288000,100.0,-5077.0726223,6343.83919204712,152,2880,0.001,287800,345.0844886779785
1887,288400,100.0,-5077.22717065,7663.5634745788575,152,2884,0.001,288200,332.25786697387696
1889,288800,100.0,-5074.87950255,5892.595079040529,152,2888,0.001,288600,336.58758560180667
1892,289200,100.0,-5073.8621913,8372.151793518067,152,2892,0.001,289000,350.0927317810058
1894,289600,100.0,-5062.38396834,7737.949110717774,152,2896,0.001,289400,338.22818161010736
1897,290000,100.0,-5046.39671266,7376.225357666016,152,2900,0.001,289800,338.26797500610354
1900,290400,100.0,-5042.99023698,6283.186978759764,152,2904,0.001,290200,344.29141799926765
1902,290800,100.0,-5042.5038196900005,7111.148509979248,152,2908,0.001,290600,354.51381942749026
1905,291200,100.0,-5036.38275659,8858.355399627686,152,2912,0.001,291000,365.69797714233397
1907,291600,100.0,-5036.51120208,6644.920478515625,152,2916,0.001,291400,342.7346501159668
1910,292000,100.0,-5036.36584952,8781.150944213867,152,2920,0.001,291800,344.22989868164063
1913,292400,100.0,-5034.29172659,7650.3108253479,152,2924,0.001,292200,338.1249569702148
1915,292800,100.0,-5034.612143,9457.941649627686,152,2928,0.001,292600,337.4321209716797
1918,293200,100.0,-5034.47189772,6110.121102905274,152,2932,0.001,293000,340.38248992919915
1921,293600,100.0,-5033.36075598,7689.334029693604,152,2936,0.001,293400,340.3637400817871
1923,294000,100.0,-5030.6501992,15012.059734191896,152,2940,0.001,293800,338.65281982421874
1926,294400,100.0,-5031.18070192,8384.728158416749,152,2944,0.001,294200,348.9491580200195
1928,294800,100.0,-5031.19798541,8159.954691314697,152,2948,0.001,294600,354.014225769043
1931,295200,100.0,-5032.28036609,11969.966525878906,152,2952,0.001,295000,376.94051376342776
1934,295600,100.0,-5032.01183818,8390.581717834473,152,2956,0.001,295400,356.3265086364746
1936,296000,100.0,-5031.61536577,7465.854451599121,152,2960,0.001,295800,352.96836364746093
1939,296400,100.0,-5032.55125932,10057.52894317627,152,2964,0.001,296200,358.22406005859375
1942,296800,100.0,-5032.8078314800005,6288.758892974854,152,2968,0.001,296600,353.4156001281738
1944,297200,100.0,-5030.6100957,11602.003124084473,152,2972,0.001,297000,338.35852951049804
1947,297600,100.0,-5030.8355003,5564.255724792481,152,2976,0.001,297400,359.0455700683594
1949,298000,100.0,-5031.85980188,9615.750520935058,152,2980,0.001,297800,354.9504734802246
1952,298400,100.0,-5034.49132211,9320.423861236572,152,2984,0.001,298200,352.1082403564453
1955,298800,100.0,-5034.48982001,10554.452582397462,152,2988,0.001,298600,336.4547926330566
1957,299200,100.0,-5035.30302858,7160.9030101013195,152,2992,0.001,299000,362.51609664916987
1960,299600,100.0,-5035.59629434,6597.456173706055,152,2996,0.001,299400,358.89498123168937
1963,300000,100.0,-5035.45825552,8523.597377319336,152,3000,0.001,299800,356.25552337646485
1965,300400,100.0,-5034.1833746,9308.574783706665,152,3004,0.001,300200,362.2160369873047
1968,300800,100.0,-5035.02571314,8793.036164016723,152,3008,0.001,300600,371.24819885253913
1970,301200,100.0,-5033.53183278,7899.164150466919,152,3012,0.001,301000,374.50556213378906
1973,301600,100.0,-5041.86342441,9419.819017181397,152,3016,0.001,301400,360.230380859375
1976,302000,100.0,-5041.06444694,7240.056248168945,152,3020,0.001,301800,369.6992083740234
1978,302400,100.0,-5042.75707071,7273.284223327637,152,3024,0.001,302200,367.8153103637695
1981,302800,100.0,-5042.0698581,9970.269199676512,152,3028,0.001,302600,356.76510177612306
1984,303200,100.0,-5042.38576551,7535.391924743652,152,3032,0.001,303000,375.3388363647461
1986,303600,100.0,-5042.68857552,7682.584642791748,152,3036,0.001,303400,373.80640335083007
1989,304000,100.0,-5042.19879203,7917.1340142059325,152,3040,0.001,303800,375.62183502197263
1991,304400,100.0,-5041.19188767,11559.57953857422,152,3044,0.001,304200,380.22889053344727
1994,304800,100.0,-5041.22747381,7768.65014755249,152,3048,0.001,304600,387.677751159668
1997,305200,100.0,-5039.76659921,7482.608806610107,152,3052,0.001,305000,369.4339416503905
1999,305600,100.0,-5042.78374073,14399.627460632324,152,3056,0.001,305400,380.2026620483399
2002,306000,100.0,-5043.14941278,8469.200139694214,152,3060,0.001,305800,397.5137680053711
2005,306400,100.0,-5044.83394228,10707.183969421389,152,3064,0.001,306200,370.93036697387697
2007,306800,100.0,-5044.50491476,9283.155256652832,152,3068,0.001,306600,368.7330261230469
2010,307200,100.0,-5046.3293662,10231.504307861329,152,3072,0.001,307000,375.75088424682616
2013,307600,100.0,-5046.66173882,10307.859071655274,152,3076,0.001,307400,381.4936732482911
2015,308000,100.0,-5046.40134852,7484.154073028564,152,3080,0.001,307800,376.6895135498047
2018,308400,100.0,-5044.01517176,7122.484004058838,152,3084,0.001,308200,376.3034376525879
2020,308800,100.0,-5045.32205365,7682.276412048341,152,3088,0.001,308600,378.48922439575193
2023,309200,100.0,-5044.8313682,10478.444306182859,152,3092,0.001,309000,365.744997253418
2026,309600,100.0,-5045.46013241,9756.939735717771,152,3096,0.001,309400,359.32670181274415
2028,310000,100.0,-5044.8636965,8251.46805557251,152,3100,0.001,309800,350.2989173889161
2031,310400,100.0,-5044.84385282,8360.749822998047,152,3104,0.001,310200,356.3729229736328
2034,310800,100.0,-5043.7599208,8139.95407043457,152,3108,0.001,310600,331.37318725585936
2036,311200,100.0,-5043.33162289,5166.263868560791,152,3112,0.001,311000,347.23059967041013
2039,311600,100.0,-5034.17653907,7960.575446929932,152,3116,0.001,311400,341.34722320556637
2041,312000,100.0,-5034.52005714,7469.894141845703,152,3120,0.001,311800,332.59802505493167
2044,312400,100.0,-5035.3898823,8175.3074269104,152,3124,0.001,312200,332.4663192749024
2047,312800,100.0,-5037.52345771,7135.28432800293,152,3128,0.001,312600,318.30718170166017
2049,313200,100.0,-5039.33965342,6684.965754547119,152,3132,0.001,313000,326.4807536315918
2052,313600,100.0,-5038.91869396,5191.163500061035,152,3136,0.001,313400,325.5874041748047
2055,314000,100.0,-5039.99147634,8045.021385345459,152,3140,0.001,313800,310.7408807373047
2057,314400,100.0,-5039.9737648,7633.24138381958,152,3144,0.001,314200,303.73146453857424
2060,314800,100.0,-5041.1150969,5108.900380554199,152,3148,0.001,314600,287.66500076293937
2062,315200,100.0,-5041.12825515,8768.75126861572,152,3152,0.001,315000,296.7314794921875
2065,315600,100.0,-5038.40275187,9833.76998626709,152,3156,0.001,315400,291.15630355834963
2068,316000,100.0,-5041.67125909,6885.545763244629,152,3160,0.001,315800,297.33046752929687
2070,316400,100.0,-5041.23156393,5496.485201568604,152,3164,0.001,316200,296.6188835144043
2073,316800,100.0,-5041.71789851,5748.90401550293,152,3168,0.001,316600,297.44088531494134
2076,317200,100.0,-5039.34076752,6126.535405654909,152,3172,0.001,317000,304.4413381958008
2078,317600,100.0,-5043.42043353,7376.1268916320805,152,3176,0.001,317400,302.6152070617676
2081,318000,100.0,-5043.22844284,7803.215039367676,152,3180,0.001,317800,318.20227996826173
2083,318400,100.0,-5043.99050158,6365.9325987243665,152,3184,0.001,318200,326.10318298339837
2086,318800,100.0,-5042.47780028,5275.941186523438,152,3188,0.001,318600,332.9932977294922
2089,319200,100.0,-5042.29640205,10999.53950592041,152,3192,0.001,319000,343.2321412658692
2091,319600,100.0,-5042.77454575,12584.94371383667,152,3196,0.001,319400,338.61714294433585
2094,320000,100.0,-5045.99341238,5671.111601409913,152,3200,0.001,319800,346.69673934936526
2097,320400,100.0,-5046.35541946,7177.591148529053,152,3204,0.001,320200,348.27506271362313
2099,320800,100.0,-5047.06245266,7695.661412963867,152,3208,0.001,320600,353.7982670593262
2102,321200,100.0,-5047.86486936,8190.90901550293,152,3212,0.001,321000,342.10362899780273
2105,321600,100.0,-5047.76247907,7164.280530548096,152,3216,0.001,321400,345.04143173217767
2107,322000,100.0,-5049.78008388,7684.306935424805,152,3220,0.001,321800,352.44210845947265
2110,322400,100.0,-5047.27581232,9305.316532745359,152,3224,0.001,322200,342.76862548828126
2112,322800,100.0,-5045.9272022,5794.5211538696285,152,3228,0.001,322600,349.7459349060058
